U R U F' B2
U R U B2 F'
U' R U' F' B2
U' R U' B2 F'
U2 R F' R' B2
R U2 F' B2 L
R U2 B2 L F'
R U2 B2 F' L
U2 B2 R F' R'
L F2 L' U2 B2 R F'
B D' F U' L' U' B
U' F2 R F2 U' F B2
U' F2 R F2 U' B2 F
D2 F2 R D2 R' B U2
F D' F U' L' R2 U'
F D' F U' R2 L' U'
L' F2 R F' B2 L R'
L' F2 R F' B2 R' L
R' F2 R' L' B2 R' F'
L F2 L2 R F' B2 L
L F2 L2 R B2 L F'
L F2 L2 R B2 F' L
L' F2 R B2 L F' R'
L' F2 R B2 F' L R'
L' F2 R B2 F' R' L
R F2 L' B2 L R' F
R F2 L' B2 L F R'
R F2 L' B2 R' L F
D2 F2 R' U2 F2 L' F
L F2 L2 U2 R F' B2
L F2 L2 U2 R B2 F'
U2 F2 R F R' F2 B2
U2 F2 R F R' B2 F2
L F2 L2 U2 B2 R F'
U2 F2 R F' R B2 R2
U2 F2 R F' R' B2 D
U2 F2 R F' R' B2 D'
U2 F2 R F' R' B2 D2
U2 F2 R F' R2 B2 R
D2 F2 R' D2 R U2 F'
U2 F2 R F2 R' F B2
U2 F2 R F2 R' B2 F
R' F2 R2 L' F' B2 R'
R' F2 R2 L' B2 F' R'
L F2 R L F' B2 L
L F2 R L B2 L F'
L F2 R L B2 F' L
L F2 R L' F' B2 L
L F2 R L' B2 L F'
L F2 R L' B2 F' L
L F2 R L2 F' B2 L
L F2 R L2 B2 L F'
L F2 R L2 B2 F' L
R' F2 R2 U2 L' F' B2
R' F2 R2 U2 L' B2 F'
R' F2 R2 U2 B2 L' F'
R2 F2 R' U2 F' B2 L
R2 F2 R' U2 B2 L F'
R2 F2 R' U2 B2 F' L
L F2 R F B2 L F2
L F2 R F' L B2 L
L F2 R F' L' B2 L
L F2 R F' L2 B2 L
U F2 R F2 U F B2
U F2 R F2 U B2 F
L F2 R F' B2 L D
L F2 R F' B2 L D'
L F2 R F' B2 L D2
L F2 R F' B2 D L
L F2 R F' B2 D' L
L F2 R F' B2 D2 L
L F2 R B2 L D F'
L F2 R B2 L D' F'
L F2 R B2 L D2 F'
L F2 R B2 L F' D
L F2 R B2 L F' D'
L F2 R B2 L F' D2
L F2 R B2 L' F' L2
L F2 R B2 D L F'
L F2 R B2 D F' L
L F2 R B2 D' L F'
L F2 R B2 D' F' L
L F2 R B2 D2 L F'
L F2 R B2 D2 F' L
L F2 R B2 F L F2
L F2 R B2 F' L D
L F2 R B2 F' L D'
L F2 R B2 F' L D2
L F2 R B2 F' D L
L F2 R B2 F' D' L
L F2 R B2 F' D2 L
D2 F2 U D2 R U F'
R F2 R' U2 F B2 D
R F2 R' U2 F B2 D'
R F2 R' U2 F B2 D2
R F2 R' U2 B2 D F
R F2 R' U2 B2 D' F
R F2 R' U2 B2 D2 F
U2 F2 R2 B2 R' F' R'
R F2 R' U2 B2 F D
R F2 R' U2 B2 F D'
R F2 R' U2 B2 F D2
R F2 R' D2 F2 U2 F'
D2 F2 U' L U B' U2
U2 F2 U R U' F' B2
U2 F2 U R U' B2 F'
R F2 R' F' U2 F2 B2
R F2 R' F' U2 B2 F2
D2 F2 U' L' U' D F
D2 F2 U' L' U' D' F
D2 F2 U' L' U' D2 F
D2 F2 U' L' U' F D
D2 F2 U' L' U' F D'
D2 F2 U' L' U' F D2
D2 F2 U' L' D U' F
D2 F2 U' L' D' U' F
D2 F2 U' L' D2 U' F
R F2 R' F2 U2 F' B2
R F2 R' F2 U2 B2 F'
R F2 R' B U2 F B
R F2 R' B U2 B F
R F2 R' B' U2 F B'
R F2 R' B' U2 B' F
R' F2 U2 L B2 L2 F
U2 F2 U' R U F' B2
U2 F2 U' R U B2 F'
D2 F2 U2 L' D F L
D2 F2 U2 L' D' F L
D2 F2 U2 L' D2 F L
D2 F2 U2 L' F L D
D2 F2 U2 L' F L D'
D2 F2 U2 L' F L D2
D2 F2 U2 L' F D L
D2 F2 U2 L' F D' L
D2 F2 U2 L' F D2 L
D2 F2 U2 L' F' L F2
D2 F2 U2 L' F2 L F'
B' D2 L B' L' U2 B'
D2 F2 U2 R' D2 R F'
L' F2 U2 R F' B2 R'
L' F2 U2 R B2 F' R'
F' D2 L F2 B' U2 R
D2 F2 U2 D2 R F' R'
L' F2 U2 R2 B2 R' F'
D2 F2 U2 F L' F L
F' D2 L B' L' F2 U2
D2 F2 U2 F' L' F L
F' D2 L B' F2 U2 R
D2 F2 U2 F2 L' F L
B2 D2 L B' L' U2 B
R' F2 U2 B2 L2 F L
F2 D2 L F2 B' U2 R
F2 D2 L B' L' F2 U2
F2 D2 L B' F2 U2 R
L' F2 U2 B2 R F' R2
F' D2 L' F2 L U2 F'
B D2 L B' L' U2 B2
F2 D2 L' F2 L U2 F'
F D2 L F2 B' U2 R
F D2 L B' L' F2 U2
F D2 L B' F2 U2 R
L F2 U2 R F' B2 D
L F2 U2 R F' B2 D'
L F2 U2 R F' B2 D2
L F2 U2 R B2 D F'
L F2 U2 R B2 D' F'
L F2 U2 R B2 D2 F'
L F2 U2 R B2 F' D
L F2 U2 R B2 F' D'
L F2 U2 R B2 F' D2
R F2 U2 L' B2 L F
D2 F2 D' B U R' U
D2 F2 D' B' U' L U'
L F2 U2 B' R F' B'
L F2 U2 B' R B' F'
L F2 U2 B2 R D F'
L F2 U2 B2 R D' F'
L F2 U2 B2 R D2 F'
L F2 U2 B2 R F' D
L F2 U2 B2 R F' D'
L F2 U2 B2 R F' D2
R F2 U2 F L B2 L
R F2 U2 F L' B2 L
R F2 U2 F L2 B2 L
R F2 U2 F B2 L D
R F2 U2 F B2 L D'
R F2 U2 F B2 L D2
R F2 U2 F B2 D L
R F2 U2 F B2 D' L
R F2 U2 F B2 D2 L
F D2 L' F2 L U2 F'
R F2 U2 F' B2 L F2
R F2 U2 F2 B2 L F'
L' F2 D2 L F2 B' U2
L' F2 D2 L B' F2 U2
D2 F2 D2 R' B R U2
R F2 U2 B2 D F L
R F2 U2 B2 D' F L
R F2 U2 B2 D2 F L
R F2 U2 B2 F L D
R F2 U2 B2 F L D'
R F2 U2 B2 F L D2
D2 F2 D2 U R U F'
R F2 U2 B2 F D L
R F2 U2 B2 F D' L
R F2 U2 B2 F D2 L
R F2 U2 B2 F' L F2
R F2 U2 B2 F2 L F'
D2 F2 D2 U2 R F' R'
R' F2 D2 F2 B R U2
R' F2 D2 B F2 R U2
L' F2 D2 F2 L B' U2
D2 F2 B L B' L' U2
R' F2 B R' U2 L' B'
R' F2 B U2 L B L2
R' F2 B U2 L' D B
R' F2 B U2 L' D' B
R' F2 B U2 L' D2 B
R' F2 B U2 L' B D
R' F2 B U2 L' B D'
R' F2 B U2 L' B D2
D2 F2 B U' L' U' F
R' F2 B U2 D L' B
F' D2 R' F2 U2 L' F
R' F2 B U2 D B L'
R' F2 B U2 D' L' B
R' F2 B U2 D' B L'
R' F2 B U2 D2 L' B
R' F2 B U2 D2 B L'
R' F2 B U2 B L' D
R' F2 B U2 B L' D'
R' F2 B U2 B L' D2
R' F2 B U2 B D L'
R' F2 B U2 B D' L'
R' F2 B U2 B D2 L'
R' F2 B U2 B' L' B2
D2 F2 B U2 L' F L
R' F2 B D U2 L' B
R' F2 B D U2 B L'
R' F2 B D' U2 L' B
R' F2 B D' U2 B L'
R' F2 B D2 U2 L' B
R' F2 B D2 U2 B L'
F2 D2 R' F2 U2 L' F
D2 F2 B' L B' L' U2
U2 F2 B R F' R' B
D2 F2 B' U' L' U' F
D2 F2 B' U2 L' F L
D2 F2 B2 L B' L' U2
R F2 D2 R' F2 U2 F'
L F2 D2 F2 L' U2 F
U2 F2 B' R F' R' B'
D F2 B U L2 R' U
D F2 B U R' L2 U
D2 F2 B2 U' L' U' F
F D2 R' F2 U2 L' F
D2 F2 B2 U2 L' F L
U2 F2 B2 L D2 L' F
L F2 B U2 B R F'
U2 F2 B2 R D F' R'
U2 F2 B2 R D' F' R'
U2 F2 B2 R D2 F' R'
U2 F2 B2 R F R' F2
U2 F2 B2 R F' R' D
U2 F2 B2 R F' R' D'
U2 F2 B2 R F' R' D2
U2 F2 B2 R F' D R'
U2 F2 B2 R F' D' R'
U2 F2 B2 R F' D2 R'
U2 F2 B2 R F2 R' F
U2 F2 B2 U' R U F'
B D2 U L' U F B
B D2 U L' U B F
B' D2 U2 L' F L B'
U2 F2 B2 D2 L' F L
D2 B L F2 B' U2 R
D2 B L B' L' F2 U2
D2 B L B' F2 U2 R
L F2 B' U2 R F' B'
L F2 B' U2 R B' F'
L F2 B' U2 B' R F'
B' D2 U2 B' L' F L
U2 B L D2 L' F B
U2 B L D2 L' B F
B D2 U' L' U' F B
B D2 U' L' U' B F
U2 B L D2 B L' F
R F2 B' U2 F B' L
R F2 B' U2 B' F L
U2 B L B D2 L' F
D2 B L' F2 L U2 F'
B D2 U2 L' F L B
B D2 U2 B L' F L
R' B R U' R' U' B
R' B R U2 R' B R
F' D2 F2 L B' L' U2
F2 D2 F2 L B' L' U2
F' D2 F2 U' L' U' F
F' D2 F2 U2 L' F L
U2 B R F R' F2 B
U2 B R F R' B F2
U2 B R F' R' D B
U2 B R F' R' D' B
U2 B R F' R' D2 B
U2 B R F' R' B D
U2 B R F' R' B D'
U2 B R F' R' B D2
U2 B R F2 R' F B
U2 B R F2 R' B F
F2 D2 F2 U' L' U' F
F2 D2 F2 U2 L' F L
D2 B R' F2 U2 L' F
R2 B R B R F' U2
R' B R2 D F' R' U2
R' B R2 D' F' R' U2
F D2 F2 L B' L' U2
R' B R2 D2 F' R' U2
R' B R2 F R' F2 U2
R' B R2 F' R' U2 D
R' B R2 F' R' U2 D'
R' B R2 F' R' U2 D2
R' B R2 F' R' D U2
R' B R2 F' R' D' U2
R' B R2 F' R' D2 U2
R' B R2 F' D R' U2
R' B R2 F' D' R' U2
R' B R2 F' D2 R' U2
R' B R2 F2 R' F U2
F D2 F2 U' L' U' F
F D2 F2 U2 L' F L
R' B U F2 U L' B
R' B U F2 U B L'
D B U L2 R' U D
D B U L2 R' U D'
D B U L2 R' U D2
D B U L2 R' D U
D B U L2 R' D' U
D B U L2 R' D2 U
D B U L2 D R' U
D B U L2 D' R' U
D B U L2 D2 R' U
D B U R' L2 U D
D B U R' L2 U D'
D B U R' L2 U D2
D B U R' L2 D U
D B U R' L2 D' U
D B U R' L2 D2 U
D B U R' U D' B2
D B U R' D' U B2
D B U D' R' U B2
R B R2 F' B U2 L
R B R2 B F' U2 L
R' B U2 F2 L' F2 B
R' B U2 F2 L' B F2
R' B U2 F2 B L' F2
R' B U2 B U2 R U2
R' B U2 B F2 L' F2
L' B U2 B R F' R2
R' B D R2 F' R' U2
U' B D B' L U' B2
R' B D F' U2 B L
R' B D F2 U2 L' B
R' B D F2 U2 B L'
R' B D' R2 F' R' U2
R' B D' F' U2 B L
R B U2 L F' L' B
R B U2 L F' B L'
R B U2 L B F' L'
U2 B D B U' R' U
R' B D' F2 U2 L' B
R' B D' F2 U2 B L'
R B U2 L' F' L' B
R B U2 L' F' B L'
R B U2 L' B F' L'
R B U2 L2 F' L' B
R B U2 L2 F' B L'
R B U2 L2 B F' L'
L B U2 F2 B R F'
L B U2 B F2 R F'
R B U2 D F' L' B
R B U2 D F' B L'
R B U2 D B F' L'
R B U2 D' F' L' B
R B U2 D' F' B L'
R B U2 D' B F' L'
R B U2 D2 F' L' B
R B U2 D2 F' B L'
R B U2 D2 B F' L'
D B D F2 U R' U
R B U2 F' L B L2
R B U2 F' L' D B
R B U2 F' L' D' B
R B U2 F' L' D2 B
R B U2 F' L' B D
R B U2 F' L' B D'
R B U2 F' L' B D2
R B U2 F' D L' B
R B U2 F' D B L'
R B U2 F' D' L' B
R B U2 F' D' B L'
R B U2 F' D2 L' B
R B U2 F' D2 B L'
R B U2 F' B L' D
R B U2 F' B L' D'
R B U2 F' B L' D2
R B U2 F' B D L'
R B U2 F' B D' L'
R B U2 F' B D2 L'
R' B D2 R2 F' R' U2
R B U2 F' B' L' B2
R B U2 B L F' L'
R B U2 B L' F' L'
R B U2 B L2 F' L'
R B U2 B D F' L'
R B U2 B D' F' L'
R B U2 B D2 F' L'
R B U2 B F' L' D
R B U2 B F' L' D'
R B U2 B F' L' D2
R B U2 B F' D L'
R B U2 B F' D' L'
R B U2 B F' D2 L'
R B U2 B' F' L' B2
R' B D2 F' U2 B L
R' B D2 F2 U2 L' B
R' B D2 F2 U2 B L'
D B D' U R' U B2
U2 B D2 L' F L B
B' F R' B R U2 B2
R B D U2 F' L' B
R B D U2 F' B L'
R B D U2 B F' L'
R' B F R2 F' R U2
D' B F U' L' R2 U'
F' B R' B R U2 B
D' B F U' R2 L' U'
U2 B D2 B L' F L
B2 F R' B R U2 B'
F2 B R' B R U2 B
U2 B F R F' R' B
R' B F' R2 F' U2 L'
R B D' U2 F' L' B
R B D' U2 F' B L'
R B D' U2 B F' L'
L B D2 L' U2 F B
L B D2 L' U2 B F
R' B F' U2 L B L
R' B F' U2 L' B L
R' B F' U2 L2 B L
R' B F' U2 D B L
R' B F' U2 D' B L
R' B F' U2 D2 B L
R' B F' U2 B L D
R' B F' U2 B L D'
R' B F' U2 B L D2
R' B F' U2 B D L
R' B F' U2 B D' L
R' B F' U2 B D2 L
R' B F' D U2 B L
R' B F' D' U2 B L
R' B F' D2 U2 B L
B' F U R U F' B'
B' F U R U B' F'
D2 B F2 L B' L' U2
B F R' B R U2 B
R' B F2 R' U2 L' B'
D B F U L2 R' U
D B F U R' L2 U
U2 B F' R F' R' B
D2 B F2 U' L' U' F
R' B F2 U2 L B L2
R' B F2 U2 L' D B
R' B F2 U2 L' D' B
R' B F2 U2 L' D2 B
R' B F2 U2 L' B D
R' B F2 U2 L' B D'
R' B F2 U2 L' B D2
D2 B F2 U2 L' F L
R' B F2 U2 D L' B
R' B F2 U2 D B L'
R' B F2 U2 D' L' B
R' B F2 U2 D' B L'
R' B F2 U2 D2 L' B
R' B F2 U2 D2 B L'
R B D2 U2 F' L' B
R B D2 U2 F' B L'
R B D2 U2 B F' L'
R' B F2 U2 B L' D
R' B F2 U2 B L' D'
R' B F2 U2 B L' D2
F B R' B R U2 B
R' B F2 U2 B D L'
R' B F2 U2 B D' L'
R' B F2 U2 B D2 L'
R' B F2 U2 B' L' B2
R' B F2 D U2 L' B
R' B F2 D U2 B L'
R' B F2 D' U2 L' B
R' B F2 D' U2 B L'
R' B F2 D2 U2 L' B
R' B F2 D2 U2 B L'
B' F U' R U' F' B'
B' F U' R U' B' F'
D B F' U L2 R' U
D B F' U R' L2 U
U2 B F2 R F' R' B
D2 B' L F2 B' U2 R
D2 B' L B' L' F2 U2
D2 B' L B' F2 U2 R
D B F2 U L2 R' U
D B F2 U R' L2 U
B' F U2 R F' R' B'
U2 B' L D2 L' F B'
U2 B' L D2 L' B' F
F' B U2 R F' R' B
D2 B' L' F2 L U2 F'
B' F U2 B' R F' R'
F2 B U2 R F' R' B
L B F2 U2 B R F'
F' B U2 B R F' R'
F2 B U2 B R F' R'
B F U2 R F' R' B
F B U2 R F' R' B
B F U2 B R F' R'
R' B' R U2 D2 F2 B'
R' B' R U2 D2 B' F2
R' B' R D2 U2 F2 B'
R' B' R D2 U2 B' F2
R' B' R F B2 U2 B
R' B' R F' B2 U2 B
R' B' R F2 B2 U2 B
F B U2 B R F' R'
R' B' R B2 U2 D B
R' B' R B2 U2 D' B
R' B' R B2 U2 D2 B
R' B' R B2 U2 B D
R' B' R B2 U2 B D'
R' B' R B2 U2 B D2
R' B' R B2 D U2 B
R' B' R B2 D' U2 B
R' B' R B2 D2 U2 B
R' B' R B2 F U2 B
R' B' R B2 F' U2 B
R' B' R B2 F2 U2 B
U2 B' R D F' R' B'
U2 B' R D' F' R' B'
U2 B' R D2 F' R' B'
U2 B' R F R' F2 B'
U2 B' R F R' B' F2
U2 B' R F' R B' R2
U2 B' R F' R' D B'
U2 B' R F' R' D' B'
U2 B' R F' R' D2 B'
U2 B' R F' R' B' D
U2 B' R F' R' B' D'
U2 B' R F' R' B' D2
U2 B' R F' R2 B' R
U2 B' R F' D R' B'
U2 B' R F' D' R' B'
U2 B' R F' D2 R' B'
U2 B' R F2 R' F B'
U2 B' R F2 R' B' F
D2 B' R' F2 U2 L' F
U2 B' R B' D2 F' R
R' B' R' B2 R2 F' U2
R2 B' R B R U2 B2
U2 B' R' B' R D2 F2
U2 B' R' B' D2 R F2
R' B' R2 B2 U2 L B
R B' R U2 B' L F
U2 B' R2 B' R' F' R'
U2 B' U R U' F' B'
U2 B' U R U' B' F'
D B' U L2 U2 L' U'
U2 B' U' R U F' B'
U2 B' U' R U B' F'
R' B' U2 D2 F2 B' L'
R' B' U2 D2 B' F2 L'
R B' R2 B R' U2 B2
R B' R2 B U2 B2 L
D B' U' L U2 L U
L' B' U2 F R F' B'
L' B' U2 F R B' F'
L' B' U2 F B' R F'
D B' U' D' L U' B2
D B' U' D2 L R2 U'
D B' U' D2 R2 L U'
L' B' U2 B' F R F'
B' F' R' B R U2 B2
F' B' R' B R U2 B2
B2 F' R' B R U2 B'
F2 B' R' B R U2 B2
U2 B' D B' U L U'
L B' U2 F2 R F' B'
L B' U2 F2 R B' F'
L B' U2 F2 B' R F'
B' F' U R U F' B'
B' F' U R U B' F'
R' B' D2 R U2 F2 B'
R' B' D2 R U2 B' F2
L B' U2 B' F2 R F'
B F' R' B R U2 B
D B' D F2 U' L U'
R B' U2 F B' L F2
R B' U2 F' B' L D
R B' U2 F' B' L D'
R B' U2 F' B' L D2
R B' U2 F' B' D L
R B' U2 F' B' D' L
R B' U2 F' B' D2 L
R' B' D2 U2 F2 B' L'
R' B' D2 U2 B' F2 L'
F' B' U R U F' B'
F' B' U R U B' F'
R B' U2 B' L D F'
R B' U2 B' L D' F'
R B' U2 B' L D2 F'
R B' U2 B' L F' D
R B' U2 B' L F' D'
R B' U2 B' L F' D2
R B' U2 B' L' F' L2
R B' U2 B' D L F'
R B' U2 B' D F' L
R B' U2 B' D' L F'
R B' U2 B' D' F' L
R B' U2 B' D2 L F'
R B' U2 B' D2 F' L
R B' U2 B' F L F2
R B' U2 B' F' L D
R B' U2 B' F' L D'
R B' U2 B' F' L D2
R B' U2 B' F' D L
R B' U2 B' F' D' L
R B' U2 B' F' D2 L
F2 B' U R U F' B'
F2 B' U R U B' F'
F B' R' B R U2 B2
U2 B' D2 L' F L B'
D B' D' U' L U' B2
U B' D B R' U B2
B' F' U' R U' F' B'
B' F' U' R U' B' F'
F' B' U' R U' F' B'
F' B' U' R U' B' F'
D' B' F U' L' R2 U'
D' B' F U' R2 L' U'
U2 B' D2 B' L' F L
F2 B' U' R U' F' B'
F2 B' U' R U' B' F'
D B' D2 U' L R2 U'
D B' D2 U' R2 L U'
B' F' U2 R F' R' B'
U2 B' F R F' R' B'
F B' U R U F' B'
F B' U R U B' F'
F' B' U2 R F' R' B'
D2 B' F2 L B' L' U2
B' F' U2 B' R F' R'
F2 B' U2 R F' R' B'
U2 B' F' R F' R' B'
D2 B' F2 U' L' U' F
D2 B' F2 U2 L' F L
F' B' U2 B' R F' R'
F B' U' R U' F' B'
F B' U' R U' B' F'
F2 B' U2 B' R F' R'
B F' U2 R F' R' B
U2 B' F2 R F' R' B'
D2 B2 L F2 B' U2 R
D2 B2 L B' L' F2 U2
B F' U2 B R F' R'
F B' U2 R F' R' B'
D2 B2 L B' F2 U2 R
R B' F U2 F2 B' L
R B' F U2 B' L F2
R B' F U2 B' F2 L
U2 B2 L D2 L' D F
U2 B2 L D2 L' D' F
U2 B2 L D2 L' D2 F
U2 B2 L D2 L' F D
U2 B2 L D2 L' F D'
U2 B2 L D2 L' F D2
F B' U2 B' R F' R'
D2 B2 L' F2 L U2 F'
U2 B2 L' R F' L R'
U2 B2 L' R F' R' L
L B' F2 U2 R F' B'
L B' F2 U2 R B' F'
L B' F2 U2 B' R F'
U2 B2 L' D2 L' F L2
R B' F2 U2 F B' L
R B' F2 U2 B' F L
R B2 L R' F2 R F'
U2 B2 L2 R F' L2 R'
U2 B2 L2 R F' R' L2
R B2 L U2 L' U2 F'
R B2 L D F2 R F
R B2 L D' F2 R F
R' B2 R D B' U2 B
R B2 L D2 F2 R F
R' B2 R D' B' U2 B
R' B2 R D2 B' U2 B
R B2 L F2 R D F
R B2 L F2 R D' F
R B2 L F2 R D2 F
R B2 L F2 R F D
R B2 L F2 R F D'
R B2 L F2 R F D2
R B2 L F2 R' F R2
R B2 L F2 R2 F R'
R' B2 R F B' U2 B
R B2 L F2 D R F
R B2 L F2 D' R F
U' B2 R B2 U' F' B2
R B2 L F2 D2 R F
U' B2 R B2 U' B2 F'
R' B2 R F' B' U2 B
R' B2 R F2 B' U2 B
L' B2 R F R2 F2 L'
R' B2 R B' U2 D B
R' B2 R B' U2 D' B
R' B2 R B' U2 D2 B
R' B2 R B' U2 B D
R' B2 R B' U2 B D'
R' B2 R B' U2 B D2
R' B2 R B' D U2 B
R' B2 R B' D' U2 B
R' B2 R B' D2 U2 B
R' B2 R B' F U2 B
R' B2 R B' F' U2 B
R' B2 R B' F2 U2 B
U2 B2 R L' F' L R'
U2 B2 R L' F' R' L
U2 B2 R L2 F' L2 R'
U2 B2 R L2 F' R' L2
U2 B2 R D F R' F2
U2 B2 R D F' R' D
U2 B2 R D F' R' D'
U2 B2 R D F' R' D2
U2 B2 R D F' D R'
U2 B2 R D F' D' R'
U2 B2 R D F' D2 R'
U2 B2 R D F2 R' F
U2 B2 R D' F R' F2
U2 B2 R D' F' R' D
U2 B2 R D' F' R' D'
U2 B2 R D' F' R' D2
U2 B2 R D' F' D R'
U2 B2 R D' F' D' R'
U2 B2 R D' F' D2 R'
U2 B2 R D' F2 R' F
R B2 L' F L2 F2 R
U2 B2 R D2 F R' F2
U2 B2 R D2 F' R' D
U2 B2 R D2 F' R' D'
U2 B2 R D2 F' R' D2
U2 B2 R D2 F' D R'
U2 B2 R D2 F' D' R'
U2 B2 R D2 F' D2 R'
U2 B2 R D2 F2 R' F
U2 B2 R F R F2 R2
U2 B2 R F R' F2 D
U2 B2 R F R' F2 D'
U2 B2 R F R' F2 D2
L' B2 R' U2 B R U2
U2 B2 R F' R2 D R
U2 B2 R F' R2 D' R
U2 B2 R F' R2 D2 R
U2 B2 R F' D R' D
U2 B2 R F' D R' D'
U2 B2 R F' D R' D2
U2 B2 R F' D' R' D
U2 B2 R F' D' R' D'
U2 B2 R F' D' R' D2
U2 B2 R F' D2 R' D
U2 B2 R F' D2 R' D'
U2 B2 R F' D2 R' D2
U2 B2 R F2 R F R2
U2 B2 R F2 R' D F
U2 B2 R F2 R' D' F
U2 B2 R F2 R' D2 F
U2 B2 R F2 R' F D
U2 B2 R F2 R' F D'
U2 B2 R F2 R' F D2
U2 B2 R F2 D R' F
U2 B2 R F2 D F R'
U2 B2 R F2 D' R' F
U2 B2 R F2 D' F R'
U2 B2 R F2 D2 R' F
U2 B2 R F2 D2 F R'
D2 B2 R' F2 U2 L' F
R' B2 R' B' R2 F' U2
R2 B2 R B R U2 B'
U2 B2 R' U2 B U2 R
U2 B2 R' D R2 F' R'
R B2 L2 D2 L' F' R2
U2 B2 R' D' R2 F' R'
U2 B2 R' D2 R2 F' R'
U2 B2 R' F R2 F' R
U B2 R B2 U F' B2
U B2 R B2 U B2 F'
U2 B2 R2 F R' F' R'
U2 B2 R2 F' R' F' R'
U2 B2 R2 F2 R' F' R'
R B2 R' L F2 R F'
B' F2 R' B R U2 B2
U2 B2 U D2 L' U' F
F' B2 R' B R U2 B'
D B2 U L2 R' U F'
B2 F2 R' B R U2 B'
D B2 U R' L2 U F'
F2 B2 R' B R U2 B'
U2 B2 U' R U D F'
U2 B2 U' R U D' F'
U2 B2 U' R U D2 F'
U2 B2 U' R U F' D
U2 B2 U' R U F' D'
U2 B2 U' R U F' D2
U2 B2 U' R D U F'
U2 B2 U' R D' U F'
U2 B2 U' R D2 U F'
U2 B2 U' R' U' B U2
B' F2 U R U F' B'
B' F2 U R U B' F'
R B2 R2 B U2 B' L
R' B2 U2 B' R U2 R'
B F2 R' B R U2 B
R' B2 D R B' U2 B
U2 B2 U2 R' B R U2
F B2 R' B R U2 B'
B' F2 U' R U' F' B'
B' F2 U' R U' B' F'
U2 B2 D L D L' F
R' B2 D' R B' U2 B
U2 B2 D R' D' R F'
B' F2 U2 R F' R' B'
U2 B2 D' L D' L' F
R B2 U2 L' F' L2 B'
B' F2 U2 B' R F' R'
R' B2 D2 R B' U2 B
U2 B2 D' R' D R F'
L' B2 D2 R' F2 L' F
U2 B2 D' F U L' U'
R B2 U2 F' L2 B' L'
U2 B2 D' F' U' R U
R B2 D L F2 R F
U2 B2 D2 L' D F L
U2 B2 D2 L' D' F L
U2 B2 D2 L' D2 F L
U2 B2 D2 L' F L D
U2 B2 D2 L' F L D'
U2 B2 D2 L' F L D2
U2 B2 D2 L' F D L
U2 B2 D2 L' F D' L
U2 B2 D2 L' F D2 L
U2 B2 D2 L' F' L F2
U2 B2 D2 L' F2 L F'
U2 B2 D2 R' D2 R F'
B F2 U2 R F' R' B
U2 B2 D2 U L' U' F
R B2 D F L F2 R
U2 B2 D2 F L' F L
U2 B2 D2 F' L' F L
D' B2 F U' L' R2 U'
D' B2 F U' R2 L' U'
U2 B2 D2 F2 L' F L
B F2 U2 B R F' R'
R B2 D' L F2 R F
U2 B2 F L D2 L' F
U2 B2 F R D F' R'
U2 B2 F R D' F' R'
U2 B2 F R D2 F' R'
U2 B2 F R F R' F2
U2 B2 F R F' R' D
U2 B2 F R F' R' D'
U2 B2 F R F' R' D2
U2 B2 F R F' D R'
U2 B2 F R F' D' R'
U2 B2 F R F' D2 R'
U2 B2 F R F2 R' F
U2 B2 F U' R U F'
R B2 D' F L F2 R
D2 B2 F2 L B' L' U2
U2 B2 F D2 L' F L
U2 B2 F' L D2 L' F
R B2 D2 L F2 R F
U2 B2 F' R D F' R'
U2 B2 F' R D' F' R'
U2 B2 F' R D2 F' R'
U2 B2 F' R F R' F2
U2 B2 F' R F' R' D
U2 B2 F' R F' R' D'
U2 B2 F' R F' R' D2
U2 B2 F' R F' D R'
U2 B2 F' R F' D' R'
U2 B2 F' R F' D2 R'
U2 B2 F' R F2 R' F
D2 B2 F2 U' L' U' F
D2 B2 F2 U2 L' F L
U2 B2 F' U' R U F'
R B2 D2 F L F2 R
U2 B2 F' D2 L' F L
U2 B2 F2 L D2 L' F
U2 B2 F2 R D F' R'
U2 B2 F2 R D' F' R'
U2 B2 F2 R D2 F' R'
U2 B2 F2 R F R' F2
U2 B2 F2 R F' R' D
U2 B2 F2 R F' R' D'
U2 B2 F2 R F' R' D2
U2 B2 F2 R F' D R'
U2 B2 F2 R F' D' R'
U2 B2 F2 R F' D2 R'
U2 B2 F2 R F2 R' F
R B2 F L R F2 R
R B2 F L R' F2 R
R B2 F L R2 F2 R
R B2 F L F2 R D
R B2 F L F2 R D'
R B2 F L F2 R D2
R B2 F L F2 D R
R B2 F L F2 D' R
R B2 F L F2 D2 R
U2 B2 F2 U' R U F'
R B2 F R L F2 R
R B2 F R' L F2 R
R B2 F R2 L F2 R
U2 B2 F2 D2 L' F L
R B2 F' L U2 L' U2
R B2 F' L F2 R F2
R B2 F' L2 D2 L' R2
R B2 F' L2 D2 R2 L'
