U B2 L' R'
U B2 R' L'
U' L U2 L2 B2
U' L U2 B2 L2
U L' B2 D2 R2
U R B2 L' R'
U R B2 R' L'
U R' B2 L' R'
U R' B2 R' L'
U R2 B2 L' R'
U R2 B2 R' L'
B U L' B R'
B U B L' R'
B U B R' L'
U B L' B R'
U B2 L' R' D
U B2 L' R' D'
U B2 L' R' D2
U B2 L' D R'
U B2 L' D' R'
U B2 L' D2 R'
U B2 R' L' D
U B2 R' L' D'
U B2 R' L' D2
U B2 R' D L'
U B2 R' D' L'
U B2 R' D2 L'
U B2 D L' R'
U B2 D R' L'
U B2 D' L' R'
U B2 D' R' L'
U B2 D2 L' R'
U B2 D2 R' L'
U F' B2 R' F D2 L'
U F2 L R U2 F2 B2
U F2 L R U2 B2 F2
L2 F2 L' U L2 R B2
L2 F2 L' U L2 B2 R
L2 F2 L' U R L2 B2
L2 F2 L' U R B2 L2
L2 F2 L' U B2 L2 R
L2 F2 L' U B2 R L2
U F2 L U2 F2 L' B2
U F2 L U2 F2 B2 L'
U F2 L U2 B2 F2 L'
U F2 L F2 L' B2 R'
U' F2 R L U2 B2 D
U' F2 R L U2 B2 D'
U' F2 R L U2 B2 D2
U' F2 R L D2 F2 U2
U' F2 R L F U2 B2
U' F2 R L F' U2 B2
U' F2 R L F2 U2 B2
L2 F2 L2 U L' R B2
L2 F2 L2 U L' B2 R
D2 F2 R L U R' U
L2 F2 L2 U R L' B2
L2 F2 L2 U R B2 L'
L2 F2 L2 U B2 L' R
L2 F2 L2 U B2 R L'
U' F2 R U2 R B2 R'
U' F2 R U2 R' B2 R'
U' F2 R U2 R2 B2 R'
U' F2 R U2 B2 R' D
U' F2 R U2 B2 R' D'
U' F2 R U2 B2 R' D2
U' F2 R U2 B2 D R'
U' F2 R U2 B2 D' R'
U' F2 R U2 B2 D2 R'
L F2 L' U B2 L' R'
L F2 L' U B2 R' L'
U' F2 R D2 L F2 U2
U' F2 R D2 F2 L U2
U' F2 R F L U2 B2
U' F2 R F U2 B2 R'
U' F2 R F' L U2 B2
U' F2 R F' U2 B2 R'
U' F2 R F2 L U2 B2
U' F2 R F2 U2 B2 R'
D F2 L2 U' L' R U2
D F2 L2 U' R L' U2
D F2 L2 F2 U L' R
D F2 L2 F2 U R L'
U F2 L2 F2 L' R B2
U F2 L2 F2 L' B2 R
U F2 L2 F2 R L' B2
U F2 L2 F2 R B2 L'
U' F2 R2 L U2 B2 L
U F2 L2 F2 B2 L' R
U F2 L2 F2 B2 R L'
B' D' B U B2 L' R'
B' D' B U B2 R' L'
U F2 L2 B2 F2 L' R
U F2 L2 B2 F2 R L'
U F2 R L U2 F2 B2
U F2 R L U2 B2 F2
U' F2 R2 U2 B2 L R'
U' F2 R2 U2 B2 R' L
U F2 R U2 F2 B2 R'
U F2 R U2 B2 R' F2
U F2 R U2 B2 F2 R'
U F2 R B2 R' F2 L'
U2 F2 R2 U' B2 L R'
U2 F2 R2 U' B2 R' L
B2 D' B' U L' B R'
B2 D' B' U B L' R'
B2 D' B' U B R' L'
R2 F2 R2 U B2 L R'
R2 F2 R2 U B2 R' L
U2 F2 U L R U2 B2
L2 F2 U L R B2 D
L2 F2 U L R B2 D'
L2 F2 U L R B2 D2
L2 F2 U L R' B2 R2
B' D' B2 U L' B R'
L2 F2 U L B' R B'
L2 F2 U L B2 R D
L2 F2 U L B2 R D'
L2 F2 U L B2 R D2
L2 F2 U L B2 D R
L2 F2 U L B2 D' R
L2 F2 U L B2 D2 R
L2 F2 U L' R B2 L2
B' D' B2 U B L' R'
B' D' B2 U B R' L'
L2 F2 U L' B2 L2 R
L2 F2 U L' B2 R L2
L2 F2 U L2 R B2 L'
L2 F2 U L2 B2 L' R
L2 F2 U L2 B2 R L'
U2 F2 U R L U2 B2
L2 F2 U R L B2 D
L2 F2 U R L B2 D'
L2 F2 U R L B2 D2
L2 F2 U R L' B2 L2
L2 F2 U R L2 B2 L'
U2 F2 U R U2 B2 R'
L2 F2 U R' L B2 R2
B2 D' B2 U B2 L' R'
B2 D' B2 U B2 R' L'
L2 F2 U B2 R D2 L2
U F2 R2 F2 B2 L R'
U F2 R2 F2 B2 R' L
U F2 R2 B2 L R' F2
U F2 R2 B2 L F2 R'
U F2 R2 B2 R' L F2
U F2 R2 B2 R' F2 L
U F2 R2 B2 F2 L R'
U F2 R2 B2 F2 R' L
U' F2 U2 R2 B2 L R'
U' F2 U2 R2 B2 R' L
U2 F2 U' R2 B2 L R'
U2 F2 U' R2 B2 R' L
L F2 U L2 B2 D' R2
U' F2 U2 B2 R' D2 L2
U2 F2 U' B2 R' D2 L2
U F2 U F2 B2 L' R'
U F2 U F2 B2 R' L'
L F2 U B2 L2 D' R2
B2 D2 L' R' U' R U
U F2 U B2 F2 L' R'
U F2 U B2 F2 R' L'
B2 D2 L' R2 D' R F2
U F2 U' F2 B2 L' R'
U F2 U' F2 B2 R' L'
L2 F2 D L2 U L' R
L2 F2 D L2 U R L'
U F2 U' B2 F2 L' R'
U F2 U' B2 F2 R' L'
L F2 U2 L2 B2 D F2
U' F2 D2 L R F2 U2
U' F2 D2 L F2 U2 L'
U F2 U2 F2 B2 L' R'
U F2 U2 F2 B2 R' L'
U' F2 D2 R L F2 U2
U' F2 D2 R F2 L U2
L F2 U2 B2 L2 D F2
U F2 U2 B2 F2 L' R'
U F2 U2 B2 F2 R' L'
U' F2 D2 F2 L U2 L2
B2 D2 R' L' U' R U
B2 D2 R' U' R U L'
B2 D2 R2 L' D' R F2
B2 D2 R2 D' L' R F2
B2 D2 R2 D' R L' F2
U' F2 B2 R' D2 L2 F2
U' F2 B2 R' D2 F2 L2
U' F2 B2 D2 F2 L' R'
U' F2 B2 D2 F2 R' L'
L' F2 B2 D2 R2 D' F2
F2 D2 U' L R F2 U2
F2 D2 U' L F2 U2 L'
B D2 U L' D2 B R'
F2 D2 U' R L F2 U2
F2 D2 U' R F2 L U2
F2 D2 U' F2 L U2 L2
R2 F2 B2 D' F2 L' R'
R2 F2 B2 D' F2 R' L'
U F2 B2 L F2 L' R'
U F2 B2 L F2 R' L'
U F2 B2 L' F2 L' R'
U F2 B2 L' F2 R' L'
U F2 B2 L2 F2 L' R'
U F2 B2 L2 F2 R' L'
U F2 B2 R' F2 D2 L2
R' B L' B R' D' F2
U' B L2 F L B R'
U B L B L2 R' D
U B L B L2 R' D'
U B L B L2 R' D2
U B L B L2 D R'
U B L B L2 D' R'
U B L B L2 D2 R'
U B L B R' L2 D
U B L B R' L2 D'
U B L B R' L2 D2
R2 B L' B D' R' F2
R2 B L' B D' F2 R'
U B L' R B R' B
U B L' F' B R' F
U B L' F2 B R' F2
U B L' B R2 D R
U B L' B R2 D' R
U B L' B R2 D2 R
U B L' B D R' D
U B L' B D R' D'
U B L' B D R' D2
U B L' B D' R' D
U B L' B D' R' D'
U B L' B D' R' D2
U B L' B D2 R' D
U B L' B D2 R' D'
U B L' B D2 R' D2
U B L' B F' R' F
U B L' B F2 R' F2
U B L' B' R B2 R'
U B L' B' R' B2 R'
U B L' B' R2 B2 R'
U B L' B2 R B' R'
U B L' B2 R' B' R'
U B L' B2 R2 B' R'
U B L' B2 D B' R'
U B L' B2 D' B' R'
U B L' B2 D2 B' R'
B' D2 B U B2 L' R'
B' D2 B U B2 R' L'
U B R L' B R' B
U B R B L' R' B
U B R B R' L' B
U B R B R' B L'
B2 D2 B' U L' B R'
B2 D2 B' U B L' R'
B2 D2 B' U B R' L'
B' D2 B2 U L' B R'
B' D2 B2 U B L' R'
B' D2 B2 U B R' L'
B2 D2 B2 U B2 L' R'
B2 D2 B2 U B2 R' L'
U2 B U' L B L2 R'
U2 B U' L B R' L2
U2 B U' L' B R' D
U2 B U' L' B R' D'
U2 B U' L' B R' D2
U2 B U' L' B D R'
U2 B U' L' B D' R'
U2 B U' L' B D2 R'
U2 B U' B L' R' D
U2 B U' B L' R' D'
U2 B U' B L' R' D2
U2 B U' B L' D R'
U2 B U' B L' D' R'
U2 B U' B L' D2 R'
U2 B U' B R' L' D
U2 B U' B R' L' D'
U2 B U' B R' L' D2
U2 B U' B R' D L'
U2 B U' B R' D' L'
U2 B U' B R' D2 L'
U2 B U' B D L' R'
U2 B U' B D R' L'
U2 B U' B D' L' R'
U2 B U' B D' R' L'
U2 B U' B D2 L' R'
U2 B U' B D2 R' L'
R B U L' B R' F'
R B U B L' R' F'
R B U B R' L' F'
L B U2 L2 D F2 B
L B U2 L2 D B F2
L B U2 L2 B D F2
L B U2 B L2 D F2
L' B D2 B R2 D' F2
U B D' L' D B R'
U B D2 L' D2 B R'
F2 B U B R' D2 L2
U B' L' D2 B' R' B
U B' L' B' D2 R' B
U' B' R' B' L' R' F'
U' B' R' B' R' L' F'
U' B' R2 B' L' F' R'
U B' R D B' L' R'
U B' R D B' R' L'
U B' R D' B' L' R'
U B' R D' B' R' L'
U B' R D2 B' L' R'
U B' R D2 B' R' L'
U B' R B' L' R' D
U B' R B' L' R' D'
U B' R B' L' R' D2
U B' R B' L' D R'
U B' R B' L' D' R'
U B' R B' L' D2 R'
U B' R B' R' L' D
U B' R B' R' L' D'
U B' R B' R' L' D2
U B' R B' R' D L'
U B' R B' R' D' L'
U B' R B' R' D2 L'
U B' R B' D L' R'
U B' R B' D R' L'
U B' R B' D' L' R'
U B' R B' D' R' L'
U B' R B' D2 L' R'
U B' R B' D2 R' L'
U B' R B2 L' B R'
U B' R' D B' L' R'
U B' R' D B' R' L'
U B' R' D' B' L' R'
U B' R' D' B' R' L'
U B' R' D2 B' L' R'
U B' R' D2 B' R' L'
U B' R' B' L' R' D
U B' R' B' L' R' D'
U B' R' B' L' R' D2
U B' R' B' L' D R'
U B' R' B' L' D' R'
U B' R' B' L' D2 R'
U B' R' B' R' L' D
U B' R' B' R' L' D'
U B' R' B' R' L' D2
U B' R' B' R' D L'
U B' R' B' R' D' L'
U B' R' B' R' D2 L'
U B' R' B' D L' R'
U B' R' B' D R' L'
U B' R' B' D' L' R'
U B' R' B' D' R' L'
U B' R' B' D2 L' R'
U B' R' B' D2 R' L'
U B' R' B2 L' B R'
U B' R2 D B' L' R'
U B' R2 D B' R' L'
U B' R2 D' B' L' R'
U B' R2 D' B' R' L'
U B' R2 D2 B' L' R'
U B' R2 D2 B' R' L'
U B' R2 B' L' R' D
U B' R2 B' L' R' D'
U B' R2 B' L' R' D2
U B' R2 B' L' D R'
U B' R2 B' L' D' R'
U B' R2 B' L' D2 R'
U B' R2 B' R' L' D
U B' R2 B' R' L' D'
U B' R2 B' R' L' D2
U B' R2 B' R' D L'
U B' R2 B' R' D' L'
U B' R2 B' R' D2 L'
U B' R2 B' D L' R'
U B' R2 B' D R' L'
U B' R2 B' D' L' R'
U B' R2 B' D' R' L'
U B' R2 B' D2 L' R'
U B' R2 B' D2 R' L'
U B' R2 B2 L' B R'
B2 F' R' F D' L' F
L B' U2 B' L2 D F2
U B' D R B' L' R'
U B' D R B' R' L'
L' B' D2 R2 D' F2 B'
L' B' D2 R2 D' B' F2
U B' D R' B' L' R'
U B' D R' B' R' L'
L' B' D2 R2 B' D' F2
U B' D R2 B' L' R'
U B' D R2 B' R' L'
L' B' D2 B' R2 D' F2
U B' D B' L' R' D
U B' D B' L' R' D'
U B' D B' L' R' D2
U B' D B' L' D R'
U B' D B' L' D' R'
U B' D B' L' D2 R'
U B' D B' R' L' D
U B' D B' R' L' D'
U B' D B' R' L' D2
U B' D B' R' D L'
U B' D B' R' D' L'
U B' D B' R' D2 L'
U B' D B' D L' R'
U B' D B' D R' L'
U B' D B' D' L' R'
U B' D B' D' R' L'
U B' D B' D2 L' R'
U B' D B' D2 R' L'
U B' D B2 L' B R'
R2 B' D' B' L' R' F2
R2 B' D' B' L' F2 R'
R2 B' D' B' R' L' F2
U B' D' R B' L' R'
U B' D' R B' R' L'
U B' D' R' B' L' R'
U B' D' R' B' R' L'
R B' D B' L' R' F
R B' D B' L' F R'
R B' D B' R' L' F
U B' D' R2 B' L' R'
U B' D' R2 B' R' L'
U B' D' B' L' R' D
U B' D' B' L' R' D'
U B' D' B' L' R' D2
U B' D' B' L' D R'
U B' D' B' L' D' R'
U B' D' B' L' D2 R'
U B' D' B' R' L' D
U B' D' B' R' L' D'
U B' D' B' R' L' D2
U B' D' B' R' D L'
U B' D' B' R' D' L'
U B' D' B' R' D2 L'
U B' D' B' D L' R'
U B' D' B' D R' L'
U B' D' B' D' L' R'
U B' D' B' D' R' L'
U B' D' B' D2 L' R'
U B' D' B' D2 R' L'
U B' D' B2 L' B R'
U B' D2 R B' L' R'
U B' D2 R B' R' L'
U B' D2 R' B' L' R'
U B' D2 R' B' R' L'
U B' D2 R2 B' L' R'
U B' D2 R2 B' R' L'
U B' D2 B' L' R' D
U B' D2 B' L' R' D'
U B' D2 B' L' R' D2
U B' D2 B' L' D R'
U B' D2 B' L' D' R'
U B' D2 B' L' D2 R'
U B' D2 B' R' L' D
U B' D2 B' R' L' D'
U B' D2 B' R' L' D2
U B' D2 B' R' D L'
U B' D2 B' R' D' L'
U B' D2 B' R' D2 L'
U B' D2 B' D L' R'
U B' D2 B' D R' L'
U B' D2 B' D' L' R'
U B' D2 B' D' R' L'
U B' D2 B' D2 L' R'
U B' D2 B' D2 R' L'
U B' D2 B2 L' B R'
U' B2 L' R' U2 B2 U2
U' B2 L' R' D2 F2 D
U' B2 L' R' D2 F2 D'
U' B2 L' R' D2 F2 D2
U' B2 L' R' F D2 F2
U' B2 L' R' F' D2 F2
U' B2 L' R' F2 D2 F2
U' B2 L' R2 D2 R F2
R' B2 L' R' U' R2 U
R' B2 L' R' D' F2 D
R' B2 L' R' D' F2 D'
R' B2 L' R' D' F2 D2
U' B2 L' U2 B2 L U2
R' B2 L' R' F D' F2
R' B2 L' R' F' D' F2
R' B2 L' R' F2 D' F2
U' B2 L' D R' D F2
U' B2 L' D2 R F2 R2
U' B2 L' D2 R' F2 D
U' B2 L' D2 R' F2 D'
U' B2 L' D2 R' F2 D2
R' B2 L' U' R U R2
U' B2 L' D2 F R' F
U' B2 L' D2 F2 R' D
U' B2 L' D2 F2 R' D'
U' B2 L' D2 F2 R' D2
U' B2 L' D2 F2 D R'
U' B2 L' D2 F2 D' R'
U' B2 L' D2 F2 D2 R'
U' B2 L' F R' D2 F2
U' B2 L' F D2 R' F2
U' B2 L' F D2 F2 R'
U' B2 L' F' R' D2 F2
R' B2 L' D R' D' F2
U' B2 L' F' D2 R' F2
U' B2 L' F' D2 F2 R'
U' B2 L' F2 R' D2 F2
R' B2 L' D' R' D' F2
U' B2 L' F2 D2 R' F2
U' B2 L' F2 D2 F2 R'
R' B2 L' D2 R' D' F2
U' B2 L2 R' D2 L F2
U' B2 L2 R' D2 F2 L
U2 B2 L' R' U L U'
R' B2 L2 R' D' L F2
R' B2 L2 R' D' F2 L
U2 B2 L' U L U' R'
U' B2 L2 D2 L R' F2
U' B2 L2 D2 L F2 R'
U' B2 L2 D2 R' L F2
U' B2 L2 D2 R' F2 L
U' B2 L2 D2 F2 L R'
U' B2 L2 D2 F2 R' L
U B2 L R' F L2 F'
U B2 L R' F2 L2 F2
U B2 L R' B' L2 B
U B2 L R' B2 L2 B2
R2 B2 L' R' U' R' U
R2 B2 L' U' R2 U R
U B2 L D R' D' L2
U B2 L D' R' D L2
R2 B2 L' D R' D2 F2
R2 B2 L' D' R F2 R2
R2 B2 L' D' R' F2 D
R2 B2 L' D' R' F2 D'
R2 B2 L' D' R' F2 D2
U B2 L F L2 F' R'
R2 B2 L' D' F R' F
R2 B2 L' D' F2 R' D
R2 B2 L' D' F2 R' D'
R2 B2 L' D' F2 R' D2
R2 B2 L' D' F2 D R'
R2 B2 L' D' F2 D' R'
R2 B2 L' D' F2 D2 R'
U2 B2 L2 R' D L F2
U2 B2 L2 R' D F2 L
R2 B2 L' D2 R' D F2
U B2 L F' R' F L2
U B2 L F2 L2 R' F2
U B2 L F2 L2 F2 R'
U B2 L F2 R' L2 F2
U B2 L F2 R' F2 L2
R2 B2 L' F D' R' F2
R2 B2 L' F D' F2 R'
R2 B2 L' F' D' R' F2
R2 B2 L' F' D' F2 R'
U' B2 R D2 L' F2 R
U B2 L B' L2 B R'
R2 B2 L' F2 D' R' F2
R2 B2 L' F2 D' F2 R'
U2 B2 L2 D L R' F2
U2 B2 L2 D L F2 R'
U2 B2 L2 D R' L F2
U2 B2 L2 D R' F2 L
U2 B2 L2 D F2 L R'
U2 B2 L2 D F2 R' L
U B2 L' R F' R2 F
U B2 L' R F2 R2 F2
U B2 L' R B R2 B'
U B2 L' R B2 R2 B2
U B2 L' R' F D F'
U B2 L' R' F D' F'
U B2 L' R' F D2 F'
U B2 L' R' F' D F
U B2 L' R' F' D' F
U B2 L' R' F' D2 F
U B2 L' R' B D B'
U B2 L' R' B D' B'
U B2 L' R' B D2 B'
U B2 L' R' B' D B
U B2 L' R' B' D' B
U B2 L' R' B' D2 B
U B2 L' R2 D R D
U B2 L' R2 D R D'
U B2 L' R2 D R D2
U B2 L' R2 D' R D
U B2 L' R2 D' R D'
U B2 L' R2 D' R D2
U B2 L' R2 D2 R D
U B2 L' R2 D2 R D'
U B2 L' R2 D2 R D2
U B2 L' R2 B R B'
U B2 L' R2 B2 R B2
U B2 L' U F U' R'
U B2 L' U F' U' R'
U B2 L' U F2 U' R'
U B2 L' U2 L U2 R'
U B2 L' U2 L' U2 R'
U B2 L' U2 L2 U2 R'
U' B2 R' L' U2 B2 U2
U' B2 R' L' D2 F2 D
U' B2 R' L' D2 F2 D'
U' B2 R' L' D2 F2 D2
U' B2 R' L' F D2 F2
U' B2 R' L' F' D2 F2
U' B2 R' L' F2 D2 F2
U B2 L' D R2 D R
U B2 L' D R2 D' R
U B2 L' D R2 D2 R
U B2 L' D F' R' F
U B2 L' D F2 R' F2
U' B2 R' L2 D2 L F2
U' B2 R' L2 D2 F2 L
D B2 L2 U L R' D
D B2 L2 U L R' D'
D B2 L2 U L R' D2
D B2 L2 U L D R'
D B2 L2 U L D' R'
D B2 L2 U L D2 R'
U B2 L' D' R2 D R
U B2 L' D' R2 D' R
U B2 L' D' R2 D2 R
D B2 L2 U R' L D
D B2 L2 U R' L D'
D B2 L2 U R' L D2
D B2 L2 U R' D L
D B2 L2 U R' D' L
D B2 L2 U R' D2 L
D B2 L2 U D L R'
D B2 L2 U D R' L
D B2 L2 U D' L R'
U B2 L' D' F' R' F
D B2 L2 U D' R' L
D B2 L2 U D2 L R'
D B2 L2 U D2 R' L
U B2 L' D' F2 R' F2
U B2 L' D2 R2 D R
U B2 L' D2 R2 D' R
U B2 L' D2 R2 D2 R
R B2 L' R' U L2 U'
U B2 L' D2 F' R' F
R2 B2 L2 D' L R' F2
U B2 L' D2 F2 R' F2
R B2 L' R' D F2 D
R B2 L' R' D F2 D'
R2 B2 L2 D' L F2 R'
R B2 L' R' D F2 D2
R B2 L' R' F D F2
R2 B2 L2 D' R' L F2
R2 B2 L2 D' R' F2 L
R B2 L' R' F' D F2
R B2 L' R' F2 D F2
R2 B2 L2 D' F2 L R'
R2 B2 L2 D' F2 R' L
R B2 L' R2 D R F2
U B2 L' F D F' R'
U B2 L' F D' F' R'
U B2 L' F D2 F' R'
R' B2 R' L' U' R2 U
U B2 L' F' R F R2
U B2 L' F' R' D F
U B2 L' F' R' D' F
R' B2 R' L' D' F2 D
U B2 L' F' R' D2 F
R' B2 R' L' D' F2 D'
R' B2 R' L' D' F2 D2
U B2 L' F' R' F D
U B2 L' F' R' F D'
U B2 L' F' R' F D2
U' B2 R' U2 B2 U2 L'
R B2 L' U L2 U' R'
R' B2 R' L' F D' F2
R' B2 R' L' F' D' F2
R' B2 R' L' F2 D' F2
D B2 L2 D U L R'
D B2 L2 D U R' L
U B2 L' F' D R' F
U B2 L' F' D F R'
U B2 L' F' D' R' F
U B2 L' F' D' F R'
U B2 L' F' D2 R' F
U B2 L' F' D2 F R'
R' B2 R' L2 D' L F2
R' B2 R' L2 D' F2 L
U B2 L' F2 R F2 R2
U B2 L' F2 R' F2 D
U B2 L' F2 R' F2 D'
U B2 L' F2 R' F2 D2
U' B2 R' D' L' D' F2
D B2 L2 D' U L R'
D B2 L2 D' U R' L
U B2 L' B R B' R'
U B2 L' B R' B' R'
U B2 L' B R2 B' R'
U' B2 R' D2 L F2 L2
U' B2 R' D2 L' F2 D
U' B2 R' D2 L' F2 D'
U' B2 R' D2 L' F2 D2
U' B2 R' D2 L2 F2 L
D B2 L2 D2 U L R'
D B2 L2 D2 U R' L
U B2 L' B D B' R'
U B2 L' B D' B' R'
U B2 L' B D2 B' R'
R' B2 R' U' R2 U L'
R B2 L' D R F2 R2
R B2 L' D R' F2 D
R B2 L' D R' F2 D'
R B2 L' D R' F2 D2
D B2 L2 F U L R'
D B2 L2 F U R' L
R B2 L' D F R' F
R B2 L' D F2 R' D
R B2 L' D F2 R' D'
R B2 L' D F2 R' D2
R B2 L' D F2 D R'
R B2 L' D F2 D' R'
R B2 L' D F2 D2 R'
U B2 L' B2 R B2 R'
U B2 L' B2 R' B2 R'
U B2 L' B2 R2 B2 R'
R B2 L' D' R' D2 F2
D B2 L2 F' U L R'
D B2 L2 F' U R' L
R' B2 R' D L' D2 F2
D B2 L2 F2 U L R'
D B2 L2 F2 U R' L
R' B2 R' D' L F2 L2
R' B2 R' D' L' F2 D
R' B2 R' D' L' F2 D'
R' B2 R' D' L' F2 D2
R' B2 R' D' L2 F2 L
U B2 L2 R' D L D
U B2 L2 R' D L D'
U B2 L2 R' D L D2
U B2 L2 R' D' L D
U B2 L2 R' D' L D'
U B2 L2 R' D' L D2
U' B2 R' F2 D2 F2 L'
U B2 L2 R' D2 L D
U B2 L2 R' D2 L D'
U B2 L2 R' D2 L D2
U B2 L2 R' F L F'
U B2 L2 R' F2 L F2
R B2 L' F R' D F2
U B2 L2 R2 D L R
U B2 L2 R2 D R L
R B2 L' F D R' F2
U B2 L2 R2 D' L R
R B2 L' F D F2 R'
U B2 L2 R2 D' R L
U B2 L2 R2 D2 L R
U B2 L2 R2 D2 R L
R B2 L' F' R' D F2
R B2 L' F' D R' F2
R B2 L' F' D F2 R'
R B2 L' F2 R' D F2
R B2 L' F2 D R' F2
R B2 L' F2 D F2 R'
R' B2 R' F2 D' F2 L'
U B2 L2 D L R' D
U B2 L2 D L R' D'
U B2 L2 D L R' D2
U B2 L2 D L D R'
U B2 L2 D L D' R'
U B2 L2 D L D2 R'
U' B2 R2 L' D2 R F2
U B2 L2 D R' L D
U B2 L2 D R' L D'
U B2 L2 D R' L D2
U B2 L2 D R' D L
U B2 L2 D R' D' L
U B2 L2 D R' D2 L
U B2 L2 D' L R' D
U B2 L2 D' L R' D'
U B2 L2 D' L R' D2
U B2 L2 D' L D R'
U B2 L2 D' L D' R'
U B2 L2 D' L D2 R'
U B2 L2 D' R' L D
U B2 L2 D' R' L D'
U B2 L2 D' R' L D2
U B2 L2 D' R' D L
U B2 L2 D' R' D' L
U B2 L2 D' R' D2 L
L B2 L2 D2 R2 D' F2
U B2 L2 D2 L R' D
U B2 L2 D2 L R' D'
U B2 L2 D2 L R' D2
U B2 L2 D2 L D R'
U B2 L2 D2 L D' R'
U B2 L2 D2 L D2 R'
U B2 L2 D2 R' L D
U B2 L2 D2 R' L D'
U B2 L2 D2 R' L D2
U B2 L2 D2 R' D L
U B2 L2 D2 R' D' L
U B2 L2 D2 R' D2 L
U B2 L2 F L F' R'
U2 B2 R' L' U L U'
U B2 L2 F' R' F L
U2 B2 R' L2 D L F2
U2 B2 R' L2 D F2 L
U B2 L2 F2 L R' F2
U B2 L2 F2 L F2 R'
U B2 L2 F2 R' L F2
U B2 L2 F2 R' F2 L
U' B2 R2 D2 L' R F2
U' B2 R2 D2 R L' F2
U B2 R L' F' R2 F
U B2 R L' F2 R2 F2
U B2 R L' B R2 B'
U B2 R L' B2 R2 B2
R2 B2 R' L' U' R' U
L' B2 R2 D' F2 D' R2
R2 B2 R' U' R' U L'
U B2 R D L' D' R2
L' B2 R2 D2 R2 D F2
U B2 R D' L' D R2
D2 B2 U L' R' D2 B2
U B2 R F' R2 F L'
D2 B2 U L' D2 R' B2
U B2 R B R2 B' L'
U B2 R B' L' B R2
D2 B2 U R' L' D2 B2
D' B2 U L' D R' B2
D2 B2 U R' D2 L' B2
D2 B2 U R' D2 B2 L'
U B2 R B2 L' R2 B2
U B2 R B2 L' B2 R2
U B2 R B2 R2 L' B2
U B2 R B2 R2 B2 L'
L2 B2 R2 D' F2 L' R
L2 B2 R2 D' F2 R L'
U B2 R' L F L2 F'
U B2 R' L F2 L2 F2
U B2 R' L B' L2 B
U B2 R' L B2 L2 B2
U B2 R' L' F D F'
U B2 R' L' F D' F'
U B2 R' L' F D2 F'
U B2 R' L' F' D F
U B2 R' L' F' D' F
U B2 R' L' F' D2 F
U B2 R' L' B D B'
U B2 R' L' B D' B'
U B2 R' L' B D2 B'
U B2 R' L' B' D B
U B2 R' L' B' D' B
U B2 R' L' B' D2 B
D2 B2 U D2 L' R' B2
U B2 R' L2 D L D
U B2 R' L2 D L D'
U B2 R' L2 D L D2
U B2 R' L2 D' L D
U B2 R' L2 D' L D'
U B2 R' L2 D' L D2
D2 B2 U D2 R' L' B2
U B2 R' L2 D2 L D
U B2 R' L2 D2 L D'
U B2 R' L2 D2 L D2
D2 B2 U D2 R' B2 L'
U B2 R' L2 F L F'
U B2 R' L2 F2 L F2
D' B2 U D L' R' B2
D' B2 U D R' L' B2
D' B2 U D R' B2 L'
U B2 R' U B U' L'
U B2 R' U B' U' L'
U B2 R' U B2 U' L'
L' B2 U D F2 U' F2
U B2 R' U2 R U2 L'
U B2 R' U2 R' U2 L'
U B2 R' U2 R2 U2 L'
U B2 R' D L2 D L
U B2 R' D L2 D' L
U B2 R' D L2 D2 L
U B2 R' D B' L' B
U B2 R' D B2 L' B2
U B2 R' D' L2 D L
U B2 R' D' L2 D' L
U B2 R' D' L2 D2 L
U B2 R' D' B' L' B
U B2 R' D' B2 L' B2
U B2 R' D2 L2 D L
U B2 R' D2 L2 D' L
U B2 R' D2 L2 D2 L
R B2 R' L' U L2 U'
R B2 R' L' D F2 D
R B2 R' L' D F2 D'
R B2 R' L' D F2 D2
U B2 R' D2 B' L' B
U B2 R' D2 B2 L' B2
R B2 R' L' F D F2
U B2 R' F L F' L'
R B2 R' L' F' D F2
U B2 R' F L' F' L'
R B2 R' L' F2 D F2
U B2 R' F L2 F' L'
U B2 R' F D F' L'
U B2 R' F D' F' L'
U B2 R' F D2 F' L'
R B2 R' U L U' L2
U B2 R' F2 L F2 L'
U B2 R' F2 L' F2 L'
U B2 R' F2 L2 F2 L'
R' B2 U' R U L' R2
R' B2 U' R U R2 L'
U B2 R' B D B' L'
U B2 R' B D' B' L'
U B2 R' B D2 B' L'
U B2 R' B' L B L2
U B2 R' B' L' D B
U B2 R' B' L' D' B
U B2 R' B' L' D2 B
U B2 R' B' L' B D
U B2 R' B' L' B D'
U B2 R' B' L' B D2
R B2 R' D L' D F2
U B2 R' B' D L' B
U B2 R' B' D B L'
U B2 R' B' D' L' B
U B2 R' B' D' B L'
U B2 R' B' D2 L' B
U B2 R' B' D2 B L'
U B2 R' B2 L B2 L2
U B2 R' B2 L' B2 D
U B2 R' B2 L' B2 D'
U B2 R' B2 L' B2 D2
R B2 R' D' L' D F2
R B2 R' D2 L' D F2
U B2 R2 L' D R D
U B2 R2 L' D R D'
U B2 R2 L' D R D2
U B2 R2 L' D' R D
U B2 R2 L' D' R D'
U B2 R2 L' D' R D2
F' B2 R' F D' L' F
U B2 R2 L' D2 R D
U B2 R2 L' D2 R D'
U B2 R2 L' D2 R D2
U B2 R2 L' B R B'
U B2 R2 L' B2 R B2
U B2 R2 L2 D L R
U B2 R2 L2 D R L
U B2 R2 L2 D' L R
