F' B2 U2 R
B2 F' U2 R
B2 L F' U2 R
F' L B2 U2 R
B2 L' F' U2 R
F L' F2 B2 U2
F L' B2 F2 U2
F' L' B2 U2 R
B2 L2 F' U2 R
F' L2 B2 U2 R
F' U2 R D2 F2
F' U2 D2 R F2
L' F' B2 U2 R
L F' B2 U2 R
L2 F' B2 U2 R
F' D2 U2 R F2
B2 F L' F2 U2
B2 F' L U2 R
B2 F' L' U2 R
B2 F' L2 U2 R
B2 F' U2 R D
B2 F' U2 R D'
B2 F' U2 R D2
B2 F' U2 D R
B2 F' U2 D' R
B2 F' U2 D2 R
F B2 L' F2 U2
B2 F' D U2 R
F' B2 L U2 R
B2 F' D' U2 R
F' B2 L' U2 R
B2 F' D2 U2 R
F' B2 L2 U2 R
L' B2 F' U2 R
F' B2 U2 R D
F' B2 U2 R D'
F' B2 U2 R D2
F' B2 U2 D R
F' B2 U2 D' R
F' B2 U2 D2 R
F' B2 D U2 R
L B2 F' U2 R
F' B2 D' U2 R
F' B2 D2 U2 R
L2 B2 F' U2 R
F' U2 F' D2 F R F
L F L' F2 U2 D2 F2
L F L' F2 D2 U2 F2
L F L' F2 B2 U2 D
L F L' F2 B2 U2 D'
L F L' F2 B2 U2 D2
L F L' F2 B2 D U2
L F L' F2 B2 D' U2
L F L' F2 B2 D2 U2
L2 F L2 B2 F2 U2 R'
L F L' B2 U2 D2 B2
L F L' B2 D2 U2 B2
L F L' B2 F2 U2 D
L F L' B2 F2 U2 D'
L F L' B2 F2 U2 D2
L F L' B2 F2 D U2
L F L' B2 F2 D' U2
L F L' B2 F2 D2 U2
F' U2 F2 R D2 F2 R
F' U2 F2 R' D2 F2 R
F' U2 F2 R2 D2 F2 R
U2 F R D2 F2 R B2
U2 F R D2 F2 B2 R
U2 F R D2 B2 F2 R
F' U2 F2 U2 L' B2 U2
F' U2 F2 U2 B2 L' U2
F' U2 F2 D2 R F2 R
F' U2 F2 D2 R' F2 R
F' U2 F2 D2 R2 F2 R
L F L2 F2 L B2 U2
F' U2 F2 D2 F2 R D
F' U2 F2 D2 F2 R D'
F' U2 F2 D2 F2 R D2
F' U2 F2 D2 F2 D R
F' U2 F2 D2 F2 D' R
F' U2 F2 D2 F2 D2 R
L F L2 F2 B2 U2 R'
L F L2 B2 F2 U2 R'
F' U2 B R2 F' R' B'
B2 U2 B R2 D2 B R'
U2 F R' D2 F2 R B2
U2 F R' D2 F2 B2 R
U2 F R' D2 B2 F2 R
B2 U2 B U2 F' U2 R
B2 U2 B D2 R2 B R'
U' F U L' F2 B2 U2
U' F U L' B2 F2 U2
R F R' L' F' B2 U2
R F R' L' B2 F' U2
R2 F R2 L' F' B2 U2
R2 F R2 L' B2 F' U2
B2 U2 B' R2 D2 B R'
U2 F R2 D2 F2 R B2
U2 F R2 D2 F2 B2 R
U2 F R2 D2 B2 F2 R
B2 U2 B' U2 F' U2 R
U' F U F2 B2 U2 R
B2 U2 B' D2 R2 B R'
U' F U B2 L' F2 U2
U' F U B2 F2 U2 R
B' U2 B2 R2 F' B R
B' U2 B2 R2 B F' R
R F R' B2 L' F' U2
R2 F R2 B2 L' F' U2
F' U2 B2 R B2 D2 F2
B2 U2 B2 R2 D2 B R'
F' U2 B2 U2 R B2 L
U' F U' D2 F2 R B2
U' F U' D2 F2 B2 R
U' F U' D2 B2 F2 R
B2 U2 B2 U2 F' U2 R
B2 U2 B2 D2 R2 B R'
F' D L U' L U' R
F U2 B2 L' F2 U2 L
B2 D L D' F' U2 R
L' F U2 D2 F2 R B2
L' F U2 D2 F2 B2 R
L' F U2 D2 B2 F2 R
U2 F U2 L' F2 B2 U2
U2 F U2 L' B2 F2 U2
F' D L' U' L' U' R
L2 F U2 D2 F2 R B2
L2 F U2 D2 F2 B2 R
L2 F U2 D2 B2 F2 R
B2 D L' D' F' U2 R
U2 F U2 F2 B2 U2 R
U2 F U2 B2 L' F2 U2
U2 F U2 B2 F2 U2 R
B2 D L2 D' F' U2 R
F D L' U' L' R2 U'
L F U2 D2 F2 R B2
L F U2 D2 F2 B2 R
F D L' U' R2 L' U'
L F U2 D2 B2 F2 R
L' F D2 L' U2 F2 B2
L' F D2 L' U2 B2 F2
U' F D2 U' F2 R B2
U' F D2 U' F2 B2 R
U' F D2 U' B2 F2 R
L' F D2 U2 F2 R B2
L' F D2 U2 F2 B2 R
L' F D2 U2 B2 F2 R
L2 F D2 L' U2 F2 B2
L2 F D2 L' U2 B2 F2
L' F D2 F2 R B2 L
U2 F D2 R F2 R B2
U2 F D2 R F2 B2 R
U2 F D2 R B2 F2 R
U2 F D2 R' F2 R B2
U2 F D2 R' F2 B2 R
U2 F D2 R' B2 F2 R
U2 F D2 R2 F2 R B2
U2 F D2 R2 F2 B2 R
U2 F D2 R2 B2 F2 R
L2 F D2 U2 F2 R B2
L2 F D2 U2 F2 B2 R
L' F B L' F2 B U2
L2 F D2 U2 B2 F2 R
L' F B L' B F2 U2
U2 F D2 F2 R B2 D
U2 F D2 F2 R B2 D'
U2 F D2 F2 R B2 D2
U2 F D2 F2 R' B2 R2
L2 F D2 F2 R B2 L
U2 F D2 F2 B' R B'
U2 F D2 F2 B2 R D
U2 F D2 F2 B2 R D'
U2 F D2 F2 B2 R D2
U2 F D2 F2 B2 D R
U2 F D2 F2 B2 D' R
U2 F D2 F2 B2 D2 R
U2 F D2 B' F2 R B'
U2 F D2 B2 R F2 R
U2 F D2 B2 R' F2 R
U2 F D2 B2 R2 F2 R
U2 F D2 B2 F2 R D
U2 F D2 B2 F2 R D'
U2 F D2 B2 F2 R D2
U2 F D2 B2 F2 D R
U2 F D2 B2 F2 D' R
U2 F D2 B2 F2 D2 R
R2 F D2 F2 L2 B R
R2 F D2 F2 B L2 R
R2 F D2 F2 B R L2
L2 F B L' F2 B U2
L2 F B L' B F2 U2
R2 F D2 B F2 L2 R
R2 F D2 B F2 R L2
L F D2 L' U2 F2 B2
L F D2 L' U2 B2 F2
L F D2 U2 F2 R B2
L F D2 U2 F2 B2 R
L F D2 U2 B2 F2 R
L F D2 F2 R B2 L
L' F B2 L F2 L2 U2
L' F B2 L' U2 D2 B2
L' F B2 L' D2 U2 B2
L' F B2 L' F2 U2 D
L' F B2 L' F2 U2 D'
L' F B2 L' F2 U2 D2
L' F B2 L' F2 D U2
L' F B2 L' F2 D' U2
L' F B2 L' F2 D2 U2
L F B L' F2 B U2
L F B L' B F2 U2
L' F B2 L2 F2 L U2
L2 F B2 L F2 L2 U2
L2 F B2 L' U2 D2 B2
L2 F B2 L' D2 U2 B2
U2 F B2 L' F2 U2 L
L2 F B2 L' F2 U2 D
L2 F B2 L' F2 U2 D'
L2 F B2 L' F2 U2 D2
L2 F B2 L' F2 D U2
L2 F B2 L' F2 D' U2
L2 F B2 L' F2 D2 U2
L2 F B2 L2 F2 L U2
L' F B2 D2 L' U2 B2
D' F' L U R2 B' U
F' D U' L2 U' R D
F' D U' L2 U' R D'
F' D U' L2 U' R D2
F' D U' L2 U' D R
F' D U' L2 U' D' R
F' D U' L2 U' D2 R
F' D U' L2 D U' R
F' D U' L2 D' U' R
F' D U' L2 D2 U' R
D' F' L U B' R2 U
D2 F' L U2 D2 F' R
F2 D U' L2 U' B' R'
L' F' L U2 R D2 F2
L' F' L U2 D2 R F2
D2 F' L D2 U2 F' R
L2 F B2 D2 L' U2 B2
L' F' L D2 U2 R F2
D2 F' L B U2 F' R'
D2 F' L B' L U2 F'
F' D U2 R U L2 U'
L2 F' L U2 R D2 F2
F' D U2 R D F2 D
F' D U2 R D F2 D'
F' D U2 R D F2 D2
L2 F' L U2 D2 R F2
F' D U2 R F D F2
F' D U2 R F' D F2
F' D U2 R F2 D F2
L' F' L B2 L U2 R
L F B2 L F2 L2 U2
L' F' L B2 L' U2 R
L' F' L B2 L2 U2 R
L' F' L B2 U2 R D
L' F' L B2 U2 R D'
L' F' L B2 U2 R D2
L' F' L B2 U2 D R
L' F' L B2 U2 D' R
L' F' L B2 U2 D2 R
L' F' L B2 D U2 R
L F B2 L' U2 D2 B2
L' F' L B2 D' U2 R
L' F' L B2 D2 U2 R
L F B2 L' D2 U2 B2
L F B2 L' F2 U2 D
L F B2 L' F2 U2 D'
L F B2 L' F2 U2 D2
L F B2 L' F2 D U2
L F B2 L' F2 D' U2
L F B2 L' F2 D2 U2
F' D U2 R2 D R' F2
F' D U2 R2 D F2 R'
L F B2 L2 F2 L U2
L2 F' L D2 U2 R F2
D2 F' L' U2 D2 F' R
F' D U2 F2 D F2 R
L' F' L' U2 R D2 F2
L' F' L' U2 D2 R F2
D2 F' L' D2 U2 F' R
L2 F' L B2 L U2 R
L2 F' L B2 L' U2 R
L2 F' L B2 L2 U2 R
U2 F' L B2 U2 L' R
U2 F' L B2 U2 R L'
L2 F' L B2 U2 R D
L2 F' L B2 U2 R D'
L2 F' L B2 U2 R D2
L2 F' L B2 U2 D R
L2 F' L B2 U2 D' R
L2 F' L B2 U2 D2 R
L2 F' L B2 D U2 R
L2 F' L B2 D' U2 R
L2 F' L B2 D2 U2 R
L' F' L' D2 U2 R F2
D2 F' L' B U2 F' R'
L F B2 D2 L' U2 B2
D2 F' L' B' L U2 F'
L2 F' L' U2 R D2 F2
L2 F' L' U2 D2 R F2
L' F' L' B2 L U2 R
L' F' L' B2 L' U2 R
L' F' L' B2 L2 U2 R
L' F' L' B2 U2 R D
L' F' L' B2 U2 R D'
L' F' L' B2 U2 R D2
L' F' L' B2 U2 D R
L' F' L' B2 U2 D' R
L' F' L' B2 U2 D2 R
L' F' L' B2 D U2 R
L' F' L' B2 D' U2 R
L' F' L' B2 D2 U2 R
L F' L U2 R D2 F2
L F' L U2 D2 R F2
L2 F' L' D2 U2 R F2
D2 F' L2 U2 D2 F' R
L F' L D2 U2 R F2
F2 D F U' L2 U' R
L' F' L2 U2 R D2 F2
L' F' L2 U2 D2 R F2
D2 F' L2 D2 U2 F' R
F2 D F U2 R D F2
F2 D F U2 D R F2
F2 D F D U2 R F2
L2 F' L' B2 L U2 R
L2 F' L' B2 L' U2 R
L2 F' L' B2 L2 U2 R
U2 F' L' B2 R' U2 R2
L2 F' L' B2 U2 R D
L2 F' L' B2 U2 R D'
L2 F' L' B2 U2 R D2
L2 F' L' B2 U2 D R
L2 F' L' B2 U2 D' R
L2 F' L' B2 U2 D2 R
L2 F' L' B2 D U2 R
L2 F' L' B2 D' U2 R
L' F' L2 D2 U2 R F2
L2 F' L' B2 D2 U2 R
F2 D F D' B2 U2 R
D2 F' L2 B U2 F' R'
L F' L B2 L U2 R
D2 F' L2 B' L U2 F'
L F' L B2 L' U2 R
L F' L B2 L2 U2 R
L F' L B2 U2 R D
L F' L B2 U2 R D'
L F' L B2 U2 R D2
L F' L B2 U2 D R
L F' L B2 U2 D' R
L F' L B2 U2 D2 R
L F' L B2 D U2 R
L F' L B2 D' U2 R
L F' L B2 D2 U2 R
L2 F' L2 U2 R D2 F2
L2 F' L2 U2 D2 R F2
L' F' L2 B2 L U2 R
B' D F' D B' L U2
L' F' L2 B2 L' U2 R
L' F' L2 B2 L2 U2 R
L' F' L2 B2 U2 R D
L' F' L2 B2 U2 R D'
L' F' L2 B2 U2 R D2
L' F' L2 B2 U2 D R
L' F' L2 B2 U2 D' R
L' F' L2 B2 U2 D2 R
L' F' L2 B2 D U2 R
L' F' L2 B2 D' U2 R
L' F' L2 B2 D2 U2 R
L F' L' U2 R D2 F2
L F' L' U2 D2 R F2
L2 F' L2 D2 U2 R F2
L F' L' D2 U2 R F2
L2 F' L2 B2 L U2 R
L2 F' L2 B2 L' U2 R
L2 F' L2 B2 L2 U2 R
U2 F' L2 B2 U2 L2 R
U2 F' L2 B2 U2 R L2
L2 F' L2 B2 U2 R D
L2 F' L2 B2 U2 R D'
L2 F' L2 B2 U2 R D2
L2 F' L2 B2 U2 D R
L2 F' L2 B2 U2 D' R
L2 F' L2 B2 U2 D2 R
L2 F' L2 B2 D U2 R
L2 F' L2 B2 D' U2 R
L2 F' L2 B2 D2 U2 R
L F' L' B2 L U2 R
L F' L' B2 L' U2 R
L F' L' B2 L2 U2 R
L F' L' B2 U2 R D
L F' L' B2 U2 R D'
L F' L' B2 U2 R D2
L F' L' B2 U2 D R
L F' L' B2 U2 D' R
L F' L' B2 U2 D2 R
L F' L' B2 D U2 R
L F' L' B2 D' U2 R
L F' L' B2 D2 U2 R
U2 F' R U2 B2 U2 B2
L F' L2 U2 R D2 F2
L F' L2 U2 D2 R F2
U2 F' R D2 F2 D2 B2
L F' L2 D2 U2 R F2
B D F' D B U2 R'
U2 F' R F2 D2 F2 B2
U2 F' R F2 D2 B2 F2
B2 D F2 D' F L' U2
R' F' R' B R2 F' L'
L F' L2 B2 L U2 R
L F' L2 B2 L' U2 R
L F' L2 B2 L2 U2 R
L F' L2 B2 U2 R D
L F' L2 B2 U2 R D'
L F' L2 B2 U2 R D2
L F' L2 B2 U2 D R
L F' L2 B2 U2 D' R
L F' L2 B2 U2 D2 R
L F' L2 B2 D U2 R
L F' L2 B2 D' U2 R
L F' L2 B2 D2 U2 R
L' F' R' B2 R U2 R
F' D B U' L2 U' R
F' D B U2 R D F2
F' D B U2 D R F2
F' D B D U2 R F2
F' D B D' B2 U2 R
R F' R D2 L2 F2 B
R F' R D2 L2 B F2
L2 F' R' B2 R U2 R
R F' R D2 F2 L2 B
R F' R D2 F2 B L2
R F' R D2 B L2 F2
R F' R D2 B F2 L2
D2 F' R2 B R2 U2 R
L' F' R2 B2 L R2 U2
L' F' R2 B2 R2 L U2
B' D B' D' F' U2 R
F' D B' U' L2 U' R
F' D B' U2 R D F2
F' D B' U2 D R F2
F' D B' D U2 R F2
F' D B' D' B2 U2 R
B D B D' F' U2 R
L' F' U D' R2 U R'
U2 F' R2 B2 L U2 L'
L2 F' R2 B2 L R2 U2
L2 F' R2 B2 R2 L U2
D2 F' U B U F' R'
R2 F' R2 F' B2 L U2
R F' R' F' B2 U2 R2
L F' R' B2 R U2 R
R2 F' R2 B2 L F' U2
R2 F' R2 B2 F' L U2
R F' R' B2 U2 R2 B
R F' R' B2 F' U2 R2
F' D B2 U' L2 U' R
L2 F' U D' R2 U R'
F' D B2 U2 R D F2
F' D B2 U2 D R F2
F' D B2 D U2 R F2
F' D B2 D' B2 U2 R
L' F' U' D L2 U' R
L F' R2 B2 L R2 U2
L F' R2 B2 R2 L U2
F' D' L U R2 U R'
F' D' L U2 D' R F2
F' D' L D B2 U2 R
L2 F' U' D L2 U' R
F' D' L D' U2 R F2
L' F' U2 R U2 B2 U2
L' F' U2 R D2 F2 D
L' F' U2 R D2 F2 D'
L' F' U2 R D2 F2 D2
L' F' U2 R F D2 F2
L' F' U2 R F' D2 F2
L' F' U2 R F2 D2 F2
L F' U D' R2 U R'
D2 F' U2 D2 F' R D
D2 F' U2 D2 F' R D'
D2 F' U2 D2 F' R D2
D2 F' U2 D2 F' D R
D2 F' U2 D2 F' D' R
D2 F' U2 D2 F' D2 R
L' F' U2 R2 D2 R' F2
L' F' U2 R2 D2 F2 R'
L' F' U2 D R D F2
B2 D' L F' U B' U
D2 F' U2 F' B R' B'
L' F' U2 D2 R F2 D
L' F' U2 D2 R F2 D'
L' F' U2 D2 R F2 D2
L' F' U2 D2 R' F2 R2
L' F' U2 D2 R2 F2 R'
D2 F' U2 B F' R' B'
F' D' L' U R2 U R'
L' F' U2 F2 D2 F2 R
L2 F' U2 R U2 B2 U2
L2 F' U2 R D2 F2 D
L2 F' U2 R D2 F2 D'
L2 F' U2 R D2 F2 D2
L2 F' U2 R F D2 F2
L2 F' U2 R F' D2 F2
L2 F' U2 R F2 D2 F2
F' D' L' U2 D' R F2
L2 F' U2 R2 D2 R' F2
L2 F' U2 R2 D2 F2 R'
F' D' L' D B2 U2 R
L2 F' U2 D R D F2
F' D' L' D' U2 R F2
L2 F' U2 D2 R F2 D
L2 F' U2 D2 R F2 D'
L2 F' U2 D2 R F2 D2
L2 F' U2 D2 R' F2 R2
L2 F' U2 D2 R2 F2 R'
L F' U' D L2 U' R
L2 F' U2 F2 D2 F2 R
B2 D' L' F' U' F2 U'
B2 D' L' F' U2 D R2
B2 D' L' F' D U2 R2
B2 D' L' F' D' L2 U2
L' F' D U' L2 U' R
U2 F' U2 B2 U2 R B2
U2 F' U2 B2 U2 B2 R
L' F' D U2 R D F2
F' D' L2 U R2 U R'
F' D' L2 U2 D' R F2
F' D' L2 D B2 U2 R
L F' U2 R U2 B2 U2
L F' U2 R D2 F2 D
L F' U2 R D2 F2 D'
L F' U2 R D2 F2 D2
L F' U2 R F D2 F2
F' D' L2 D' U2 R F2
L F' U2 R F' D2 F2
L F' U2 R F2 D2 F2
L2 F' D U' L2 U' R
L2 F' D U2 R D F2
L F' U2 R2 D2 R' F2
L F' U2 R2 D2 F2 R'
L F' U2 D R D F2
F D' L' U L' R2 U
L F' U2 D2 R F2 D
L F' U2 D2 R F2 D'
L F' U2 D2 R F2 D2
F D' L' U R2 L' U
L F' U2 D2 R' F2 R2
L F' U2 D2 R2 F2 R'
L' F' D' U R2 U R'
L F' U2 F2 D2 F2 R
D' F' D' B U2 R' F2
D' F' D' B U2 F2 R'
D' F' D' B' L U2 F2
D2 F' D2 L U2 F' R
D2 F' D2 L' U2 F' R
D2 F' D2 L2 U2 F' R
L' F' D2 L U2 R F2
L2 F' D' U R2 U R'
D F' D B U2 R' F2
D F' D B U2 F2 R'
D F' D B' L U2 F2
L' F' D2 L' U2 R F2
L' F' D2 L2 U2 R F2
L F' D U' L2 U' R
L F' D U2 R D F2
D2 F' D2 U2 F' R D
D2 F' D2 U2 F' R D'
D2 F' D2 U2 F' R D2
D2 F' D2 U2 F' D R
D2 F' D2 U2 F' D' R
D2 F' D2 U2 F' D2 R
L' F' D2 U2 R F2 D
L' F' D2 U2 R F2 D'
L' F' D2 U2 R F2 D2
L' F' D2 U2 R' F2 R2
L' F' D2 U2 R2 F2 R'
D2 F' D2 B U2 F' R
L2 F' D2 L U2 R F2
D2 F' D2 B' U2 F' R
L2 F' D2 L' U2 R F2
D2 F' D2 B2 U2 F' R
L2 F' D2 L2 U2 R F2
D2 F' B L U2 F' R'
L' F' D2 B U2 R F2
U2 F' D2 R F2 D2 B2
D2 F' B L' U2 F' R'
L' F' D2 B' U2 R F2
D2 F' B L2 U2 F' R'
L' F' D2 B2 U2 R F2
L' F' B L B U2 R
L' F' B L' B U2 R
L2 F' D2 U2 R F2 D
L2 F' D2 U2 R F2 D'
L2 F' D2 U2 R F2 D2
L2 F' D2 U2 R' F2 R2
L2 F' D2 U2 R2 F2 R'
R2 F' D2 L2 B R F2
L' F' B L2 B U2 R
L F' D' U R2 U R'
D2 F' B U2 D F' R'
D2 F' B U2 D' F' R'
D2 F' B U2 D2 F' R'
D2 F' B U2 F R' F2
D2 F' B U2 F' R' D
D2 F' B U2 F' R' D'
D2 F' B U2 F' R' D2
D2 F' B U2 F' D R'
D2 F' B U2 F' D' R'
D2 F' B U2 F' D2 R'
D2 F' B U2 F2 R' F
L2 F' D2 B U2 R F2
D2 F' B D U2 F' R'
L2 F' D2 B' U2 R F2
D2 F' B D' U2 F' R'
L2 F' D2 B2 U2 R F2
L' F' B U2 R2 F' R'
D2 F' B D2 U2 F' R'
D2 F' B' L U2 D F'
D2 F' B' L U2 D' F'
D2 F' B' L U2 D2 F'
D2 F' B' L U2 F' D
D2 F' B' L U2 F' D'
D2 F' B' L U2 F' D2
D2 F' B' L D U2 F'
D2 F' B' L D' U2 F'
L2 F' B L B U2 R
D2 F' B' L D2 U2 F'
D2 F' B' L B U2 F'
L' F' B D B U2 R
D2 F' B' L B' U2 F'
D2 F' B' L B2 U2 F'
L2 F' B L' B U2 R
L' F' B D' B U2 R
R2 F' D2 B L2 R F2
L2 F' B L2 B U2 R
R2 F' D2 B R L2 F2
R2 F' D2 B R F2 L2
L' F' B D2 B U2 R
L F' D2 L U2 R F2
L F' D2 L' U2 R F2
L F' D2 L2 U2 R F2
L' F' B' L2 U2 R F
L2 F' B U2 R2 F' R'
D2 F' B' D L U2 F'
L2 F' B D B U2 R
D2 F' B' D' L U2 F'
L2 F' B D' B U2 R
L F' D2 U2 R F2 D
L F' D2 U2 R F2 D'
L F' D2 U2 R F2 D2
L F' D2 U2 R' F2 R2
L F' D2 U2 R2 F2 R'
D2 F' B' D2 L U2 F'
L2 F' B D2 B U2 R
L' F' B' D B' U2 R
L' F' B' D' B' U2 R
L2 F' B' L2 U2 R F
L F' D2 B U2 R F2
L' F' B' D2 B' U2 R
L' F' B2 L U2 R D
L' F' B2 L U2 R D'
L' F' B2 L U2 R D2
L' F' B2 L U2 D R
L' F' B2 L U2 D' R
L' F' B2 L U2 D2 R
L' F' B2 L D U2 R
L' F' B2 L D' U2 R
L' F' B2 L D2 U2 R
L F' D2 B' U2 R F2
L' F' B2 L' U2 R D
L' F' B2 L' U2 R D'
L' F' B2 L' U2 R D2
L' F' B2 L' U2 D R
L' F' B2 L' U2 D' R
L' F' B2 L' U2 D2 R
L' F' B2 L' D U2 R
L' F' B2 L' D' U2 R
L' F' B2 L' D2 U2 R
U' F' B2 U' B2 U' R
L F' D2 B2 U2 R F2
U' F' B2 U2 R D L2
U' F' B2 U2 D L2 R
U' F' B2 U2 D R L2
L' F' B2 L2 U2 R D
L' F' B2 L2 U2 R D'
L' F' B2 L2 U2 R D2
L' F' B2 L2 U2 D R
L' F' B2 L2 U2 D' R
L' F' B2 L2 U2 D2 R
L' F' B2 L2 D U2 R
L' F' B2 L2 D' U2 R
L' F' B2 L2 D2 U2 R
L F' B L B U2 R
U' F' B2 D U2 L2 R
U' F' B2 D U2 R L2
F' D' U R2 U R' D
F' D' U R2 U R' D'
F' D' U R2 U R' D2
F' D' U R2 U D R'
F' D' U R2 U D' R'
F' D' U R2 U D2 R'
F' D' U R2 D U R'
F' D' U R2 D' U R'
U' F' B2 D' R2 U2 R'
F' D' U R2 D2 U R'
L F' B L' B U2 R
L F' B L2 B U2 R
D2 F' B2 U2 F R F2
L2 F' B' D B' U2 R
L' F' B2 U B U R
L' F' B2 U B' U R
L' F' B2 U B2 U R
L2 F' B' D' B' U2 R
F' D' U B R2 U R'
L' F' B2 U2 R2 D R'
L' F' B2 U2 R2 D' R'
L' F' B2 U2 R2 D2 R'
L' F' B2 U2 D R D
L' F' B2 U2 D R D'
L' F' B2 U2 D R D2
L' F' B2 U2 D' R D
L' F' B2 U2 D' R D'
L' F' B2 U2 D' R D2
L' F' B2 U2 D2 R D
L' F' B2 U2 D2 R D'
L' F' B2 U2 D2 R D2
L2 F' B' D2 B' U2 R
L' F' B2 U2 B R B'
U2 F' B2 L U2 L' R
U2 F' B2 L U2 R L'
F' D' U B' R2 U R'
L' F' B2 U2 B2 R B2
L' F' B2 D L U2 R
L' F' B2 D L' U2 R
L' F' B2 D L2 U2 R
L2 F' B2 L U2 R D
L2 F' B2 L U2 R D'
L2 F' B2 L U2 R D2
L2 F' B2 L U2 D R
L2 F' B2 L U2 D' R
L2 F' B2 L U2 D2 R
L2 F' B2 L D U2 R
L2 F' B2 L D' U2 R
L2 F' B2 L D2 U2 R
L' F' B2 D U2 R D
L' F' B2 D U2 R D'
L' F' B2 D U2 R D2
U2 F' B2 L' U2 L R
U2 F' B2 L' U2 R L
F' D' U B2 R2 U R'
L' F' B2 D' L U2 R
L' F' B2 D' L' U2 R
L' F' B2 D' L2 U2 R
L2 F' B2 L' U2 R D
L2 F' B2 L' U2 R D'
L2 F' B2 L' U2 R D2
L2 F' B2 L' U2 D R
L2 F' B2 L' U2 D' R
L2 F' B2 L' U2 D2 R
L2 F' B2 L' D U2 R
L2 F' B2 L' D' U2 R
L2 F' B2 L' D2 U2 R
L' F' B2 D' U2 R D
L' F' B2 D' U2 R D'
L' F' B2 D' U2 R D2
L F' B U2 R2 F' R'
U2 F' B2 L2 U2 L2 R
U2 F' B2 L2 U2 R L2
L' F' B2 D2 L U2 R
L' F' B2 D2 L' U2 R
L' F' B2 D2 L2 U2 R
L2 F' B2 L2 U2 R D
L2 F' B2 L2 U2 R D'
L2 F' B2 L2 U2 R D2
L2 F' B2 L2 U2 D R
L2 F' B2 L2 U2 D' R
L2 F' B2 L2 U2 D2 R
L2 F' B2 L2 D U2 R
L2 F' B2 L2 D' U2 R
L2 F' B2 L2 D2 U2 R
L' F' B2 D2 U2 R D
L' F' B2 D2 U2 R D'
L' F' B2 D2 U2 R D2
L F' B D B U2 R
L F' B D' B U2 R
L F' B D2 B U2 R
L2 F' B2 U B U R
L2 F' B2 U B' U R
L2 F' B2 U B2 U R
L F' B' L2 U2 R F
L2 F' B2 U2 R2 D R'
L2 F' B2 U2 R2 D' R'
L2 F' B2 U2 R2 D2 R'
L2 F' B2 U2 D R D
L2 F' B2 U2 D R D'
L2 F' B2 U2 D R D2
L2 F' B2 U2 D' R D
L2 F' B2 U2 D' R D'
L2 F' B2 U2 D' R D2
L2 F' B2 U2 D2 R D
L2 F' B2 U2 D2 R D'
L2 F' B2 U2 D2 R D2
L2 F' B2 U2 B R B'
L2 F' B2 U2 B2 R B2
L2 F' B2 D L U2 R
L2 F' B2 D L' U2 R
L2 F' B2 D L2 U2 R
L2 F' B2 D U2 R D
L2 F' B2 D U2 R D'
L2 F' B2 D U2 R D2
L2 F' B2 D' L U2 R
L2 F' B2 D' L' U2 R
L2 F' B2 D' L2 U2 R
L2 F' B2 D' U2 R D
L2 F' B2 D' U2 R D'
L2 F' B2 D' U2 R D2
L2 F' B2 D2 L U2 R
L2 F' B2 D2 L' U2 R
L2 F' B2 D2 L2 U2 R
R2 F' B2 R2 U2 R' B'
L2 F' B2 D2 U2 R D
L2 F' B2 D2 U2 R D'
L2 F' B2 D2 U2 R D2
L F' B' D B' U2 R
L F' B' D' B' U2 R
F' D' U2 R U' R U
L F' B' D2 B' U2 R
L F' B2 L U2 R D
L F' B2 L U2 R D'
L F' B2 L U2 R D2
L F' B2 L U2 D R
L F' B2 L U2 D' R
L F' B2 L U2 D2 R
L F' B2 L D U2 R
L F' B2 L D' U2 R
L F' B2 L D2 U2 R
L F' B2 L' U2 R D
L F' B2 L' U2 R D'
L F' B2 L' U2 R D2
L F' B2 L' U2 D R
L F' B2 L' U2 D' R
L F' B2 L' U2 D2 R
L F' B2 L' D U2 R
L F' B2 L' D' U2 R
L F' B2 L' D2 U2 R
L F' B2 L2 U2 R D
L F' B2 L2 U2 R D'
L F' B2 L2 U2 R D2
L F' B2 L2 U2 D R
L F' B2 L2 U2 D' R
L F' B2 L2 U2 D2 R
L F' B2 L2 D U2 R
L F' B2 L2 D' U2 R
L F' B2 L2 D2 U2 R
B2 D' U2 R2 D' B R'
F' D' U2 F2 D' F2 R
L F' B2 U B U R
L F' B2 U B' U R
L F' B2 U B2 U R
L F' B2 U2 R2 D R'
L F' B2 U2 R2 D' R'
L F' B2 U2 R2 D2 R'
L F' B2 U2 D R D
L F' B2 U2 D R D'
L F' B2 U2 D R D2
L F' B2 U2 D' R D
L F' B2 U2 D' R D'
L F' B2 U2 D' R D2
L F' B2 U2 D2 R D
L F' B2 U2 D2 R D'
L F' B2 U2 D2 R D2
L F' B2 U2 B R B'
L F' B2 U2 B2 R B2
L F' B2 D L U2 R
L F' B2 D L' U2 R
L F' B2 D L2 U2 R
L F' B2 D U2 R D
L F' B2 D U2 R D'
L F' B2 D U2 R D2
L F' B2 D' L U2 R
L F' B2 D' L' U2 R
L F' B2 D' L2 U2 R
L F' B2 D' U2 R D
L F' B2 D' U2 R D'
L F' B2 D' U2 R D2
L F' B2 D2 L U2 R
L F' B2 D2 L' U2 R
L F' B2 D2 L2 U2 R
L F' B2 D2 U2 R D
L F' B2 D2 U2 R D'
L F' B2 D2 U2 R D2
F2 D' F U R2 U R'
F2 D' F U2 D' R F2
F2 D' F D B2 U2 R
