U2 F B U'
U2 B F U'
U2 D F B U'
U2 D B F U'
U2 D' F B U'
U2 D' B F U'
D U2 F B U'
D' U2 F B U'
D U2 B F U'
U2 D2 F B U'
D2 U2 F B U'
D' U2 B F U'
U2 D2 B F U'
D2 U2 B F U'
B' U2 F B2 U'
B2 U2 F B' U'
F' U2 F2 B U'
F2 U2 F' B U'
F' U2 B F2 U'
B' U2 B2 F U'
F2 U2 B F' U'
B2 U2 B' F U'
U2 F D B U'
U2 F D' B U'
U2 F D2 B U'
U2 F B U' D
U2 F B U' D'
U2 F B U' D2
U2 F B D U'
U2 F B D' U'
U2 F B D2 U'
U2 B D F U'
U2 B D' F U'
U2 B D2 F U'
U2 B F U' D
U2 B F U' D'
U2 B F U' D2
U2 B F D U'
U2 B F D' U'
U2 B F D2 U'
B' D2 F' D2 B2 F' U
F D2 U2 B U2 B' U
R' B R U2 F B U'
R' B R U2 B F U'
U2 B L2 F L2 F U'
U2 B L2 F' L2 F U'
B2 D2 F' U2 F2 B' U'
U2 B L2 F2 L2 F U'
B2 D2 F' U2 B' F2 U'
F' D2 F' B2 U2 B' U'
B' D2 F2 R2 B R2 U
L2 B L2 B2 U D L2
L2 B L2 B2 U2 B2 U'
L2 B L2 B2 D U L2
L2 B L2 B2 D2 F2 U
B' D2 F2 U2 D F' U'
B' D2 F2 U2 D' F' U'
B' D2 F2 U2 D2 F' U'
B' D2 F2 U2 F' U' D
B' D2 F2 U2 F' U' D'
B' D2 F2 U2 F' U' D2
B' D2 F2 U2 F' D U'
B' D2 F2 U2 F' D' U'
B' D2 F2 U2 F' D2 U'
F D2 F U2 F' B U'
F D2 F U2 B F' U'
B' D2 F2 D U2 F' U'
B' D2 F2 D' U2 F' U'
B' D2 F2 D2 U2 F' U'
U2 B R D R' F U'
U2 B R D F R' U'
B' D2 F2 B U2 F' U'
U2 B R D' R' F U'
B' D2 F2 B' U2 F' U'
U2 B R D' F R' U'
B' D2 F2 B2 U2 F' U'
U2 B R D2 R' F U'
U2 B R D2 F R' U'
U2 B R F R' U' D
U2 B R F R' U' D'
U2 B R F R' U' D2
U2 B R F R' D U'
U2 B R F R' D' U'
U2 B R F R' D2 U'
U2 B R F D R' U'
U2 B R F D' R' U'
U2 B R F D2 R' U'
U2 B R F' R' F2 U'
B2 D2 F2 U2 F' B' U'
B2 D2 F2 U2 B' F' U'
F2 D2 F2 U2 F B U'
F2 D2 F2 U2 B F U'
F' D2 F2 B2 U2 B' U'
F D2 F' U2 F B U'
F D2 F' U2 B F U'
U2 B R' D R F U'
U2 B R' D' R F U'
B' D2 B F2 U2 F' U'
U2 B R' D2 R F U'
B2 D2 B U2 F B2 U'
B2 D2 B U2 B2 F U'
U B R F U' F' B'
U B R F U' B' F'
F D2 F2 U2 F2 B U'
F D2 F2 U2 B F2 U'
U2 B R2 D F U' B2
B' D2 B' F2 U2 F' U'
F' D2 B' D B' U L2
U2 B R2 F R2 U' D
U2 B R2 F R2 U' D'
U2 B R2 F R2 U' D2
U2 B R2 F R2 D U'
U2 B R2 F R2 D' U'
U2 B R2 F R2 D2 U'
U2 B R2 F U' D B2
U2 B R2 F D U' B2
U2 B R2 F' R2 F2 U'
B D2 B U2 F B' U'
F' D2 B' D2 F2 B' U
F' D2 B' D2 B' F2 U
B D2 B U2 B' F U'
R2 B R2 U2 F B U'
R2 B R2 U2 B F U'
F2 D2 B' U2 F' B2 U'
F2 D2 B' U2 B2 F' U'
U B R' F U' F' B'
U B R' F U' B' F'
F' D2 B2 L2 F L2 U
U2 B U L2 U B' U
F' D2 B2 U2 D B' U'
F' D2 B2 U2 D' B' U'
F' D2 B2 U2 D2 B' U'
B' D2 B2 F2 U2 F' U'
F' D2 B2 U2 B' U' D
F' D2 B2 U2 B' U' D'
F' D2 B2 U2 B' U' D2
F' D2 B2 U2 B' D U'
F' D2 B2 U2 B' D' U'
F' D2 B2 U2 B' D2 U'
F' D2 B2 D U2 B' U'
F' D2 B2 D' U2 B' U'
F' D2 B2 D2 U2 B' U'
B D2 B' U2 F B U'
B2 D2 B2 U2 F B U'
B D2 B' U2 B F U'
B2 D2 B2 U2 B F U'
F' D2 B2 F U2 B' U'
F' D2 B2 F' U2 B' U'
F2 D2 B2 U2 F' B' U'
F' D2 B2 F2 U2 B' U'
F2 D2 B2 U2 B' F' U'
U B R2 F U' F' B'
U B R2 F U' B' F'
U2 B U' R U F U'
U2 B U' R' U F U'
U2 B U' R2 U F U'
B D2 B2 U2 F B2 U'
B D2 B2 U2 B2 F U'
U2 B U' F' D R2 F
U2 B U' F' D F R2
D2 B U2 F U2 F' U
D' B U2 F U2 F' U
U2 B U2 L2 B' L2 U
U2 B U2 B U2 F U'
U2 B U2 B' U2 F U'
U2 B U2 B2 U2 F U'
U2 B D R F R' U'
D B U2 F U2 F' U
U2 B D R2 F R2 U'
U2 B D F' U' D R2
U2 B D F' D U' R2
U2 B D F2 D F' U'
U2 B D F2 D' F' U'
U2 B D F2 D2 F' U'
U2 B D' R F R' U'
U2 B D' R2 F R2 U'
U2 B D' F' U' D R2
U2 B D' F' D U' R2
U2 B D' F2 D F' U'
U2 B D' F2 D' F' U'
U2 B D' F2 D2 F' U'
U B D F U' F' B'
U B D F U' B' F'
U2 B D2 R F R' U'
U' B F U F' B' U2
U' B F U B' F' U2
U2 B D2 R2 F R2 U'
U2 B D2 F' U' D R2
U2 B D2 F' D U' R2
U2 B D2 F2 D F' U'
U2 B D2 F2 D' F' U'
U2 B D2 F2 D2 F' U'
U B D' F U' F' B'
U B D' F U' B' F'
U2 B F L D L' U'
U2 B F L D' L' U'
U2 B F L D2 L' U'
U2 B F L' D L U'
U2 B F L' D' L U'
U2 B F L' D2 L U'
U2 B F L2 U' D F2
U2 B F L2 D U' F2
U2 B F R D R' U'
U2 B F R D' R' U'
U2 B F R D2 R' U'
U2 B F R' D R U'
U2 B F R' D' R U'
U2 B F R' D2 R U'
U2 B F R2 U' D B2
U2 B F R2 D U' B2
U2 B F U' L D L'
U2 B F U' L D' L'
U2 B F U' L D2 L'
U2 B F U' L' D L
U2 B F U' L' D' L
U2 B F U' L' D2 L
U2 B F U' R D R'
U2 B F U' R D' R'
U2 B F U' R D2 R'
U2 B F U' R' D R
U2 B F U' R' D' R
U2 B F U' R' D2 R
U2 B F U' F D F'
U2 B F U' F D' F'
U2 B F U' F D2 F'
U2 B F U' F' D F
U2 B F U' F' D' F
U2 B F U' F' D2 F
U2 B F U' B D B'
U2 B F U' B D' B'
U2 B F U' B D2 B'
U2 B F U' B' D B
U2 B F U' B' D' B
U2 B F U' B' D2 B
U B D2 F U' F' B'
U B D2 F U' B' F'
B' F U D L2 D2 R2
U2 B F' L' F2 L U'
U2 B F' L2 F2 L2 U'
U2 B F' R F2 R' U'
U2 B F' R2 F2 R2 U'
U2 B F' U D' L2 U2
F' B U D R2 D2 L2
U2 B F' U' R D R2
U2 B F' U' R' D R2
U2 B F' U' R2 D R2
U2 B F' U' D R2 D
U2 B F' U' D R2 D'
U2 B F' U' D R2 D2
U2 B F' U2 D2 B2 U
U2 B F' D U' R2 D
U2 B F' D U' R2 D'
U2 B F' D U' R2 D2
U2 B F' D F U' R2
U2 B F' D F' U' R2
U2 B F' D F2 U' R2
U2 B F' D' U L2 U2
U2 B F' D2 U2 B2 U
R2 B F' R2 U D R2
R2 B F' R2 U2 F2 U'
R2 B F' R2 D U R2
R2 B F' R2 D2 B2 U
U2 B F2 L' F' L U'
U B F U' D F' B'
U B F U' D B' F'
U B F U' D' F' B'
U B F U' D' B' F'
U B F U' D2 F' B'
U B F U' D2 B' F'
U B F U' F' D B'
U B F U' F' D' B'
U B F U' F' D2 B'
U B F U' F' B' D
U B F U' F' B' D'
U B F U' F' B' D2
U2 B F2 L2 F' L2 U'
U B F U' B' D F'
U B F U' B' D' F'
U B F U' B' D2 F'
U B F U' B' F' D
U B F U' B' F' D'
U B F U' B' F' D2
U B F D U' F' B'
U B F D U' B' F'
B' F U' D' R2 U2 R2
U B F D' U' F' B'
U B F D' U' B' F'
U B F D2 U' F' B'
U B F D2 U' B' F'
U2 B F2 D F' U' D
U2 B F2 D F' U' D'
U2 B F2 D F' U' D2
U2 B F2 D F' D U'
U2 B F2 D F' D' U'
U2 B F2 D F' D2 U'
F' B U' D' L2 U2 L2
U2 B F2 D' F' U' D
U2 B F2 D' F' U' D'
U2 B F2 D' F' U' D2
U2 B F2 D' F' D U'
U2 B F2 D' F' D' U'
U2 B F2 D' F' D2 U'
U2 B F2 D2 F' U' D
U2 B F2 D2 F' U' D'
U2 B F2 D2 F' U' D2
U2 B F2 D2 F' D U'
U2 B F2 D2 F' D' U'
U2 B F2 D2 F' D2 U'
R2 B F2 R2 F B U
R2 B F2 R2 B F U
L2 B' L U2 B2 R' U'
L2 B' L D L U L
L2 B' L D2 L F2 U
L2 B' L D2 F2 L U
U2 B' L B2 L' F U'
B' F U2 B2 U' D' R2
B' F U2 B2 U2 B2 U
B' F U2 B2 D' U' R2
B' F U2 B2 D2 F2 U'
F' B U2 F2 U' D' L2
F' B U2 F2 U2 F2 U
F' B U2 F2 D' U' L2
F' B U2 F2 D2 B2 U'
L2 B' L' D L' U L'
F2 B U2 F' U2 F U
B' F D U L2 D2 R2
B2 F U2 B' U2 B U
L2 B' L' D2 L' F2 U
F' B D U R2 D2 L2
D2 B' L2 B' L2 F U
D' B' L2 B' L2 F U
L2 B' L2 U L D L2
L2 B' L2 U L' D L2
L2 B' L2 U L2 D L2
L2 B' L2 U D L2 D
L2 B' L2 U D L2 D'
L2 B' L2 U D L2 D2
L B' L B' L2 F U
L2 B' L2 U' D' R2 U2
L2 B' L2 U2 B2 U' D
L2 B' L2 U2 B2 U' D'
L2 B' L2 U2 B2 U' D2
L2 B' L2 U2 B2 D U'
L2 B' L2 U2 B2 D' U'
L2 B' L2 U2 B2 D2 U'
L2 B' L2 D U L2 D
L2 B' L2 D U L2 D'
L2 B' L2 D U L2 D2
L2 B' L2 D F U L2
L2 B' L2 D F' U L2
L2 B' L2 D F2 U L2
R' B' R U2 F B U'
R' B' R U2 B F U'
L2 B' L2 D' U' R2 U2
B' F D' U' R2 U2 R2
L2 B' L2 D2 F2 U D
L2 B' L2 D2 F2 U D'
L2 B' L2 D2 F2 U D2
L2 B' L2 D2 F2 D U
L2 B' L2 D2 F2 D' U
L2 B' L2 D2 F2 D2 U
L2 B' L2 F U D L2
L2 B' L2 F U2 B2 U'
L2 B' L2 F D U L2
L2 B' L2 F D2 F2 U
L2 B' L2 F' U D L2
L B' L' U2 F B2 U'
L2 B' L2 F' U2 B2 U'
L2 B' L2 F' D U L2
L2 B' L2 F' D2 F2 U
L B' L' U2 B2 F U'
L2 B' L2 F2 U D L2
L2 B' L2 F2 U2 B2 U'
L2 B' L2 F2 D U L2
L2 B' L2 F2 D2 F2 U
F' B D' U' L2 U2 L2
D B' L2 B' L2 F U
U2 B' R F R' B2 U'
B' F D2 F2 U D R2
B' F D2 F2 U2 F2 U'
B' F D2 F2 D U R2
B' F D2 F2 D2 B2 U
F' B D2 B2 U D L2
F' B D2 B2 U2 B2 U'
F' B D2 B2 D U L2
F' B D2 B2 D2 F2 U
U2 B' R' B2 R F U'
U2 B' R2 F R2 B2 U'
U2 B' R2 F B2 R2 U'
R2 B' R2 U2 F B U'
R2 B' R2 U2 B F U'
U2 B' R2 B2 R2 F U'
U2 B' R2 B2 F R2 U'
L2 B' U D L2 D2 B2
L2 B' U D' B2 D2 L2
B2 F' L2 F L2 B' U
L2 B' U' D F2 U2 L2
L2 B' U' D' R2 U2 B2
D2 B' U2 D F U' L2
D' B' U2 D F U' L2
D2 B' U2 F U' D L2
D2 B' U2 F D U' L2
D2 B' U2 F B2 U' D
D2 B' U2 F B2 U' D'
D2 B' U2 F B2 U' D2
D2 B' U2 F B2 D U'
D2 B' U2 F B2 D' U'
D2 B' U2 F B2 D2 U'
D' B' U2 F U' D L2
D' B' U2 F D U' L2
D' B' U2 F B2 U' D
D' B' U2 F B2 U' D'
D' B' U2 F B2 U' D2
D' B' U2 F B2 D U'
D' B' U2 F B2 D' U'
D' B' U2 F B2 D2 U'
U B' U F B2 U' B'
D2 B' U2 B2 D F U'
D2 B' U2 B2 D' F U'
D2 B' U2 B2 D2 F U'
D2 B' U2 B2 F U' D
D2 B' U2 B2 F U' D'
D2 B' U2 B2 F U' D2
D2 B' U2 B2 F D U'
D2 B' U2 B2 F D' U'
D2 B' U2 B2 F D2 U'
D' B' U2 B2 D F U'
D' B' U2 B2 D' F U'
D' B' U2 B2 D2 F U'
D' B' U2 B2 F U' D
D' B' U2 B2 F U' D'
D' B' U2 B2 F U' D2
D' B' U2 B2 F D U'
D' B' U2 B2 F D' U'
D' B' U2 B2 F D2 U'
U B' U B2 F U' B'
D2 B' D U2 F U' L2
D' B' D U2 F U' L2
L2 B' U2 B2 U' D' B2
L2 B' U2 B2 U2 L2 U
L2 B' U2 B2 D' U' B2
L2 B' U2 B2 D2 R2 U'
D B' U2 D F U' L2
D B' U2 F U' D L2
D B' U2 F D U' L2
D B' U2 F B2 U' D
D B' U2 F B2 U' D'
D B' U2 F B2 U' D2
D B' U2 F B2 D U'
D B' U2 F B2 D' U'
D B' U2 F B2 D2 U'
L2 B' D U L2 D2 B2
L2 B' D U' F2 U2 L2
L2 B' D F U L2 B'
U2 B' D F U' L2 D
U2 B' D F U' L2 D'
U2 B' D F U' L2 D2
U2 B' D F D' B2 U'
U2 B' D F B U' L2
U2 B' D F B' U' L2
U2 B' D F B2 U' L2
D B' U2 B2 D F U'
D B' U2 B2 D' F U'
D B' U2 B2 D2 F U'
D B' U2 B2 F U' D
D B' U2 B2 F U' D'
D B' U2 B2 F U' D2
D B' U2 B2 F D U'
D B' U2 B2 F D' U'
D B' U2 B2 F D2 U'
U2 B' D B F U' L2
U2 B' D B' F U' L2
U2 B' D B2 F U' L2
B' F' U L D L2 R2
B' F' U L D R2 L2
B' F' U L' D L2 R2
B' F' U L' D R2 L2
B' F' U L2 D L2 R2
B' F' U L2 D R2 L2
B' F' U R D L2 R2
B' F' U R D R2 L2
D B' D U2 F U' L2
B' F' U R' D L2 R2
B' F' U R' D R2 L2
B' F' U R2 D L2 R2
B' F' U R2 D R2 L2
B' F' U D L2 R2 D
B' F' U D L2 R2 D'
B' F' U D L2 R2 D2
B' F' U D R2 L2 D
B' F' U D R2 L2 D'
B' F' U D R2 L2 D2
F' B' U L D L2 R2
L2 B' D' U B2 D2 L2
F' B' U L D R2 L2
L2 B' D' U' R2 U2 B2
F' B' U L' D L2 R2
F' B' U L' D R2 L2
F2 B' R2 B R2 F' U
F' B' U L2 D L2 R2
U B' D L2 B D' R2
F' B' U L2 D R2 L2
U2 B' D' F U R2 U2
U2 B' D' F U' D2 L2
U2 B' D' F D B2 U'
U2 B' D' F D2 U' L2
F' B' U R D L2 R2
F' B' U R D R2 L2
F' B' U R' D L2 R2
F' B' U R' D R2 L2
F' B' U R2 D L2 R2
F' B' U R2 D R2 L2
D2 B' D2 F2 U2 F' U'
F' B' U D L2 R2 D
F' B' U D L2 R2 D'
F' B' U D L2 R2 D2
F' B' U D R2 L2 D
F' B' U D R2 L2 D'
F' B' U D R2 L2 D2
D' B' D2 F2 U2 F' U'
B' F' U' D' L2 R2 U2
B' F' U' D' R2 L2 U2
U2 B' D2 F U2 F U
L2 B' D2 F2 U D B2
L2 B' D2 F2 U2 R2 U'
L2 B' D2 F2 D U B2
L2 B' D2 F2 D2 L2 U
F' B' U' D' L2 R2 U2
F' B' U' D' R2 L2 U2
B F' U D R2 D2 L2
U2 B' F L B2 L' U'
L2 B' F L2 U D L2
L2 B' F L2 U2 B2 U'
L2 B' F L2 D U L2
L2 B' F L2 D2 F2 U
U2 B' F L2 B2 L2 U'
D2 B' F' U D L2 R2
D2 B' F' U D R2 L2
U2 B' F R' B2 R U'
U2 B' F R2 B2 R2 U'
U2 B' F U D' R2 U2
D B' D2 F2 U2 F' U'
D2 B' F' U2 F2 B2 U'
U2 B' F U' L D L2
U2 B' F U' L' D L2
U2 B' F U' L2 D L2
D' B' F' U D L2 R2
D2 B' F' U2 B2 F2 U'
D' B' F' U D R2 L2
U2 B' F U' D L2 D
U2 B' F U' D L2 D'
U2 B' F U' D L2 D2
D2 B' F' D U L2 R2
D2 B' F' D U R2 L2
U2 B' F U2 D2 F2 U
F B' U D L2 D2 R2
U2 B' F D U' L2 D
U2 B' F D U' L2 D'
U2 B' F D U' L2 D2
D' B' F' U2 F2 B2 U'
D' B' F' U2 B2 F2 U'
U2 B' F D B U' L2
U2 B' F D B' U' L2
D2 B' F' D2 F2 B2 U
U2 B' F D B2 U' L2
D2 B' F' D2 B2 F2 U
D' B' F' D U L2 R2
D' B' F' D U R2 L2
U2 B' F D' U R2 U2
B' F' U2 F2 U' D L2
B' F' U2 F2 D U' L2
B' F' U2 F2 B2 U' D
B' F' U2 F2 B2 U' D'
B' F' U2 F2 B2 U' D2
B' F' U2 F2 B2 D U'
B' F' U2 F2 B2 D' U'
B' F' U2 F2 B2 D2 U'
U2 B' F D2 U2 F2 U
D' B' F' D2 F2 B2 U
D' B' F' D2 B2 F2 U
B' F' U2 B2 U' D R2
L2 B' F' L2 U D L2
B' F' U2 B2 D U' R2
L2 B' F' L2 U2 B2 U'
L2 B' F' L2 D U L2
B' F' U2 B2 F2 U' D
B' F' U2 B2 F2 U' D'
B' F' U2 B2 F2 U' D2
B' F' U2 B2 F2 D U'
B' F' U2 B2 F2 D' U'
B' F' U2 B2 F2 D2 U'
L2 B' F' L2 D2 F2 U
B2 F' U2 D B' U' R2
B F' U' D' L2 U2 L2
F' B' U2 F2 U' D L2
F' B' U2 F2 D U' L2
F2 B' U2 D F' U' L2
F' B' U2 F2 B2 U' D
F' B' U2 F2 B2 U' D'
F' B' U2 F2 B2 U' D2
F' B' U2 F2 B2 D U'
F' B' U2 F2 B2 D' U'
F' B' U2 F2 B2 D2 U'
D2 B' F2 U2 F' B2 U'
D2 B' F2 U2 B2 F' U'
U2 B' F' U' D L2 R2
U2 B' F' U' D R2 L2
F' B' U2 B2 U' D R2
F' B' U2 B2 D U' R2
B2 F' U2 F2 D B' U'
B' F' D U L2 R2 D
B' F' D U L2 R2 D'
B' F' D U L2 R2 D2
B2 F' U2 F2 D' B' U'
B2 F' U2 F2 D2 B' U'
B' F' D U R2 L2 D
B' F' D U R2 L2 D'
B' F' D U R2 L2 D2
B2 F' U2 F2 B' U' D
B2 F' U2 F2 B' U' D'
B2 F' U2 F2 B' U' D2
B2 F' U2 F2 B' D U'
B2 F' U2 F2 B' D' U'
B2 F' U2 F2 B' D2 U'
F' B' U2 B2 F2 U' D
F' B' U2 B2 F2 U' D'
F' B' U2 B2 F2 U' D2
F' B' U2 B2 F2 D U'
F' B' U2 B2 F2 D' U'
F' B' U2 B2 F2 D2 U'
F2 B' U2 F' U' D L2
F2 B' U2 F' D U' L2
F2 B' U2 F' B2 U' D
F2 B' U2 F' B2 U' D'
F2 B' U2 F' B2 U' D2
F2 B' U2 F' B2 D U'
F2 B' U2 F' B2 D' U'
F2 B' U2 F' B2 D2 U'
D' B' F2 U2 F' B2 U'
U2 B' F' D U' L2 R2
U2 B' F' D U' R2 L2
D' B' F2 U2 B2 F' U'
B2 F' U2 B' U' D R2
B2 F' U2 B' D U' R2
B2 F' U2 B' F2 U' D
B2 F' U2 B' F2 U' D'
B2 F' U2 B' F2 U' D2
B2 F' U2 B' F2 D U'
B2 F' U2 B' F2 D' U'
B2 F' U2 B' F2 D2 U'
B' F' D F U L2 R2
B' F' D F U R2 L2
B' F' D F' U L2 R2
B' F' D F' U R2 L2
F B' U' D' R2 U2 R2
B' F' D F2 U L2 R2
B' F' D F2 U R2 L2
R2 B' F' R2 U D R2
F2 B' U2 B2 D F' U'
F2 B' U2 B2 D' F' U'
R2 B' F' R2 U2 F2 U'
F2 B' U2 B2 D2 F' U'
R2 B' F' R2 D U R2
F2 B' U2 B2 F' U' D
F2 B' U2 B2 F' U' D'
F2 B' U2 B2 F' U' D2
F2 B' U2 B2 F' D U'
F2 B' U2 B2 F' D' U'
F2 B' U2 B2 F' D2 U'
R2 B' F' R2 D2 B2 U
L2 B' F2 L2 U D L2
L2 B' F2 L2 U2 B2 U'
L2 B' F2 L2 D U L2
B' F' D B U L2 R2
B' F' D B U R2 L2
L2 B' F2 L2 D2 F2 U
F' B' D U L2 R2 D
F' B' D U L2 R2 D'
F' B' D U L2 R2 D2
F' B' D U R2 L2 D
F' B' D U R2 L2 D'
F' B' D U R2 L2 D2
B' F' D B' U L2 R2
B' F' D B' U R2 L2
B' F' D B2 U L2 R2
B' F' D B2 U R2 L2
D B' F' U D L2 R2
D B' F' U D R2 L2
F' B' D F U L2 R2
F' B' D F U R2 L2
F' B' D F' U L2 R2
F' B' D F' U R2 L2
D B' F' U2 F2 B2 U'
D B' F' U2 B2 F2 U'
F' B' D F2 U L2 R2
F' B' D F2 U R2 L2
D B' F' D U L2 R2
D B' F' D U R2 L2
B2 F' D U2 B' U' R2
F' B' D B U L2 R2
F' B' D B U R2 L2
F' B' D B' U L2 R2
F' B' D B' U R2 L2
F2 B' D U2 F' U' L2
U2 B' F2 D F' U' L2
D B' F' D2 F2 B2 U
D B' F' D2 B2 F2 U
F' B' D B2 U L2 R2
F' B' D B2 U R2 L2
B F' U2 F2 U' D' L2
B F' U2 F2 U2 F2 U
B F' U2 F2 D' U' L2
B F' U2 F2 D2 B2 U'
B' F' D' U' L2 R2 U2
B' F' D' U' R2 L2 U2
R2 B' F2 R2 F B U
R2 B' F2 R2 B F U
F' B' D' U' L2 R2 U2
F' B' D' U' R2 L2 U2
D B' F2 U2 F' B2 U'
D B' F2 U2 B2 F' U'
B F' D U R2 D2 L2
F B' U2 B2 U' D' R2
F B' U2 B2 U2 B2 U
F B' U2 B2 D' U' R2
F B' U2 B2 D2 F2 U'
F B' D U L2 D2 R2
B' F' D2 F2 U D' R2
B' F' D2 F2 D' U R2
B' F' D2 F2 B2 U D
B' F' D2 F2 B2 U D'
B' F' D2 F2 B2 U D2
B' F' D2 F2 B2 D U
B' F' D2 F2 B2 D' U
B' F' D2 F2 B2 D2 U
B' F' D2 B2 U D' L2
B' F' D2 B2 D' U L2
B' F' D2 B2 F2 U D
B' F' D2 B2 F2 U D'
B' F' D2 B2 F2 U D2
B' F' D2 B2 F2 D U
B' F' D2 B2 F2 D' U
B' F' D2 B2 F2 D2 U
B F' D' U' L2 U2 L2
F' B' D2 F2 U D' R2
F' B' D2 F2 D' U R2
D2 B2 L2 F B' L2 U
F' B' D2 F2 B2 U D
F' B' D2 F2 B2 U D'
F' B' D2 F2 B2 U D2
F' B' D2 F2 B2 D U
F' B' D2 F2 B2 D' U
F' B' D2 F2 B2 D2 U
L2 B2 L' B L' F U
D' B2 L2 F B' L2 U
F' B' D2 B2 U D' L2
F' B' D2 B2 D' U L2
F' B' D2 B2 F2 U D
F' B' D2 B2 F2 U D'
F' B' D2 B2 F2 U D2
F' B' D2 B2 F2 D U
F' B' D2 B2 F2 D' U
F' B' D2 B2 F2 D2 U
D2 B2 L2 B' F L2 U
F2 B' D2 F2 U2 F U'
B2 F' D2 B2 U2 B U'
D' B2 L2 B' F L2 U
F B' D' U' R2 U2 R2
R' B2 R U2 F B U'
L2 B2 L2 D F B U
R' B2 R U2 B F U'
L2 B2 L2 D B F U
L2 B2 L2 D' F B U
L2 B2 L2 D' B F U
L2 B2 L2 D2 F B U
L2 B2 L2 D2 B F U
L2 B2 L2 F D B U
L2 B2 L2 F D' B U
L2 B2 L2 F D2 B U
L2 B2 L2 F B U D
L2 B2 L2 F B U D'
L2 B2 L2 F B U D2
L2 B2 L2 F B D U
L2 B2 L2 F B D' U
L2 B2 L2 F B D2 U
L2 B2 L2 B D F U
L2 B2 L2 B D' F U
L2 B2 L2 B D2 F U
L2 B2 L2 B F U D
L2 B2 L2 B F U D'
L2 B2 L2 B F U D2
L2 B2 L2 B F D U
L2 B2 L2 B F D' U
L2 B2 L2 B F D2 U
B F' D2 B2 U D L2
B F' D2 B2 U2 B2 U'
B F' D2 B2 D U L2
B F' D2 B2 D2 F2 U
D B2 L2 F B' L2 U
F B' D2 F2 U D R2
F B' D2 F2 U2 F2 U'
F B' D2 F2 D U R2
F B' D2 F2 D2 B2 U
U2 B2 R F R' B' U'
D B2 L2 B' F L2 U
F' B2 L2 F L2 B' U
U2 B2 R' B' R F U'
U2 B2 R2 F R2 B' U'
U2 B2 R2 F B' R2 U'
U2 B2 R2 B' R2 F U'
R2 B2 R2 U2 F B U'
U2 B2 R2 B' F R2 U'
R2 B2 R2 U2 B F U'
B' F2 R2 B R2 F' U
D2 B2 U2 D F B' U'
D2 B2 U2 D B' F U'
D2 B2 U2 D' F B' U'
D2 B2 U2 D' B' F U'
D2 B2 U2 D2 F B' U'
D2 B2 U2 D2 B' F U'
L' B2 U2 R' F' B' U'
L' B2 U2 R' B' F' U'
D2 B2 U2 F D B' U'
D2 B2 U2 F D' B' U'
D' B2 U2 D F B' U'
D2 B2 U2 F D2 B' U'
D2 B2 U2 F B' U' D
D2 B2 U2 F B' U' D'
D2 B2 U2 F B' U' D2
D2 B2 U2 F B' D U'
D2 B2 U2 F B' D' U'
D2 B2 U2 F B' D2 U'
D' B2 U2 D B' F U'
D' B2 U2 D' F B' U'
D' B2 U2 D' B' F U'
D' B2 U2 D2 F B' U'
D' B2 U2 D2 B' F U'
D' B2 U2 F D B' U'
D' B2 U2 F D' B' U'
D' B2 U2 F D2 B' U'
D' B2 U2 F B' U' D
D' B2 U2 F B' U' D'
D' B2 U2 F B' U' D2
D' B2 U2 F B' D U'
D' B2 U2 F B' D' U'
D' B2 U2 F B' D2 U'
D2 B2 U2 B' D F U'
D2 B2 U2 B' D' F U'
D2 B2 U2 B' D2 F U'
D2 B2 U2 B' F U' D
D2 B2 U2 B' F U' D'
D2 B2 U2 B' F U' D2
D2 B2 U2 B' F D U'
D2 B2 U2 B' F D' U'
D2 B2 U2 B' F D2 U'
D' B2 U2 B' D F U'
U B2 U F B' U' B'
D' B2 U2 B' D' F U'
D' B2 U2 B' D2 F U'
D' B2 U2 B' F U' D
D' B2 U2 B' F U' D'
D' B2 U2 B' F U' D2
D' B2 U2 B' F D U'
D' B2 U2 B' F D' U'
D' B2 U2 B' F D2 U'
U B2 U B' F U' B'
D2 B2 D U2 F B' U'
D2 B2 D U2 B' F U'
D' B2 D U2 F B' U'
D' B2 D U2 B' F U'
D B2 U2 D F B' U'
D B2 U2 D B' F U'
D B2 U2 D' F B' U'
D B2 U2 D' B' F U'
D B2 U2 D2 F B' U'
D B2 U2 D2 B' F U'
D B2 U2 F D B' U'
D B2 U2 F D' B' U'
D B2 U2 F D2 B' U'
D B2 U2 F B' U' D
D B2 U2 F B' U' D'
D B2 U2 F B' U' D2
D B2 U2 F B' D U'
D B2 U2 F B' D' U'
D B2 U2 F B' D2 U'
D2 B2 D' U2 F B' U'
D2 B2 D' U2 B' F U'
U2 B2 D F D B' U'
U2 B2 D F D' B' U'
U2 B2 D F D2 B' U'
U2 B2 D F B' U' D
U2 B2 D F B' U' D'
U2 B2 D F B' U' D2
U2 B2 D F B' D U'
U2 B2 D F B' D' U'
U2 B2 D F B' D2 U'
D B2 U2 B' D F U'
D B2 U2 B' D' F U'
D B2 U2 B' D2 F U'
D B2 U2 B' F U' D
D B2 U2 B' F U' D'
D B2 U2 B' F U' D2
D B2 U2 B' F D U'
D B2 U2 B' F D' U'
D B2 U2 B' F D2 U'
D' B2 D' U2 F B' U'
D' B2 D' U2 B' F U'
B' F2 U2 D F' U' L2
U2 B2 D B' D F U'
U2 B2 D B' D' F U'
U2 B2 D B' D2 F U'
U2 B2 D B' F U' D
U2 B2 D B' F U' D'
