B2 L U L' B
B2 L U B L'
B2 L' U L B
B2 L2 U L2 B
B2 L2 U B L2
D' R2 D' F2 B'
D' R2 D' B' F2
D' R2 B' D' F2
R2 D' R2 F2 B'
R2 D' R2 B' F2
R2 D' F2 R2 B'
R2 D' F2 B' R2
R2 D' B' R2 F2
R2 D' B' F2 R2
D' B' R2 D' F2
L2 B2 U L2 B'
F2 D' R2 B' D' F2 D'
F2 D' R2 B' D' F2 D2
F2 D' R2 B' F D' F2
F2 D' R2 B' F' D' F2
F2 D' R2 B' F2 D' F2
F2 D' R2 B2 D' F2 B
F2 D' R2 B2 D' B F2
L' F' B2 U B2 L B'
R2 F' B' U' R2 B' U
R2 F' B' U' B' R2 U
F D' R2 U' R2 U B'
B2 D' U B U B' U'
B2 D' U B2 D B' L2
F D' R2 D' F2 D B'
F D' R2 D' F2 D' B'
F D' R2 D' F2 D2 B'
F D' R2 D' F2 B' D
F D' R2 D' F2 B' D'
F D' R2 D' F2 B' D2
F D' R2 D' B' F2 D
F D' R2 D' B' F2 D'
F D' R2 D' B' F2 D2
L2 F' B2 U L2 D2 B2
F D' R2 D2 B' D F2
L2 F' B2 U' F2 U2 L2
F D' R2 F D' F2 B'
F D' R2 F D' B' F2
F D' R2 F B' D' F2
D F' B' D2 R2 D' F2
B' D' U' B' R2 U F'
F D' R2 F' D' F2 B'
B' D' U' B' U' B U2
F D' R2 F' D' B' F2
F D' R2 F' B' D' F2
F D' R2 F2 D' F2 B'
F D' R2 F2 D' B' F2
F D' R2 F2 B' D' F2
F D' R2 B' U' R2 U
F D' R2 B' D' F2 D
F D' R2 B' D' F2 D'
F D' R2 B' D' F2 D2
F D' R2 B' F D' F2
F D' R2 B' F' D' F2
F D' R2 B' F2 D' F2
B D' U R2 F' U' F
F D' R2 B2 D' F2 B
F D' R2 B2 D' B F2
D' F2 L' U L R2 B'
D' F2 L' U L B' R2
D' F2 L' U R2 L B'
B2 D' F L U L' B
B2 D' F L U B L'
B2 D' F L' U L B
B2 D' F L2 U L2 B
F' D' F R2 D' F2 B'
B2 D' F L2 U B L2
F' D' F R2 D' B' F2
L' F2 L' B2 U L2 B'
F' D' F R2 B' D' F2
D' F2 L2 U L2 R2 B'
D' F2 L2 U L2 B' R2
D' F2 L2 U R2 L2 B'
F2 D' F R2 D' F2 B'
F2 D' F R2 D' B' F2
F2 D' F R2 B' D' F2
F' D' F B' R2 D' F2
B2 D' F' L U L' B
B2 D' F' L U B L'
F2 D' F B' R2 D' F2
B2 D' F' L' U L B
F' D' F' R2 D' F2 B'
F' D' F' R2 D' B' F2
B2 D' F' L2 U L2 B
B2 D' F' L2 U B L2
F' D' F' R2 B' D' F2
F2 D' F' R2 D' F2 B'
F2 D' F' R2 D' B' F2
F2 D' F' R2 B' D' F2
F' D' F' B' R2 D' F2
F D' F R2 D' F2 B'
F D' F R2 D' B' F2
F D' F R2 B' D' F2
D' F2 R B' D' R F'
B2 D' F2 L U L' B
B2 D' F2 L U B L'
F2 D' F' B' R2 D' F2
B2 D' F2 L' U L B
F' D' F2 R2 D' F2 B'
F' D' F2 R2 D' B' F2
B2 D' F2 L2 U L2 B
B2 D' F2 L2 U B L2
F' D' F2 R2 B' D' F2
F D' F B' R2 D' F2
F2 D' F2 R2 D' F2 B'
F2 D' F2 R2 D' B' F2
F2 D' F2 R2 B' D' F2
F' D' F2 B' R2 D' F2
F D' F' R2 D' F2 B'
F D' F' R2 D' B' F2
F D' F' R2 B' D' F2
F2 D' F2 B' R2 D' F2
F' D' B R2 B2 D' F2
F D' F' B' R2 D' F2
D' F2 R2 U' R2 U B'
B' D' B' L U L' B
B' D' B' L U B L'
F2 D' B R2 B2 D' F2
D' F2 R2 D' F2 D B'
D' F2 R2 D' F2 D' B'
D' F2 R2 D' F2 D2 B'
D' F2 R2 D' F2 B' D
D' F2 R2 D' F2 B' D'
D' F2 R2 D' F2 B' D2
D' F2 R2 D' B' F2 D
D' F2 R2 D' B' F2 D'
D' F2 R2 D' B' F2 D2
B' D' B' L' U L B
D' F2 R2 D2 B' D F2
B' D' B' L2 U L2 B
B' D' B' L2 U B L2
D' F2 R2 F D' F2 B'
D' F2 R2 F D' B' F2
D' F2 R2 F B' D' F2
D' F2 R2 F' D' F2 B'
D' F2 R2 F' D' B' F2
D' F2 R2 F' B' D' F2
F D' F2 R2 D' F2 B'
F D' F2 R2 D' B' F2
F D' F2 R2 B' D' F2
D' F2 R2 F2 D' F2 B'
D' F2 R2 F2 D' B' F2
D' F2 R2 F2 B' D' F2
R F2 R D' R2 F2 B'
R F2 R D' R2 B' F2
R F2 R D' F2 R2 B'
R F2 R D' F2 B' R2
R F2 R D' B' R2 F2
R F2 R D' B' F2 R2
D' F2 R2 B' U' R2 U
D' F2 R2 B' D' F2 D
D' F2 R2 B' D' F2 D'
D' F2 R2 B' D' F2 D2
D' F2 R2 B' F D' F2
D' F2 R2 B' F' D' F2
D' F2 R2 B' F2 D' F2
D' F2 R2 B2 D' F2 B
D' F2 R2 B2 D' B F2
F' D' B' R2 U' R2 U
F' D' B' R2 D' F2 D
F' D' B' R2 D' F2 D'
F' D' B' R2 D' F2 D2
F' D' B' R2 F D' F2
F' D' B' R2 F' D' F2
F' D' B' R2 F2 D' F2
L' F2 U L D' R2 B'
L' F2 U L D' B' R2
F D' F2 B' R2 D' F2
F2 D' B' R2 U' R2 U
F2 D' B' R2 D' F2 D
F2 D' B' R2 D' F2 D'
F2 D' B' R2 D' F2 D2
F2 D' B' R2 F D' F2
F2 D' B' R2 F' D' F2
F2 D' B' R2 F2 D' F2
U' F2 U F2 B2 U B
F' D' B' F R2 D' F2
F' D' B' F' R2 D' F2
B D' B D2 L2 U L2
F' D' B' F2 R2 D' F2
U' F2 U B2 F2 U B
F D' B R2 B2 D' F2
F2 D' B' F R2 D' F2
L2 F2 U L2 D' R2 B
F2 D' B' F' R2 D' F2
F2 D' B' F2 R2 D' F2
F D' B' R2 U' R2 U
F D' B' R2 D' F2 D
F D' B' R2 D' F2 D'
F D' B' R2 D' F2 D2
F D' B' R2 F D' F2
F D' B' R2 F' D' F2
F D' B' R2 F2 D' F2
B2 D2 L U L B L2
B2 D2 L U L' D B
B2 D2 L U L' D' B
B2 D2 L U L' D2 B
B2 D2 L U L' B D
B2 D2 L U L' B D'
B2 D2 L U L' B D2
B2 D2 L U D L' B
B2 D2 L U D B L'
B2 D2 L U D' L' B
B2 D2 L U D' B L'
B2 D2 L U D2 L' B
B2 D2 L U D2 B L'
B2 D2 L U B L' D
B2 D2 L U B L' D'
B2 D2 L U B L' D2
B2 D2 L U B D L'
B2 D2 L U B D' L'
B2 D2 L U B D2 L'
B2 D2 L U B' L' B2
F D' B' F R2 D' F2
U' F2 U2 D' R2 B' L2
U' F2 U2 D' B' L2 R2
U' F2 U2 D' B' R2 L2
F D' B' F' R2 D' F2
F D' B' F2 R2 D' F2
B2 D2 L D U L' B
B2 D2 L D U B L'
B2 D2 L D' U L' B
B2 D2 L D' U B L'
B2 D2 L D2 U L' B
B2 D2 L D2 U B L'
R2 F2 U' R2 B2 U B
U' F2 D L2 R2 F U2
U' F2 D L2 F R2 U2
U' F2 D R2 L2 F U2
B2 D2 L' U L D B
B2 D2 L' U L D' B
B2 D2 L' U L D2 B
B2 D2 L' U L B D
B2 D2 L' U L B D'
B2 D2 L' U L B D2
B2 D2 L' U L' B L2
B2 D2 L' U L2 B L'
B2 D2 L' U D L B
B2 D2 L' U D' L B
B2 D2 L' U D2 L B
B2 D2 L' D U L B
B2 D2 L' D' U L B
B2 D2 L' D2 U L B
B2 D2 L' F U L B
B2 D2 L' F' U L B
B2 D2 L' F2 U L B
R F2 U' R' B2 U B
U F2 U' F2 D' R2 B'
U F2 U' F2 D' B' R2
B2 D2 L2 U L' B L'
B2 D2 L2 U L2 D B
B2 D2 L2 U L2 D' B
B2 D2 L2 U L2 D2 B
B2 D2 L2 U L2 B D
B2 D2 L2 U L2 B D'
B2 D2 L2 U L2 B D2
B2 D2 L2 U B L2 D
B2 D2 L2 U B L2 D'
B2 D2 L2 U B L2 D2
B2 D2 L2 U B' L2 B2
U' F2 D' U2 R2 B' L2
U' F2 D' U2 B' L2 R2
U' F2 D' U2 B' R2 L2
B2 D2 L2 D F2 U B
B2 D2 L2 F U L2 B
B2 D2 L2 F U B L2
U' F2 D' B' L2 R2 F'
U' F2 D' B' R2 L2 F'
U' F2 D' B' R2 F' L2
B2 D2 L2 F' U L2 B
B2 D2 L2 F' U B L2
B' D2 R U' R' B' U
B2 D2 L2 F2 U L2 B
B2 D2 L2 F2 U B L2
U F2 U2 B2 U F2 B
U F2 U2 B2 U B F2
R2 F2 D' R B' R F2
R2 F2 D' R' F2 R' B'
R2 F2 D' R2 F2 D B'
R2 F2 D' R2 F2 D' B'
R2 F2 D' R2 F2 D2 B'
R2 F2 D' R2 F2 B' D
R2 F2 D' R2 F2 B' D'
R2 F2 D' R2 F2 B' D2
R2 F2 D' R2 B' F2 D
R2 F2 D' R2 B' F2 D'
R2 F2 D' R2 B' F2 D2
B' D2 R' U' R B' U
B' D2 R' U' B' R U
R2 F2 D' F R2 F B'
R2 F2 D' F R2 B' F
R2 F2 D' F B' R2 F
R2 F2 D' F2 R B' R
R2 F2 D' F2 R2 D B'
R2 F2 D' F2 R2 D' B'
R2 F2 D' F2 R2 D2 B'
R2 F2 D' F2 R2 B' D
R2 F2 D' F2 R2 B' D'
R2 F2 D' F2 R2 B' D2
R2 F2 D' F2 B R2 B2
R2 F2 D' F2 B' R2 D
R2 F2 D' F2 B' R2 D'
R2 F2 D' F2 B' R2 D2
R2 F2 D' B R2 F2 B2
R2 F2 D' B R2 B2 F2
R2 F2 D' B F2 R2 B2
R2 F2 D' B' R' F2 R'
R2 F2 D' B' R2 F2 D
R2 F2 D' B' R2 F2 D'
R2 F2 D' B' R2 F2 D2
R2 F2 D' B' F R2 F
R2 F2 D' B' F2 R2 D
R2 F2 D' B' F2 R2 D'
R2 F2 D' B' F2 R2 D2
D' F2 B R2 B2 D' F2
B' D2 R2 U' R2 B' U
B' D2 R2 U' B' R2 U
D F2 D2 R2 D' F2 B'
D F2 D2 R2 D' B' F2
D F2 D2 R2 B' D' F2
R2 F2 D2 B' D R2 F2
R2 F2 D2 B' D F2 R2
D' F2 B' R2 U' R2 U
D' F2 B' R2 D' F2 D
D' F2 B' R2 D' F2 D'
D' F2 B' R2 D' F2 D2
D' F2 B' R2 F D' F2
D' F2 B' R2 F' D' F2
D' F2 B' R2 F2 D' F2
D F2 D2 B' R2 D' F2
B' D2 U L2 F U' F'
L' F2 B2 U B2 L B'
F' D2 U F2 U' F2 B'
F' D2 U F2 U' B' F2
R2 F2 B' U' R2 B' U
B2 D2 U B U B' U'
R2 F2 B' U' B' R2 U
F2 D2 U F2 U' F2 B'
F2 D2 U F2 U' B' F2
D' B L U L' R2 B2
D' B L U L' B2 R2
D' B L U R2 L' B2
D' B L U R2 B2 L'
D' B L U B2 L' R2
D' B L U B2 R2 L'
B2 D2 U B2 D B' L2
B' D2 U' B' R2 U F'
B' D2 U' B' U' B U2
L2 F2 B2 U' F' U2 L2
D F2 B' D2 R2 D' F2
L' B L B U B2 L
D' B L' U L R2 B2
D' B L' U L B2 R2
D' B L' U R2 L B2
F D2 U F2 U' F2 B'
F D2 U F2 U' B' F2
D B L U B2 L' R'
D B L U B2 R' L'
B2 D2 F L U L' B
B2 D2 F L U B L'
B2 D2 F L' U L B
B2 D2 F L2 U L2 B
B2 D2 F L2 U B L2
D' B L2 U L2 R2 B2
D' B L2 U L2 B2 R2
D' B L2 U R2 L2 B2
D' B L2 U R2 B2 L2
D' B L2 U B2 L2 R2
D' B L2 U B2 R2 L2
U' B L2 B U F B
U' B L2 B U B F
L B L B U L2 B'
B2 D2 F' L U L' B
B2 D2 F' L U B L'
B2 D2 F' L' U L B
B2 D2 F' L2 U L2 B
B2 D2 F' L2 U B L2
B2 D2 F2 L U L' B
B2 D2 F2 L U B L'
B2 D2 F2 L' U L B
B2 D2 F2 L2 U L2 B
B2 D2 F2 L2 U B L2
D' B R2 U' R2 U B2
B' D2 B' L U L' B
B' D2 B' L U B L'
B' D2 B' L' U L B
B' D2 B' L2 U L2 B
B' D2 B' L2 U B L2
D' B R2 D' F2 D B2
D' B R2 F B2 D' F2
D' B R2 F' B2 D' F2
D' B R2 F2 B2 D' F2
D' B R2 B D' F2 B
D' B R2 B D' B F2
D' B R2 B' D' F2 B'
D' B R2 B' D' B' F2
D' B R2 B2 U' R2 U
D' B R2 B2 D' F2 D
D' B R2 B2 D' F2 D'
D' B R2 B2 D' F2 D2
D' B R2 B2 F D' F2
D' B R2 B2 F' D' F2
D' B R2 B2 F2 D' F2
F' D2 B' U F2 U' F2
F' D2 B' D R2 D' F2
D' B U R2 B2 D L2
F2 D2 B' U F2 U' F2
B D2 B D' L2 U L2
F2 D2 B' D R2 D' F2
D2 B U F2 U' F2 B2
D2 B U F2 U' B2 F2
D2 B U B2 D L2 R2
D2 B U B2 D R2 L2
D' B U B2 R2 D L2
L2 B U L2 B' D' R2
F D2 B' U F2 U' F2
F D2 B' D R2 D' F2
B2 F L U L B L2
B2 F L U L' D B
B2 F L U L' D' B
B2 F L U L' D2 B
B2 F L U L' B D
B2 F L U L' B D'
B2 F L U L' B D2
B2 F L U D L' B
B2 F L U D B L'
B2 F L U D' L' B
B2 F L U D' B L'
B2 F L U D2 L' B
B2 F L U D2 B L'
B2 F L U B L' D
B2 F L U B L' D'
B2 F L U B L' D2
B2 F L U B D L'
B2 F L U B D' L'
B2 F L U B D2 L'
B2 F L U B' L' B2
B2 F L D U L' B
B2 F L D U B L'
B2 F L D' U L' B
B2 F L D' U B L'
B2 F L D2 U L' B
B2 F L D2 U B L'
F' B L B U L' B
F' B L B U B L'
F2 B L B U L' B
U' B D L2 B U F
F2 B L B U B L'
B2 F L' U L D B
B2 F L' U L D' B
B2 F L' U L D2 B
B2 F L' U L B D
B2 F L' U L B D'
B2 F L' U L B D2
D2 B D L2 U L2 R2
D2 B D L2 U R2 L2
B2 F L' U L' B L2
B2 F L' U L2 B L'
B2 F L' U D L B
B2 F L' U D' L B
B2 F L' U D2 L B
D' B D L2 B2 U L2
B2 F L' D U L B
D2 B D R2 D' F2 B2
D2 B D R2 D' B2 F2
B2 F L' D' U L B
B2 F L' D2 U L B
B2 F L' F U L B
B2 F L' F' U L B
B2 F L' F2 U L B
B F L B U L' B
B F L B U B L'
D' B D B2 L2 U L2
B2 F L2 U L' B L'
B2 F L2 U L2 D B
B2 F L2 U L2 D' B
B2 F L2 U L2 D2 B
B2 F L2 U L2 B D
B2 F L2 U L2 B D'
B2 F L2 U L2 B D2
B2 F L2 U B L2 D
B2 F L2 U B L2 D'
B2 F L2 U B L2 D2
B2 F L2 U B' L2 B2
F B L B U L' B
F B L B U B L'
B2 F L2 D F2 U B
B2 F L2 F U L2 B
F' B L2 B U L2 B
B2 F L2 F U B L2
F' B L2 B U B L2
B' F R U' R' B' U
B2 F L2 F' U L2 B
B2 F L2 F' U B L2
B2 F L2 F2 U L2 B
B2 F L2 F2 U B L2
F2 B L2 B U L2 B
F2 B L2 B U B L2
B' F R' U' R B' U
B' F R' U' B' R U
B F L2 B U L2 B
B F L2 B U B L2
F B L2 B U L2 B
F B L2 B U B L2
D' B F R2 B2 D' F2
B' F R2 U' R2 B' U
B' F R2 U' B' R2 U
D' B F' R2 B2 D' F2
B' F U L2 F U' F'
D' B F2 R2 B2 D' F2
D' B' L R2 D' L' F2
B2 F U B U B' U'
B2 F U B2 D B' L2
B' F U' B' R2 U F'
B' F U' B' U' B U2
L2 B' L U L B' R'
D' B' L' R2 D' L F2
D' B' L' R2 D' F2 L
L B' L U L2 B' R'
F' B D L2 B U L2
B2 F D L U L' B
B2 F D L U B L'
B2 F D L' U L B
B2 F D L2 U L2 B
B2 F D L2 U B L2
F2 B D L2 B U L2
F' B D B L2 U L2
D' B' R U' R' U R2
F2 B D B L2 U L2
D' B' R D R D' F2
B2 F D' L U L' B
B2 F D' L U B L'
D' B' R D' R D' F2
B2 F D' L' U L B
D' B' R D2 R D' F2
B2 F D' L2 U L2 B
B2 F D' L2 U B L2
B F D L2 B U L2
F B D L2 B U L2
D2 B' R' U F2 L' U'
R' B' R' U' R2 B' U
R' B' R' U' B' R2 U
B F D B L2 U L2
D' B' R' U' R U R2
U B' L2 U F B U'
U B' L2 U B F U'
D' B' R' D R' D' F2
B2 F D2 L U L' B
B2 F D2 L U B L'
D' B' R' D' R' D' F2
B2 F D2 L' U L B
D' B' R' D2 R' D' F2
R2 B' R U' R B' U
B2 F D2 L2 U L2 B
B2 F D2 L2 U B L2
R2 B' R U' B' R U
F B D B L2 U L2
D' B' R2 L D' L' F2
D' B' R2 L' D' L F2
D' B' R2 L' D' F2 L
R' B' R2 U' R' B' U
D' B' R2 U D2 L2 U'
D' B' R2 U' R2 U D
D' B' R2 U' R2 U D'
D' B' R2 U' R2 U D2
D' B' R2 U' R2 D U
D' B' R2 U' R2 D' U
D' B' R2 U' R2 D2 U
D2 B' R2 D R2 D2 F2
D' B' R2 U2 D B2 U2
D2 B' R2 D' F2 D2 R2
D' B' R2 D U2 B2 U2
D' B' R2 D F D2 F2
D' B' R2 D F' D2 F2
D' B' R2 D F2 D2 F2
D' B' R2 D' L' F2 L
D' B' R2 D' L2 F2 L2
D' B' R2 D' R F2 R'
D' B' R2 D' R2 F2 R2
U' B' R2 B' U F' B
U' B' R2 B' U B F'
D' B' R2 D' F D F
D' B' R2 D' F D' F
D' B' R2 D' F D2 F
D' B' R2 D' F' D F'
D' B' R2 D' F' D' F'
D' B' R2 D' F' D2 F'
D' B' R2 D2 U L2 U'
R2 B' R' U' R' B' U
D' B' R2 D2 F D F2
D' B' R2 D2 F' D F2
D' B' R2 D2 F2 D F2
B2 F' L U L B L2
B2 F' L U L' D B
B2 F' L U L' D' B
B2 F' L U L' D2 B
B2 F' L U L' B D
B2 F' L U L' B D'
B2 F' L U L' B D2
B2 F' L U D L' B
B2 F' L U D B L'
B2 F' L U D' L' B
B2 F' L U D' B L'
B2 F' L U D2 L' B
D' B' R2 F U' R2 U
B2 F' L U D2 B L'
D' B' R2 F D' F2 D
D' B' R2 F D' F2 D'
D' B' R2 F D' F2 D2
B2 F' L U B L' D
B2 F' L U B L' D'
B2 F' L U B L' D2
B2 F' L U B D L'
B2 F' L U B D' L'
B2 F' L U B D2 L'
B2 F' L U B' L' B2
D' B' R2 F' U' R2 U
D' B' R2 F' D' F2 D
D' B' R2 F' D' F2 D'
D' B' R2 F' D' F2 D2
D' B' R2 F2 U' R2 U
D' B' R2 F2 D' F2 D
D' B' R2 F2 D' F2 D'
D' B' R2 F2 D' F2 D2
B2 F' L D U L' B
B2 F' L D U B L'
D' B' R2 B D' F2 B'
D' B' R2 B D' B' F2
B2 F' L D' U L' B
B2 F' L D' U B L'
D2 B' U L F2 U' F2
D' B' R2 B' D' F2 B
D' B' R2 B' D' B F2
B2 F' L D2 U L' B
B2 F' L D2 U B L'
D2 B' U L' F2 U' F2
D2 B' U L2 F2 U' F2
D' B' U D' F2 U' F2
D2 B' U F2 L U' F2
B2 F' L' U L D B
B2 F' L' U L D' B
B2 F' L' U L D2 B
D2 B' U F2 L' U' F2
B2 F' L' U L B D
B2 F' L' U L B D'
B2 F' L' U L B D2
D2 B' U F2 L2 U' F2
B2 F' L' U L' B L2
B2 F' L' U L2 B L'
B2 F' L' U D L B
D2 B' U F2 U' F2 D
D2 B' U F2 U' F2 D'
D2 B' U F2 U' F2 D2
B2 F' L' U D' L B
D' B' U F U' F' R2
B2 F' L' U D2 L B
D2 B' U F2 D' L2 U'
D' B' U F' U' R2 F
D' B' U F' U' F R2
D' B' U F2 U' R2 F2
D' B' U F2 U' F2 R2
B2 F' L' D U L B
B2 F' L' D' U L B
D B' R2 D' F2 D' R2
B2 F' L' D2 U L B
D B' R2 D2 R2 D F2
B2 F' L' F U L B
R' B' U' R D B' U
R' B' U' R D' B' U
R' B' U' R D2 B' U
B2 F' L' F' U L B
R' B' U' R B' U D
R' B' U' R B' U D'
R' B' U' R B' U D2
R' B' U' R B' D U
R' B' U' R B' D' U
R' B' U' R B' D2 U
B2 F' L' F2 U L B
R' B' U' R' B' R2 U
B F' L B U L' B
B F' L B U B L'
R' B' U' D R B' U
R' B' U' D B' R U
R' B' U' D' R B' U
R' B' U' D' B' R U
R' B' U' D2 R B' U
R' B' U' D2 B' R U
U B' R2 U' F' B' U
U B' R2 U' B' F' U
B2 F' L2 U L' B L'
B2 F' L2 U L2 D B
B2 F' L2 U L2 D' B
B2 F' L2 U L2 D2 B
B2 F' L2 U L2 B D
B2 F' L2 U L2 B D'
B2 F' L2 U L2 B D2
B2 F' L2 U B L2 D
B2 F' L2 U B L2 D'
B2 F' L2 U B L2 D2
B2 F' L2 U B' L2 B2
R' B' U' B R B2 U
R' B' U' B' R U D
R' B' U' B' R U D'
R' B' U' B' R U D2
R' B' U' B' R D U
R' B' U' B' R D' U
R' B' U' B' R D2 U
R' B' U' B' D R U
R' B' U' B' D' R U
R' B' U' B' D2 R U
R2 B' U D2 L2 F U'
B2 F' L2 D F2 U B
D' B' U' B' U R2 F'
D B' U D F2 U' F2
B2 F' L2 F U L2 B
B2 F' L2 F U B L2
B' F' R U' R' B' U
B2 F' L2 F' U L2 B
B2 F' L2 F' U B L2
B2 F' L2 F2 U L2 B
B2 F' L2 F2 U B L2
F' B' R U' R' B' U
R2 B' U' R B' R U
R2 B' U' R2 D B' U
R2 B' U' R2 D' B' U
R2 B' U' R2 D2 B' U
R2 B' U' R2 B' U D
R2 B' U' R2 B' U D'
R2 B' U' R2 B' U D2
R2 B' U' R2 B' D U
R2 B' U' R2 B' D' U
R2 B' U' R2 B' D2 U
F2 B' R U' R' B' U
R2 B' U' D' B' U F2
U B' U B U' D' R2
U B' U B U2 B2 U
U B' U B D' U' R2
U B' U B D2 F2 U'
B' F' R' U' R B' U
B' F' R' U' B' R U
R2 B' U' B R2 B2 U
R2 B' U' B' R2 U D
R2 B' U' B' R2 U D'
R2 B' U' B' R2 U D2
R2 B' U' B' R2 D U
R2 B' U' B' R2 D' U
R2 B' U' B' R2 D2 U
R2 B' U' B' U D' F2
B F' L2 B U L2 B
R2 B' U' B' D' U F2
B F' L2 B U B L2
D2 B' D R2 U' R2 U
D2 B' D R2 D' F2 D
D2 B' D R2 D' F2 D'
D2 B' D R2 D' F2 D2
D2 B' D R2 F D' F2
D2 B' D R2 F' D' F2
D2 B' D R2 F2 D' F2
R' B' D U' R B' U
R' B' D U' B' R U
D' B' D R2 D' R2 F2
D' B' D R2 D' F2 R2
D2 B' D F R2 D' F2
F' B' R' U' R B' U
F' B' R' U' B' R U
D2 B' D F' R2 D' F2
D2 B' D F2 R2 D' F2
D B' U2 L2 U' L2 U'
D B' U2 L2 U2 D F2
D B' U2 L2 D U2 F2
D B' U2 L2 D' B2 U2
F2 B' R' U' R B' U
F2 B' R' U' B' R U
B' F' R2 U' R2 B' U
U B' U' B' U D L2
U B' U' B' U2 B2 U'
U B' U' B' D U L2
U B' U' B' D2 F2 U
B' F' R2 U' B' R2 U
F B' R U' R' B' U
R' B' D' U' R B' U
R' B' D' U' B' R U
D' B' D' U F2 U' F2
F' B' R2 U' R2 B' U
R B' U' B R' B2 U
F' B' R2 U' B' R2 U
R B' U' B' U2 L U'
F2 B' R2 U' R2 B' U
F2 B' R2 U' B' R2 U
D B' D U F2 U' F2
B' F' U L2 F U' F'
D2 B' D2 R2 D' R2 F2
D2 B' D2 R2 D' F2 R2
F B' R' U' R B' U
F B' R' U' B' R U
R' B' D2 U' R B' U
R' B' D2 U' B' R U
F' B' U L2 F U' F'
F2 B' U L2 F U' F'
R2 B' D' U' B' U F2
D B' D' R2 D' R2 F2
D B' D' R2 D' F2 R2
R2 B' D' F2 U' B' U
F B' R2 U' R2 B' U
B2 F' U B U B' U'
F B' R2 U' B' R2 U
D2 B' F U F U' F'
D' B' F R2 U' R2 U
D' B' F R2 D' F2 D
D' B' F R2 D' F2 D'
D' B' F R2 D' F2 D2
B2 F' U B2 D B' L2
D' B' F R2 F D' F2
D' B' F R2 F' D' F2
D' B' F R2 F2 D' F2
B' F' U' B' R2 U F'
B' F' U' B' U' B U2
R2 B' D2 U L2 F U'
D B' D2 R2 U' R2 U
D B' D2 R2 D' F2 D
D B' D2 R2 D' F2 D'
D B' D2 R2 D' F2 D2
D B' D2 R2 F D' F2
D B' D2 R2 F' D' F2
D B' D2 R2 F2 D' F2
F' B' U' B' R2 U F'
D B' D2 F R2 D' F2
F' B' U' B' U' B U2
D2 B' F' U F' U' F
F B' U L2 F U' F'
D B' D2 F' R2 D' F2
D' B' F' R2 U' R2 U
D' B' F' R2 D' F2 D
D' B' F' R2 D' F2 D'
D' B' F' R2 D' F2 D2
D' B' F' R2 F D' F2
D' B' F' R2 F' D' F2
D B' D2 F2 R2 D' F2
D' B' F' R2 F2 D' F2
F2 B' U' B' R2 U F'
F2 B' U' B' U' B U2
R2 B' F U' R2 B' U
R2 B' F U' B' R2 U
D' B' F2 R2 U' R2 U
D' B' F2 R2 D' F2 D
D' B' F2 R2 D' F2 D'
D' B' F2 R2 D' F2 D2
D' B' F2 R2 F D' F2
D' B' F2 R2 F' D' F2
D' B' F2 R2 F2 D' F2
U' B2 L U D2 F2 B
U' B2 L U D2 B F2
D B' F D2 R2 D' F2
U' B2 L U' B2 U2 B'
B2 F' D L U L' B
B2 F' D L U B L'
B2 F' D L' U L B
U' B2 L D2 U F2 B
U' B2 L D2 U B F2
B2 F' D L2 U L2 B
B2 F' D L2 U B L2
R2 B' F' U' R2 B' U
D' B2 L U L' B R2
R2 B' F' U' B' R2 U
D' B2 L U B L' R2
D' B2 L U B R2 L'
L' B2 L U B2 L B
L' B2 L U' R' U2 B'
F B' U' B' R2 U F'
F B' U' B' U' B U2
D B' F' D2 R2 D' F2
U' B2 L' U D2 F2 B
U' B2 L' U D2 B F2
U' B2 L' U' B2 U2 B'
L2 B2 L U L D B'
L2 B2 L U L D' B'
L2 B2 L U L D2 B'
L2 B2 L U L B' D
L2 B2 L U L B' D'
L2 B2 L U L B' D2
B2 F' D' L U L' B
B2 F' D' L U B L'
B2 F' D' L' U L B
R2 B' F2 U' R2 B' U
R2 B' F2 U' B' R2 U
B2 F' D' L2 U L2 B
B2 F' D' L2 U B L2
U' B2 L' D2 U F2 B
U' B2 L' D2 U B F2
B F' D L2 B U L2
D' B2 L' U L B R2
L2 B2 L F U L B'
L' B2 L' U' R' F U2
L' B2 L' U' F R' U2
L2 B2 L F' U L B'
D B' F2 D2 R2 D' F2
L2 B2 L F2 U L B'
B F' D B L2 U L2
U' B2 L2 U D2 F2 B
U' B2 L2 U D2 B F2
U' B2 L2 U' B2 U2 B'
B2 F' D2 L U L' B
B2 F' D2 L U B L'
B2 F' D2 L' U L B
B2 F' D2 L2 U L2 B
B2 F' D2 L2 U B L2
U' B2 L2 D2 U F2 B
U' B2 L2 D2 U B F2
D' B2 L2 U L2 B R2
D' B2 L2 U B L2 R2
D' B2 L2 U B R2 L2
L B2 L U L2 D B'
L B2 L U L2 D' B'
L B2 L U L2 D2 B'
L B2 L U L2 B' D
L B2 L U L2 B' D'
L B2 L U L2 B' D2
L B2 L U B L2 B'
L B2 L U B' L2 B'
L B2 L U B2 L2 B'
L B2 L U' F U2 L2
F' B2 L U L B L2
F' B2 L U L' D B
F' B2 L U L' D' B
F' B2 L U L' D2 B
F' B2 L U L' B D
F' B2 L U L' B D'
F' B2 L U L' B D2
F' B2 L U D L' B
F' B2 L U D B L'
F' B2 L U D' L' B
F' B2 L U D' B L'
F' B2 L U D2 L' B
F' B2 L U D2 B L'
F' B2 L U B L' D
