U L' R U
U R L' U
U L' R U D
U L' R U D'
U L' R U D2
U L' R D U
U L' R D' U
U L' R D2 U
U L' D R U
U L' D' R U
U L' D2 R U
U R L' U D
U R L' U D'
U R L' U D2
U R L' D U
U R L' D' U
U R L' D2 U
U R D L' U
U R D' L' U
U R D2 L' U
B' U L' R U
U D L' R U
B' U R L' U
D' U L' R U
D U L' R U
U D R L' U
B U L' R U
B2 U L' R U
D2 U L' R U
D U R L' U
D' U R L' U
B U R L' U
B2 U R L' U
D2 U R L' U
U D' L' R U
U D' R L' U
F2 U' L' R U'
F2 U' R L' U'
U D2 L' R U
U D2 R L' U
U D2 R L' U
F2 D2 U' L' R D U'
F2 D2 U' L' R D' U'
F2 D2 U' L' R D2 U'
B D2 U L' D R U
B D2 U L' D' R U
B D2 U L' D2 R U
F2 D2 U' L' D R U'
F2 D2 U' L' D' R U'
F2 D2 U' L' D2 R U'
B D2 U R L' U D
B D2 U R L' U D'
B D2 U R L' U D2
B D2 U R L' D U
B D2 U R L' D' U
B D2 U R L' D2 U
F2 D2 U' R L' U' D
F2 D2 U' R L' U' D'
F2 D2 U' R L' U' D2
F2 D2 U' R L' D U'
F2 D2 U' R L' D' U'
F2 D2 U' R L' D2 U'
B D2 U R D L' U
B D2 U R D' L' U
B D2 U R D2 L' U
F2 D2 U' R D L' U'
F2 D2 U' R D' L' U'
F2 D2 U' R D2 L' U'
D F2 B2 U' L' R U'
D F2 B2 U' R L' U'
U2 B L' R U L R'
U2 B L' R U R' L
R' B R U L' R U
R' B R U R L' U
L B L' U L' R U
L B L' U R L' U
B' D2 F2 U' L' R U'
U2 B R L' U L R'
B' D2 F2 U' R L' U'
U2 B R L' U R' L
B2 D2 F2 U' L' R U'
B2 D2 F2 U' R L' U'
F2 D2 F2 U L' R U
F2 D2 F2 U R L' U
B' D2 B U L' R U
B' D2 B U R L' U
F' D2 B U' R' U' F'
B2 D2 B U L' R U
B2 D2 B U R L' U
B D2 F2 U' L' R U'
B D2 F2 U' R L' U'
U B R D B' L' U
F2 D2 B U' L' R U'
F2 D2 B U' R L' U'
U B R D' B' L' U
U B R D2 B' L' U
B' D2 B' U L' R U
B' D2 B' U R L' U
U B R B L' B2 U
U B R B' L' U D
U B R B' L' U D'
U B R B' L' U D2
U B R B' L' D U
U B R B' L' D' U
U B R B' L' D2 U
U B R B' D L' U
U B R B' D' L' U
U B R B' D2 L' U
D2 B U L' R U D
D2 B U L' R U D'
D2 B U L' R U D2
D2 B U L' R D U
D2 B U L' R D' U
D2 B U L' R D2 U
U B R B2 L' B U
D2 B U L' D R U
D2 B U L' D' R U
D2 B U L' D2 R U
F' D2 B' U L U F
D' B U L' R U D
D' B U L' R U D'
D' B U L' R U D2
D' B U L' R D U
D' B U L' R D' U
D' B U L' R D2 U
D' B U L' D R U
D' B U L' D' R U
D' B U L' D2 R U
D2 B U R L' U D
D2 B U R L' U D'
D2 B U R L' U D2
D2 B U R L' D U
D2 B U R L' D' U
D2 B U R L' D2 U
D2 B U R D L' U
D2 B U R D' L' U
D2 B U R D2 L' U
D' B U R L' U D
D' B U R L' U D'
D' B U R L' U D2
D' B U R L' D U
D' B U R L' D' U
D' B U R L' D2 U
D' B U R D L' U
D' B U R D' L' U
D' B U R D2 L' U
B D2 B U L' R U
B2 D2 B' U L' R U
B D2 B U R L' U
B2 D2 B' U R L' U
D2 B U D L' R U
D2 B U D R L' U
D2 B U D' L' R U
D2 B U D' R L' U
D' B U D L' R U
D' B U D R L' U
D2 B U D2 L' R U
D2 B U D2 R L' U
D' B U D' L' R U
D' B U D' R L' U
F2 D2 B' U' L' R U'
F2 D2 B' U' R L' U'
D' B U D2 L' R U
D' B U D2 R L' U
B' D2 B2 U L' R U
B' D2 B2 U R L' U
U B R' B' L' R2 U
U B R' B' R2 L' U
B D2 B' U L' R U
B D2 B' U R L' U
B2 D2 B2 U L' R U
B2 D2 B2 U R L' U
F2 D2 B2 U' L' R U'
D B U L' R U D
D B U L' R U D'
D B U L' R U D2
D B U L' R D U
D B U L' R D' U
D B U L' R D2 U
F2 D2 B2 U' R L' U'
D B U L' D R U
D B U L' D' R U
D B U L' D2 R U
D B U R L' U D
D B U R L' U D'
D B U R L' U D2
D B U R L' D U
D B U R L' D' U
D B U R L' D2 U
D B U R D L' U
D B U R D' L' U
D B U R D2 L' U
U2 B U' L' R U D
U2 B U' L' R U D'
U2 B U' L' R U D2
U2 B U' L' R D U
U2 B U' L' R D' U
U2 B U' L' R D2 U
D B U D L' R U
D B U D R L' U
U2 B U' L' D R U
U2 B U' L' D' R U
U2 B U' L' D2 R U
D B U D' L' R U
D B U D' R L' U
D B U D2 L' R U
D B U D2 R L' U
U2 B U' R L' U D
U2 B U' R L' U D'
U2 B U' R L' U D2
U2 B U' R L' D U
U2 B U' R L' D' U
U2 B U' R L' D2 U
U2 B U' R D L' U
U2 B U' R D' L' U
U2 B U' R D2 L' U
U2 B U' D L' R U
U2 B U' D R L' U
U2 B U' D' L' R U
B D2 B2 U L' R U
U2 B U' D' R L' U
B D2 B2 U R L' U
U2 B U' D2 L' R U
U2 B U' D2 R L' U
D2 B D U L' R U
D2 B D U R L' U
D' B D U L' R U
D' B D U R L' U
U2 B D U' L' R U
U2 B D U' R L' U
D2 B D' U L' R U
D2 B D' U R L' U
D' B D' U L' R U
D' B D' U R L' U
D B D U L' R U
D B D U R L' U
U2 B D' U' L' R U
U2 B D' U' R L' U
D2 B D2 U L' R U
D2 B D2 U R L' U
U B D R B' L' U
D' B D2 U L' R U
D' B D2 U R L' U
D B D' U L' R U
D B D' U R L' U
U B D B' L' R U
U B D B' R L' U
U2 B D2 U' L' R U
U2 B D2 U' R L' U
U B D' R B' L' U
D B D2 U L' R U
D B D2 U R L' U
U B D' B' L' R U
U B D' B' R L' U
U B D2 R B' L' U
U B D2 B' L' R U
U B D2 B' R L' U
D2 B F2 U' L' R U'
D2 B F2 U' R L' U'
D' B F2 U' L' R U'
D' B F2 U' R L' U'
U2 B F2 U L' R U'
U2 B F2 U R L' U'
F2 B U' L' R U' D
F2 B U' L' R U' D'
F2 B U' L' R U' D2
F2 B U' L' R D U'
F2 B U' L' R D' U'
F2 B U' L' R D2 U'
F2 B U' L' D R U'
F2 B U' L' D' R U'
F2 B U' L' D2 R U'
F2 B U' R L' U' D
F2 B U' R L' U' D'
F2 B U' R L' U' D2
F2 B U' R L' D U'
F2 B U' R L' D' U'
F2 B U' R L' D2 U'
F2 B U' R D L' U'
F2 B U' R D' L' U'
F2 B U' R D2 L' U'
F2 B U' D L' R U'
F2 B U' D R L' U'
F2 B U' D' L' R U'
F2 B U' D' R L' U'
F2 B U' D2 L' R U'
F2 B U' D2 R L' U'
D B F2 U' L' R U'
D B F2 U' R L' U'
U2 B' L' R U L R'
U2 B' L' R U R' L
U B' L B L2 R U
U B' L B R L2 U
L2 B' L2 U R U B
F2 B D U' L' R U'
F2 B D U' R L' U'
R' B' R U L' R U
R' B' R U R L' U
L B' L' U L' R U
L B' L' U R L' U
U B' L' D B R U
U B' L' D' B R U
U B' L' D2 B R U
U2 B' R L' U L R'
U2 B' R L' U R' L
U B' L' B R U D
U B' L' B R U D'
U B' L' B R U D2
U B' L' B R D U
U B' L' B R D' U
U B' L' B R D2 U
U B' L' B D R U
U B' L' B D' R U
U B' L' B D2 R U
U B' L' B' R B2 U
F2 B D' U' L' R U'
F2 B D' U' R L' U'
U B' L' B2 R B' U
F2 B D2 U' L' R U'
F2 B D2 U' R L' U'
D2 B' U L' R U D
D2 B' U L' R U D'
D2 B' U L' R U D2
D2 B' U L' R D U
D2 B' U L' R D' U
D2 B' U L' R D2 U
D2 B' U L' D R U
D2 B' U L' D' R U
D2 B' U L' D2 R U
D2 B' U R L' U D
D2 B' U R L' U D'
D2 B' U R L' U D2
D2 B' U R L' D U
D2 B' U R L' D' U
D2 B' U R L' D2 U
D' B' U L' R U D
D' B' U L' R U D'
D' B' U L' R U D2
D' B' U L' R D U
D' B' U L' R D' U
D' B' U L' R D2 U
D2 B' U R D L' U
D2 B' U R D' L' U
D' B' U L' D R U
D2 B' U R D2 L' U
D' B' U L' D' R U
D' B' U L' D2 R U
D' B' U R L' U D
D' B' U R L' U D'
D' B' U R L' U D2
D' B' U R L' D U
D' B' U R L' D' U
D' B' U R L' D2 U
D' B' U R D L' U
D' B' U R D' L' U
D' B' U R D2 L' U
D2 B' U D L' R U
D2 B' U D R L' U
D2 B' U D' L' R U
D2 B' U D' R L' U
L' B' U R B U B'
D2 B' U D2 L' R U
D2 B' U D2 R L' U
D' B' U D L' R U
D' B' U D R L' U
D' B' U D' L' R U
D' B' U D' R L' U
D' B' U D2 L' R U
D' B' U D2 R L' U
D B' U L' R U D
D B' U L' R U D'
D B' U L' R U D2
D B' U L' R D U
D B' U L' R D' U
D B' U L' R D2 U
D B' U L' D R U
D B' U L' D' R U
D B' U L' D2 R U
D B' U R L' U D
D B' U R L' U D'
D B' U R L' U D2
D B' U R L' D U
D B' U R L' D' U
D B' U R L' D2 U
D B' U R D L' U
D B' U R D' L' U
D B' U R D2 L' U
U2 B' U' L' R U D
U2 B' U' L' R U D'
U2 B' U' L' R U D2
U2 B' U' L' R D U
U2 B' U' L' R D' U
U2 B' U' L' R D2 U
D B' U D L' R U
D B' U D R L' U
U2 B' U' L' D R U
U2 B' U' L' D' R U
U2 B' U' L' D2 R U
D B' U D' L' R U
D B' U D' R L' U
D B' U D2 L' R U
U2 B' U' R L' U D
U2 B' U' R L' U D'
U2 B' U' R L' U D2
U2 B' U' R L' D U
U2 B' U' R L' D' U
U2 B' U' R L' D2 U
D B' U D2 R L' U
U2 B' U' R D L' U
U2 B' U' R D' L' U
U2 B' U' R D2 L' U
U2 B' U' D L' R U
U2 B' U' D R L' U
U2 B' U' D' L' R U
U2 B' U' D' R L' U
U2 B' U' D2 L' R U
U2 B' U' D2 R L' U
D2 B' D U L' R U
D2 B' D U R L' U
D' B' D U L' R U
D' B' D U R L' U
D2 B' D' U L' R U
U2 B' D U' L' R U
D2 B' D' U R L' U
U2 B' D U' R L' U
D' B' D' U L' R U
D' B' D' U R L' U
D B' D U L' R U
D B' D U R L' U
D2 B' D2 U L' R U
D2 B' D2 U R L' U
U2 B' D' U' L' R U
U2 B' D' U' R L' U
U B' D L' B R U
D' B' D2 U L' R U
D' B' D2 U R L' U
D B' D' U L' R U
D B' D' U R L' U
U B' D B L' R U
U B' D B R L' U
U2 B' D2 U' L' R U
U2 B' D2 U' R L' U
U B' D' L' B R U
F2 B' U' L' R U' D
F2 B' U' L' R U' D'
F2 B' U' L' R U' D2
F2 B' U' L' R D U'
F2 B' U' L' R D' U'
F2 B' U' L' R D2 U'
F2 B' U' L' D R U'
F2 B' U' L' D' R U'
F2 B' U' L' D2 R U'
F2 B' U' R L' U' D
F2 B' U' R L' U' D'
F2 B' U' R L' U' D2
F2 B' U' R L' D U'
F2 B' U' R L' D' U'
F2 B' U' R L' D2 U'
F2 B' U' R D L' U'
F2 B' U' R D' L' U'
F2 B' U' R D2 L' U'
D B' D2 U L' R U
D B' D2 U R L' U
F2 B' U' D L' R U'
F2 B' U' D R L' U'
U B' D' B L' R U
U B' D' B R L' U
F2 B' U' D' L' R U'
F2 B' U' D' R L' U'
F2 B' U' D2 L' R U'
F2 B' U' D2 R L' U'
U B' D2 L' B R U
D2 B' F2 U' L' R U'
D2 B' F2 U' R L' U'
U B' D2 B L' R U
U B' D2 B R L' U
D' B' F2 U' L' R U'
D' B' F2 U' R L' U'
U2 B' F2 U L' R U'
U2 B' F2 U R L' U'
F2 B' D U' L' R U'
F2 B' D U' R L' U'
D B' F2 U' L' R U'
D B' F2 U' R L' U'
F2 B' D' U' L' R U'
F2 B' D' U' R L' U'
U2 B2 L' R U L R'
U2 B2 L' R U R' L
U B2 L R B2 L2 U
F2 B' D2 U' L' R U'
F2 B' D2 U' R L' U'
R' B2 R U L' R U
R' B2 R U R L' U
U B2 L B2 L2 R U
U B2 L B2 R L2 U
U B2 L' R U D' R2
U B2 L' R D' U R2
U B2 L' R B2 U D
U B2 L' R B2 U D'
U B2 L' R B2 U D2
U B2 L' R B2 D U
U B2 L' R B2 D' U
U B2 L' R B2 D2 U
U B2 L' R' B2 R2 U
L B2 L' U L' R U
L' B2 R U' R' U2 R'
L B2 L' U R L' U
L' B2 R D B2 U L
U B2 L' D' R U R
U2 B2 R L' U L R'
U2 B2 R L' U R' L
R B2 L' U' L U2 L
L' B2 R B2 U L R2
L' B2 R B2 U R2 L
U B2 L' B' R B' U
U B2 L' B2 R U D
U B2 L' B2 R U D'
U B2 L' B2 R U D2
U B2 L' B2 R D U
U B2 L' B2 R D' U
U B2 L' B2 R D2 U
U B2 L' B2 D R U
U B2 L' B2 D' R U
U B2 L' B2 D2 R U
R B2 L' B2 U L2 R'
R B2 L' B2 U R' L2
U B2 R L B2 L2 U
U B2 R L' U D' R2
U B2 R L' D' U R2
U B2 R L' B2 U D
U B2 R L' B2 U D'
U B2 R L' B2 U D2
U B2 R L' B2 D U
U B2 R L' B2 D' U
U B2 R L' B2 D2 U
U B2 R D' L' U R2
D2 B2 U L' R U D
D2 B2 U L' R U D'
D2 B2 U L' R U D2
D2 B2 U L' R D U
D2 B2 U L' R D' U
D2 B2 U L' R D2 U
D2 B2 U L' D R U
D2 B2 U L' D' R U
D2 B2 U L' D2 R U
U B2 R B L' B U
D2 B2 U R L' U D
D2 B2 U R L' U D'
D2 B2 U R L' U D2
D2 B2 U R L' D U
D2 B2 U R L' D' U
D2 B2 U R L' D2 U
D2 B2 U R D L' U
D2 B2 U R D' L' U
D2 B2 U R D2 L' U
D' B2 U L' R U D
D' B2 U L' R U D'
D' B2 U L' R U D2
D' B2 U L' R D U
D' B2 U L' R D' U
D' B2 U L' R D2 U
D' B2 U L' D R U
D' B2 U L' D' R U
D' B2 U L' D2 R U
U B2 R B2 L' U D
U B2 R B2 L' U D'
U B2 R B2 L' U D2
U B2 R B2 L' D U
U B2 R B2 L' D' U
U B2 R B2 L' D2 U
U B2 R B2 D L' U
U B2 R B2 D' L' U
U B2 R B2 D2 L' U
D' B2 U R L' U D
D' B2 U R L' U D'
D' B2 U R L' U D2
D' B2 U R L' D U
D' B2 U R L' D' U
D' B2 U R L' D2 U
D2 B2 U D L' R U
D' B2 U R D L' U
D2 B2 U D R L' U
D' B2 U R D' L' U
D' B2 U R D2 L' U
D2 B2 U D' L' R U
D2 B2 U D' R L' U
U B2 R' L' B2 R2 U
D2 B2 U D2 L' R U
D2 B2 U D2 R L' U
D' B2 U D L' R U
D' B2 U D R L' U
D' B2 U D' L' R U
D' B2 U D' R L' U
D' B2 U D2 L' R U
D' B2 U D2 R L' U
U B2 R' B2 L' R2 U
U B2 R' B2 R2 L' U
D B2 U L' R U D
D B2 U L' R U D'
D B2 U L' R U D2
D B2 U L' R D U
D B2 U L' R D' U
D B2 U L' R D2 U
D B2 U L' D R U
D B2 U L' D' R U
D B2 U L' D2 R U
D B2 U R L' U D
D B2 U R L' U D'
D B2 U R L' U D2
D B2 U R L' D U
D B2 U R L' D' U
D B2 U R L' D2 U
D B2 U R D L' U
D B2 U R D' L' U
D B2 U R D2 L' U
U2 B2 U' L' R U D
U2 B2 U' L' R U D'
U2 B2 U' L' R U D2
U2 B2 U' L' R D U
U2 B2 U' L' R D' U
U2 B2 U' L' R D2 U
U2 B2 U' L' D R U
U2 B2 U' L' D' R U
U2 B2 U' L' D2 R U
D B2 U D L' R U
D B2 U D R L' U
D B2 U D' L' R U
U2 B2 U' R L' U D
U2 B2 U' R L' U D'
U2 B2 U' R L' U D2
U2 B2 U' R L' D U
U2 B2 U' R L' D' U
U2 B2 U' R L' D2 U
D B2 U D' R L' U
U2 B2 U' R D L' U
U2 B2 U' R D' L' U
U2 B2 U' R D2 L' U
D B2 U D2 L' R U
D B2 U D2 R L' U
U2 B2 U' D L' R U
U2 B2 U' D R L' U
U2 B2 U' D' L' R U
U2 B2 U' D' R L' U
U2 B2 U' D2 L' R U
U2 B2 U' D2 R L' U
D2 B2 D U L' R U
B' F2 U' L' R U' D
B' F2 U' L' R U' D'
B' F2 U' L' R U' D2
B' F2 U' L' R D U'
B' F2 U' L' R D' U'
B' F2 U' L' R D2 U'
D2 B2 D U R L' U
B' F2 U' L' D R U'
B' F2 U' L' D' R U'
B' F2 U' L' D2 R U'
B' F2 U' R L' U' D
B' F2 U' R L' U' D'
B' F2 U' R L' U' D2
B' F2 U' R L' D U'
B' F2 U' R L' D' U'
B' F2 U' R L' D2 U'
B' F2 U' R D L' U'
B' F2 U' R D' L' U'
B' F2 U' R D2 L' U'
D' B2 D U L' R U
D' B2 D U R L' U
B' F2 U' D L' R U'
B' F2 U' D R L' U'
B' F2 U' D' L' R U'
B' F2 U' D' R L' U'
B' F2 U' D2 L' R U'
B' F2 U' D2 R L' U'
B2 F2 U' L' R U' D
B2 F2 U' L' R U' D'
B2 F2 U' L' R U' D2
B2 F2 U' L' R D U'
B2 F2 U' L' R D' U'
B2 F2 U' L' R D2 U'
B2 F2 U' L' D R U'
B2 F2 U' L' D' R U'
B2 F2 U' L' D2 R U'
B2 F2 U' R L' U' D
B2 F2 U' R L' U' D'
B2 F2 U' R L' U' D2
B2 F2 U' R L' D U'
B2 F2 U' R L' D' U'
B2 F2 U' R L' D2 U'
F2 B2 U' L' R U' D
F2 B2 U' L' R U' D'
F2 B2 U' L' R U' D2
F2 B2 U' L' R D U'
F2 B2 U' L' R D' U'
B2 F2 U' R D L' U'
F2 B2 U' L' R D2 U'
B2 F2 U' R D' L' U'
B2 F2 U' R D2 L' U'
F2 B2 U' L' D R U'
F2 B2 U' L' D' R U'
F2 B2 U' L' D2 R U'
D2 B2 D' U L' R U
D2 B2 D' U R L' U
F2 B2 U' R L' U' D
F2 B2 U' R L' U' D'
F2 B2 U' R L' U' D2
U2 B2 D U' L' R U
F2 B2 U' R L' D U'
F2 B2 U' R L' D' U'
F2 B2 U' R L' D2 U'
U2 B2 D U' R L' U
F2 B2 U' R D L' U'
F2 B2 U' R D' L' U'
F2 B2 U' R D2 L' U'
B2 F2 U' D L' R U'
B2 F2 U' D R L' U'
B2 F2 U' D' L' R U'
B2 F2 U' D' R L' U'
D' B2 D' U L' R U
D' B2 D' U R L' U
B2 F2 U' D2 L' R U'
B2 F2 U' D2 R L' U'
F2 B2 U' D L' R U'
F2 B2 U' D R L' U'
F2 B2 U' D' L' R U'
F2 B2 U' D' R L' U'
F2 B2 U' D2 L' R U'
F2 B2 U' D2 R L' U'
D B2 D U L' R U
D B2 D U R L' U
B F2 U' L' R U' D
B F2 U' L' R U' D'
B F2 U' L' R U' D2
B F2 U' L' R D U'
B F2 U' L' R D' U'
B F2 U' L' R D2 U'
B F2 U' L' D R U'
B F2 U' L' D' R U'
B F2 U' L' D2 R U'
B F2 U' R L' U' D
B F2 U' R L' U' D'
B F2 U' R L' U' D2
B F2 U' R L' D U'
B F2 U' R L' D' U'
B F2 U' R L' D2 U'
B F2 U' R D L' U'
B F2 U' R D' L' U'
B F2 U' R D2 L' U'
D2 B2 D2 U L' R U
D2 B2 D2 U R L' U
U2 B2 D' U' L' R U
U2 B2 D' U' R L' U
B F2 U' D L' R U'
B F2 U' D R L' U'
B F2 U' D' L' R U'
B F2 U' D' R L' U'
D' B2 D2 U L' R U
D' B2 D2 U R L' U
B F2 U' D2 L' R U'
B F2 U' D2 R L' U'
B' F2 D U' L' R U'
B' F2 D U' R L' U'
D B2 D' U L' R U
D B2 D' U R L' U
U2 B2 D2 U' L' R U
U2 B2 D2 U' R L' U
U B2 D' L' R U R
B2 F2 D U' L' R U'
B2 F2 D U' R L' U'
U B2 D' R L' U R
F2 B2 D U' L' R U'
F2 B2 D U' R L' U'
B' F2 D' U' L' R U'
B' F2 D' U' R L' U'
D B2 D2 U L' R U
D B2 D2 U R L' U
B2 F2 D' U' L' R U'
B F2 D U' L' R U'
B2 F2 D' U' R L' U'
B F2 D U' R L' U'
F2 B2 D' U' L' R U'
F2 B2 D' U' R L' U'
B' F2 D2 U' L' R U'
B' F2 D2 U' R L' U'
D2 B2 F2 U' L' R U'
D2 B2 F2 U' R L' U'
D' B2 F2 U' L' R U'
D' B2 F2 U' R L' U'
B2 F2 D2 U' L' R U'
B F2 D' U' L' R U'
B2 F2 D2 U' R L' U'
B F2 D' U' R L' U'
F2 B2 D2 U' L' R U'
F2 B2 D2 U' R L' U'
U2 B2 F2 U L' R U'
U2 B2 F2 U R L' U'
B F2 D2 U' L' R U'
B F2 D2 U' R L' U'
D B2 F2 U' L' R U'
D B2 F2 U' R L' U'
