B R2 F2 D L2
B' U' R2 F2 B2
B' U' R2 B2 F2
B' U' F2 R2 B2
B' U' F2 B2 R2
B' U' B2 R2 F2
B' U' B2 F2 R2
F2 B R2 D L2
B F2 R2 D L2
U B' F' U' F' R2 B2
U B' F' U' F' B2 R2
B F' D L2 D' F' R2
U B' F' U' B2 F' R2
B F' D L2 F' D' R2
F' B' D' F2 R2 U' F
F2 B' D' R2 F2 U' F2
B F' D F' L2 D' R2
U B' F2 R2 B2 D L2
F2 B' D' F2 R2 U' F2
B' F2 L R2 B2 D L2
D2 B2 L2 F U' B U'
F B' D' R2 F2 U' F'
B' F2 L B2 R2 D L2
B' F2 L' R2 B2 D L2
B F2 L R D L2 R
B F2 L R D R L2
B F2 L R' D L2 R'
B F2 L R' D R' L2
B F2 L R2 U B2 U'
B F2 L R2 D L2 D
B F2 L R2 D L2 D'
B F2 L R2 D L2 D2
B F2 L U B2 U' R2
B' F2 L' B2 R2 D L2
B F2 L D L2 D' R2
B' F2 L2 R2 B2 D L2
B F2 L' R D L2 R
B F2 L' R D R L2
B F2 L' R' D L2 R'
B F2 L' R' D R' L2
B F2 L' R2 U B2 U'
B F2 L' R2 D L2 D
B F2 L' R2 D L2 D'
B F2 L' R2 D L2 D2
B F2 L' U B2 U' R2
B' F2 L2 B2 R2 D L2
B F2 L' D L2 D' R2
L' B2 R2 F2 D' B' L
B F2 L2 R D L2 R
B F2 L2 R D R L2
B F2 L2 R' D L2 R'
B F2 L2 R' D R' L2
B F2 L2 R2 U B2 U'
B F2 L2 R2 D L2 D
B F2 L2 R2 D L2 D'
B F2 L2 R2 D L2 D2
B F2 L2 U B2 U' R2
B' F2 R B2 R D L2
B' F2 R B2 D L2 R
B' F2 R B2 D R L2
B F2 L2 D L2 D' R2
B2 F2 R D R B' L
B2 F2 R D B' L R
B2 F2 R D B' R L
F2 B2 R D R B' L
F2 B2 R D B' L R
F2 B2 R D B' R L
B F2 R L D L2 R
B F2 R L D R L2
D B2 R2 D F' U B'
B F2 R L' D L2 R
B F2 R L' D R L2
D B2 R2 D' F' U B'
B F2 R L2 D L2 R
B F2 R L2 D R L2
D B2 R2 D2 F' U B'
B F2 R U B2 U' R
D B2 R2 F' U D B'
D B2 R2 F' U D' B'
D B2 R2 F' U D2 B'
D B2 R2 F' U B' D
D B2 R2 F' U B' D'
D B2 R2 F' U B' D2
D B2 R2 F' D U B'
D B2 R2 F' D' U B'
D B2 R2 F' D2 U B'
B' F2 R2 L B2 D L2
B' F2 R2 L' B2 D L2
B F2 R D L2 R D
B F2 R D L2 R D'
B F2 R D L2 R D2
B F2 R D L2 D R
B F2 R D L2 D' R
B F2 R D L2 D2 R
B F2 R D R L2 D
B F2 R D R L2 D'
B F2 R D R L2 D2
B' F2 R2 L2 B2 D L2
B F2 R D2 R D' L2
B F2 R' L D L2 R'
B F2 R' L D R' L2
B F2 R' L' D L2 R'
B F2 R' L' D R' L2
B F2 R' L2 D L2 R'
B F2 R' L2 D R' L2
B' F2 R2 B2 L D L2
B' F2 R2 B2 L' D L2
B' F2 R2 B2 L2 D L2
B' F2 R2 B2 U B2 U'
B' F2 R2 B2 D L2 D
B' F2 R2 B2 D L2 D'
B' F2 R2 B2 D L2 D2
B2 F2 R2 U' F' U B'
B F2 R' D L2 R' D
B F2 R' D L2 R' D'
B F2 R' D L2 R' D2
B F2 R' D L2 D R'
B F2 R' D L2 D' R'
B F2 R' D L2 D2 R'
B F2 R' D R' L2 D
B F2 R' D R' L2 D'
B F2 R' D R' L2 D2
F2 B2 R2 U' F' U B'
B F2 R' D2 R' D' L2
B2 F2 R2 B' U' F' U
B F2 R2 L U B2 U'
B F2 R2 L D L2 D
B F2 R2 L D L2 D'
B F2 R2 L D L2 D2
F2 B2 R2 B' U' F' U
B F2 R2 L' U B2 U'
B F2 R2 L' D L2 D
B F2 R2 L' D L2 D'
B F2 R2 L' D L2 D2
B F2 R2 L2 U B2 U'
B F2 R2 L2 D L2 D
B F2 R2 L2 D L2 D'
B F2 R2 L2 D L2 D2
L B2 U B' R2 F2 L'
B F2 R2 U B2 U' D
B F2 R2 U B2 U' D'
B F2 R2 U B2 U' D2
B F2 R2 U B2 D U'
B F2 R2 U B2 D' U'
B F2 R2 U B2 D2 U'
B F2 R2 U' D2 F2 U
B F2 R2 U2 D' R2 U2
B F2 R2 D L D L
B F2 R2 D L D' L
B F2 R2 D L D2 L
B F2 R2 D L' D L'
B F2 R2 D L' D' L'
B F2 R2 D L' D2 L'
B F2 R2 D F L2 F'
B F2 R2 D F2 L2 F2
B F2 R2 D B' L2 B
B F2 R2 D B2 L2 B2
B F2 R2 D' L D2 L2
B F2 R2 D' L' D2 L2
B F2 R2 D' L2 D2 L2
B F2 R2 D' U2 R2 U2
B F2 R2 D2 L D' L2
B F2 R2 D2 L' D' L2
B F2 R2 D2 L2 D' L2
B F2 R2 D2 U' F2 U
B F2 R2 F D L2 F'
B F2 R2 F D F' L2
B' F2 U' R2 B2 D' F2
B F2 R2 F' D F L2
B2 F2 U B U' R2 B2
B2 F2 U B U' B2 R2
F2 B2 U B U' R2 B2
F2 B2 U B U' B2 R2
B' F2 U' B2 R2 D' F2
F B2 R2 F D' B' L2
F B2 R2 F B' D' L2
F B2 R2 B' F D' L2
B F2 U F B2 U' R2
B F2 U F' B2 U' R2
B F2 U F2 B2 U' R2
B F2 U B2 U' R2 D
B F2 U B2 U' R2 D'
B F2 U B2 U' R2 D2
B F2 U B2 D' F2 U'
B F2 U B2 F U' R2
B F2 U B2 F' U' R2
B F2 U B2 F2 U' R2
B F2 U' D B2 U L2
B' F2 D' R2 F2 U' F2
B' F2 D' F2 R2 U' F2
B F2 D L D' L R2
B F2 D L D' R2 L
B F2 D L' D' L' R2
B F2 D L' D' R2 L'
B F2 D L2 R D' R2
B F2 D L2 R' D' R2
B F2 D L2 R2 D' R2
B F2 D L2 U' B2 U
B F2 D L2 D' R2 D
B F2 D L2 D' R2 D'
B F2 D L2 D' R2 D2
B F2 D R L2 D' R2
L2 B2 F U R2 F B'
L2 B2 F U R2 B' F
L2 B2 F U F R2 B'
B F2 D R' L2 D' R2
L2 B2 F U F B' R2
L2 B2 F U B' R2 F
L2 B2 F U B' F R2
B F2 D R2 L2 D' R2
B F2 D U' B2 U L2
B2 F2 D' B' D L2 R2
B2 F2 D' B' D R2 L2
D B2 F R2 F' U B'
F2 B2 D' B' D L2 R2
F2 B2 D' B' D R2 L2
L' B2 F2 R2 D' B' L
D B2 F' R2 F' U B'
L2 B2 F2 R2 B' D L2
R2 B2 F2 L2 B' D L2
D B2 F2 R2 F' U B'
