F' L' B2 R' U2
F R D2 F2 B2
F R D2 B2 F2
F D2 R F2 B2
F D2 R B2 F2
F D2 B2 R F2
B2 F' L' U2 L
F' B2 L' U2 L
B2 F' D L' R2 U2 L
B2 F' D L' U2 L D
B2 F' D L' U2 L D'
B2 F' D L' U2 L D2
B2 F' D L' U2 D L
B2 F' D L' U2 D' L
B2 F' D L' U2 D2 L
B2 F' D L' D U2 L
B2 F' D L' D' U2 L
B2 F' D L' D2 U2 L
B F' U2 L' B U2 B'
B' F' D B' L' U2 L
B2 F' D R L' U2 L
B2 F' D R' L' U2 L
B2 F' D R2 L' U2 L
R B' F R B D2 F2
F' B' D B' L' U2 L
L' B2 L F' L' R' U2
L' B2 L F' R' L' U2
B2 F' D' L' R U2 L
B2 F' D' L' R' U2 L
B2 F' D' L' R2 U2 L
B2 F' D' L' U2 L D
B2 F' D' L' U2 L D'
B2 F' D' L' U2 L D2
B2 F' D' L' U2 D L
B2 F' D' L' U2 D' L
B2 F' D' L' U2 D2 L
B2 F' D' L' D U2 L
B2 F' D' L' D' U2 L
B2 F' D' L' D2 U2 L
B' F' D' B' L' U2 L
B2 F' D' R L' U2 L
U2 B2 L U2 R2 B R'
B2 F' D' R' L' U2 L
B2 F' D' R2 L' U2 L
F B' U2 F2 B' L' U2
U2 B2 L D2 F' U2 R
L2 B2 L F' L' U2 L2
F B' U2 B' F2 L' U2
F' B' D' B' L' U2 L
B F' D B L' U2 L
L' B2 L' F' L' R' U2
L' B2 L' F' R' L' U2
B2 F' D2 L' R U2 L
B2 F' D2 L' R' U2 L
B2 F' D2 L' R2 U2 L
B2 F' D2 L' U2 L D
B2 F' D2 L' U2 L D'
B2 F' D2 L' U2 L D2
B2 F' D2 L' U2 D L
B2 F' D2 L' U2 D' L
B2 F' D2 L' U2 D2 L
B2 F' D2 L' D U2 L
B2 F' D2 L' D' U2 L
B2 F' D2 L' D2 U2 L
B' F' D2 B' L' U2 L
B2 F' D2 R L' U2 L
U2 B2 L' U2 R2 B R'
B2 F' D2 R' L' U2 L
B2 F' D2 R2 L' U2 L
U2 B2 L' D2 F' U2 R
F' B' D2 B' L' U2 L
R2 B2 L' U2 L B' R'
B F' D' B L' U2 L
L' B2 L2 F' L' R' U2
L' B2 L2 F' R' L' U2
L B2 L F' L' U2 L'
R B2 L U2 L' B' R'
F' B2 L U2 D2 L' R2
F' B2 L U2 D2 R2 L'
U2 B2 L2 U2 R2 B R'
F' B2 L D2 U2 L' R2
F' B2 L D2 U2 R2 L'
U2 B2 L2 D2 F' U2 R
L2 B2 L2 F' L' U2 L
D2 B2 R F R F B
D2 B2 R F R B F
R' B2 R F' L' U2 L
R2 B2 L2 U2 L2 B' R'
F' B2 L' R U2 L D
F' B2 L' R U2 L D'
F' B2 L' R U2 L D2
B F' D2 B L' U2 L
F' B2 L' R U2 D L
F' B2 L' R U2 D' L
F' B2 L' R U2 D2 L
F' B2 L' R D U2 L
F' B2 L' R D' U2 L
F' B2 L' R D2 U2 L
F' B2 L' R' U2 L D
F' B2 L' R' U2 L D'
F' B2 L' R' U2 L D2
F' B2 L' R' U2 D L
F' B2 L' R' U2 D' L
F' B2 L' R' U2 D2 L
F' B2 L' R' D U2 L
F' B2 L' R' D' U2 L
F' B2 L' R' D2 U2 L
F' B2 L' R2 U2 L D
F' B2 L' R2 U2 L D'
F' B2 L' R2 U2 L D2
F' B2 L' R2 U2 D L
F' B2 L' R2 U2 D' L
F' B2 L' R2 U2 D2 L
F' B2 L' R2 D U2 L
F' B2 L' R2 D' U2 L
F' B2 L' R2 D2 U2 L
L B2 L' F' L' U2 L
F B' D2 R' B2 R2 F'
F' B2 L' U F U L
F' B2 L' U F' U L
F' B2 L' U F2 U L
R2 B2 L2 F U2 L2 R
R2 B2 L2 F U2 R L2
F' B2 L' U2 L2 D L'
F' B2 L' U2 L2 D' L'
F' B2 L' U2 L2 D2 L'
F' B2 L' U2 D L D
F' B2 L' U2 D L D'
F' B2 L' U2 D L D2
F' B2 L' U2 D' L D
F' B2 L' U2 D' L D'
F' B2 L' U2 D' L D2
F' B2 L' U2 D2 L D
F' B2 L' U2 D2 L D'
F' B2 L' U2 D2 L D2
F' B2 L' U2 F L F'
F' B2 L' U2 F2 L F2
F' B2 L' D R U2 L
F' B2 L' D R' U2 L
F' B2 L' D R2 U2 L
F' B2 L' D U2 L D
F' B2 L' D U2 L D'
F' B2 L' D U2 L D2
F' B2 L' D' R U2 L
F' B2 L' D' R' U2 L
F' B2 L' D' R2 U2 L
F' B2 L' D' U2 L D
F' B2 L' D' U2 L D'
F' B2 L' D' U2 L D2
F' B2 L' D2 R U2 L
F' B2 L' D2 R' U2 L
F' B2 L' D2 R2 U2 L
F' B2 L' D2 U2 L D
F' B2 L' D2 U2 L D'
F' B2 L' D2 U2 L D2
L' B2 R' U2 B' R' B
F B' D2 B2 R2 F' R'
F' B2 L' B2 R' B2 U2
L B2 L2 F' L' U2 L2
F' B2 L2 D2 L R2 U2
F' B2 L2 D2 R2 L U2
F B2 L F2 L' R U2
F B2 L F2 R L' U2
D2 B2 R2 F B R F
L B2 R U2 L' B' R'
D2 B2 R2 F2 D2 B R'
D2 B2 R2 B F R F
F' B2 R L' U2 L D
F' B2 R L' U2 L D'
F' B2 R L' U2 L D2
F' B2 R L' U2 D L
F' B2 R L' U2 D' L
F' B2 R L' U2 D2 L
F' B2 R L' D U2 L
F' B2 R L' D' U2 L
F' B2 R L' D2 U2 L
F' B2 R D L' U2 L
F' B2 R D' L' U2 L
F' B2 R D2 L' U2 L
F B2 L' F2 L' U2 L2
B2 F2 R F L' U2 L
L2 B2 R2 B L2 F R
F2 B2 R F L' U2 L
F' B2 R' L' U2 L D
F' B2 R' L' U2 L D'
F' B2 R' L' U2 L D2
F' B2 R' L' U2 D L
F' B2 R' L' U2 D' L
F' B2 R' L' U2 D2 L
F' B2 R' L' D U2 L
F' B2 R' L' D' U2 L
F' B2 R' L' D2 U2 L
F' B2 R' D L' U2 L
F' B2 R' D' L' U2 L
F' B2 R' D2 L' U2 L
F B2 L2 F2 L' U2 L'
R B2 R' F' L' U2 L
B2 F2 R' F L' U2 L
F2 B2 R' F L' U2 L
F' B2 R2 L' U2 L D
F' B2 R2 L' U2 L D'
F' B2 R2 L' U2 L D2
F' B2 R2 L' U2 D L
F' B2 R2 L' U2 D' L
F' B2 R2 L' U2 D2 L
F' B2 R2 L' D U2 L
F' B2 R2 L' D' U2 L
F' B2 R2 L' D2 U2 L
F B2 R U2 F2 U2 F2
F' B2 R2 D L' U2 L
F B2 R D2 B2 D2 F2
F' B2 R2 D' L' U2 L
U2 B2 U' R2 U' B R'
F' B2 R2 D2 L' U2 L
B2 F2 R2 F L' U2 L
F B2 R B2 D2 F2 B2
F B2 R B2 D2 B2 F2
F2 B2 R2 F L' U2 L
U2 B2 U2 R' B R' B
U2 B2 U2 R2 B R' D
U2 B2 U2 R2 B R' D'
U2 B2 U2 R2 B R' D2
U2 B2 U2 R2 B D R'
U2 B2 U2 R2 B D' R'
U2 B2 U2 R2 B D2 R'
B F2 R2 F' R D2 B2
B F2 R2 F' D2 R B2
B F2 R2 F' D2 B2 R
U2 B2 U2 B R2 B R
L' B2 D F' L' R' U2
L' B2 D F' R' L' U2
L' B2 D' F' L' R' U2
L' B2 D' F' R' L' U2
B' F2 U2 F B' L' U2
B' F2 U2 B' F L' U2
B2 F2 U2 F L' U2 F'
F2 B2 U2 F L' U2 F'
L' B2 D2 F' L' R' U2
L' B2 D2 F' R' L' U2
F' B2 D L' R U2 L
F' B2 D L' R' U2 L
F' B2 D L' R2 U2 L
F' B2 D L' U2 L D
F' B2 D L' U2 L D'
F' B2 D L' U2 L D2
F' B2 D L' U2 D L
F' B2 D L' U2 D' L
F' B2 D L' U2 D2 L
F' B2 D L' D U2 L
F' B2 D L' D' U2 L
F' B2 D L' D2 U2 L
U2 B2 D2 L F' U2 R
F' B2 D R L' U2 L
U2 B2 D2 L' F' U2 R
F' B2 D R' L' U2 L
U2 B2 D2 L2 F' U2 R
F' B2 D R2 L' U2 L
D2 B2 F R D2 F B2
D2 B2 F R D2 B2 F
U2 B2 D2 F L' F2 U2
L2 B2 D2 F' L' R2 U2
L' B2 F R' F2 U2 R2
L2 B2 D2 F' R2 L' U2
U2 B2 D2 F' L U2 R
U2 B2 D2 F' L' U2 R
U2 B2 D2 F' L2 U2 R
U2 B2 D2 F' U2 R D
U2 B2 D2 F' U2 R D'
U2 B2 D2 F' U2 R D2
U2 B2 D2 F' U2 D R
U2 B2 D2 F' U2 D' R
U2 B2 D2 F' U2 D2 R
U2 B2 D2 F' D U2 R
U2 B2 D2 F' D' U2 R
B F2 U2 F L' B U2
U2 B2 D2 F' D2 U2 R
B F2 U2 F B L' U2
D2 B2 F D2 R F B2
D2 B2 F D2 R B2 F
D2 B2 F D2 B2 R F
D2 B2 F' L' U2 L F'
D2 B2 F' L' U2 F' L
F' B2 D' L' R U2 L
F' B2 D' L' R' U2 L
F' B2 D' L' R2 U2 L
B F2 U2 B F L' U2
F' B2 D' L' U2 L D
F' B2 D' L' U2 L D'
F' B2 D' L' U2 L D2
F' B2 D' L' U2 D L
F' B2 D' L' U2 D' L
F' B2 D' L' U2 D2 L
F' B2 D' L' D U2 L
F' B2 D' L' D' U2 L
F' B2 D' L' D2 U2 L
U' B2 F' U F U R
F B2 U2 R D2 B2 L
F' B2 D' R L' U2 L
F' B2 D' R' L' U2 L
L' B2 F' L' R' U2 D
L' B2 F' L' R' U2 D'
L' B2 F' L' R' U2 D2
L' B2 F' L' R' D U2
L' B2 F' L' R' D' U2
L' B2 F' L' R' D2 U2
L' B2 F' L' D R' U2
L' B2 F' L' D' R' U2
L' B2 F' L' D2 R' U2
F' B2 D' R2 L' U2 L
F B2 U2 D2 R B2 L
L' B2 F' R' L' U2 D
L' B2 F' R' L' U2 D'
L' B2 F' R' L' U2 D2
L' B2 F' R' L' D U2
L' B2 F' R' L' D' U2
L' B2 F' R' L' D2 U2
L' B2 F' R' D L' U2
L' B2 F' R' D' L' U2
L' B2 F' R' D2 L' U2
F B2 U2 F2 L' U2 F2
F B2 U2 F2 U2 F2 R
L' B2 F' D L' R' U2
L' B2 F' D R' L' U2
L' B2 F' D' L' R' U2
L' B2 F' D' R' L' U2
L2 B2 F' L' R U2 L'
L2 B2 F' L' R' U2 L'
L2 B2 F' L' R2 U2 L'
L2 B2 F' L' U2 L' D
L2 B2 F' L' U2 L' D'
L2 B2 F' L' U2 L' D2
L2 B2 F' L' U2 D L'
L2 B2 F' L' U2 D' L'
L2 B2 F' L' U2 D2 L'
L2 B2 F' L' D U2 L'
L' B2 F' D2 L' R' U2
L2 B2 F' L' D' U2 L'
L2 B2 F' L' D2 U2 L'
L' B2 F' D2 R' L' U2
R2 B2 F R' B' R2 F'
F' B2 D2 L' R U2 L
F' B2 D2 L' R' U2 L
F' B2 D2 L' R2 U2 L
F' B2 D2 L' U2 L D
F' B2 D2 L' U2 L D'
F' B2 D2 L' U2 L D2
F' B2 D2 L' U2 D L
F' B2 D2 L' U2 D' L
F' B2 D2 L' U2 D2 L
L2 B2 F' R L' U2 L'
F' B2 D2 L' D U2 L
F' B2 D2 L' D' U2 L
F' B2 D2 L' D2 U2 L
L2 B2 F' R' L' U2 L'
F' B2 D2 R L' U2 L
L2 B2 F' R2 L' U2 L'
F' B2 D2 R' L' U2 L
F' B2 D2 R2 L' U2 L
D2 B2 F2 U2 F L' U2
L' B2 F2 R' F L' U2
U2 B2 F' U B U R'
U2 B2 F' U2 B R' B'
R2 B2 F' L' U2 L B'
L2 B2 F' D2 L' R2 U2
L2 B2 F' D2 R2 L' U2
U2 B2 F2 D2 F L' U2
F B2 D2 R B2 D2 F2
F B2 D2 U2 R B2 L
L B2 F2 R F L' U2
F B2 D2 B2 R D2 F2
F B2 D2 B2 D2 R F2
