R2 U R2 B U2
R2 U' D2 L2 F'
R2 U' D2 F' L2
R2 U' F' D2 L2
U' R2 U' F' R2
R2 D B2 U' F'
B U' R2 U' R2
R2 D2 U' L2 F'
R2 D2 U' F' L2
F2 U2 D R2 B2 D' F'
F2 U2 D R2 B2 D2 F'
F2 U2 D R2 B2 F' D
F2 U2 D R2 B2 F' D'
F2 U2 D R2 B2 F' D2
F2 U2 D F R2 F' B2
U' F L R2 U' F' R2
F2 U2 D F R2 B2 F'
F2 U2 D F' R2 F' B2
R2 D2 B2 L U' L F'
F2 U2 D F' R2 B2 F'
R2 D2 B2 L U' F' L
F2 U2 D F2 R2 F' B2
R2 D2 B2 L' U' L' F'
F2 U2 D F2 R2 B2 F'
B2 U2 D B2 D' R2 F'
U2 D2 B2 D' B2 R2 F'
R2 D2 B2 U' L F' L
R2 D2 B2 U' L2 D F'
R2 D2 B2 U' L2 D' F'
R2 D2 B2 U' L2 D2 F'
R2 D2 B2 U' L2 F' D
R2 D2 B2 U' L2 F' D'
R2 D2 B2 U' L2 F' D2
R2 D2 B2 U' F L2 F2
R2 D2 B2 U' F' L2 D
R2 D2 B2 U' F' L2 D'
R2 D2 B2 U' F' L2 D2
B U2 D R B2 D' R2
B U2 D R' B2 D' R2
B U2 D R2 B2 D' R2
R2 D2 B2 D' B2 U' F'
B' U2 D2 L2 U L2 F2
B' U2 D2 L2 U F2 L2
U' F L' R2 U' F' R2
B U2 D B2 R D' R2
B U2 D B2 R' D' R2
B U2 D B2 R2 D' R2
B U2 D B2 U' B2 U
B U2 D B2 D' R2 D
B U2 D B2 D' R2 D'
B U2 D B2 D' R2 D2
B2 U2 D2 L2 U F L2
U' F L2 R2 U' F' R2
B U2 D2 B2 D' R2 B2
B U2 D2 B2 D' B2 R2
F' U2 F' D R2 F' B2
F' U2 F' D R2 B2 F'
F U2 F D R2 F' B2
F U2 F D R2 B2 F'
U' F R2 L U' F' R2
U' F R2 L' U' F' R2
U' F R2 L2 U' F' R2
U' F R2 U' F R2 F2
U' F R2 U' F' R2 D
U' F R2 U' F' R2 D'
U' F R2 U' F' R2 D2
U' F R2 U' F2 R2 F
U' F R2 D' F2 U' F
U' F R2 F U' R2 F2
U' F R2 F U' F2 R2
U' F R2 F2 U' R2 F
U' F R2 F2 U' F R2
U2 F U R2 U' F' R2
B U2 B' U R2 F' U'
F2 U2 B2 D B2 R2 F'
L' F U' F' R2 U' F'
F2 D L U2 R2 F' B2
F2 D L U2 R2 B2 F'
L2 F U' F' R2 U' F'
B U2 B2 D B2 D2 R2
B U2 B2 D' R2 D2 B2
F2 D L B U2 B R2
B D L U2 B2 D' R2
U F U' R2 B U' F'
F2 D L' U2 R2 F' B2
F2 D L' U2 R2 B2 F'
B' D L2 R U' B2 L
L F U' F' R2 U' F'
U' F D B2 D L2 F
B' D L2 U' B2 D L2
F2 D L' B U2 B R2
B D L' U2 B2 D' R2
F2 D L2 U2 R2 F' B2
F2 D L2 U2 R2 B2 F'
B' D R L2 U' B2 L
F2 D L2 B U2 B R2
B D L2 U2 B2 D' R2
F2 D R B2 L R F'
F2 D R B2 R L F'
F2 D R B2 R F' L
L' F B U' F' R2 U'
L2 F B U' F' R2 U'
F2 D R2 F' B2 D2 L2
D F B U' F' U' B
F2 D R2 B2 D2 L2 F'
F2 D R2 B2 D2 F' L2
F2 D R2 B2 F' D2 L2
U' F B2 D L2 F B2
U' F B2 D L2 B2 F
U F B U' R2 B U'
U' F' L R2 U' F' R2
L F B U' F' R2 U'
B D U L' U B2 R'
B' D U' B2 D L2 F2
B' D U' B2 D F2 L2
U' F' L' R2 U' F' R2
B D U' R U' R' B2
F2 D U2 R B2 R F'
B D U' R' U' R B2
B D U' R' U' B2 R
B D U' R2 U' R2 B2
B D U' R2 U' B2 R2
F2 D U2 R2 F' B2 D
F2 D U2 R2 F' B2 D'
F2 D U2 R2 F' B2 D2
F2 D U2 R2 B2 D F'
F2 D U2 R2 B2 D' F'
F2 D U2 R2 B2 D2 F'
F2 D U2 R2 B2 F' D
F2 D U2 R2 B2 F' D'
F2 D U2 R2 B2 F' D2
F2 D U2 F R2 F' B2
F2 D U2 F R2 B2 F'
F2 D U2 F' R2 F' B2
F2 D U2 F' R2 B2 F'
F2 D U2 F2 R2 F' B2
F2 D U2 F2 R2 B2 F'
B2 D U2 B2 D' R2 F'
U' F' L2 R2 U' F' R2
B D U2 R B2 D' R2
B D U2 R' B2 D' R2
B D U2 R2 B2 D' R2
F2 D F U2 R2 F' B2
F2 D F U2 R2 B2 F'
B D U2 B2 R D' R2
B D U2 B2 R' D' R2
B D U2 B2 R2 D' R2
B D U2 B2 U' B2 U
B D U2 B2 D' R2 D
B D U2 B2 D' R2 D'
B D U2 B2 D' R2 D2
F2 D F B U2 B R2
B D F U' F' U' B2
F2 D F' U2 R2 F' B2
F2 D F' U2 R2 B2 F'
F2 D F' B U2 B R2
B D F' U' F U' B2
R' F' R' F U' F2 L'
F2 D F2 U2 R2 F' B2
F2 D F2 U2 R2 B2 F'
U' F' R2 L U' F' R2
U' F' R2 L' U' F' R2
F2 D F2 B U2 B R2
U' F' R2 L2 U' F' R2
F2 D B L U2 B R2
U' F' R2 U' F R2 F2
U' F' R2 U' F' R2 D
U' F' R2 U' F' R2 D'
U' F' R2 U' F' R2 D2
U' F' R2 U' F2 R2 F
F2 D B L' U2 B R2
F2 D B L2 U2 B R2
F' D B U' F U' B
U' F' R2 D' F2 U' F
B D F2 U' F2 U' B2
U' F' R2 F U' R2 F2
U' F' R2 F U' F2 R2
B D F2 U2 B2 D R2
U' F' R2 F2 U' R2 F
U' F' R2 F2 U' F R2
F2 D B U2 B R2 D
F2 D B U2 B R2 D'
F2 D B U2 B R2 D2
F2 D B U2 B' R2 B2
F2 D B U2 B2 R2 B'
F2 D B D2 L2 U2 B
F2 D B F U2 B R2
F2 D B F' U2 B R2
F2 D B F2 U2 B R2
F D B U' F' U' B
U2 F' U R2 U' F' R2
F2 D B2 R2 D2 L2 F
L' F' U' R2 F U' F2
L' F' U' F R2 U' F'
L2 F' U' R2 F U' F2
L2 F' U' F R2 U' F'
F2 D' L F2 L B U2
L F' U' R2 F U' F2
L F' U' F R2 U' F'
B D' L F2 U' F2 U'
B D' L F2 U2 D R2
B D' L F2 D U2 R2
B D' L F2 D' L2 U2
U' F' D B2 D L2 F
F2 D' L' F2 B U2 R
F2 D' L' B L' F2 U2
F2 D' L' B F2 U2 R
F2 D' L2 D2 B U2 B
B D' L' F2 U' F2 U'
B D' L' F2 U2 D R2
B D' L' F2 D U2 R2
B D' L' F2 D' L2 U2
R2 F' D F B2 U' F'
F2 D' L2 F2 D B U2
F2 D' L2 F2 D' B U2
F2 D' L2 F2 D2 B U2
F2 D' L2 F2 B U2 D
F2 D' L2 F2 B U2 D'
F2 D' L2 F2 B U2 D2
F2 D' L2 F2 B D U2
F2 D' L2 F2 B D' U2
F2 D' L2 F2 B D2 U2
F2 D' L2 B U2 D2 B2
F2 D' L2 B D2 U2 B2
F2 D' L2 B F2 U2 D
F2 D' L2 B F2 U2 D'
F2 D' L2 B F2 U2 D2
F2 D' L2 B F2 D U2
F2 D' L2 B F2 D' U2
F2 D' L2 B F2 D2 U2
R2 F' D B2 F U' F'
B D' L2 F2 U' F2 U'
B D' L2 F2 U2 D R2
B D' L2 F2 D U2 R2
B D' L2 F2 D' L2 U2
D2 F' B U L2 B' U
L' F' B U' R2 F U'
L' F' B U' F R2 U'
R2 F' D2 F U' L2 F'
R2 F' D2 F U' F' L2
L2 F' B U' R2 F U'
L2 F' B U' F R2 U'
D F' B U' F U' B
U' F' B2 D L2 F B2
U' F' B2 D L2 B2 F
U' F2 L R2 U' F' R2
L F' B U' R2 F U'
L F' B U' F R2 U'
D' F2 L U2 D R2 F'
D' F2 L D U2 R2 F'
D' F2 L D B U2 R2
D' F2 L D' L2 B U2
D' F2 L D' B L2 U2
D' F2 L B U' F2 U'
D' F2 L B U2 D R2
D' F2 L B D U2 R2
D' F2 L B D' L2 U2
U' F2 L' R2 U' F' R2
D' F2 L' U2 D R2 F'
D' F2 L' D U2 R2 F'
D' F2 L' D B U2 R2
D' F2 L' D' L2 B U2
D' F2 L' D' B L2 U2
D' F2 L' B U' F2 U'
D' F2 L' B U2 D R2
D' F2 L' B D U2 R2
D' F2 L' B D' L2 U2
U' F2 L2 R2 U' F' R2
F2 D' F L2 B U2 B2
D' F2 L2 U2 D R2 F'
D' F2 L2 D U2 R2 F'
D' F2 L2 D B U2 R2
D' F2 L2 D' L2 B U2
D' F2 L2 D' B L2 U2
D' F2 L2 B U' F2 U'
D' F2 L2 B U2 D R2
D' F2 L2 B D U2 R2
D' F2 L2 B D' L2 U2
F2 D' F B L2 U2 B'
F2 D' F' L2 F' B U2
F2 D' F' L2 B F' U2
F2 D' F' B L2 F' U2
B' D' F2 D B2 U2 R2
B' D' F2 D' L2 U2 F2
F2 D' F2 L' B L' U2
F2 D' F2 L2 D B U2
F2 D' F2 L2 D' B U2
F2 D' F2 L2 D2 B U2
F2 D' F2 L2 B U2 D
F2 D' F2 L2 B U2 D'
F2 D' F2 L2 B U2 D2
F2 D' F2 L2 B D U2
F2 D' F2 L2 B D' U2
F2 D' F2 L2 B D2 U2
F' D' F2 B U' F' U'
B2 D' F2 D B' U2 R2
B2 D' F2 D' L2 U2 F
F2 D' F2 U2 D2 R2 F'
B2 D' F2 D' B' L2 U2
U' F2 R2 L U' F' R2
U' F2 R2 L' U' F' R2
U' F2 R2 L2 U' F' R2
F2 D' F2 D2 U2 R2 F'
B2 D' F2 B' U' F2 U'
B2 D' F2 B' U2 D R2
B2 D' F2 B' D U2 R2
B2 D' F2 B' D' L2 U2
F2 D' F2 D2 B U2 R2
F2 D' F2 B L2 U2 D
F2 D' F2 B L2 U2 D'
F2 D' F2 B L2 U2 D2
F2 D' F2 B L2 D U2
F2 D' F2 B L2 D' U2
F2 D' F2 B L2 D2 U2
B D' F2 L U' F2 U'
B D' F2 L U2 D R2
F2 D' F2 B U2 D2 R2
B D' F2 L D U2 R2
B D' F2 L D' L2 U2
F2 D' F2 B D2 U2 R2
F2 D' F2 B' L2 B2 U2
B D' F2 L' U' F2 U'
B D' F2 L' U2 D R2
B D' F2 L' D U2 R2
B D' F2 L' D' L2 U2
U' F2 R2 U' F R2 F2
U' F2 R2 U' F' R2 D
U' F2 R2 U' F' R2 D'
U' F2 R2 U' F' R2 D2
F2 D' F2 B2 L2 U2 F
U' F2 R2 U' F2 R2 F
B D' F2 L2 U' F2 U'
B D' F2 L2 U2 D R2
B D' F2 L2 D U2 R2
B D' F2 L2 D' L2 U2
F2 D' B L F2 L U2
F2 D' B L' F2 U2 R
F2 D' B L2 U2 D2 B2
U' F2 R2 D' F2 U' F
F2 D' B L2 D2 U2 B2
F2 D' B L2 F2 U2 D
F2 D' B L2 F2 U2 D'
F2 D' B L2 F2 U2 D2
F2 D' B L2 F2 D U2
F2 D' B L2 F2 D' U2
F2 D' B L2 F2 D2 U2
U' F2 R2 F U' R2 F2
U' F2 R2 F U' F2 R2
B D' F2 U D2 B2 U
B D' F2 U' F2 U' D
B D' F2 U' F2 U' D'
B D' F2 U' F2 U' D2
B D' F2 U' F2 D U'
B D' F2 U' F2 D' U'
B D' F2 U' F2 D2 U'
B D' F2 U2 R D R2
B D' F2 U2 R' D R2
B D' F2 U2 R2 D R2
U' F2 R2 F2 U' R2 F
U' F2 R2 F2 U' F R2
B D' F2 U2 D R2 D
B D' F2 U2 D R2 D'
B D' F2 U2 D R2 D2
B D' F2 D L U2 R2
B D' F2 D L' U2 R2
B D' F2 D L2 U2 R2
B D' F2 D U2 R2 D
B D' F2 D U2 R2 D'
B D' F2 D U2 R2 D2
B D' F2 D' L2 U2 D
B D' F2 D' L2 U2 D'
B D' F2 D' L2 U2 D2
B D' F2 D' L2 D U2
B D' F2 D' L2 D' U2
B D' F2 D' L2 D2 U2
F2 D' B U2 D2 R2 B2
F2 D' B U2 D2 B2 R2
B D' F2 D2 U B2 U
F' D' B F2 U' F' U'
F2 D' B D2 U2 R2 B2
F2 D' B D2 U2 B2 R2
F2 D' B F L2 U2 B'
F2 D' B F' L2 F' U2
F2 D' B F2 L2 U2 D
F2 D' B F2 L2 U2 D'
F2 D' B F2 L2 U2 D2
F2 D' B F2 L2 D U2
F2 D' B F2 L2 D' U2
F2 D' B F2 L2 D2 U2
F2 D' B F2 U2 D2 R2
F2 D' B F2 D2 U2 R2
F D' F2 B U' F U'
F2 D' B' L2 F2 B2 U2
F2 D' B' L2 B2 F2 U2
B2 D' B' F2 U' F2 U'
B2 D' B' F2 U2 D R2
B2 D' B' F2 D U2 R2
B2 D' B' F2 D' L2 U2
F2 D' B' F2 L2 B2 U2
U2 F2 U R2 U' F' R2
F2 D' B2 L2 F2 U2 F'
F D' B F2 U' F U'
L' F2 U' R2 F2 U' F
D' F2 U' F2 U B U2
L' F2 U' F2 R2 U' F'
F2 D' B2 F2 L2 U2 F
L2 F2 U' R2 F2 U' F
D' F2 U2 R2 D F' R2
D' F2 U2 D R2 D F'
D' F2 U2 D R2 D' F'
D' F2 U2 D R2 D2 F'
D' F2 U2 D R2 F' D
D' F2 U2 D R2 F' D'
D' F2 U2 D R2 F' D2
D' F2 U2 D F R2 F'
D' F2 U2 D F' R2 F'
D' F2 U2 D F2 R2 F'
L2 F2 U' F2 R2 U' F'
L' F2 U2 D R2 F' B2
L' F2 U2 D R2 B2 F'
D' F2 D L U2 R2 F'
D' F2 D L B U2 R2
D' F2 D L' U2 R2 F'
D' F2 D L' B U2 R2
D' F2 D L2 U2 R2 F'
D' F2 D L2 B U2 R2
L2 F2 U2 D R2 F' B2
L2 F2 U2 D R2 B2 F'
L F2 U' R2 F2 U' F
D' F2 D U2 R2 D F'
D' F2 D U2 R2 D' F'
D' F2 D U2 R2 D2 F'
D' F2 D U2 R2 F' D
D' F2 D U2 R2 F' D'
D' F2 D U2 R2 F' D2
D' F2 D U2 F R2 F'
D' F2 D U2 F' R2 F'
D' F2 D U2 F2 R2 F'
U' F2 D B2 D L2 F
L' F2 D U2 R2 F' B2
L' F2 D U2 R2 B2 F'
D2 F2 D F2 U2 R2 F'
D2 F2 D F2 B U2 R2
L F2 U' F2 R2 U' F'
D' F2 D B L U2 R2
D' F2 D B L' U2 R2
D' F2 D B L2 U2 R2
D' F2 D B U2 R2 D
D' F2 D B U2 R2 D'
D' F2 D B U2 R2 D2
D2 F2 D B F2 U2 R2
D' F2 D B D2 L2 U2
L' F2 D B U2 B R2
D' F2 D' L' B L' U2
D' F2 D' L2 D B U2
D2 F2 D' L2 B U2 B
D' F2 D' L2 D' B U2
D' F2 D' L2 D2 B U2
D' F2 D' L2 B U2 D
D' F2 D' L2 B U2 D'
D' F2 D' L2 B U2 D2
D' F2 D' L2 B D U2
D' F2 D' L2 B D' U2
D' F2 D' L2 B D2 U2
L2 F2 D U2 R2 F' B2
L2 F2 D U2 R2 B2 F'
L' F2 D' L2 F2 B U2
L' F2 D' L2 B F2 U2
L F2 U2 D R2 F' B2
L F2 U2 D R2 B2 F'
L2 F2 D B U2 B R2
D2 F2 D' B L2 U2 B
D' F2 D' B L2 U2 D
D' F2 D' B L2 U2 D'
D' F2 D' B L2 U2 D2
D' F2 D' B L2 D U2
D' F2 D' B L2 D' U2
D' F2 D' B L2 D2 U2
D' F2 D' B U2 D2 R2
D' F2 D' B D2 U2 R2
D' F2 D' B' L2 B2 U2
L' F2 D' F2 L2 B U2
L' F2 D' F2 B L2 U2
D' F2 D' B2 L2 U2 F
L' F2 D' B L2 F2 U2
L2 F2 D' L2 F2 B U2
L2 F2 D' L2 B F2 U2
L' F2 D' B F2 L2 U2
R2 F2 D B2 U' R2 F
R2 F2 D B2 U' F R2
U F2 D R2 U2 F' B2
U F2 D R2 U2 B2 F'
L2 F2 D' F2 L2 B U2
L2 F2 D' F2 B L2 U2
L F2 D U2 R2 F' B2
L F2 D U2 R2 B2 F'
L2 F2 D' B L2 F2 U2
L2 F2 D' B F2 L2 U2
D' F2 D2 B U B U
U F2 D B R2 F' U2
L F2 D B U2 B R2
D' F2 B L U' F2 U'
D' F2 B L U2 D R2
D' F2 B L D U2 R2
D' F2 B L D' L2 U2
D' F2 B L' U' F2 U'
D' F2 B L' U2 D R2
D' F2 B L' D U2 R2
D' F2 B L' D' L2 U2
D' F2 B L2 U' F2 U'
D' F2 B L2 U2 D R2
D' F2 B L2 D U2 R2
D' F2 B L2 D' L2 U2
L F2 D' L2 F2 B U2
L F2 D' L2 B F2 U2
D' F2 B U D2 B2 U
D' F2 B U' F2 U' D
D' F2 B U' F2 U' D'
D' F2 B U' F2 U' D2
D' F2 B U' F2 D U'
D' F2 B U' F2 D' U'
D' F2 B U' F2 D2 U'
D' F2 B U2 R D R2
D' F2 B U2 R' D R2
D' F2 B U2 R2 D R2
D' F2 B U2 D R2 D
D' F2 B U2 D R2 D'
D' F2 B U2 D R2 D2
D' F2 B D L U2 R2
D' F2 B D L' U2 R2
D' F2 B D L2 U2 R2
D2 F2 B D F2 U2 R2
L' F2 B U' R2 F2 U'
D' F2 B D U2 R2 D
D' F2 B D U2 R2 D'
D' F2 B D U2 R2 D2
D2 F2 B D' L2 U2 B2
L' F2 B U' F2 R2 U'
D' F2 B D' L2 U2 D
D' F2 B D' L2 U2 D'
D' F2 B D' L2 U2 D2
D' F2 B D' L2 D U2
D' F2 B D' L2 D' U2
D' F2 B D' L2 D2 U2
L' F2 B U2 D R2 B2
L' F2 B U2 D B2 R2
L F2 D' F2 L2 B U2
D' F2 B D2 U B2 U
U F2 D' F2 B U2 L2
L' F2 B D U2 R2 B2
L' F2 B D U2 B2 R2
L F2 D' F2 B L2 U2
L F2 D' B L2 F2 U2
L' F2 B D' L2 F2 U2
U F2 D' B F2 U2 L2
L' F2 B D' F2 L2 U2
L F2 D' B F2 L2 U2
L2 F2 B U' R2 F2 U'
L2 F2 B U' F2 R2 U'
L2 F2 B U2 D R2 B2
L2 F2 B U2 D B2 R2
L2 F2 B D U2 R2 B2
L2 F2 B D U2 B2 R2
L2 F2 B D' L2 F2 U2
L2 F2 B D' F2 L2 U2
U' F2 B2 D L2 F B2
U' F2 B2 D L2 B2 F
D F2 B U' F2 U' B
D F2 B U2 D B R2
D F2 B U2 B D R2
D F2 B D U2 B R2
D F2 B D' L2 U2 B
D' F2 B2 D B' U2 R2
D' F2 B2 D' L2 U2 F
D' F2 B2 D' B' L2 U2
L F2 B U' R2 F2 U'
L F2 B U' F2 R2 U'
L F2 B U2 D R2 B2
L F2 B U2 D B2 R2
U F2 B D R2 U2 B2
L F2 B D U2 R2 B2
L F2 B D U2 B2 R2
L F2 B D' L2 F2 U2
L F2 B D' F2 L2 U2
U F2 B D' F2 U2 L2
F2 D2 U B2 L2 U F
L' B L U' R2 U' R2
B D2 U L2 U D2 R2
B D2 U L2 U' L2 U2
B D2 U L2 D' B2 U
B D2 U L2 D2 U R2
B' D2 U2 L2 U L2 F2
B' D2 U2 L2 U F2 L2
D' B L F2 U' F2 U'
D' B L F2 U2 D R2
D' B L F2 D U2 R2
D' B L F2 D' L2 U2
L2 B L U' R2 U' R2
B2 D2 U2 L2 U F L2
L' B L' U' R2 U' R2
R2 B L U R2 B U2
R2 B L U' D2 L2 F'
R2 B L U' D2 F' L2
R2 B L U' F' D2 L2
R2 B L D B2 U' F'
D' B L' F2 U' F2 U'
D' B L' F2 U2 D R2
D' B L' F2 D U2 R2
R2 B L D2 U' L2 F'
R2 B L D2 U' F' L2
D' B L' F2 D' L2 U2
L2 B L' U' R2 U' R2
L B L U' R2 U' R2
L' B L2 U' R2 U' R2
R2 B L' U R2 B U2
R2 B L' U' D2 L2 F'
R2 B L' U' D2 F' L2
R2 B L' U' F' D2 L2
R2 B L' D B2 U' F'
D' B L2 F2 U' F2 U'
D' B L2 F2 U2 D R2
R2 B L' D2 U' L2 F'
R2 B L' D2 U' F' L2
D' B L2 F2 D U2 R2
D' B L2 F2 D' L2 U2
B D2 U2 B2 D' R2 B2
B D2 U2 B2 D' B2 R2
L2 B L2 U' R2 U' R2
L B L' U' R2 U' R2
R2 B L2 U R2 B U2
R2 B L2 U' D2 L2 F'
R2 B L2 U' D2 F' L2
R2 B L2 U' F' D2 L2
R2 B L2 D B2 U' F'
R2 B L2 D2 U' L2 F'
R2 B L2 D2 U' F' L2
L B L2 U' R2 U' R2
B D2 F' U L2 B' U
F' D2 B U L2 B' U
F2 D2 B U L2 B U
F2 D2 B U B L2 U
B D2 F2 D F2 U2 R2
U' B R2 B' U' R2 F'
B D2 F2 D' L2 U2 B2
D2 B U L2 U D2 R2
D2 B U L2 U' L2 U2
D2 B U L2 D' B2 U
D2 B U L2 D2 U R2
R B R B U' L F'
R B R B U' F' L
D' B U' D R2 U' R2
D2 B U' D2 R2 U' R2
L' B U' R2 U' R2 D
L' B U' R2 U' R2 D'
L' B U' R2 U' R2 D2
L' B U' R2 D' F2 U'
L' B U' R2 F U' R2
L' B U' R2 F' U' R2
L' B U' R2 F2 U' R2
U' B U' B' R2 F' U'
R2 B U R2 D B U2
R2 B U R2 D' B U2
R2 B U R2 D2 B U2
R2 B U R2 B U2 D
R2 B U R2 B U2 D'
R2 B U R2 B U2 D2
R2 B U R2 B D U2
R2 B U R2 B D' U2
R2 B U R2 B D2 U2
L' B U' F R2 U' R2
L' B U' F' R2 U' R2
L' B U' F2 R2 U' R2
R2 B U B R2 B U2
R2 B U B' R2 B U2
L2 B U' R2 U' R2 D
L2 B U' R2 U' R2 D'
L2 B U' R2 U' R2 D2
L2 B U' R2 D' F2 U'
L2 B U' R2 F U' R2
L2 B U' R2 F' U' R2
L2 B U' R2 F2 U' R2
R2 B U B2 R2 B U2
R2 B U' L D2 L2 F'
R2 B U' L D2 F' L2
F2 B L U' R2 F2 U'
R2 B U' L F' D2 L2
F2 B L U' F2 R2 U'
R2 B U' L' D2 L2 F'
R2 B U' L' D2 F' L2
F2 B L U2 D R2 B2
F2 B L U2 D B2 R2
R2 B U' L' F' D2 L2
L2 B U' F R2 U' R2
R2 B U' L2 D2 L2 F'
R2 B U' L2 D2 F' L2
R2 B U' L2 F' D2 L2
F2 B L D U2 R2 B2
F2 B L D U2 B2 R2
D2 B U2 D' B2 D' R2
F2 B L D' L2 F2 U2
L2 B U' F' R2 U' R2
F2 B L D' F2 L2 U2
L2 B U' F2 R2 U' R2
D' B U2 D2 B2 D' R2
L' B U2 D B2 D' R2
U B U D2 L2 U L2
D B U' R U' R' B
R2 B U' D F' D L2
R2 B U' D2 L F' L
R2 B U' D2 L2 D F'
R2 B U' D2 L2 D' F'
R2 B U' D2 L2 D2 F'
R2 B U' D2 L2 F' D
R2 B U' D2 L2 F' D'
R2 B U' D2 L2 F' D2
D B U' R2 U' R2 B
R2 B U' D2 F L2 F2
R2 B U' D2 F' L2 D
R2 B U' D2 F' L2 D'
R2 B U' D2 F' L2 D2
D2 B U2 B2 D' R2 B2
D2 B U2 B2 D' B2 R2
R2 B U' F' L D2 L2
R2 B U' F' L' D2 L2
R2 B U' F' L2 D2 L2
R2 B U' F' U2 R2 U2
R2 B U' F' D2 L2 D
R2 B U' F' D2 L2 D'
R2 B U' F' D2 L2 D2
R2 B U' F2 D2 F L2
B F L U' F' R2 U'
L2 B U2 D B2 D' R2
F2 B L' U' R2 F2 U'
F2 B L' U' F2 R2 U'
F2 B L' U2 D R2 B2
F2 B L' U2 D B2 R2
L B U' R2 U' R2 D
L B U' R2 U' R2 D'
L B U' R2 U' R2 D2
U B U' R2 U R2 U2
F2 B L' D U2 R2 B2
F2 B L' D U2 B2 R2
U B U' R2 U' D2 L2
L B U' R2 D' F2 U'
U B U' R2 D B2 U'
L B U' R2 F U' R2
U B U' R2 D2 U' L2
L B U' R2 F' U' R2
L B U' R2 F2 U' R2
F2 B L' D' L2 F2 U2
D' B D U' R2 U' R2
F2 B L' D' F2 L2 U2
F B L U' F' R2 U'
L B U' F R2 U' R2
D2 B D F2 U' F2 U'
D2 B D F2 U2 D R2
D2 B D F2 D U2 R2
D2 B D F2 D' L2 U2
L' B D U2 B2 D' R2
L B U' F' R2 U' R2
R2 B U2 D' F2 U F
L B U' F2 R2 U' R2
B F L' U' F' R2 U'
D B U2 B U' B' U
F2 B L2 U' R2 F2 U'
F2 B L2 U' F2 R2 U'
R2 B D L B2 U' F'
F2 B L2 U2 D R2 B2
F2 B L2 U2 D B2 R2
L2 B D U2 B2 D' R2
R2 B D L' B2 U' F'
D B U2 B2 D' R2 B'
D B U2 B2 D' B' R2
F2 B L2 D U2 R2 B2
F2 B L2 D U2 B2 R2
R2 B D L2 B2 U' F'
F2 B L2 D' L2 F2 U2
D2 B D' U2 B2 D' R2
F2 B L2 D' F2 L2 U2
L B U2 D B2 D' R2
U B U2 D B2 D L2
F B L' U' F' R2 U'
R2 B D U' F' D L2
L' B D' F2 U' F2 U'
L' B D' F2 U2 D R2
L' B D' F2 D U2 R2
L' B D' F2 D' L2 U2
U B U2 B2 D L2 B2
U B U2 B2 D B2 L2
B F L2 U' F' R2 U'
R2 B D B2 L U' F'
R2 B D B2 L' U' F'
R2 B D B2 L2 U' F'
R2 B D B2 U' D F'
R2 B D B2 U' D' F'
R2 B D B2 U' D2 F'
R2 B D B2 U' F' D
R2 B D B2 U' F' D'
R2 B D B2 U' F' D2
R2 B D B2 D U' F'
R2 B D B2 D' U' F'
R2 B D B2 D2 U' F'
D2 B D2 U' R2 U' R2
L2 B D' F2 U' F2 U'
L2 B D' F2 U2 D R2
L2 B D' F2 D U2 R2
L2 B D' F2 D' L2 U2
D' B D2 U2 B2 D' R2
F B L2 U' F' R2 U'
U B D U2 B2 D L2
L B D U2 B2 D' R2
R2 B D' U2 F2 U F
R2 B D2 L U' L F'
R2 B D2 L U' F' L
R2 B D2 L' U' L' F'
L' B F U' F' R2 U'
R2 B D2 U' L F' L
R2 B D2 U' L2 D F'
R2 B D2 U' L2 D' F'
R2 B D2 U' L2 D2 F'
R2 B D2 U' L2 F' D
R2 B D2 U' L2 F' D'
R2 B D2 U' L2 F' D2
R2 B D2 U' F L2 F2
R2 B D2 U' F' L2 D
R2 B D2 U' F' L2 D'
R2 B D2 U' F' L2 D2
U B D' F2 U F2 U
U B D' F2 U2 D' L2
U B D' F2 D R2 U2
L B D' F2 U' F2 U'
L B D' F2 U2 D R2
U B D' F2 D' U2 L2
L B D' F2 D U2 R2
L B D' F2 D' L2 U2
R2 B D2 B U' L2 F'
R2 B D2 B U' F' L2
D2 B F' U L2 B' U
R2 B D2 B' U' L2 F'
R2 B D2 B' U' F' L2
R2 B D2 B2 U' L2 F'
R2 B D2 B2 U' F' L2
L2 B F U' F' R2 U'
L' B F' U' R2 F U'
L' B F' U' F R2 U'
U B D2 U L2 U L2
D' B F2 L U' F2 U'
D' B F2 L U2 D R2
D' B F2 L D U2 R2
D' B F2 L D' L2 U2
D' B F2 L' U' F2 U'
D' B F2 L' U2 D R2
D' B F2 L' D U2 R2
D' B F2 L' D' L2 U2
D' B F2 L2 U' F2 U'
D' B F2 L2 U2 D R2
D' B F2 L2 D U2 R2
D' B F2 L2 D' L2 U2
D B F U' F' U' B
D' B F2 U D2 B2 U
L2 B F' U' R2 F U'
L2 B F' U' F R2 U'
D' B F2 U' F2 U' D
D' B F2 U' F2 U' D'
D' B F2 U' F2 U' D2
D' B F2 U' F2 D U'
D' B F2 U' F2 D' U'
D' B F2 U' F2 D2 U'
D' B F2 U2 R D R2
D' B F2 U2 R' D R2
F' B U D2 L2 B' U
D' B F2 U2 R2 D R2
D' B F2 U2 D R2 D
D' B F2 U2 D R2 D'
D' B F2 U2 D R2 D2
D2 B F2 D F2 U2 R2
D2 B F2 D' L2 U2 B2
D' B F2 D L U2 R2
