F2 U2 F' L'
B' R' F2 U2 F'
F2 R2 B U2 L
F2 U2 L F' L'
F2 U2 L' F' L'
F2 U2 L2 F' L'
F2 U2 D F' L'
F2 U2 D' F' L'
F2 U2 D2 F' L'
F2 U2 F' L' D
F2 U2 F' L' D'
F2 U2 F' L' D2
F2 U2 F' D L'
F2 U2 F' D' L'
F2 U2 F' D2 L'
F2 D U2 F' L'
R' F2 U2 F' L'
F2 D' U2 F' L'
R2 F2 U2 F' L'
R F2 U2 F' L'
F2 D2 U2 F' L'
F2 B U2 L F'
F2 B U2 F' L
B F2 U2 L F'
B F2 U2 F' L
D2 F2 U2 F' B2 L' D'
D2 F2 U2 F' B2 L' D2
D2 F2 U2 F' B2 D L'
D2 F2 U2 F' B2 D' L'
D2 F2 U2 F' B2 D2 L'
D' F2 U2 F' D' L' B2
D' F2 U2 F' D' B2 L'
R' F2 U2 B' F' L' B
D2 F2 U2 B F' L' B
R' F2 U2 B2 F' L' B2
D2 F2 U2 B2 L F' L'
D2 F2 U2 B2 L' F' L'
D2 F2 U2 B2 L2 F' L'
D2 F2 U2 B2 D F' L'
D2 F2 U2 B2 D' F' L'
D2 F2 U2 B2 D2 F' L'
D2 F2 U2 B2 F' L' D
D2 F2 U2 B2 F' L' D'
D2 F2 U2 B2 F' L' D2
D2 F2 U2 B2 F' D L'
D2 F2 U2 B2 F' D' L'
D2 F2 U2 B2 F' D2 L'
R2 F2 U' B U' F' L'
R2 F2 U' B' U' F' L'
R2 F2 U' B2 U' F' L'
R2 F2 U2 L D F' L'
R2 F2 U2 L D' F' L'
R2 F2 U2 L D2 F' L'
R2 F2 U2 L F' L' D
R2 F2 U2 L F' L' D'
R2 F2 U2 L F' L' D2
R2 F2 U2 L F' D L'
R2 F2 U2 L F' D' L'
R2 F2 U2 L F' D2 L'
R' F2 D R2 B U2 L
R2 F2 U2 L' D F' L'
R2 F2 U2 L' D' F' L'
R2 F2 U2 L' D2 F' L'
R2 F2 U2 L' F' L' D
R2 F2 U2 L' F' L' D'
R2 F2 U2 L' F' L' D2
R2 F2 U2 L' F' D L'
R2 F2 U2 L' F' D' L'
R2 F2 U2 L' F' D2 L'
B' D2 L' B2 L R' F
B' D2 L' B2 L F R'
B' D2 L' B2 R' L F
R2 F2 U2 L2 D F' L'
R2 F2 U2 L2 D' F' L'
R2 F2 U2 L2 D2 F' L'
R2 F2 U2 L2 F' L' D
R2 F2 U2 L2 F' L' D'
R2 F2 U2 L2 F' L' D2
R2 F2 U2 L2 F' D L'
R2 F2 U2 L2 F' D' L'
R2 F2 U2 L2 F' D2 L'
R' F2 D U2 L F' L'
R' F2 D U2 L' F' L'
R' F2 D U2 L2 F' L'
R' F2 D U2 F' L' D
R' F2 D U2 F' L' D'
R' F2 D U2 F' L' D2
R' F2 D U2 F' D L'
R' F2 D U2 F' D' L'
R' F2 D U2 F' D2 L'
R F2 U' L' B' U' F'
R2 F2 U2 D L F' L'
R2 F2 U2 D L' F' L'
R2 F2 U2 D L2 F' L'
R2 F2 U2 D F' L' D
R2 F2 U2 D F' L' D'
R2 F2 U2 D F' L' D2
R2 F2 U2 D F' D L'
R2 F2 U2 D F' D' L'
R2 F2 U2 D F' D2 L'
R2 F2 U2 D' L F' L'
R2 F2 U2 D' L' F' L'
R2 F2 U2 D' L2 F' L'
R2 F2 U2 D' F' L' D
R2 F2 U2 D' F' L' D'
R2 F2 U2 D' F' L' D2
R2 F2 U2 D' F' D L'
R2 F2 U2 D' F' D' L'
R2 F2 U2 D' F' D2 L'
R' F2 D B U2 L F'
R' F2 D B U2 F' L
R2 F2 U2 D2 L F' L'
R2 F2 U2 D2 L' F' L'
R2 F2 U2 D2 L2 F' L'
R2 F2 U2 D2 F' L' D
R2 F2 U2 D2 F' L' D'
R2 F2 U2 D2 F' L' D2
R2 F2 U2 D2 F' D L'
R2 F2 U2 D2 F' D' L'
R2 F2 U2 D2 F' D2 L'
R2 F2 U2 F L F2 L'
R2 F2 U2 F L' F2 L'
R2 F2 U2 F L2 F2 L'
R2 F2 U2 F' L2 D L
R2 F2 U2 F' L2 D' L
R2 F2 U2 F' L2 D2 L
D F2 U2 D F' L' B2
D F2 U2 D F' B2 L'
D F2 U2 D B2 F' L'
R2 F2 U2 F' D L' D
R2 F2 U2 F' D L' D'
R2 F2 U2 F' D L' D2
R2 F2 U2 F' D' L' D
R2 F2 U2 F' D' L' D'
R2 F2 U2 F' D' L' D2
R2 F2 U2 F' D2 L' D
R2 F2 U2 F' D2 L' D'
R2 F2 U2 F' D2 L' D2
R2 F2 U2 F' B' L' B
R2 F2 U2 F' B2 L' B2
D F2 U2 F' L' D B2
D F2 U2 F' D L' B2
R2 F2 U2 B' F' L' B
D F2 U2 F' D B2 L'
R2 F2 U2 B2 F' L' B2
R F2 U' B U' F' L'
L F2 U2 R F' L' F
R F2 U' B' U' F' L'
R' F2 D' R2 B U2 L
R F2 U' B2 U' F' L'
R F2 U2 L D F' L'
R F2 U2 L D' F' L'
R' F2 D' U2 L F' L'
R F2 U2 L D2 F' L'
R' F2 D' U2 L' F' L'
R' F2 D' U2 L2 F' L'
R F2 U2 L F' L' D
R F2 U2 L F' L' D'
R F2 U2 L F' L' D2
R F2 U2 L F' D L'
R F2 U2 L F' D' L'
R F2 U2 L F' D2 L'
R' F2 D' U2 F' L' D
R' F2 D' U2 F' L' D'
R' F2 D' U2 F' L' D2
R' F2 D' U2 F' D L'
R' F2 D' U2 F' D' L'
R' F2 D' U2 F' D2 L'
R F2 U2 L' D F' L'
R F2 U2 L' D' F' L'
R F2 U2 L' D2 F' L'
R F2 U2 L' F' L' D
R F2 U2 L' F' L' D'
R F2 U2 L' F' L' D2
R F2 U2 L' F' D L'
R F2 U2 L' F' D' L'
R F2 U2 L' F' D2 L'
D' F2 D' U2 F' L' B2
D' F2 D' U2 F' B2 L'
R F2 U2 L2 D F' L'
R F2 U2 L2 D' F' L'
L F2 U2 D2 R F' L'
R F2 U2 L2 D2 F' L'
D' F2 D' U2 B2 F' L'
R F2 U2 L2 F' L' D
R F2 U2 L2 F' L' D'
R F2 U2 L2 F' L' D2
R F2 U2 L2 F' D L'
R F2 U2 L2 F' D' L'
R F2 U2 L2 F' D2 L'
R2 F2 D R2 B U2 L
L F2 U2 F' L' F R
R' F2 D' B U2 L F'
R' F2 D' B U2 F' L
R2 F2 D U2 L F' L'
R2 F2 D U2 L' F' L'
R2 F2 D U2 L2 F' L'
R2 F2 D U2 F' L' D
R2 F2 D U2 F' L' D'
R2 F2 D U2 F' L' D2
R2 F2 D U2 F' D L'
R2 F2 D U2 F' D' L'
R2 F2 D U2 F' D2 L'
R F2 U2 D L F' L'
R F2 U2 D L' F' L'
R F2 U2 D L2 F' L'
R F2 U2 D F' L' D
R F2 U2 D F' L' D'
R F2 U2 D F' L' D2
R F2 U2 D F' D L'
R F2 U2 D F' D' L'
R F2 U2 D F' D2 L'
R F2 U2 D' L F' L'
R F2 U2 D' L' F' L'
R F2 U2 D' L2 F' L'
R F2 U2 D' F' L' D
R F2 U2 D' F' L' D'
R F2 U2 D' F' L' D2
R F2 U2 D' F' D L'
R F2 U2 D' F' D' L'
R F2 U2 D' F' D2 L'
R F2 U2 D2 L F' L'
R F2 U2 D2 L' F' L'
R F2 U2 D2 L2 F' L'
R F2 U2 D2 F' L' D
R F2 U2 D2 F' L' D'
R F2 U2 D2 F' L' D2
R F2 U2 D2 F' D L'
R F2 U2 D2 F' D' L'
R F2 U2 D2 F' D2 L'
R F2 U2 F L F2 L'
R F2 U2 F L' F2 L'
R F2 U2 F L2 F2 L'
D F2 D U2 F' L' B2
D F2 D U2 F' B2 L'
D F2 D U2 B2 F' L'
R2 F2 D B U2 L F'
R2 F2 D B U2 F' L
R F2 U2 F' L2 D L
R F2 U2 F' L2 D' L
R F2 U2 F' L2 D2 L
R F2 U2 F' D L' D
R F2 U2 F' D L' D'
R F2 U2 F' D L' D2
R F2 U2 F' D' L' D
R F2 U2 F' D' L' D'
R F2 U2 F' D' L' D2
R F2 U2 F' D2 L' D
R F2 U2 F' D2 L' D'
R F2 U2 F' D2 L' D2
R F2 U2 F' B' L' B
R F2 U2 F' B2 L' B2
B2 D2 R U2 F L' B2
B2 D2 R U2 F B2 L'
B2 D2 R U2 B2 F L'
R' F2 D2 R2 B U2 L
R F2 U2 B' F' L' B
R F2 U2 B2 F' L' B2
R' F2 D2 U2 L F' L'
R' F2 D2 U2 L' F' L'
R' F2 D2 U2 L2 F' L'
R' F2 D2 U2 F' L' D
R' F2 D2 U2 F' L' D'
R' F2 D2 U2 F' L' D2
R' F2 D2 U2 F' D L'
R' F2 D2 U2 F' D' L'
R' F2 D2 U2 F' D2 L'
B2 D2 R F L' B2 R'
R2 F2 D' R2 B U2 L
R' F2 D2 B U2 L F'
R' F2 D2 B U2 F' L
R2 F2 D' U2 L F' L'
B' D2 R' U2 F B2 D
B' D2 R' U2 F B2 D'
B' D2 R' U2 F B2 D2
R2 F2 D' U2 L' F' L'
R2 F2 D' U2 L2 F' L'
B' D2 R' U2 B2 D F
B' D2 R' U2 B2 D' F
B' D2 R' U2 B2 D2 F
B' D2 R' U2 B2 F D
B' D2 R' U2 B2 F D'
B' D2 R' U2 B2 F D2
R2 F2 D' U2 F' L' D
R2 F2 D' U2 F' L' D'
R2 F2 D' U2 F' L' D2
R2 F2 D' U2 F' D L'
R2 F2 D' U2 F' D' L'
R2 F2 D' U2 F' D2 L'
R F2 D R2 B U2 L
F2 D2 R B U2 L F
R F2 D U2 L F' L'
R F2 D U2 L' F' L'
F2 D2 R B' R' U2 F'
R F2 D U2 L2 F' L'
B' D2 R' D2 F2 U2 F'
R F2 D U2 F' L' D
R F2 D U2 F' L' D'
R F2 D U2 F' L' D2
R F2 D U2 F' D L'
R F2 D U2 F' D' L'
R F2 D U2 F' D2 L'
R2 F2 D' B U2 L F'
R2 F2 D' B U2 F' L
B' D2 R' F' U2 F2 B2
B' D2 R' F' U2 B2 F2
R' F2 B R U2 L F
B' D2 R' F2 U2 F' B2
B' D2 R' F2 U2 B2 F'
F D2 L2 B L B2 R'
B' D2 R' B U2 F B
B' D2 R' B U2 B F
B D2 R U2 F L B2
R F2 D B U2 L F'
R F2 D B U2 F' L
B2 D2 R' U2 F L' B2
B2 D2 R' U2 F B2 L'
B2 D2 R' U2 B2 F L'
B' D2 R' B' U2 F B'
B' D2 R' B' U2 B' F
U2 F2 D2 F' L2 B' L
R' F2 B U2 L D F'
R' F2 B U2 L D' F'
R' F2 B U2 L D2 F'
R' F2 B U2 L F' D
R' F2 B U2 L F' D'
R' F2 B U2 L F' D2
R' F2 B U2 L' F' L2
R' F2 B U2 D L F'
R' F2 B U2 D F' L
R' F2 B U2 D' L F'
R' F2 B U2 D' F' L
R' F2 B U2 D2 L F'
R' F2 B U2 D2 F' L
R' F2 B U2 F L F2
R' F2 B U2 F' L D
R' F2 B U2 F' L D'
R' F2 B U2 F' L D2
R' F2 B U2 F' D L
R' F2 B U2 F' D' L
R' F2 B U2 F' D2 L
B2 D2 R' F L' B2 R'
D2 F2 B U2 L F' B
D2 F2 B U2 L B F'
R' F2 B D U2 L F'
R' F2 B D U2 F' L
D2 F2 B U2 F' L B
R2 F2 D2 R2 B U2 L
R' F2 B D' U2 L F'
R' F2 B D' U2 F' L
L2 F2 D2 B' R' U2 R'
R' F2 B D2 U2 L F'
R' F2 B D2 U2 F' L
R2 F2 D2 U2 L F' L'
R2 F2 D2 U2 L' F' L'
R2 F2 D2 U2 L2 F' L'
R2 F2 D2 U2 F' L' D
R2 F2 D2 U2 F' L' D'
R2 F2 D2 U2 F' L' D2
R2 F2 D2 U2 F' D L'
R2 F2 D2 U2 F' D' L'
R2 F2 D2 U2 F' D2 L'
R F2 D' R2 B U2 L
F2 D2 R' B' R' B U2
R F2 D' U2 L F' L'
R F2 D' U2 L' F' L'
R F2 D' U2 L2 F' L'
L2 F2 B L2 B2 U2 L'
R F2 D' U2 F' L' D
R F2 D' U2 F' L' D'
R F2 D' U2 F' L' D2
R F2 D' U2 F' D L'
R F2 D' U2 F' D' L'
R F2 D' U2 F' D2 L'
F D2 R F U2 F' L'
R2 F2 D2 B U2 L F'
R2 F2 D2 B U2 F' L
R' F2 B' R2 B R U2
B D2 R' U2 F L B2
R F2 D' B U2 L F'
R F2 D' B U2 F' L
B2 D2 R2 U2 F L' B2
B2 D2 R2 U2 F B2 L'
B2 D2 R2 U2 B2 F L'
R2 F2 B R U2 L F
F2 D2 R2 D B U2 L
B2 D2 R2 F L' B2 R'
F2 D2 R2 D' B U2 L
L F2 D2 U2 R F' L'
F2 D2 R2 D2 B U2 L
F' D2 R2 B2 U2 B' L
L2 F2 B' L2 R' U2 D
L2 F2 B' L2 R' U2 D'
L2 F2 B' L2 R' U2 D2
L2 F2 B' L2 R' D U2
L2 F2 B' L2 R' D' U2
L2 F2 B' L2 R' D2 U2
R2 F2 B U2 L D F'
R2 F2 B U2 L D' F'
R2 F2 B U2 L D2 F'
R2 F2 B U2 L F' D
R2 F2 B U2 L F' D'
R2 F2 B U2 L F' D2
R2 F2 B U2 L' F' L2
L2 F2 B' L2 D R' U2
L2 F2 B' L2 D' R' U2
L2 F2 B' L2 D2 R' U2
R2 F2 B U2 D L F'
R2 F2 B U2 D F' L
R2 F2 B U2 D' L F'
R2 F2 B U2 D' F' L
R2 F2 B U2 D2 L F'
R2 F2 B U2 D2 F' L
R2 F2 B U2 F L F2
R2 F2 B U2 F' L D
R2 F2 B U2 F' L D'
R2 F2 B U2 F' L D2
R2 F2 B U2 F' D L
R2 F2 B U2 F' D' L
R2 F2 B U2 F' D2 L
R F2 D2 R2 B U2 L
F2 D2 R2 B R U2 L
R2 F2 B D U2 L F'
F2 D2 R2 B R' U2 L
R2 F2 B D U2 F' L
F2 D2 R2 B R2 U2 L
F2 D2 R2 B U2 L D
F2 D2 R2 B U2 L D'
F2 D2 R2 B U2 L D2
F2 D2 R2 B U2 D L
F2 D2 R2 B U2 D' L
F2 D2 R2 B U2 D2 L
F2 D2 R2 B D U2 L
L2 F2 B' R' L2 U2 D
L2 F2 B' R' L2 U2 D'
L2 F2 B' R' L2 U2 D2
L2 F2 B' R' L2 D U2
L2 F2 B' R' L2 D' U2
L2 F2 B' R' L2 D2 U2
F2 D2 R2 B D' U2 L
F2 D2 R2 B D2 U2 L
L2 F2 B' R' U2 D2 R2
L2 F2 B' R' D2 U2 R2
R2 F2 B D' U2 L F'
R2 F2 B D' U2 F' L
R' F2 B2 R2 B R' U2
F2 D2 R2 B' R' B2 U2
R F2 D2 U2 L F' L'
R F2 D2 U2 L' F' L'
R F2 D2 U2 L2 F' L'
R F2 D2 U2 F' L' D
R F2 D2 U2 F' L' D'
R F2 D2 U2 F' L' D2
R F2 D2 U2 F' D L'
R F2 D2 U2 F' D' L'
R F2 D2 U2 F' D2 L'
F D2 R' F U2 F' L'
R2 F2 B D2 U2 L F'
R2 F2 B D2 U2 F' L
B D2 R2 U2 F L B2
R F2 D2 B U2 L F'
R F2 D2 B U2 F' L
L2 F2 B' D2 R' U2 R'
R2 F2 B' R2 B R U2
L2 F2 B2 L2 B R' U2
R F2 B R U2 L F
F D2 R2 F U2 F' L'
R F2 B U2 L D F'
R F2 B U2 L D' F'
R F2 B U2 L D2 F'
R F2 B U2 L F' D
R F2 B U2 L F' D'
R F2 B U2 L F' D2
R F2 B U2 L' F' L2
F2 D2 U' L' B' U' F'
R F2 B U2 D L F'
R F2 B U2 D F' L
R F2 B U2 D' L F'
R F2 B U2 D' F' L
R F2 B U2 D2 L F'
R F2 B U2 D2 F' L
R F2 B U2 F L F2
R F2 B U2 F' L D
R F2 B U2 F' L D'
R F2 B U2 F' L D2
R F2 B U2 F' D L
R F2 B U2 F' D' L
R F2 B U2 F' D2 L
R F2 B D U2 L F'
R F2 B D U2 F' L
B' D2 U2 L' B2 L F
R F2 B D' U2 L F'
R F2 B D' U2 F' L
R F2 B D2 U2 L F'
R F2 B D2 U2 F' L
R2 F2 B2 R2 B R' U2
B' D2 U2 F L B2 L
B' D2 U2 F L' B2 L
B' D2 U2 F L2 B2 L
B' D2 U2 F B2 L D
B' D2 U2 F B2 L D'
B' D2 U2 F B2 L D2
B' D2 U2 F B2 D L
B' D2 U2 F B2 D' L
B' D2 U2 F B2 D2 L
F2 D2 U' B U' F' L'
B' D2 U2 F' B2 L F2
F2 D2 U' B' U' F' L'
B' D2 U2 F2 B2 L F'
F2 D2 U' B2 U' F' L'
R F2 B' R2 B R U2
F2 D2 U2 L D F' L'
F2 D2 U2 L D' F' L'
F2 D2 U2 L D2 F' L'
F2 D2 U2 L F' L' D
F2 D2 U2 L F' L' D'
F2 D2 U2 L F' L' D2
F2 D2 U2 L F' D L'
F2 D2 U2 L F' D' L'
F2 D2 U2 L F' D2 L'
F2 D2 U2 L' D F' L'
F2 D2 U2 L' D' F' L'
F2 D2 U2 L' D2 F' L'
F2 D2 U2 L' F' L' D
F2 D2 U2 L' F' L' D'
F2 D2 U2 L' F' L' D2
B' D2 U2 B2 D F L
F2 D2 U2 L' F' D L'
F2 D2 U2 L' F' D' L'
F2 D2 U2 L' F' D2 L'
B' D2 U2 B2 D' F L
L2 B L D2 F2 B2 R'
B' D2 U2 B2 D2 F L
B' D2 U2 B2 F L D
B' D2 U2 B2 F L D'
B' D2 U2 B2 F L D2
B' D2 U2 B2 F D L
B' D2 U2 B2 F D' L
B' D2 U2 B2 F D2 L
B' D2 U2 B2 F' L F2
L2 B L D2 B2 R' F2
B' D2 U2 B2 F2 L F'
L2 B L D2 B2 F2 R'
F2 D2 U2 L2 D F' L'
F2 D2 U2 L2 D' F' L'
F2 D2 U2 L2 D2 F' L'
F2 D2 U2 L2 F' L' D
F2 D2 U2 L2 F' L' D'
F2 D2 U2 L2 F' L' D2
F2 D2 U2 L2 F' D L'
F2 D2 U2 L2 F' D' L'
F2 D2 U2 L2 F' D2 L'
B' D2 F L' B2 L R'
B2 D2 U2 F L B2 L2
B' D2 F L' B2 R' L
B2 D2 U2 F L' B2 D
B2 D2 U2 F L' B2 D'
B2 D2 U2 F L' B2 D2
B2 D2 U2 F B L' B
B2 D2 U2 F B2 L' D
B2 D2 U2 F B2 L' D'
B2 D2 U2 F B2 L' D2
B2 D2 U2 F B2 D L'
B2 D2 U2 F B2 D' L'
B2 D2 U2 F B2 D2 L'
F2 D2 U2 F L F2 L'
F2 D2 U2 F L' F2 L'
F2 D2 U2 F L2 F2 L'
F2 D2 U2 F' L2 D L
F2 D2 U2 F' L2 D' L
F2 D2 U2 F' L2 D2 L
F2 D2 U2 F' D L' D
F2 D2 U2 F' D L' D'
F2 D2 U2 F' D L' D2
F2 D2 U2 F' D' L' D
F2 D2 U2 F' D' L' D'
F2 D2 U2 F' D' L' D2
F2 D2 U2 F' D2 L' D
F2 D2 U2 F' D2 L' D'
F2 D2 U2 F' D2 L' D2
B2 D2 U2 B F L' B
F2 D2 U2 F' B' L' B
F2 D2 U2 F' B2 L' B2
B2 D2 U2 B2 F L' D
B2 D2 U2 B2 F L' D'
B2 D2 U2 B2 F L' D2
B2 D2 U2 B2 F D L'
B2 D2 U2 B2 F D' L'
B2 D2 U2 B2 F D2 L'
F2 D2 U2 B' F' L' B
B2 D2 F L' R B2 R'
B2 D2 F L' R' B2 R'
B2 D2 F L' R2 B2 R'
R F2 B2 R2 B R' U2
B2 D2 F L' B2 R' D
B2 D2 F L' B2 R' D'
B2 D2 F L' B2 R' D2
B2 D2 F L' B2 D R'
B2 D2 F L' B2 D' R'
B2 D2 F L' B2 D2 R'
F2 D2 U2 B2 F' L' B2
B2 D2 F R L' B2 R'
B2 D2 F R' L' B2 R'
B2 D2 F R2 L' B2 R'
B D2 U2 F L B2 D
B D2 U2 F L B2 D'
B D2 U2 F L B2 D2
B D2 U2 F L' B2 L2
B D2 U2 F L2 B2 L'
B D2 U2 F' L F2 B2
B D2 U2 F' L B2 F2
B D2 U2 F2 L F' B2
B D2 U2 F2 L B2 F'
L B L D2 B2 R2 F'
B' D2 F' R' U2 F2 B2
B' D2 F' R' U2 B2 F2
B' D2 F' U2 F2 B2 L
B' D2 F' U2 B2 L F2
B' D2 F' U2 B2 F2 L
F D2 U2 F R U2 R'
B D2 F L' B2 L2 R'
B D2 F L' B2 R' L2
B2 D2 F' R U2 F2 B2
B2 D2 F' R U2 B2 F2
B' D2 F' B2 L F2 R
L B L' U2 F L2 B'
B2 D2 F' U2 F2 L' B2
B2 D2 F' U2 F2 B2 L'
B2 D2 F' U2 B2 F2 L'
L2 B L2 F2 R B2 U2
L2 B L2 F2 B2 R U2
F' D2 F' B' R' B' U2
R' B R F2 U2 L F'
R' B R F2 U2 F' L
F D2 F R2 B U2 L
L B L' F2 U2 L2 F'
L B L' F2 U2 F' L2
L2 B L2 B2 F2 R U2
B D2 F' L F2 R B2
B D2 F' L F2 B2 R
F D2 F U2 L F' L'
B' D2 F2 U2 F' B2 L
F D2 F U2 L' F' L'
B D2 F' L B2 F2 R
F D2 F U2 L2 F' L'
B' D2 F2 U2 B2 L F'
B' D2 F2 U2 B2 F' L
F D2 F U2 D F' L'
F D2 F U2 D' F' L'
F D2 F U2 D2 F' L'
F D2 F U2 F' L' D
F D2 F U2 F' L' D'
F D2 F U2 F' L' D2
F D2 F U2 F' D L'
F D2 F U2 F' D' L'
F D2 F U2 F' D2 L'
F D2 F D U2 F' L'
F D2 F D' U2 F' L'
F D2 F D2 U2 F' L'
F D2 F B U2 L F'
F D2 F B U2 F' L
B D2 F' U2 L F2 B2
B D2 F' U2 L B2 F2
B D2 F' U2 F2 L B2
R' B R' F2 U2 L F'
R' B R' F2 U2 F' L
R2 B R F2 U2 L F'
R2 B R F2 U2 F' L
F2 D2 B R U2 L F
B D2 F2 U2 L F' B2
B D2 F2 U2 L B2 F'
B D2 F2 U2 F' L B2
B2 D2 B U2 F L' B
B2 D2 B U2 F B L'
B2 D2 B U2 B F L'
F2 D2 B U2 L D F'
F2 D2 B U2 L D' F'
F2 D2 B U2 L D2 F'
F2 D2 B U2 L F' D
F2 D2 B U2 L F' D'
F2 D2 B U2 L F' D2
F2 D2 B U2 L' F' L2
F2 D2 B U2 D L F'
F2 D2 B U2 D F' L
F2 D2 B U2 D' L F'
F2 D2 B U2 D' F' L
D2 B R2 F' U2 L F2
F2 D2 B U2 D2 L F'
F2 D2 B U2 D2 F' L
D2 B R2 F' U2 F2 L
F2 D2 B U2 F L F2
R' B R2 F2 U2 L F'
F2 D2 B U2 F' L D
F2 D2 B U2 F' L D'
F2 D2 B U2 F' L D2
F2 D2 B U2 F' D L
F2 D2 B U2 F' D' L
R' B R2 F2 U2 F' L
F2 D2 B U2 F' D2 L
F2 D2 B D U2 L F'
F2 D2 B D U2 F' L
F2 D2 B D' U2 L F'
F2 D2 B D' U2 F' L
F2 D2 B D2 U2 L F'
F2 D2 B D2 U2 F' L
B' D2 B' U2 F B' L
B' D2 B' U2 B' F L
R2 B R' F2 U2 L F'
R2 B R' F2 U2 F' L
R B R F2 U2 L F'
R B R F2 U2 F' L
U' B U F2 U2 F' L'
F2 D2 B' R2 B R U2
B2 D2 B' U2 F B' L'
B2 D2 B' U2 B' F L'
F' D2 B' F' R' B' U2
R2 B R2 F2 U2 L F'
R2 B R2 F2 U2 F' L
B' D2 B2 F' L F2 R
F D2 B F U2 L F'
F D2 B F U2 F' L
R B R' F2 U2 L F'
R B R' F2 U2 F' L
F2 D2 B2 R2 B R' U2
F' D2 B2 D2 F' R U2
F D2 B' R' F U2 F'
F' B L R F2 R B
F' B L R2 F2 B R
F' B L R2 B F2 R
R B R2 F2 U2 L F'
R B R2 F2 U2 F' L
D2 B U2 D F L B
D2 B U2 D' F L B
R' B U2 D2 F L B2
R' B U2 F L2 B' L'
D2 B U2 D2 F L B
D' B U2 D' F L B2
D2 B U2 F L D B
D2 B U2 F L D' B
D2 B U2 F L D2 B
D2 B U2 F L B D
D2 B U2 F L B D'
D2 B U2 F L B D2
D2 B U2 F L' B L2
D2 B U2 F L2 B L'
D2 B U2 F D L B
D2 B U2 F D' L B
D2 B U2 F D2 L B
D2 B U2 F' L F2 B
D2 B U2 F' L B F2
D' B U2 F D' L B2
D2 B U2 F2 L F' B
D2 B U2 F2 L B F'
D2 B U2 B D2 F L'
D B U' R2 U' F L
B F L U2 L' F U2
D2 B D U2 F L B
U2 B U2 F2 U2 F' L'
F B L U2 L' F U2
D' B D F2 U2 L F'
D' B D F2 U2 F' L
R2 B U2 D2 F L B2
R2 B U2 F L2 B' L'
D B U2 D F L B2
D B U2 F L D B2
D B U2 F D L B2
D2 B D' U2 F L B
D' B D' U2 F L B2
F' B R L F2 R B
B2 F L2 B' D2 L R2
B2 F L2 B' D2 R2 L
B' F R F R2 B U2
D B D U2 F L B2
R B U2 D2 F L B2
R B U2 F L2 B' L'
F2 B R U2 L D F
F2 B R U2 L D' F
F2 B R U2 L D2 F
F2 B R U2 L F D
F2 B R U2 L F D'
F2 B R U2 L F D2
F2 B R U2 D L F
F2 B R U2 D' L F
F2 B R U2 D2 L F
F2 B R U2 F L F
F2 B R U2 F' L F
F2 B R U2 F2 L F
B F L2 D2 R2 B' L'
B F L2 D2 B' L' R2
B F L2 D2 B' R2 L'
F2 B R D U2 L F
R' B D2 U2 F L B2
D2 B D2 U2 F L B
F2 B R D' U2 L F
F2 B R D2 U2 L F
B' F R' D F U2 F'
B F L2 B' D2 L' R2
B F L2 B' D2 R2 L'
B' F R' D' F U2 F'
L2 B D2 L R2 F2 B2
L2 B D2 L R2 B2 F2
L2 B D2 L F2 R2 B2
L2 B D2 L F2 B2 R2
L2 B D2 L B2 R2 F2
L2 B D2 L B2 F2 R2
B' F R' D2 F U2 F'
F B L2 D2 R2 B' L'
F B L2 D2 B' L' R2
F B L2 D2 B' R2 L'
B' F R' F U2 D F'
B' F R' F U2 D' F'
B' F R' F U2 D2 F'
B' F R' F U2 F' D
B' F R' F U2 F' D'
B' F R' F U2 F' D2
B' F R' F D U2 F'
B' F R' F D' U2 F'
B' F R' F D2 U2 F'
B' F R' F B U2 F'
B' F R' F B' U2 F'
B' F R' F B2 U2 F'
F2 B R B2 R' U2 F'
L2 B D2 R2 L F2 B2
L2 B D2 R2 L B2 F2
B' F R' B F U2 F'
D B D' F2 U2 L F'
L2 B D2 R2 F2 L B2
D B D' F2 U2 F' L
B' F R' B' F U2 F'
F B L2 B' D2 L' R2
F B L2 B' D2 R2 L'
B' F R' B2 F U2 F'
U2 B D2 F' L' F2 B2
U2 B D2 F' L' B2 F2
B F R F U2 L F'
B F R F U2 F' L
U2 B D2 F' B2 L' F2
L2 B D2 F2 L R2 B2
L2 B D2 F2 L B2 R2
L2 B D2 F2 R2 L B2
F' B R2 L F2 B R
F' B R2 L B F2 R
L2 B D2 B2 R2 F2 L'
U2 B D2 B2 F' L' F2
D2 B F' L F2 B R
D2 B F' L B F2 R
R2 B D2 U2 F L B2
F2 B R' B2 R' B U2
F B R F U2 L F'
F B R F U2 F' L
F' B R2 U2 L F2 B
F' B R2 U2 L B F2
F' B R2 U2 F2 L B
D2 B F' U2 L F2 B
D2 B F' U2 L B F2
D2 B F' U2 F2 L B
U2 B F U2 R F U2
B F R' F U2 L F'
B F R' F U2 F' L
U2 B F' L F2 L2 B'
R' B F2 R U2 L F
F2 B R2 B2 R' B' U2
F B R' F U2 L F'
F B R' F U2 F' L
R' B F2 U2 L D F'
R' B F2 U2 L D' F'
R' B F2 U2 L D2 F'
R' B F2 U2 L F' D
R' B F2 U2 L F' D'
R' B F2 U2 L F' D2
R' B F2 U2 L' F' L2
D2 B F2 U2 L F' B
D2 B F2 U2 L B F'
R' B F2 U2 D L F'
R' B F2 U2 D F' L
R' B F2 U2 D' L F'
R' B F2 U2 D' F' L
