U R U2 B
R2 U R' F' U2
U R U2 D B
U R U2 D' B
U R U2 D2 B
U R U2 B D
U R U2 B D'
U R U2 B D2
U R D U2 B
U R D' U2 B
U R D2 U2 B
U R F U2 B
U R F' U2 B
U R F2 U2 B
B' R' U R2 U2
B' R' U' D2 L2
B' R' D B2 U'
B' R' D2 U' L2
U R' F' R2 U2
U D R U2 B
D U R U2 B
D' U R U2 B
D2 U R U2 B
U D' R U2 B
U D2 R U2 B
U' F2 L' F2 B'
U' F2 L' B' F2
U F2 U2 L' B'
U D' F2 U2 D L' B'
U D' F2 U2 D' L' B'
U D' F2 U2 D2 L' B'
U D' F2 U2 B L' B'
U D' F2 U2 B' L' B'
U D' F2 U2 B2 L' B'
U D' F2 D U2 L' B'
U D' F2 D' U2 L' B'
U D' F2 D2 U2 L' B'
U' D' B' U2 R U2 B
D' U' B' U2 R U2 B
D2 U' B' U2 R U2 B
D U' B U2 R U2 B
F2 U' D2 L' D' R2 B'
F2 U' D2 L' D' B' R2
U' D' B' F2 L' F2 B'
U' D' B' F2 L' B' F2
D' U' B' F2 L' F2 B'
D' U' B' F2 L' B' F2
U D' B R B' U2 B2
D2 U' B' F2 L' F2 B'
D2 U' B' F2 L' B' F2
D U' B F2 L' F2 B'
D U' B F2 L' B' F2
U' D' B2 U2 R U2 B
D' U' B2 U2 R U2 B
D2 U' B2 U2 R U2 B
D U' B' U2 R U2 B
D' U' B2 F2 L' F2 B'
D' U' B2 F2 L' B' F2
U' D' B2 F2 L' F2 B'
U' D' B2 F2 L' B' F2
D2 U' B2 F2 L' F2 B'
D2 U' B2 F2 L' B' F2
D' U2 L U' R U2 B
D U' B' F2 L' F2 B'
D U' B' F2 L' B' F2
U' D2 L U2 R F U2
D2 U2 L U' R U2 B
L D2 L' U R U2 B
R' D2 R U' L' B' L'
D U' B2 U2 R U2 B
U D' B2 R B2 U2 B'
U2 D2 L U' R U2 B
D' U2 L' U' R U2 B
D U' B2 F2 L' F2 B'
D U' B2 F2 L' B' F2
U' D2 L' U2 R U2 B'
R' D2 R B' R' U' L2
D2 U2 L' U' R U2 B
D U2 L U' R U2 B
U' D2 L' F2 B' L' F2
R' D2 R' U' L' B' L'
U' D2 L' B' U2 R U2
U' D2 L' B' F2 L' F2
U2 D2 L' U' R U2 B
D' U2 L2 U' R U2 B
R' D2 R' B' R' U' L2
D2 U2 L2 U' R U2 B
B U' F2 L' F2 D' B2
D U2 L' U' R U2 B
R D2 R U R' F' U2
F2 U' B L' D R2 B'
F2 U' B L' D B' R2
F2 U' B L' B' D R2
R' D2 R2 U' L' B' L'
U2 D2 L2 U' R U2 B
F2 U' B D L' R2 B'
F2 U' B D L' B' R2
F2 U' B D R2 L' B'
R' D2 R2 B' R' U' L2
D U2 L2 U' R U2 B
R D2 R' U R U2 B
F2 U' B' L' D R2 B'
F2 U' B' L' D B' R2
F2 U' B' L' B' D R2
R' D2 U R U2 L2 B
R' D2 U R U2 B L2
R2 D2 R2 U R U2 B
R' D2 U R' F' U2 L2
F2 U' B' D L' R2 B'
F2 U' B' D L' B' R2
F2 U' B' D R2 L' B'
R' D2 U' L' D B' L'
R' D2 U' L' D' B' L'
R' D2 U' L' D2 B' L'
R' D2 U' L' B L' B2
R' D2 U' L' B' L' D
R' D2 U' L' B' L' D'
R' D2 U' L' B' L' D2
R' D2 U' L' B' D L'
R' D2 U' L' B' D' L'
R' D2 U' L' B' D2 L'
R' D2 U' L' B2 L' B
F2 U' B2 L' D R2 B'
F2 U' B2 L' D B' R2
F2 U' B2 L' B' D R2
U D2 R U L U B
U D2 R U L' U B
U D2 R U L2 U B
R2 D2 U R' D F' U2
R2 D2 U R' D' F' U2
R2 D2 U R' D2 F' U2
R2 D2 U R' F' U2 D
R2 D2 U R' F' U2 D'
R2 D2 U R' F' U2 D2
R2 D2 U R' F' D U2
R2 D2 U R' F' D' U2
R2 D2 U R' F' D2 U2
R' D2 U' B L' B' L'
U D2 R U2 L B L'
U D2 R U2 L2 B L2
R2 D2 U F R' F' U2
U D2 R U2 D B D
U D2 R U2 D B D'
U D2 R U2 D B D2
R' D2 U' B' L' B' L'
U D2 R U2 D' B D
U D2 R U2 D' B D'
U D2 R U2 D' B D2
U D2 R U2 D2 B D
U D2 R U2 D2 B D'
U D2 R U2 D2 B D2
U D2 R U2 B2 D B'
U D2 R U2 B2 D' B'
U D2 R U2 B2 D2 B'
R2 D2 U F' R' F' U2
R' D2 U' B2 L' B' L'
U D2 R D U2 B D
U D2 R D U2 B D'
U D2 R D U2 B D2
U D2 R D F U2 B
U D2 R D F' U2 B
U D2 R D F2 U2 B
R2 D2 U F2 R' F' U2
U D2 R D' U2 B D
U D2 R D' U2 B D'
U D2 R D' U2 B D2
U D2 R D' F U2 B
U D2 R D' F' U2 B
U D2 R D' F2 U2 B
F2 U' B2 D L' R2 B'
F2 U' B2 D L' B' R2
F2 U' B2 D R2 L' B'
R' D2 U2 L' U L' B'
U D2 R D2 U2 B D
U D2 R D2 U2 B D'
U D2 R D2 U2 B D2
U D2 R D2 F U2 B
U D2 R D2 F' U2 B
U D2 R D2 F2 U2 B
U D2 R F U2 D B
U D2 R F U2 D' B
U D2 R F U2 D2 B
U D2 R F U2 B D
U D2 R F U2 B D'
U D2 R F U2 B D2
U D2 R F D U2 B
U D2 R F D' U2 B
U D2 R F D2 U2 B
U D2 R F' U2 D B
U D2 R F' U2 D' B
U D2 R F' U2 D2 B
U D2 R F' U2 B D
U D2 R F' U2 B D'
U D2 R F' U2 B D2
U D2 R F' D U2 B
U D2 R F' D' U2 B
U D2 R F' D2 U2 B
U D2 R F2 U2 D B
U D2 R F2 U2 D' B
U D2 R F2 U2 D2 B
U D2 R F2 U2 B D
U D2 R F2 U2 B D'
U D2 R F2 U2 B D2
U D2 R F2 D U2 B
U D2 R F2 D' U2 B
U D2 R F2 D2 U2 B
R2 D2 U' L' B2 L B
R2 D2 U' L2 B2 L B'
R' D2 U2 F' L' U L'
R2 D2 U' B' L' B' L
R2 D2 U' B2 L' B' L2
U D2 R' D2 F' U2 L2
U D2 R' F R2 F2 U2
U D2 R' F' R2 U2 D
U D2 R' F' R2 U2 D'
U D2 R' F' R2 U2 D2
U D2 R' F' R2 D U2
U D2 R' F' R2 D' U2
U D2 R' F' R2 D2 U2
U D2 R' F' U2 D2 L2
U D2 R' F' D2 U2 L2
U D2 R' F2 R2 F U2
B U2 L U F2 L' F2
B U2 L U' R U2 D
B U2 L U' R U2 D'
B U2 L U' R U2 D2
B U2 L U' R D U2
B U2 L U' R D' U2
B U2 L U' R D2 U2
B U2 L U' D R U2
B U2 L U' D' R U2
B U2 L U' D2 R U2
B U2 L D U' R U2
B U2 L D F2 U L'
B U2 L D' U' R U2
B U2 L D' F2 U L'
B U2 L D2 U' R U2
B U2 L D2 F2 U L'
D' U2 F' L' F' U L'
B U2 L F2 U L' D
B U2 L F2 U L' D'
B U2 L F2 U L' D2
B U2 L F2 U D L'
B U2 L F2 U D' L'
B U2 L F2 U D2 L'
B U2 L F2 D U L'
B U2 L F2 D' U L'
R D2 U2 L U L' B'
B U2 L F2 D2 U L'
D2 U2 F' L' F' U L'
U D2 R2 F R' U2 B
U D2 R2 F' R' U2 B
U D2 R2 F2 R' U2 B
R D2 U2 F' L' U L
U2 D2 F' L' F' U L'
U D2 F R' F' R U2
U' D2 F2 L' F2 D B'
U' D2 F2 L' F2 D' B'
U' D2 F2 L' F2 D2 B'
U' D2 F2 L' F2 B' D
U' D2 F2 L' F2 B' D'
U' D2 F2 L' F2 B' D2
U' D2 F2 L' B' F2 D
U' D2 F2 L' B' F2 D'
U' D2 F2 L' B' F2 D2
B U2 L' F2 L2 U L
U' D2 F2 L2 F2 L B'
D U2 F' L' F' U L'
U' D2 F2 B L' F2 B'
U' D2 F2 B L' B' F2
U' D2 F2 B' L' F2 B'
U' D2 F2 B' L' B' F2
U' D2 F2 B2 L' F2 B'
U' D2 F2 B2 L' B' F2
U D2 F' R U2 B L
U D2 F' R' F' U2 L'
U' D2 B U2 R U2 B
R' D2 B U2 L U L
R' D2 B D' B2 R' U'
U' D2 B F2 L' F2 B'
U' D2 B F2 L' B' F2
U D2 F2 R U2 L' B
U D2 F2 R U2 B L'
U D2 F2 U2 L' D B'
U D2 F2 U2 L' D' B'
U D2 F2 U2 L' D2 B'
U D2 F2 U2 L' B' D
U D2 F2 U2 L' B' D'
U D2 F2 U2 L' B' D2
R' D2 B' R' U' L2 D
R' D2 B' R' U' L2 D'
R' D2 B' R' U' L2 D2
U D2 F2 U2 D L' B'
U D2 F2 U2 D' L' B'
R' D2 B' R' D' B2 U'
U D2 F2 U2 D2 L' B'
U D2 F2 U2 B L' B'
R' D2 B' R' B U' L2
U D2 F2 U2 B' L' B'
R' D2 B' R' B' U' L2
U D2 F2 U2 B2 L' B'
R' D2 B' R' B2 U' L2
U D2 F2 D U2 L' B'
U D2 F2 D' U2 L' B'
U' D2 B' U2 R U2 B
U D2 F2 D2 U2 L' B'
R' D2 B' D' R' B2 U'
U' D2 B' F2 L' F2 B'
U' D2 B' F2 L' B' F2
U D2 B R B' U2 B2
R2 D2 B' R' B' U' L
U' D2 B2 U2 R U2 B
R D2 B U2 L U L'
R2 D2 B' D' R' B U'
U' D2 B2 F2 L' F2 B'
U' D2 B2 F2 L' B' F2
R D2 B' R' U R U2
B U2 D L U' R U2
B U2 D L F2 U L'
R2 D2 B2 U' D L B'
R2 D2 B2 D U' L B'
B U2 D F2 L U L2
U D2 B2 R B2 U2 B'
B U2 D' L U' R U2
B U2 D' L F2 U L'
U' F L' D2 F' B' L
U' F L' D2 B' L F'
U' F L' D2 B' F' L
U' F L' F B' L' F2
B2 U2 D2 F2 U L' B'
B U2 D' F2 L U L2
U' F L' B' F L' F2
F2 U2 D2 B2 U L' B'
B U2 D2 L U' R U2
B U2 D2 L F2 U L'
B U2 D2 F2 L U L2
B U2 F L F U L'
B U2 F' L F' U L'
B' U2 F2 U2 R' U' L'
B U2 F2 L U L2 D
B U2 F2 L U L2 D'
B U2 F2 L U L2 D2
B U2 F2 L D F2 U
B U2 F2 L F U L2
B U2 F2 L F' U L2
B U2 F2 L F2 U L2
B U2 F2 U L' D' B2
U F R F U2 L' B
U F R F U2 B L'
B U2 F2 D L U L2
B U2 F2 D' L U L2
U F R F2 U2 B L
B U2 F2 D2 L U L2
U F R' F' R U2 D
U F R' F' R U2 D'
U F R' F' R U2 D2
U F R' F' R D U2
U F R' F' R D' U2
U F R' F' R D2 U2
U F R' F' D R U2
U F R' F' D' R U2
U F R' F' D2 R U2
U F R2 F' R F' U2
U F U2 L' D2 B' L
U F U2 D2 L' B' L
U F U2 F L' F' B'
U F U2 F L' B' F'
U' F D2 L' F' B' L
U' F D2 L' B' L F'
U' F D2 L' B' F' L
F2 D R U' L' R B'
F2 D R U' L' B' R
F2 D R U' R L' B'
U' F D2 F' L' B' L
U2 F D' F2 L' F U
B' D R' U R2 U2 D
B' D R' U R2 U2 D'
B' D R' U R2 U2 D2
B' D R' U R2 D U2
B' D R' U R2 D' U2
B' D R' U R2 D2 U2
B' D R' U' L D2 L2
B' D R' U' L' D2 L2
B' D R' U' L2 D2 L2
B' D R' U' D2 L2 D
B' D R' U' D2 L2 D'
B' D R' U' D2 L2 D2
B' D R' U2 D' F2 U
B' D R' D B2 U' D
B' D R' D B2 U' D'
B' D R' D B2 U' D2
B' D R' D B2 D U'
B' D R' D B2 D' U'
B' D R' D B2 D2 U'
B' D R' D' U2 F2 U
B' D R' D2 U' L2 D
B' D R' D2 U' L2 D'
B' D R' D2 U' L2 D2
B' D R' D2 B U' L2
B' D R' D2 B' U' L2
B' D R' D2 B2 U' L2
B D R U2 L U L'
F2 D R' U' L' R' B'
F2 D R' U' R' L' B'
B' D R' B U R2 U2
B' D R' B U' D2 L2
B' D R' B D B2 U'
B' D R' B D2 U' L2
B' D R' B' U R2 U2
B' D R' B' U' D2 L2
B' D R' B' D B2 U'
B' D R' B' D2 U' L2
B' D R' B2 U R2 U2
B' D R' B2 U' D2 L2
B' D R' B2 D B2 U'
B' D R' B2 D2 U' L2
B2 D R2 U' B2 L B'
B D R' D B2 R' U'
U F D2 U2 L' B' L
B' D R2 B2 R U' L
B' D U R U' R2 U'
B' D U R U2 D B2
B' D U R D U2 B2
B' D U R D' F2 U2
B2 D R2 B2 U' L B'
B D R2 B2 R' U' L
F2 D U' L' R B' R
F2 D U' L' R2 D B'
F2 D U' L' R2 D' B'
F2 D U' L' R2 D2 B'
F2 D U' L' R2 B' D
F2 D U' L' R2 B' D'
F2 D U' L' R2 B' D2
F2 D U' L' B R2 B2
F2 D U' L' B' R2 D
F2 D U' L' B' R2 D'
F2 D U' L' B' R2 D2
B D U R U L U
F2 D U' R L' B' R
F2 D U' R2 L' D B'
F2 D U' R2 L' D' B'
F2 D U' R2 L' D2 B'
F2 D U' R2 L' B' D
F2 D U' R2 L' B' D'
F2 D U' R2 L' B' D2
F2 D U' R2 D L' B'
F2 D U' R2 D' L' B'
F2 D U' R2 D2 L' B'
F2 D U' R2 B L' B'
F2 D U' R2 B' L' B'
F2 D U' R2 B2 L' B'
F2 D U' B L' R2 B'
F2 D U' B L' B' R2
F2 D U' B R2 L' B'
F2 D U' B' L' R2 B'
F2 D U' B' L' B' R2
F2 D U' B' R2 L' B'
F2 D U' B2 L' R2 B'
F2 D U' B2 L' B' R2
F2 D U' B2 R2 L' B'
U2 F' L F' L2 U L
B D U2 L U' R U2
B D U2 L F2 U L'
U2 F' L' U2 B U' L
F' D F U R U2 B
U2 F' L' D F' U L'
U2 F' L' D' F' U L'
U2 F' L' D2 F' U L'
U2 F' L' F U' R U2
U2 F' L' F' U L' D
U2 F' L' F' U L' D'
U2 F' L' F' U L' D2
U2 F' L' F' U D L'
U2 F' L' F' U D' L'
U2 F' L' F' U D2 L'
U2 F' L' F' D U L'
U2 F' L' F' D' U L'
U2 F' L' F' D2 U L'
B D U2 F2 L U L2
U2 F' L2 F' L U L2
B' D B U R U2 B
F D F' B' R' B U'
U F' R U2 L B L
U F' R U2 L' B L
U F' R U2 L2 B L
U F' R U2 D B L
U F' R U2 D' B L
U F' R U2 D2 B L
U F' R U2 B L D
U F' R U2 B L D'
U F' R U2 B L D2
U F' R U2 B D L
U F' R U2 B D' L
U F' R U2 B D2 L
U F' R D U2 B L
U F' R D' U2 B L
U F' R D2 U2 B L
U F' R F' U2 L' B
U F' R F' U2 B L'
U F' R' D F' U2 L'
F2 D B' R' U' L' R'
F2 D B' R' U' R' L'
U F' R' D' F' U2 L'
U F' R' D2 F' U2 L'
U F' R' F R F2 U2
U F' R' F' R U2 L'
U F' R' F' R' U2 L'
U F' R' F' R2 U2 L'
U F' R' F' U2 L' D
U F' R' F' U2 L' D'
U F' R' F' U2 L' D2
U F' R' F' U2 D L'
U F' R' F' U2 D' L'
U F' R' F' U2 D2 L'
U F' R' F' D U2 L'
U F' R' F' D' U2 L'
U F' R' F' D2 U2 L'
B D B' U R U2 B
U F' R2 F R F' U2
B D B2 R' U R2 U2
B D B2 R' U' D2 L2
B D B2 R' D B2 U'
B D B2 R' D2 U' L2
F D B' F' R' B U'
U' F' D F' L' F2 B'
U' F' D F' L' B' F2
U2 F' D L' F' U L'
U F' U2 L' B L B2
U F' U2 L2 B L B'
U' F' D' F' L' F2 B'
U' F' D' F' L' B' F2
U F' U2 B L' B' L2
U F' U2 B2 L' B' L
U2 F' D' L' F' U L'
U F' D R U2 B L
U F' D R' F' U2 L'
U' F' D2 F' L' F2 B'
U' F' D2 F' L' B' F2
U F' D F R U2 B
U F' D F' U2 L' B'
B' D' R' U R2 U2 D
B' D' R' U R2 U2 D'
B' D' R' U R2 U2 D2
B' D' R' U R2 D U2
B' D' R' U R2 D' U2
B' D' R' U R2 D2 U2
B' D' R' U' L D2 L2
B' D' R' U' L' D2 L2
B' D' R' U' L2 D2 L2
B' D' R' U' D2 L2 D
B' D' R' U' D2 L2 D'
B' D' R' U' D2 L2 D2
B' D' R' U2 D' F2 U
U2 F' D2 L' F' U L'
B' D' R' D B2 U' D
B' D' R' D B2 U' D'
B' D' R' D B2 U' D2
B' D' R' D B2 D U'
B' D' R' D B2 D' U'
B' D' R' D B2 D2 U'
B' D' R' D' U2 F2 U
B' D' R' D2 U' L2 D
B' D' R' D2 U' L2 D'
B' D' R' D2 U' L2 D2
B' D' R' D2 B U' L2
B' D' R' D2 B' U' L2
B' D' R' D2 B2 U' L2
U F' D' R U2 B L
B2 D' R' U R2 F' U2
B D' R U2 L U L'
B2 D' R' U' D2 L2 B
B2 D' R' U' D2 B L2
U F' D' R' F' U2 L'
B2 D' R' U' B D2 L2
B' D' R' B U R2 U2
B' D' R' B U' D2 L2
B' D' R' B D B2 U'
B' D' R' B D2 U' L2
B' D' R' B' U R2 U2
B2 D' R' D B2 U' B'
B' D' R' B' U' D2 L2
B' D' R' B' D B2 U'
B' D' R' B' D2 U' L2
B' D' R' B2 U R2 U2
B' D' R' B2 U' D2 L2
B' D' R' B2 D B2 U'
B' D' R' B2 D2 U' L2
B2 D' R' D2 U' L2 B
B2 D' R' D2 U' B L2
U F' D' F R U2 B
U F' D' F' U2 L' B'
U F' D2 R U2 B L
U F' D2 R' F' U2 L'
B D' R' D B2 R' U'
B' D' R2 B2 R U' L
U F' D2 F R U2 B
U F' D2 F' U2 L' B'
B' D' U R U' R2 U'
B' D' U R U2 D B2
B' D' U R D U2 B2
B' D' U R D' F2 U2
B2 D' U R D F' U2
B2 D' U R D' F' U2
B2 D' U R D2 F' U2
B2 D' U R F' U2 D
B2 D' U R F' U2 D'
B2 D' U R F' U2 D2
B2 D' U R F' D U2
B2 D' U R F' D' U2
B2 D' U R F' D2 U2
B D' R2 B2 R' U' L
U' F2 L B L2 F2 B'
U' F2 L B L2 B' F2
U' F2 L B' L2 F2 B'
U' F2 L B' L2 B' F2
B D' U R U L U
U' F2 L B2 L2 F2 B'
U' F2 L B2 L2 B' F2
U' F2 L' R F2 R' B'
U' F2 L' R' B' R F2
U' F2 L' R2 F2 R2 B'
U' F2 L' R2 F2 B' R2
U' F2 L' R2 B' R2 F2
U' F2 L' R2 B' F2 R2
U' F2 L' D B' D' F2
U' F2 L' D' B' D F2
U2 F2 L F L' U L'
U' F2 L' F D F B'
U' F2 L' F D B' F
U' F2 L' F D' F B'
U' F2 L' F D' B' F
U' F2 L' F D2 F B'
U' F2 L' F D2 B' F
U' F2 L' F B' D F
U' F2 L' F B' D' F
U' F2 L' F B' D2 F
U' F2 L' F' D F' B'
U' F2 L' F' D B' F'
U' F2 L' F' D' F' B'
U' F2 L' F' D' B' F'
U' F2 L' F' D2 F' B'
U' F2 L' F' D2 B' F'
U' F2 L' F' B' D F'
U' F2 L' F' B' D' F'
U' F2 L' F' B' D2 F'
U' F2 L' F2 R' B' R
U' F2 L' F2 R2 B' R2
U' F2 L' F2 D B' D
U' F2 L' F2 D B' D'
U' F2 L' F2 D B' D2
U' F2 L' F2 D' B' D
U' F2 L' F2 D' B' D'
U' F2 L' F2 D' B' D2
U' F2 L' F2 D2 B' D
U' F2 L' F2 D2 B' D'
U' F2 L' F2 D2 B' D2
U' F2 L' F2 B2 D B
U' F2 L' F2 B2 D' B
U' F2 L' F2 B2 D2 B
U' F2 L' B' L' F2 L
U' F2 L' B' L2 F2 L2
U' F2 L' B' R F2 R'
U' F2 L' B' R2 F2 R2
U' F2 L' B' F D F
U' F2 L' B' F D' F
U' F2 L' B' F D2 F
U' F2 L' B' F' D F'
U' F2 L' B' F' D' F'
U' F2 L' B' F' D2 F'
U' F2 L' B2 F2 D B
U' F2 L' B2 F2 D' B
U' F2 L' B2 F2 D2 B
B D' U2 L U' R U2
B D' U2 L F2 U L'
F' D' F U R U2 B
U2 F2 L' F L' U L
U' F2 L2 F' L F' B'
U' F2 L2 F' L B' F'
U' F2 L2 F2 L D B'
U' F2 L2 F2 L D' B'
U' F2 L2 F2 L D2 B'
U' F2 L2 F2 L B' D
U' F2 L2 F2 L B' D'
U' F2 L2 F2 L B' D2
B D' U2 F2 L U L2
U' F2 R L' F2 R' B'
U2 F2 L2 U D' L B'
U2 F2 L2 D' U L B'
U2 F2 L2 F L' U L2
R' F2 R F2 U' L' B'
U' F2 R' L' B' R F2
U' F2 R2 L' F2 R2 B'
U' F2 R2 L' F2 B' R2
U' F2 R2 L' B' R2 F2
U' F2 R2 L' B' F2 R2
B' D' B U R U2 B
U F2 R U2 L B L2
U F2 R U2 L' D B
U F2 R U2 L' D' B
U F2 R U2 L' D2 B
U F2 R U2 L' B D
U F2 R U2 L' B D'
U F2 R U2 L' B D2
U F2 R U2 D L' B
U F2 R U2 D B L'
U F2 R U2 D' L' B
U F2 R U2 D' B L'
U F2 R U2 D2 L' B
U F2 R U2 D2 B L'
U F2 R U2 B L' D
U F2 R U2 B L' D'
U F2 R U2 B L' D2
U F2 R U2 B D L'
U F2 R U2 B D' L'
U F2 R U2 B D2 L'
U F2 R U2 B' L' B2
B2 D' B U R F' U2
U F2 R D U2 L' B
U F2 R D U2 B L'
U F2 R D' U2 L' B
U F2 R D' U2 B L'
U F2 R D2 U2 L' B
U F2 R D2 U2 B L'
U F2 R F U2 B L
B2 D' B' U R F' U2
U F2 R' F2 R F U2
U2 F2 U L2 D' L B'
R2 F2 R2 F2 U' L' B'
D2 F2 U' L' D R2 B'
D2 F2 U' L' D B' R2
D2 F2 U' L' B' D R2
D' F2 U' L' D R2 B'
D' F2 U' L' D B' R2
R F2 R' F2 U' L' B'
D' F2 U' L' B' D R2
U2 F2 U D' L B' L2
B D' B' U R U2 B
B2 D' B2 U R F' U2
D2 F2 U' D L' R2 B'
D2 F2 U' D L' B' R2
D2 F2 U' D R2 L' B'
D' F2 U' D L' R2 B'
D' F2 U' D L' B' R2
D' F2 U' D R2 L' B'
U F2 R2 F2 R F' U2
B D' B2 R' U R2 U2
B D' B2 R' U' D2 L2
B D' B2 R' D B2 U'
B D' B2 R' D2 U' L2
D F2 U' L' D R2 B'
D F2 U' L' D B' R2
D F2 U' L' B' D R2
U' F2 D L' D' F2 B'
U' F2 D L' D' B' F2
U' F2 D L' B' D' F2
D F2 U' D L' R2 B'
D F2 U' D L' B' R2
D F2 U' D R2 L' B'
U F2 U' R U' L' B'
U F2 U' R' U' L' B'
U F2 U' R2 U' L' B'
D2 F2 D U' L' R2 B'
D2 F2 D U' L' B' R2
D2 F2 D U' R2 L' B'
D' F2 D U' L' R2 B'
D' F2 D U' L' B' R2
D' F2 D U' R2 L' B'
U F2 U' B' R' U' L'
U F2 U2 L B L2 B'
U F2 U2 L B' L2 B'
U F2 U2 L B2 L2 B'
U F2 U2 L' R' B' R
U F2 U2 L' R2 B' R2
U F2 U2 L' D B' D
U F2 U2 L' D B' D'
U F2 U2 L' D B' D2
U F2 U2 L' D' B' D
U F2 U2 L' D' B' D'
U F2 U2 L' D' B' D2
U F2 U2 L' D2 B' D
U F2 U2 L' D2 B' D'
U F2 U2 L' D2 B' D2
U F2 U2 L' B2 D B
U F2 U2 L' B2 D' B
U F2 U2 L' B2 D2 B
U F2 U2 R' L' B' R
U F2 U2 R2 L' B' R2
U F2 U2 D L' D B'
U F2 U2 D L' D' B'
U F2 U2 D L' D2 B'
U F2 U2 D L' B' D
U F2 U2 D L' B' D'
U F2 U2 D L' B' D2
U F2 U2 D B L' B'
U F2 U2 D B' L' B'
U F2 U2 D B2 L' B'
U F2 U2 D' L' D B'
U F2 U2 D' L' D' B'
U F2 U2 D' L' D2 B'
U F2 U2 D' L' B' D
U F2 U2 D' L' B' D'
U F2 U2 D' L' B' D2
U F2 U2 D' B L' B'
U F2 U2 D' B' L' B'
U F2 U2 D' B2 L' B'
U F2 U2 D2 L' D B'
U F2 U2 D2 L' D' B'
U F2 U2 D2 L' D2 B'
U F2 U2 D2 L' B' D
U F2 U2 D2 L' B' D'
U F2 U2 D2 L' B' D2
U F2 U2 D2 B L' B'
U F2 U2 D2 B' L' B'
U F2 U2 D2 B2 L' B'
U2 F2 D' L U B' L2
U' F2 D2 L' D2 F2 B'
U F2 U2 B L' D B'
U F2 U2 B L' D' B'
U' F2 D2 L' D2 B' F2
U F2 U2 B L' D2 B'
U F2 U2 B L' B' D
U F2 U2 B L' B' D'
U F2 U2 B L' B' D2
U F2 U2 B D L' B'
U F2 U2 B D' L' B'
U F2 U2 B D2 L' B'
U F2 U2 B' L' D B'
U F2 U2 B' L' D' B'
U F2 U2 B' L' D2 B'
U F2 U2 B' L' B' D
U F2 U2 B' L' B' D'
U F2 U2 B' L' B' D2
U F2 U2 B' D L' B'
U F2 U2 B' D' L' B'
U F2 U2 B' D2 L' B'
D F2 D U' L' R2 B'
D F2 D U' L' B' R2
U F2 U2 B2 L' D B'
U F2 U2 B2 L' D' B'
U F2 U2 B2 L' D2 B'
U F2 U2 B2 L' B' D
U F2 U2 B2 L' B' D'
U F2 U2 B2 L' B' D2
D F2 D U' R2 L' B'
U F2 U2 B2 D L' B'
U F2 U2 B2 D' L' B'
U F2 U2 B2 D2 L' B'
U2 F2 D' U L B' L2
U F2 D R U2 L' B
U F2 D R U2 B L'
U F2 D U2 L' D B'
U F2 D U2 L' D' B'
U F2 D U2 L' D2 B'
U F2 D U2 L' B' D
U F2 D U2 L' B' D'
U F2 D U2 L' B' D2
U F2 D U2 B L' B'
U F2 D U2 B' L' B'
B' D2 R' U R2 U2 D
B' D2 R' U R2 U2 D'
B' D2 R' U R2 U2 D2
B' D2 R' U R2 D U2
B' D2 R' U R2 D' U2
B' D2 R' U R2 D2 U2
U F2 D U2 B2 L' B'
B' D2 R' U' L D2 L2
B' D2 R' U' L' D2 L2
B' D2 R' U' L2 D2 L2
B' D2 R' U' D2 L2 D
B' D2 R' U' D2 L2 D'
B' D2 R' U' D2 L2 D2
B' D2 R' U2 D' F2 U
U F2 D F2 R U2 B
U' F2 B L' F2 D B'
U' F2 B L' F2 D' B'
U' F2 B L' F2 D2 B'
U' F2 B L' F2 B' D
U' F2 B L' F2 B' D'
U' F2 B L' F2 B' D2
U' F2 B L' B' F2 D
U' F2 B L' B' F2 D'
U' F2 B L' B' F2 D2
B' D2 R' D B2 U' D
B' D2 R' D B2 U' D'
B' D2 R' D B2 U' D2
B' D2 R' D B2 D U'
B' D2 R' D B2 D' U'
B' D2 R' D B2 D2 U'
B' D2 R' D' U2 F2 U
U' F2 B L2 F2 L B'
B' D2 R' D2 U' L2 D
B' D2 R' D2 U' L2 D'
B' D2 R' D2 U' L2 D2
B' D2 R' D2 B U' L2
B' D2 R' D2 B' U' L2
B' D2 R' D2 B2 U' L2
B D2 R U2 L U L'
B' D2 R' B U R2 U2
B' D2 R' B U' D2 L2
B' D2 R' B D B2 U'
B' D2 R' B D2 U' L2
U F2 D' R U2 L' B
U F2 D' R U2 B L'
B' D2 R' B' U R2 U2
B' D2 R' B' U' D2 L2
B' D2 R' B' D B2 U'
B' D2 R' B' D2 U' L2
B' D2 R' B2 U R2 U2
B' D2 R' B2 U' D2 L2
B' D2 R' B2 D B2 U'
B' D2 R' B2 D2 U' L2
U F2 D' U2 L' D B'
U F2 D' U2 L' D' B'
U F2 D' U2 L' D2 B'
U F2 D' U2 L' B' D
U F2 D' U2 L' B' D'
U F2 D' U2 L' B' D2
U F2 D' U2 B L' B'
U F2 D' U2 B' L' B'
U F2 D' U2 B2 L' B'
U' F2 B' L' F2 D B'
U' F2 B' L' F2 D' B'
U' F2 B' L' F2 D2 B'
U' F2 B' L' F2 B' D
U' F2 B' L' F2 B' D'
U' F2 B' L' F2 B' D2
U' F2 B' L' B' F2 D
U' F2 B' L' B' F2 D'
U' F2 B' L' B' F2 D2
U' F2 B' L2 F2 L B'
U F2 D' F2 R U2 B
U F2 D2 R U2 L' B
U F2 D2 R U2 B L'
