U2 F U2 F'
B L2 F B' L2
B2 L2 B' L2 F
B L2 B' F L2
U2 D F U2 F'
U2 D' F U2 F'
D U2 F U2 F'
D' U2 F U2 F'
U2 D2 F U2 F'
D2 U2 F U2 F'
B' U2 F B U2
B' U2 B F U2
B2 U2 F B2 U2
F' U2 F2 U2 F2
F2 U2 F' U2 F
B U2 F B' U2
B2 U2 B2 F U2
B U2 B' F U2
U2 F U2 D F'
U2 F U2 D' F'
U2 F U2 D2 F'
U2 F U2 F' D
U2 F U2 F' D'
U2 F U2 F' D2
U2 F D U2 F'
U2 F D' U2 F'
U2 F D2 U2 F'
U2 F B U2 F'
U2 F B' U2 F'
U2 F B2 U2 F'
L2 B L2 F B2
L2 B L2 B2 F
F' D2 B2 D2 F2
U2 B F U2 F'
U2 B' F U2 F'
B2 F' D2 F2 B2
B2 F' D2 B2 F2
D R2 F L' U2 R2 L
D R2 F L2 U2 L2 R2
D R2 F L2 U2 R2 L2
U2 R2 F U2 D2 L2 F'
U2 R2 F U2 D2 F' L2
U2 R2 F U2 F' D2 L2
U2 R2 F D2 U2 L2 F'
U2 R2 F D2 U2 F' L2
F2 R2 F B' R2 F' B2
F2 R2 F B' R2 B2 F'
B' R2 F' R D2 R B2
B' R2 F' R D2 B2 R
U2 R2 F B R2 B U2
D R2 F U2 R2 D2 L2
U2 R2 F B' R2 B U2
B' R2 F' R' D2 R' B2
B' R2 F' R2 U2 F2 U2
U2 R2 F B2 R2 B U2
B' R2 F' R2 D2 B2 D
B' R2 F' R2 D2 B2 D'
B' R2 F' R2 D2 B2 D2
B' R2 F' R2 B D2 B2
B' R2 F' R2 B' D2 B2
B' R2 F' R2 B2 D2 B2
D R2 F D2 L2 U2 L2
R' D R U2 F U2 F'
B2 R2 F' R2 D2 F2 B2
B2 R2 F' R2 D2 B2 F2
B' R2 F' U2 F2 U2 R2
U2 R2 F' R2 F2 U2 F'
B' R2 F' D2 B2 D2 R2
B' R2 F' B R2 D2 B2
F' R2 F' B' R2 F' B
F' R2 F' B' R2 B F'
B' R2 F' B' R2 D2 B2
F R2 F B' R2 F' B
F R2 F B' R2 B F'
B' R2 F' B2 R2 D2 B2
F' R2 F2 L U2 L' R2
F' R2 F2 L U2 R2 L'
R D L2 U2 R' B' L2
F' R2 F2 L' U2 L R2
F' R2 F2 L' U2 R2 L
F' R2 F2 L2 U2 L2 R2
F' R2 F2 L2 U2 R2 L2
F2 R2 F' B' R2 F' B2
F2 R2 F' B' R2 B2 F'
B' R2 F2 R' F R' B
B' R2 F2 R2 D F B
B' R2 F2 R2 D B F
B' R2 F2 R2 D' F B
B' R2 F2 R2 D' B F
B' R2 F2 R2 D2 F B
B' R2 F2 R2 D2 B F
B' R2 F2 R2 F D B
B' R2 F2 R2 F D' B
B' R2 F2 R2 F D2 B
B' R2 F2 R2 F B D
B' R2 F2 R2 F B D'
B' R2 F2 R2 F B D2
B' R2 F2 R2 B D F
B' R2 F2 R2 B D' F
B' R2 F2 R2 B D2 F
B' R2 F2 R2 B F D
B' R2 F2 R2 B F D'
B' R2 F2 R2 B F D2
F' R2 F2 U2 R2 D2 L2
B2 R2 F2 R2 D2 F2 B
B2 R2 F2 R2 D2 B F2
U2 R2 F2 R2 U2 F2 B
U2 R2 F2 R2 U2 B F2
F' R2 F2 D2 L2 U2 L2
D' R2 F2 B' R2 F' B
D' R2 F2 B' R2 B F'
D2 R2 F2 B' R2 F' B
D2 R2 F2 B' R2 B F'
L' D R' U2 L R B
L' D R' U2 R L B
B' R2 F2 B R2 F B
B' R2 F2 B R2 B F
B' R2 F2 B' R2 F B
B' R2 F2 B' R2 B F
B' R2 F2 B2 R2 F B
B' R2 F2 B2 R2 B F
B2 R2 F2 B R2 F' B
B2 R2 F2 B R2 B F'
B R2 F2 R2 B D2 F2
F2 R2 F2 B' R2 F' B2
F2 R2 F2 B' R2 B2 F'
F2 R2 B L2 R2 F L2
F2 R2 B L2 F L2 R2
F2 R2 B L2 F R2 L2
B2 R2 B R2 F' D2 B2
F2 R2 B R2 L2 F L2
D R2 F2 B' R2 F' B
D R2 F2 B' R2 B F'
F2 R2 B R2 U2 B' U2
B R2 F2 B2 R2 F' B
B R2 F2 B2 R2 B F'
U2 R2 B R2 F U2 F'
B' R2 B F' R2 D2 B2
F2 R2 B U2 B' U2 R2
B' R2 B F2 R2 F B
B' R2 B F2 R2 B F
R D R' U2 F U2 F'
B2 R2 B F2 R2 F' B
B2 R2 B F2 R2 B F'
U2 R2 B F R2 B U2
D' R2 B' R2 F' D2 B2
D2 R2 B' R2 F' D2 B2
F' R2 B' R2 D2 F' B2
F' R2 B' R2 D2 B2 F'
F2 R2 B' R B2 R F'
F2 R2 B' R2 F' B2 D
F2 R2 B' R2 F' B2 D'
F2 R2 B' R2 F' B2 D2
F2 R2 B' R2 B2 D F'
F2 R2 B' R2 B2 D' F'
F2 R2 B' R2 B2 D2 F'
F2 R2 B' R2 B2 F' D
F2 R2 B' R2 B2 F' D'
F2 R2 B' R2 B2 F' D2
U2 R2 B' R2 F U2 F'
D' R2 B' F2 R2 F' B
D' R2 B' F2 R2 B F'
D2 R2 B' F2 R2 F' B
D2 R2 B' F2 R2 B F'
F' R2 B' F' R2 F' B
F' R2 B' F' R2 B F'
B' R2 B' F' R2 D2 B2
B' R2 B' F2 R2 F B
B' R2 B' F2 R2 B F
F2 R2 B' F R2 F' B2
F2 R2 B' F R2 B2 F'
D R2 B' R2 F' D2 B2
F2 R2 B' F' R2 F' B2
F2 R2 B' F' R2 B2 F'
U2 R2 B' F R2 B U2
F2 R2 B' F2 R2 F' B2
F2 R2 B' F2 R2 B2 F'
F' R2 B2 R2 D2 F2 B2
F' R2 B2 R2 D2 B2 F2
F2 R2 B2 R2 D2 F2 B'
F2 R2 B2 R2 D2 B' F2
D R2 B' F2 R2 F' B
D R2 B' F2 R2 B F'
U2 R2 B2 R2 F U2 F'
B' R2 B2 F' R2 D2 B2
F R2 B' F R2 F' B
F R2 B' F R2 B F'
B' R2 B2 F2 R2 F B
B' R2 B2 F2 R2 B F
B R2 B2 R2 F' D2 B2
F' U L U F2 U2 F2
U2 R2 B2 F R2 B U2
R' D U2 F U2 F' R
F2 U L U F' U2 F
B R2 B2 F2 R2 F' B
B R2 B2 F2 R2 B F'
F' U L' U F2 U2 F2
F2 U L' U F' U2 F
R D U2 F U2 F' R'
B' U L2 R2 U' F' B'
B' U L2 R2 U' B' F'
U' D L2 U D F2 B'
U' D L2 U D B' F2
U' D L2 U B' D F2
B' U L2 U B U2 B2
F' U L2 U F2 U2 F2
B' U L2 U' B' D2 F2
R2 D F D L2 U2 L2
U' D L2 D U F2 B'
U' D L2 D U B' F2
R D F L U2 L' R'
R D F L U2 R' L'
R D F L' U2 L R'
R D F L' U2 R' L
B2 U L2 U B2 U2 B
U' D L2 D2 R2 U B'
R D F L2 U2 L2 R'
R D F L2 U2 R' L2
B2 U L2 U' D2 F2 B'
B2 U L2 U' D2 B' F2
F2 U L2 U F' U2 F
B2 U L2 D2 U' F2 B'
B2 U L2 D2 U' B' F2
B U L2 R U' F B'
B U L2 R U' B' F
R' D F2 L' F' U2 L
B U L2 R' U' F B'
B U L2 R' U' B' F
B U L2 R2 U' F B'
B U L2 R2 U' B' F
B U L2 U' D F B'
B U L2 U' D B' F
B U L2 U' D' F B'
B U L2 U' D' B' F
B U L2 U' D2 F B'
B U L2 U' D2 B' F
B U L2 U' F D B'
B U L2 U' F D' B'
B U L2 U' F D2 B'
B U L2 U' F B' D
B U L2 U' F B' D'
B U L2 U' F B' D2
B U L2 U' B' D F
B U L2 U' B' D' F
B U L2 U' B' D2 F
B U L2 U' B' F D
B U L2 U' B' F D'
B U L2 U' B' F D2
U' D R U' F U2 F'
B U L2 D U' F B'
B U L2 D U' B' F
B U L2 D' U' F B'
B U L2 D' U' B' F
B U L2 D2 U' F B'
B U L2 D2 U' B' F
B2 U R U F B2 U2
B2 U R U B2 F U2
B2 U R D L2 U' B'
B U R L2 U' F B'
B U R L2 U' B' F
B U R U F B' U2
B U R U B' F U2
U' D R' U' F U2 F'
B2 U R' U F B2 U2
B2 U R' U B2 F U2
B2 U R' D L2 U' B'
B U R' L2 U' F B'
B U R' L2 U' B' F
B U R' U F B' U2
B U R' U B' F U2
B' U R2 L2 U' F' B'
B' U R2 L2 U' B' F'
U' D R2 U' F U2 F'
B' U R2 U F U2 F2
B' U R2 U' F' D2 B2
D' U R2 D2 L2 U' B'
B2 U R2 U F B2 U2
D2 U R2 D2 L2 U' B'
B2 U R2 U B2 F U2
F' U R2 D2 L2 U' B2
F2 U R2 U' D' F2 B
F2 U R2 U' D' B F2
F2 U R2 U' B D' F2
B2 U R2 D L2 U' B'
F2 U R2 D' U' F2 B
F2 U R2 D' U' B F2
F2 U R2 D2 L2 U' B
B U R2 L2 U' F B'
B U R2 L2 U' B' F
B U R2 U F B' U2
U2 D R2 F R2 B U2
B U R2 U B' F U2
B2 U D L2 R U' B'
B2 U D L2 R' U' B'
B2 U D L2 R2 U' B'
B2 U D L2 U' D B'
B2 U D L2 U' D' B'
B2 U D L2 U' D2 B'
B2 U D L2 U' B' D
B2 U D L2 U' B' D'
B2 U D L2 U' B' D2
F' U D R2 U' D' F2
D U R2 D2 L2 U' B'
F' U D R2 U2 R2 U
B2 U D L2 D U' B'
B2 U D L2 D' U' B'
F' U D R2 D' U' F2
B2 U D L2 D2 U' B'
F' U D R2 D2 L2 U'
B2 U D R L2 U' B'
B2 U D R' L2 U' B'
B2 U D R2 L2 U' B'
U D R2 D2 L2 U' B'
U2 D F R2 B R2 U2
U2 D F U' L U' F'
U2 D F U' L' U' F'
U2 D F U' L2 U' F'
B U D L2 U' F B'
B U D L2 U' B' F
U2 D F U2 L' F' L
U2 D F U2 L2 F' L2
U2 D F U2 D F' D
U2 D F U2 D F' D'
U2 D F U2 D F' D2
U2 D F U2 D' F' D
U2 D F U2 D' F' D'
U2 D F U2 D' F' D2
U2 D F U2 D2 F' D
U2 D F U2 D2 F' D'
U2 D F U2 D2 F' D2
U2 D F U2 F2 D F
U2 D F U2 F2 D' F
U2 D F U2 F2 D2 F
U2 D F D U2 F' D
U2 D F D U2 F' D'
U2 D F D U2 F' D2
U2 D F D B U2 F'
U2 D F D B' U2 F'
U2 D F D B2 U2 F'
U2 D F D' U2 F' D
U2 D F D' U2 F' D'
U2 D F D' U2 F' D2
U2 D F D' B U2 F'
U2 D F D' B' U2 F'
U2 D F D' B2 U2 F'
U2 D F D2 U2 F' D
U2 D F D2 U2 F' D'
U2 D F D2 U2 F' D2
U2 D F D2 B U2 F'
U2 D F D2 B' U2 F'
U2 D F D2 B2 U2 F'
U2 D F B U2 D F'
U2 D F B U2 D' F'
U2 D F B U2 D2 F'
U2 D F B U2 F' D
U2 D F B U2 F' D'
U2 D F B U2 F' D2
U2 D F B D U2 F'
U2 D F B D' U2 F'
U2 D F B D2 U2 F'
L' D' L U2 F U2 F'
U2 D F B' U2 D F'
U2 D F B' U2 D' F'
U2 D F B' U2 D2 F'
U2 D F B' U2 F' D
U2 D F B' U2 F' D'
U2 D F B' U2 F' D2
U2 D F B' D U2 F'
U2 D F B' D' U2 F'
U2 D F B' D2 U2 F'
U2 D F B2 U2 D F'
U2 D F B2 U2 D' F'
U2 D F B2 U2 D2 F'
U2 D F B2 U2 F' D
U2 D F B2 U2 F' D'
U2 D F B2 U2 F' D2
U2 D F B2 D U2 F'
U2 D F B2 D' U2 F'
U2 D F B2 D2 U2 F'
B U D' L2 U' F B'
B U D' L2 U' B' F
B2 U D2 L2 U' F2 B'
B2 U D2 L2 U' B' F2
U2 D F' U2 D2 F B2
U2 D F' U2 D2 B2 F
R' D' L' U2 L R B
R' D' L' U2 R L B
U2 D F' D2 U2 F B2
U2 D F' D2 U2 B2 F
B U D2 L2 U' F B'
B U D2 L2 U' B' F
L' D' L' B L2 F B2
L' D' L' B L2 B2 F
R' D' L2 U2 R B' L2
R' D' L2 U2 B' L2 R
R' D' L2 U2 B' R L2
U2 D F2 D2 F' B2 U2
U2 D F2 D2 B2 F' U2
R' D' R U2 F U2 F'
U2 D B D F U2 F'
U2 D B D' F U2 F'
U2 D B D2 F U2 F'
U2 D B F U2 D F'
U2 D B F U2 D' F'
U2 D B F U2 D2 F'
U2 D B F U2 F' D
U2 D B F U2 F' D'
U2 D B F U2 F' D2
U2 D B F D U2 F'
U2 D B F D' U2 F'
U2 D B F D2 U2 F'
R D' L2 U2 R' B' L2
U2 D B' D F U2 F'
U2 D B' D' F U2 F'
L' D' R' U2 L R B
U2 D B' D2 F U2 F'
L' D' R' U2 R L B
U2 D B' F U2 D F'
U2 D B' F U2 D' F'
U2 D B' F U2 D2 F'
U2 D B' F U2 F' D
U2 D B' F U2 F' D'
U2 D B' F U2 F' D2
U2 D B' F D U2 F'
U2 D B' F D' U2 F'
U2 D B' F D2 U2 F'
U2 D B2 D F U2 F'
U2 D B2 D' F U2 F'
U2 D B2 D2 F U2 F'
U2 D B2 F U2 D F'
U2 D B2 F U2 D' F'
U2 D B2 F U2 D2 F'
U2 D B2 F U2 F' D
U2 D B2 F U2 F' D'
U2 D B2 F U2 F' D2
U2 D B2 F D U2 F'
U2 D B2 F D' U2 F'
U2 D B2 F D2 U2 F'
R D' R' U2 F U2 F'
D' U' L2 U D F2 B'
D' U' L2 U D B' F2
U' D' L2 U D F2 B'
U' D' L2 U D B' F2
U' D' L2 U B' D F2
D' U' L2 U B' D F2
D2 U' L2 U D F2 B'
D2 U' L2 U D B' F2
D2 U' L2 U B' D F2
U' D' L2 D U F2 B'
U' D' L2 D U B' F2
D' U' L2 D U F2 B'
D' U' L2 D U B' F2
D2 U' L2 D U F2 B'
D2 U' L2 D U B' F2
U' D' L2 D2 R2 U B'
D' U' L2 D2 R2 U B'
D2 U' L2 D2 R2 U B'
R' D' U2 F U2 F' R
U' D' R U' F U2 F'
D' U' R U' F U2 F'
D U' L2 U D F2 B'
D U' L2 U D B' F2
D U' L2 U B' D F2
D2 U' R U' F U2 F'
D U' L2 D U F2 B'
D U' L2 D U B' F2
D U' L2 D2 R2 U B'
U' D' R' U' F U2 F'
D' U' R' U' F U2 F'
D2 U' R' U' F U2 F'
D U' R U' F U2 F'
B' U' L2 R2 U F' B'
B' U' L2 R2 U B' F'
R D' U2 F U2 F' R'
B' U' L2 U B' D2 F2
B' U' L2 U' B U2 B2
B2 U' L2 U D2 F2 B'
B2 U' L2 U D2 B' F2
B2 U' L2 U' B2 U2 B
U' D' R2 U' F U2 F'
D' U' R2 U' F U2 F'
R D' F L U2 L' R'
R D' F L U2 R' L'
F' U' L2 D2 R2 U B2
R D' F L' U2 L R'
R D' F L' U2 R' L
D2 U' R2 U' F U2 F'
B2 U' L2 D' R2 U B'
R D' F L2 U2 L2 R'
R D' F L2 U2 R' L2
B2 U' L2 D2 U F2 B'
B2 U' L2 D2 U B' F2
D U' R' U' F U2 F'
R' D' F2 L' F' U2 L
F2 U' L2 D2 R2 U B
B U' L2 R U F B'
B U' L2 R U B' F
B U' L2 R' U F B'
B U' L2 R' U B' F
B U' L2 R2 U F B'
B U' L2 R2 U B' F
B U' L2 U D F B'
B U' L2 U D B' F
B U' L2 U D' F B'
B U' L2 U D' B' F
B U' L2 U D2 F B'
B U' L2 U D2 B' F
B U' L2 U F D B'
B U' L2 U F D' B'
B U' L2 U F D2 B'
B U' L2 U F B' D
B U' L2 U F B' D'
B U' L2 U F B' D2
B U' L2 U B' D F
B U' L2 U B' D' F
B U' L2 U B' D2 F
B U' L2 U B' F D
B U' L2 U B' F D'
B U' L2 U B' F D2
F' U' R U' F2 U2 F2
B U' L2 D U F B'
B U' L2 D U B' F
B2 U' R U' F B2 U2
B U' L2 D' U F B'
B U' L2 D' U B' F
B2 U' R U' B2 F U2
B U' L2 D2 U F B'
B U' L2 D2 U B' F
U2 D' R2 F R2 B U2
D U' R2 U' F U2 F'
B U' R L2 U F B'
B U' R L2 U B' F
B U' R U' F B' U2
B U' R U' B' F U2
U D' R2 D2 L2 U' B'
F' U' R' U' F2 U2 F2
U2 D' F R2 B R2 U2
U2 D' F U' L U' F'
U2 D' F U' L' U' F'
U2 D' F U' L2 U' F'
B2 U' R' U' F B2 U2
B2 U' R' U' B2 F U2
U2 D' F U2 L' F' L
U2 D' F U2 L2 F' L2
U2 D' F U2 D F' D
U2 D' F U2 D F' D'
U2 D' F U2 D F' D2
U2 D' F U2 D' F' D
U2 D' F U2 D' F' D'
U2 D' F U2 D' F' D2
U2 D' F U2 D2 F' D
U2 D' F U2 D2 F' D'
U2 D' F U2 D2 F' D2
U2 D' F U2 F2 D F
U2 D' F U2 F2 D' F
U2 D' F U2 F2 D2 F
U2 D' F D U2 F' D
U2 D' F D U2 F' D'
U2 D' F D U2 F' D2
U2 D' F D B U2 F'
U2 D' F D B' U2 F'
U2 D' F D B2 U2 F'
U2 D' F D' U2 F' D
U2 D' F D' U2 F' D'
U2 D' F D' U2 F' D2
U2 D' F D' B U2 F'
U2 D' F D' B' U2 F'
U2 D' F D' B2 U2 F'
U2 D' F D2 U2 F' D
U2 D' F D2 U2 F' D'
U2 D' F D2 U2 F' D2
U2 D' F D2 B U2 F'
U2 D' F D2 B' U2 F'
U2 D' F D2 B2 U2 F'
U2 D' F B U2 D F'
U2 D' F B U2 D' F'
U2 D' F B U2 D2 F'
U2 D' F B U2 F' D
U2 D' F B U2 F' D'
U2 D' F B U2 F' D2
U2 D' F B D U2 F'
U2 D' F B D' U2 F'
U2 D' F B D2 U2 F'
U2 D' F B' U2 D F'
U2 D' F B' U2 D' F'
U2 D' F B' U2 D2 F'
U2 D' F B' U2 F' D
U2 D' F B' U2 F' D'
U2 D' F B' U2 F' D2
U2 D' F B' D U2 F'
U2 D' F B' D' U2 F'
U2 D' F B' D2 U2 F'
U2 D' F B2 U2 D F'
U2 D' F B2 U2 D' F'
U2 D' F B2 U2 D2 F'
U2 D' F B2 U2 F' D
U2 D' F B2 U2 F' D'
U2 D' F B2 U2 F' D2
U2 D' F B2 D U2 F'
U2 D' F B2 D' U2 F'
U2 D' F B2 D2 U2 F'
B' U' R2 L2 U F' B'
B' U' R2 L2 U B' F'
B U' R' L2 U F B'
B U' R' L2 U B' F
B' U' R2 U F' D2 B2
B' U' R2 U' F U2 F2
B U' R' U' F B' U2
F' U' R2 U' F2 U2 F2
B U' R' U' B' F U2
B2 U' R2 U' F B2 U2
B2 U' R2 U' B2 F U2
U2 D' F' U2 D2 F B2
U2 D' F' U2 D2 B2 F
U2 D' F' D2 U2 F B2
U2 D' F' D2 U2 B2 F
B U' R2 L2 U F B'
B U' R2 L2 U B' F
B U' R2 U' F B' U2
B U' R2 U' B' F U2
U2 D' F2 D2 F' B2 U2
U2 D' F2 D2 B2 F' U2
F' U' D' L2 U D F2
F' U' D' L2 U2 L2 U'
F' U' D' L2 D U F2
F' U' D' L2 D2 R2 U
B2 U' D' L2 R2 U B'
B U' D L2 U F B'
B U' D L2 U B' F
L' D2 L U2 F U2 F'
B2 U' D' R2 L2 U B'
B2 U' D' R2 U' F U2
U2 D' B D F U2 F'
U2 D' B D' F U2 F'
U2 D' B D2 F U2 F'
U2 D' B F U2 D F'
U2 D' B F U2 D' F'
U2 D' B F U2 D2 F'
U2 D' B F U2 F' D
U2 D' B F U2 F' D'
U2 D' B F U2 F' D2
U2 D' B F D U2 F'
U2 D' B F D' U2 F'
U2 D' B F D2 U2 F'
B2 U' D2 L2 U F2 B'
B2 U' D2 L2 U B' F2
B U' D' L2 U F B'
B U' D' L2 U B' F
R' D2 L' U2 L R B
R' D2 L' U2 R L B
U2 D' B' D F U2 F'
U2 D' B' D' F U2 F'
L' D2 L' B L2 F B2
L' D2 L' B L2 B2 F
U2 D' B' D2 F U2 F'
B U' D2 L2 U F B'
B U' D2 L2 U B' F
U2 D' B' F U2 D F'
U2 D' B' F U2 D' F'
U2 D' B' F U2 D2 F'
U2 D' B' F U2 F' D
U2 D' B' F U2 F' D'
U2 D' B' F U2 F' D2
U2 D' B' F D U2 F'
U2 D' B' F D' U2 F'
U2 D' B' F D2 U2 F'
R' D2 L2 U2 R B' L2
R' D2 L2 U2 B' L2 R
R' D2 L2 U2 B' R L2
U2 D' B2 D F U2 F'
L2 D2 L2 R2 F U2 R2
U2 D' B2 D' F U2 F'
R2 D2 L2 R U2 B' L2
U2 D' B2 D2 F U2 F'
R2 D2 L2 R' U2 B' L2
U2 D' B2 F U2 D F'
U2 D' B2 F U2 D' F'
U2 D' B2 F U2 D2 F'
U2 D' B2 F U2 F' D
U2 D' B2 F U2 F' D'
U2 D' B2 F U2 F' D2
U2 D' B2 F D U2 F'
U2 D' B2 F D' U2 F'
U2 D' B2 F D2 U2 F'
R2 D2 L2 R2 U2 B' L2
R' D2 R U2 F U2 F'
L2 D2 L2 F R2 U2 R2
R2 D2 L2 U2 B L2 B2
R2 D2 L2 U2 B' L2 D
R2 D2 L2 U2 B' L2 D'
R2 D2 L2 U2 B' L2 D2
R2 D2 L2 U2 B2 L2 B
R2 D2 L2 D2 R2 U2 B'
R2 D2 L2 F U2 B' L2
R2 D2 L2 F' U2 B' L2
R2 D2 L2 F2 U2 B' L2
R2 D2 R L2 U2 B' L2
R D2 L2 U2 R' B' L2
L' D2 R' U2 L R B
L' D2 R' U2 R L B
U' D2 L2 U D F2 B'
U' D2 L2 U D B' F2
U' D2 L2 U B' D F2
R2 D2 R F L2 U2 L2
U' D2 L2 D U F2 B'
U' D2 L2 D U B' F2
U' D2 L2 D2 R2 U B'
R2 D2 R' L2 U2 B' L2
R2 D2 R' F L2 U2 L2
U' D2 R U' F U2 F'
L2 D2 R2 L2 F U2 R2
L D2 R' U2 L' B R
L2 D2 R2 U2 R B' R
L2 D2 R2 U2 R2 D B'
L2 D2 R2 U2 R2 D' B'
L2 D2 R2 U2 R2 D2 B'
L2 D2 R2 U2 R2 B' D
L2 D2 R2 U2 R2 B' D'
L2 D2 R2 U2 R2 B' D2
L D2 R' U2 B L' R
L D2 R' U2 B R L'
L2 D2 R2 U2 B R2 B2
L2 D2 R2 U2 B' R2 D
L2 D2 R2 U2 B' R2 D'
L2 D2 R2 U2 B' R2 D2
R2 D2 R2 L2 U2 B' L2
R D2 R' U2 F U2 F'
L2 D2 R2 D2 L2 F U2
L2 D2 R2 F U2 R2 B'
L2 D2 R2 F U2 B' R2
L2 D2 R2 F' U2 R2 B'
L2 D2 R2 F' U2 B' R2
L2 D2 R2 F2 U2 R2 B'
L2 D2 R2 F2 U2 B' R2
R2 D2 R2 F L2 U2 L2
U' D2 R' U' F U2 F'
L D2 R2 U2 L' R2 B'
L D2 R2 U2 L' B' R2
L D2 R2 U2 R2 L' B'
U' D2 R2 U' F U2 F'
D' U2 R2 F R2 B U2
R' D2 U2 F U2 F' R
D2 U2 R2 F R2 B U2
B' U2 L B L' F U2
F' U2 L F2 U2 R F2
D' U2 F R2 B R2 U2
U2 D2 R2 F R2 B U2
B2 U2 L B2 L' F U2
D' U2 F U' L U' F'
D' U2 F U' L' U' F'
D' U2 F U' L2 U' F'
D' U2 F U2 L' F' L
D' U2 F U2 L2 F' L2
D2 U2 F R2 B R2 U2
D2 U2 F R2 B R2 U2
D' U2 F U2 D F' D
D' U2 F U2 D F' D'
D' U2 F U2 D F' D2
D' U2 F U2 D' F' D
D' U2 F U2 D' F' D'
D' U2 F U2 D' F' D2
D' U2 F U2 D2 F' D
D' U2 F U2 D2 F' D'
D' U2 F U2 D2 F' D2
D' U2 F U2 F2 D F
D' U2 F U2 F2 D' F
D' U2 F U2 F2 D2 F
D2 U2 F U' L U' F'
D2 U2 F U' L' U' F'
D2 U2 F U' L2 U' F'
D' U2 F D U2 F' D
D' U2 F D U2 F' D'
D' U2 F D U2 F' D2
D' U2 F D B U2 F'
D' U2 F D B' U2 F'
D' U2 F D B2 U2 F'
D2 U2 F U2 L' F' L
D2 U2 F U2 L2 F' L2
R2 D2 U2 F L2 U2 F'
D' U2 F D' U2 F' D
D' U2 F D' U2 F' D'
D' U2 F D' U2 F' D2
D2 U2 F U2 D F' D
D2 U2 F U2 D F' D'
D2 U2 F U2 D F' D2
D' U2 F D' B U2 F'
D2 U2 F U2 D' F' D
D2 U2 F U2 D' F' D'
D2 U2 F U2 D' F' D2
D' U2 F D' B' U2 F'
D2 U2 F U2 D2 F' D
D2 U2 F U2 D2 F' D'
D2 U2 F U2 D2 F' D2
D' U2 F D' B2 U2 F'
D2 U2 F U2 F2 D F
D2 U2 F U2 F2 D' F
D2 U2 F U2 F2 D2 F
D' U2 F D2 U2 F' D
D' U2 F D2 U2 F' D'
D' U2 F D2 U2 F' D2
D' U2 F D2 B U2 F'
D' U2 F D2 B' U2 F'
D2 U2 F D U2 F' D
D2 U2 F D U2 F' D'
D2 U2 F D U2 F' D2
D' U2 F D2 B2 U2 F'
D2 U2 F D B U2 F'
D2 U2 F D B' U2 F'
D2 U2 F D B2 U2 F'
D' U2 F B U2 D F'
D' U2 F B U2 D' F'
D' U2 F B U2 D2 F'
D' U2 F B U2 F' D
D' U2 F B U2 F' D'
D' U2 F B U2 F' D2
D' U2 F B D U2 F'
D' U2 F B D' U2 F'
D' U2 F B D2 U2 F'
D2 U2 F D' U2 F' D
D2 U2 F D' U2 F' D'
D2 U2 F D' U2 F' D2
D2 U2 F D' B U2 F'
D2 U2 F D' B' U2 F'
D2 U2 F D' B2 U2 F'
D' U2 F B' U2 D F'
D' U2 F B' U2 D' F'
D' U2 F B' U2 D2 F'
D' U2 F B' U2 F' D
D' U2 F B' U2 F' D'
D' U2 F B' U2 F' D2
D' U2 F B' D U2 F'
D' U2 F B' D' U2 F'
D' U2 F B' D2 U2 F'
D U2 R2 F R2 B U2
D2 U2 F D2 U2 F' D
D2 U2 F D2 U2 F' D'
D2 U2 F D2 U2 F' D2
D2 U2 F D2 B U2 F'
D' U2 F B2 U2 D F'
D' U2 F B2 U2 D' F'
D2 U2 F D2 B' U2 F'
D' U2 F B2 U2 D2 F'
D' U2 F B2 U2 F' D
D' U2 F B2 U2 F' D'
D' U2 F B2 U2 F' D2
D2 U2 F D2 B2 U2 F'
D' U2 F B2 D U2 F'
D' U2 F B2 D' U2 F'
D' U2 F B2 D2 U2 F'
D2 U2 F B U2 D F'
D2 U2 F B U2 D' F'
D2 U2 F B U2 D2 F'
D2 U2 F B U2 F' D
D2 U2 F B U2 F' D'
D2 U2 F B U2 F' D2
D2 U2 F B D U2 F'
D2 U2 F B D' U2 F'
D2 U2 F B D2 U2 F'
F U2 L U2 L' U2 L
D2 U2 F B' U2 D F'
D2 U2 F B' U2 D' F'
D2 U2 F B' U2 D2 F'
D2 U2 F B' U2 F' D
D2 U2 F B' U2 F' D'
D2 U2 F B' U2 F' D2
D2 U2 F B' D U2 F'
D2 U2 F B' D' U2 F'
F' U2 L' F2 L U2 F2
D2 U2 F B' D2 U2 F'
D2 U2 F B2 U2 D F'
D2 U2 F B2 U2 D' F'
D2 U2 F B2 U2 D2 F'
D2 U2 F B2 U2 F' D
D2 U2 F B2 U2 F' D'
D2 U2 F B2 U2 F' D2
D2 U2 F B2 D U2 F'
D2 U2 F B2 D' U2 F'
D2 U2 F B2 D2 U2 F'
L D2 U2 L' B2 R' B
U2 D2 F R2 B R2 U2
L2 D2 F R2 U2 R2 B'
L2 D2 F R2 U2 B' R2
R2 D2 F L2 R U2 L2
U D2 R2 D2 L2 U' B'
R2 D2 F L2 R' U2 L2
R2 D2 F L2 R2 U2 L2
U2 D2 F U' L U' F'
U2 D2 F U' L' U' F'
U2 D2 F U' L2 U' F'
R2 D2 F L2 U2 L2 D
R2 D2 F L2 U2 L2 D'
R2 D2 F L2 U2 L2 D2
R2 D2 F L2 D2 R2 U2
R2 D2 F R L2 U2 L2
U2 D2 F U2 L' F' L
