D' L F2 L R
D' L F2 R L
D' L2 F2 D2 R2
D R2 B2 U2 B2
L' D' L2 F2 R
L D' F2 L2 R
L D' F2 R L2
D' F2 L2 D2 R2
D B2 R2 U2 B2
D F' L2 D2 F2 L2 R2
D F' L2 D2 F2 R2 L2
B D F' R2 B2 U2 B
B' D F2 B2 R2 U2 B'
B D F' B2 R2 F' U2
U' F' R2 U2 F B U'
U' F' R2 U2 B F U'
D' F' R2 L2 D2 R2 F'
B D F2 R2 B2 U2 B
D F' R B2 R U2 B2
B D F2 B2 R2 F' U2
D' F' R2 B U2 B' L2
B' D B' R2 B' U2 B'
B D B R2 U2 F' B2
B D B R2 U2 B2 F'
D F' R' B2 U2 L B2
B' D B2 R2 U2 D B'
B' D B2 R2 U2 D' B'
B' D B2 R2 U2 D2 B'
B' D B2 R2 U2 B' D
B' D B2 R2 U2 B' D'
B' D B2 R2 U2 B' D2
B' D B2 R2 D U2 B'
B' D B2 R2 D' U2 B'
B' D B2 R2 D2 U2 B'
B' D B2 R2 F U2 B'
B' D B2 R2 F' U2 B'
B' D B2 R2 F2 U2 B'
D F' R2 F B2 U2 B2
B' D B2 U2 D2 B' L2
B' D B2 U2 B' D2 L2
D F' R2 F' B2 U2 B2
D F' R2 F2 B2 U2 B2
F' D B2 U F' U B2
U F' R2 U2 B R2 U'
B' D B2 D2 U2 B' L2
B D B' R2 B' U2 B
B2 D B2 R2 U L2 U
B2 D B2 R2 U2 D' B2
B2 D B2 R2 D F2 U2
B2 D B2 R2 D' U2 B2
B' D B2 F R2 U2 B'
D F' R2 B2 U2 B2 D
D F' R2 B2 U2 B2 D'
D F' R2 B2 U2 B2 D2
D F' R2 B2 D2 F2 U2
B' D B2 F' R2 U2 B'
D F' R2 B2 F U2 B2
D F' R2 B2 F' U2 B2
D F' R2 B2 F2 U2 B2
B' D B2 F2 R2 U2 B'
F2 D B2 U2 B2 D L2
B' D' L F2 L B R
B D B2 R2 D F' U2
B D B2 R2 D' F' U2
B D B2 R2 D2 F' U2
B D B2 R2 F' U2 D
B D B2 R2 F' U2 D'
B D B2 R2 F' U2 D2
B D B2 R2 F' D U2
B D B2 R2 F' D' U2
B D B2 R2 F' D2 U2
B D B2 U2 D2 L2 B
B D B2 U2 D2 B L2
B D B2 U2 B D2 L2
D' F' U2 F' L2 D B'
D' F' U2 F' L2 D' B'
B D B2 D2 U2 L2 B
D' F' U2 F' L2 D2 B'
D' F' U2 F' L2 B' D
D' F' U2 F' L2 B' D'
D' F' U2 F' L2 B' D2
B D B2 D2 U2 B L2
D' F' U2 F' B L2 B'
D' F' U2 F' B' L2 B'
D' F' U2 F' B2 L2 B'
B D B2 F R2 F' U2
F D B2 U F U B2
B D B2 F' R2 F' U2
F2 D' L F2 R D' L2
F2 D' L F2 D' L2 R
F2 D' L F2 D' R L2
B D B2 F2 R2 F' U2
D' F' U2 B F' L2 B'
D' F' U2 B' F' L2 B'
D' F' U2 B2 F' L2 B'
D2 F' D L F2 L R
D2 F' D L F2 R L
D2 F' D L2 F2 D2 R2
L F' U' F' R2 U R'
D2 F' D F2 L2 D2 R2
D F' U2 R2 B2 U2 R2
B' D' L2 D2 B R2 F'
B' D' L2 F2 D2 B R2
B' D' L2 F2 B D2 R2
D F' U2 B2 R2 U2 R2
B' D' L2 B F2 D2 R2
D2 F' D' R2 B2 U2 B2
D2 F' D' B2 R2 U2 B2
D' F' D2 R2 B U2 B'
B D' L2 F2 D2 R2 B
B D' R U2 F2 B' L2
B D' R U2 B' L2 F2
B D' R U2 B' F2 L2
D F' D2 L F2 L R
D F' D2 L F2 R L
D F' D2 L2 F2 D2 R2
D' F' B U2 F' B' L2
D' F' B U2 B' L2 F'
D' F' B U2 B' F' L2
B' D' R2 U2 F2 L2 B'
D F' D2 F2 L2 D2 R2
B' D' R2 F' U2 L2 F'
B' D' R2 F' U2 F' L2
B D' R' U2 F2 B' L2
B D' R' U2 B' L2 F2
B D' R' U2 B' F2 L2
D' F' B' U2 L2 F' B
D' F' B' U2 L2 B F'
D' F' B' U2 F' L2 B
D' F' B' U2 F' B L2
D' F' B' U2 B L2 F'
D' F' B' U2 B F' L2
D F' B R2 U2 F' B'
D F' B R2 U2 B' F'
D' F' B2 U2 L2 F' B2
D' F' B2 U2 L2 B2 F'
D' F' B2 U2 F' L2 B2
D' F' B2 U2 F' B2 L2
D' F' B2 U2 B2 L2 F'
D' F' B2 U2 B2 F' L2
B D' R2 U2 F2 B' L2
B D' R2 U2 B' L2 F2
B D' R2 U2 B' F2 L2
D F' B' R2 F' B' U2
D F' B' R2 B' F' U2
D' F2 L U2 L' U2 L2
D' F2 L D L D2 R2
D' F2 L D' L D2 R2
D' F2 L D2 L D2 R2
B2 D' U' R2 U' L2 F2
B2 D' U' R2 U' F2 L2
D' F2 L F2 L R F2
B' D' U2 L F2 L B
D' F2 L F2 R L F2
D' F2 L F2 R F2 L
B' D' U2 L' B L' F2
B' D' U2 L2 F2 D B
B' D' U2 L2 F2 D' B
B' D' U2 L2 F2 D2 B
B' D' U2 L2 F2 B D
B' D' U2 L2 F2 B D'
B' D' U2 L2 F2 B D2
B' D' U2 L2 B F2 D
B' D' U2 L2 B F2 D'
B' D' U2 L2 B F2 D2
D F' B2 R' U2 B2 L
D F' B2 R2 U2 B2 D
D F' B2 R2 U2 B2 D'
D F' B2 R2 U2 B2 D2
D F' B2 R2 D2 F2 U2
D F' B2 R2 F U2 B2
D F' B2 R2 F' U2 B2
D F' B2 R2 F2 U2 B2
B' D' U2 F' L2 F' B
B' D' U2 F' L2 B F'
B' D' U2 F' B L2 F'
D F' B2 U2 B2 D2 L2
B' D' U2 F2 L' B L'
B' D' U2 F2 L2 D B
B' D' U2 F2 L2 D' B
B' D' U2 F2 L2 D2 B
B' D' U2 F2 L2 B D
B' D' U2 F2 L2 B D'
B' D' U2 F2 L2 B D2
B' D' U2 F2 B L2 D
B' D' U2 F2 B L2 D'
B' D' U2 F2 B L2 D2
B' D' U2 F2 B' L2 B2
B' D' U2 B L F2 L
B' D' U2 B L2 F2 D
B' D' U2 B L2 F2 D'
B' D' U2 B L2 F2 D2
D' F2 L' U2 L U2 L2
B2 D' U2 L2 F2 D B2
B' D' U2 B F' L2 F'
B' D' U2 B F2 L2 D
B' D' U2 B F2 L2 D'
B' D' U2 B F2 L2 D2
B' D' U2 B' L2 F2 B2
B' D' U2 B' L2 B2 F2
D' F2 L' D L' D2 R2
D F' B2 D2 F2 U2 L2
B' D' U2 B' F2 L2 B2
D' F2 L' D' L' D2 R2
D' F2 L' D2 L' D2 R2
B2 D' U2 F2 L2 D B2
D' F2 L' B2 L' R' B2
D' F2 L' B2 R' L' B2
D' F2 L' B2 R' B2 L'
D F2 L D2 F2 L2 R
D F2 L D2 F2 R L2
D' F2 L2 R U2 L2 U2
D' F2 L2 R D2 R2 D
D' F2 L2 R D2 R2 D'
D' F2 L2 R D2 R2 D2
U F2 L R2 U D B2
D' F2 L2 R' U2 L2 U2
U F2 L R2 U2 R2 U'
B' D' F U2 F L2 B
B' D' F U2 F B L2
U F2 L R2 D U B2
D' F2 L2 R' D2 R2 D
D' F2 L2 R' D2 R2 D'
D' F2 L2 R' D2 R2 D2
U F2 L R2 D2 L2 U
B' D' F U2 B F L2
D' F2 L2 R2 U2 L2 U2
D' F2 L2 R2 D2 R2 D
D' F2 L2 R2 D2 R2 D'
D' F2 L2 R2 D2 R2 D2
D' F2 L2 U D F2 U'
D' F2 L2 U' D' B2 U
D' F2 L2 U2 L2 U2 D
D' F2 L2 U2 L2 U2 D'
D' F2 L2 U2 L2 U2 D2
D' F2 L2 U2 L2 D U2
D' F2 L2 U2 L2 D' U2
D' F2 L2 U2 L2 D2 U2
D' F2 L2 D R D R2
D' F2 L2 D R' D R2
D' F2 L2 D R2 D R2
D' F2 L2 D U F2 U'
D' F2 L2 D' R D' R2
D' F2 L2 D' R' D' R2
D' F2 L2 D' R2 D' R2
D' F2 L2 D' U' B2 U
D' F2 L2 D2 R D R
D' F2 L2 D2 R D' R
D' F2 L2 D2 R D2 R
D' F2 L2 D2 R' D R'
D' F2 L2 D2 R' D' R'
D' F2 L2 D2 R' D2 R'
D' F2 L2 D2 F' R2 F
D' F2 L2 D2 F2 R2 F2
D' F2 L2 D2 B R2 B'
D' F2 L2 D2 B2 R2 B2
B D' U2 F' B' L2 F'
D' F2 L2 F D2 F' R2
B D' U2 F2 B L2 B2
B D' U2 F2 B' L2 D
B D' U2 F2 B' L2 D'
B D' U2 F2 B' L2 D2
D' F2 L2 F' D2 R2 F
D' F2 L2 F' D2 F R2
B D' U2 F2 B2 L2 B
B D' U2 B L2 F2 B2
B D' U2 B L2 B2 F2
B D' U2 B F2 L2 B2
B D' U2 B' L F2 L
B D' U2 B' L2 F2 D
B D' U2 B' L2 F2 D'
B D' U2 B' L2 F2 D2
B D' U2 B' F' L2 F'
D' F2 L2 B D2 R2 B'
D' F2 L2 B D2 B' R2
B D' U2 B' F2 L2 D
B D' U2 B' F2 L2 D'
B D' U2 B' F2 L2 D2
B D' U2 B2 L2 F2 B
B D' U2 B2 L2 B F2
D' F2 L2 B' D2 B R2
B D' U2 B2 F2 L2 B
D F2 L' D2 L2 F2 R
B' D' F' U2 L2 F' B
B' D' F' U2 L2 B F'
B' D' F' U2 F' L2 B
B' D' F' U2 F' B L2
B' D' F' U2 B L2 F'
U F2 L' R2 U D B2
B' D' F' U2 B F' L2
U F2 L' R2 U2 R2 U'
U F2 L' R2 D U B2
U' F2 R U2 F2 L' U'
U F2 L' R2 D2 L2 U
D' F2 R L2 U2 L2 U2
U' F2 R D R U R
D' F2 R L2 D2 R2 D
D' F2 R L2 D2 R2 D'
D' F2 R L2 D2 R2 D2
R2 F2 L' B2 U R' B2
U' F2 R D2 R B2 U
U' F2 R D2 B2 R U
B D' F U2 F B' L2
B D' F U2 B' F L2
B' D' F2 L2 D2 B R2
B' D' F2 L2 B D2 R2
R2 F2 L2 D' B2 U B2
D F2 L2 D2 L2 R2 F2
D F2 L2 D2 L2 F2 R2
D F2 L2 D2 R2 L2 F2
D F2 L2 D2 R2 F2 L2
D F2 L2 D2 F2 L2 R2
D F2 L2 D2 F2 R2 L2
B' D' F2 U2 B L2 F
U F2 L2 R2 U D B2
U F2 L2 R2 U2 R2 U'
U F2 L2 R2 D U B2
U F2 L2 R2 D2 L2 U
D' F2 R' L2 U2 L2 U2
U' F2 R' D R' U R'
D' F2 R' L2 D2 R2 D
D' F2 R' L2 D2 R2 D'
D' F2 R' L2 D2 R2 D2
U' F2 R' D2 R' B2 U
B' D' F2 B L2 D2 R2
B' D' B L F2 L R
B' D' B L F2 R L
B D' F' U2 F' B' L2
B D' F' U2 B' L2 F'
B D' F' U2 B' F' L2
B' D' B L2 F2 D2 R2
F2 D' F2 D' L2 D2 R2
U' F2 R2 U R D R2
U' F2 R2 U R' D R2
U' F2 R2 U R2 D R2
U' F2 R2 U D R2 D
U' F2 R2 U D R2 D'
U' F2 R2 U D R2 D2
U' F2 R2 U' D' L2 U2
U' F2 R2 U2 F2 U' D
U' F2 R2 U2 F2 U' D'
U' F2 R2 U2 F2 U' D2
U' F2 R2 U2 F2 D U'
U' F2 R2 U2 F2 D' U'
U' F2 R2 U2 F2 D2 U'
D' F2 R2 L2 U2 L2 U2
D' F2 R2 L2 D2 R2 D
D' F2 R2 L2 D2 R2 D'
D' F2 R2 L2 D2 R2 D2
U' F2 R2 D U R2 D
U' F2 R2 D U R2 D'
U' F2 R2 D U R2 D2
U' F2 R2 D B U R2
U' F2 R2 D B' U R2
U' F2 R2 D B2 U R2
U' F2 R2 D' U' L2 U2
U' F2 R2 D2 B2 U D
U' F2 R2 D2 B2 U D'
U' F2 R2 D2 B2 U D2
U' F2 R2 D2 B2 D U
U' F2 R2 D2 B2 D' U
U' F2 R2 D2 B2 D2 U
B' D' B F2 L2 D2 R2
D F2 R B2 R U2 B2
U' F2 R2 B U D R2
U' F2 R2 B U2 F2 U'
U' F2 R2 B D U R2
U' F2 R2 B D2 B2 U
U' F2 R2 B' U D R2
U' F2 R2 B' U2 F2 U'
U' F2 R2 B' D U R2
U' F2 R2 B' D2 B2 U
U' F2 R2 B2 U D R2
U' F2 R2 B2 U2 F2 U'
U' F2 R2 B2 D U R2
U' F2 R2 B2 D2 B2 U
B D' F2 B' L2 D2 R2
U2 F2 R2 U R2 D2 B2
B' D' B' U2 L2 F2 B2
B' D' B' U2 L2 B2 F2
B' D' B' U2 F2 L2 B2
B' D' B' U2 F2 B2 L2
B' D' B' U2 B2 L2 F2
B' D' B' U2 B2 F2 L2
U2 F2 R2 U' F2 U2 R2
L' F2 R2 B2 U R' B2
U' F2 U D R2 D2 F2
U' F2 U D' F2 D2 R2
L2 F2 R2 D' B2 U B2
D F2 R' B2 U2 L B2
B D' B U2 L2 F2 B2
B D' B U2 L2 B2 F2
B D' B U2 F2 L2 B2
B D' B U2 F2 B2 L2
B D' B U2 B2 L2 F2
B D' B U2 B2 F2 L2
B D' B' L F2 L R
B D' B' L F2 R L
U F2 R2 L U D B2
U F2 R2 L U2 R2 U'
U F2 R2 L D U B2
B' D' B2 U2 F2 B' L2
U F2 R2 L D2 L2 U
B' D' B2 U2 B' L2 F2
B' D' B2 U2 B' F2 L2
U F2 R2 L' U D B2
U F2 R2 L' U2 R2 U'
U F2 R2 L' D U B2
U F2 R2 L' D2 L2 U
B D' B' L2 F2 D2 R2
D F2 R2 F B2 U2 B2
U F2 R2 L2 U D B2
U F2 R2 L2 U2 R2 U'
U F2 R2 L2 D U B2
U F2 R2 L2 D2 L2 U
D F2 R2 F' B2 U2 B2
U' F2 U' D B2 U2 R2
U F2 R2 U D B2 D
U F2 R2 U D B2 D'
U F2 R2 U D B2 D2
U' F2 U' D' L2 U2 F2
U F2 R2 U B D B2
U F2 R2 U B' D B2
D F2 R2 F2 B2 U2 B2
U F2 R2 U B2 D B2
U F2 R2 U' D' F2 U2
U F2 R2 U2 R2 U' D
U F2 R2 U2 R2 U' D'
U F2 R2 U2 R2 U' D2
U F2 R2 U2 R2 D U'
U F2 R2 U2 R2 D' U'
U F2 R2 U2 R2 D2 U'
U F2 R2 D L U B2
U F2 R2 D L' U B2
U F2 R2 D L2 U B2
U F2 R2 D U B2 D
U F2 R2 D U B2 D'
U F2 R2 D U B2 D2
D F2 R2 B2 U2 B2 D
D F2 R2 B2 U2 B2 D'
D F2 R2 B2 U2 B2 D2
D F2 R2 B2 D2 F2 U2
D F2 R2 B2 F U2 B2
D F2 R2 B2 F' U2 B2
D F2 R2 B2 F2 U2 B2
U F2 R2 D' U' F2 U2
U F2 R2 D2 L2 U D
U F2 R2 D2 L2 U D'
U F2 R2 D2 L2 U D2
U F2 R2 D2 L2 D U
U F2 R2 D2 L2 D' U
U F2 R2 D2 L2 D2 U
B D' B' F2 L2 D2 R2
L F2 R2 B' U B R'
L F2 R2 B2 U B2 R'
D' F2 U2 R U2 L2 R'
D' F2 U2 R U2 R' L2
D' F2 U2 R' U2 L2 R
D' F2 U2 R' U2 R L2
D' F2 U2 R2 U2 L2 R2
D' F2 U2 R2 U2 R2 L2
B D' B2 U2 L2 F2 B
B D' B2 U2 L2 B F2
U' F2 U2 F2 U' D' F2
U' F2 U2 F2 U2 R2 U
U' F2 U2 F2 D' U' F2
B D' B2 U2 F2 L2 B
U' F2 U2 F2 D2 L2 U'
B D' B2 U2 F2 B L2
B D' B2 U2 B L2 F2
B D' B2 U2 B F2 L2
U F2 U D' F2 D2 B2
D' F2 U2 D2 R2 U2 R2
D2 F2 D L F2 L R
D2 F2 D L F2 L R
D2 F2 D L F2 R L
U' F2 D U R2 D2 F2
D2 F2 D L2 F2 D2 R2
U' F2 D U' B2 U2 R2
U F2 U' D B2 U2 B2
U' F2 D B U R2 F'
D2 F2 D F2 L2 D2 R2
D F2 U2 R2 B2 U2 R2
U' F2 D' U F2 D2 R2
U' F2 D' U' L2 U2 F2
D2 F2 D' R2 B2 U2 B2
D F2 U2 B2 R2 U2 R2
D2 F2 D' B2 R2 U2 B2
D' F2 D2 L2 D2 L2 R2
D' F2 D2 L2 D2 R2 L2
U F2 D U' B2 U2 B2
U2 F2 D' F2 D' L2 B2
U2 F2 D' F2 D' B2 L2
D' F2 D2 U2 R2 U2 R2
L2 F2 D' F2 D' L2 R2
L2 F2 D' F2 D' R2 L2
U' F2 D2 B2 U D F2
U' F2 D2 B2 U2 L2 U'
U' F2 D2 B2 D U F2
U' F2 D2 B2 D2 R2 U
L2 F2 D' B2 U F2 B2
L2 F2 D' B2 U B2 F2
U' F2 B R2 U D R2
U' F2 B R2 U2 F2 U'
U' F2 B R2 D U R2
U' F2 B R2 D2 B2 U
L F2 D' R F2 D' L2
U F2 D' U F2 D2 B2
D F2 D2 L F2 L R
D F2 D2 L F2 R L
D F2 D2 L2 F2 D2 R2
U' F2 B' R2 U D R2
U' F2 B' R2 U2 F2 U'
U' F2 B' R2 D U R2
U' F2 B' R2 D2 B2 U
D' F2 B' L2 D2 B R2
D' F2 B' L2 B D2 R2
D F2 D2 F2 L2 D2 R2
D' F2 B' U2 B L2 F
U' F2 B2 R2 U D R2
U' F2 B2 R2 U2 F2 U'
U' F2 B2 R2 D U R2
U' F2 B2 R2 D2 B2 U
D' F2 B2 L' B2 L' R'
D' F2 B2 L' B2 R' L'
D F2 B R2 U2 F' B'
D F2 B R2 U2 B' F'
D' F2 B2 L2 B2 D2 R2
L' F2 B2 R2 U R B2
L' F2 B2 R2 U B2 R
L F2 B R2 U R' B'
B' D2 U' L2 B2 U' B'
D F2 B' R2 F' B' U2
D F2 B' R2 B' F' U2
R2 F2 B2 L' U B2 R'
R2 F2 B2 U B2 D' R2
D F2 B2 R' U2 B2 L
D F2 B2 R2 U2 B2 D
D F2 B2 R2 U2 B2 D'
D F2 B2 R2 U2 B2 D2
D F2 B2 R2 D2 F2 U2
D F2 B2 R2 F U2 B2
D F2 B2 R2 F' U2 B2
D F2 B2 R2 F2 U2 B2
D F2 B2 U2 B2 D2 L2
D F2 B2 D2 F2 U2 L2
L F2 B2 R2 U R' B2
B D2 U' B2 L2 U' B
D' B L2 F2 D2 R2 B
D' B R U2 F2 B' L2
D' B R U2 B' L2 F2
D' B R U2 B' F2 L2
D' B R' U2 F2 B' L2
D' B R' U2 B' L2 F2
D' B R' U2 B' F2 L2
B2 D2 F2 U' L2 B2 U'
B2 D2 F2 U' B2 L2 U'
B2 D2 F2 U2 D L2 F2
B2 D2 F2 U2 D F2 L2
B2 D2 F2 D U2 L2 F2
B2 D2 F2 D U2 F2 L2
B2 D2 F2 D' R2 B2 U2
B2 D2 F2 D' B2 R2 U2
D' B R2 U2 F2 B' L2
D' B R2 U2 B' L2 F2
D' B R2 U2 B' F2 L2
U' B R2 F2 U D R2
U' B R2 F2 U2 F2 U'
U' B R2 F2 D U R2
U' B R2 F2 D2 B2 U
D B R2 U2 D F' B'
D B R2 U2 D B' F'
D B R2 U2 D' F' B'
D B R2 U2 D' B' F'
D B R2 U2 D2 F' B'
D B R2 U2 D2 B' F'
D B R2 U2 F' D B'
D B R2 U2 F' D' B'
D B R2 U2 F' D2 B'
D B R2 U2 F' B' D
D B R2 U2 F' B' D'
D B R2 U2 F' B' D2
D B R2 U2 B' D F'
D B R2 U2 B' D' F'
D B R2 U2 B' D2 F'
D B R2 U2 B' F' D
D B R2 U2 B' F' D'
D B R2 U2 B' F' D2
D B R2 D U2 F' B'
D B R2 D U2 B' F'
D B R2 D' U2 F' B'
D B R2 D' U2 B' F'
D B R2 D2 U2 F' B'
D B R2 D2 U2 B' F'
D B R2 F U2 F2 B'
D B R2 F U2 B' F2
D B R2 F2 U2 F B'
D B R2 F2 U2 B' F
D B R2 B U2 F' B2
D B R2 B U2 B2 F'
D B R2 B2 U2 F' B
D B R2 B2 U2 B F'
D2 B U' B L2 U' B2
L B R2 F2 U R B'
L B R2 F2 U B' R
R2 B U F2 U F2 B'
R2 B U F2 U B' F2
D' B U2 F' B' L2 F'
D' B U2 F2 B L2 B2
D' B U2 F2 B' L2 D
D' B U2 F2 B' L2 D'
D' B U2 F2 B' L2 D2
D' B U2 F2 B2 L2 B
R B U R F2 U B'
D' B U2 B L2 F2 B2
D' B U2 B L2 B2 F2
D2 B U2 B' D L2 F2
D2 B U2 B' D F2 L2
D' B U2 B F2 L2 B2
D' B U2 B' L F2 L
D' B U2 B' L2 F2 D
D' B U2 B' L2 F2 D'
D' B U2 B' L2 F2 D2
D' B U2 B' F' L2 F'
D' B U2 B' F2 L2 D
D' B U2 B' F2 L2 D'
D' B U2 B' F2 L2 D2
D' B U2 B2 L2 F2 B
D' B U2 B2 L2 B F2
D' B U2 B2 F2 L2 B
U2 B D R2 B2 U2 R2
D B U2 B' D2 L2 F2
D B U2 B' D2 F2 L2
U B U2 R2 F2 B' U
U B U2 R2 B' F2 U
U2 B D B2 R2 U2 R2
U B U2 F2 R2 B' U
U B U2 F2 B' R2 U
U B U2 B' R2 F2 U
U2 B D' L2 F2 D2 B2
U B U2 B' F2 R2 U
D' B D2 R2 B2 U2 B
U2 B D' F' L2 F' B'
U2 B D' F' L2 B' F'
U2 B D' F2 L2 D2 B2
D' B D2 B2 R2 F' U2
U' B F R2 F B U
U' B F R2 B F U
D' B F U2 F B' L2
D' B F U2 B' F L2
L B D' F2 R B' L2
L B D' F2 B' L2 R
L B D' F2 B' R L2
L B D' B' F2 L2 R
L B D' B' F2 R L2
D B D2 B U2 L2 B2
D B D2 B U2 B2 L2
U B D2 L2 F B2 U'
U B D2 L2 B2 F U'
D' B F' U2 F' B' L2
D' B F' U2 B' L2 F'
D' B F' U2 B' F' L2
U' B F2 R2 U D R2
U' B F2 R2 U2 F2 U'
U' B F2 R2 D U R2
U' B F2 R2 D2 B2 U
D B F R2 U2 F' B'
D B F R2 U2 B' F'
B2 F U R2 F U B2
F' B U F' R2 U B'
B2 F U F R2 U B2
D B F' R2 U2 F' B'
D B F' R2 U2 B' F'
D' B' L F2 L B R
B F U R2 F U B'
B F U F R2 U B'
D B F2 R2 U2 F' B'
D B F2 R2 U2 B' F'
F B U R2 F U B'
F B U F R2 U B'
L B F2 R2 U R' B'
R2 B' L F2 U B R
D' B' L2 D2 B R2 F'
D' B' L2 F2 D2 B R2
D' B' L2 F2 B D2 R2
D' B' L2 B F2 D2 R2
D B' R B' R F' U2
U' B' R2 F2 U D R2
U' B' R2 F2 U2 F2 U'
U' B' R2 F2 D U R2
D' B' R2 U2 F2 L2 B'
U' B' R2 F2 D2 B2 U
D' B' R2 F' U2 L2 F'
D' B' R2 F' U2 F' L2
D B' R2 D F' B' U2
D B' R2 D B' F' U2
D B' R2 D' F' B' U2
D B' R2 D' B' F' U2
D B' R2 D2 F' B' U2
D B' R2 D2 B' F' U2
D B' R2 F' D B' U2
D B' R2 F' D' B' U2
D B' R2 F' D2 B' U2
D B' R2 F' B' U2 D
D B' R2 F' B' U2 D'
D B' R2 F' B' U2 D2
D B' R2 F' B' D U2
D B' R2 F' B' D' U2
D B' R2 F' B' D2 U2
D B' R2 B' D F' U2
D B' R2 B' D' F' U2
D B' R2 B' D2 F' U2
D B' R2 B' F' U2 D
D B' R2 B' F' U2 D'
D B' R2 B' F' U2 D2
D B' R2 B' F' D U2
D B' R2 B' F' D' U2
D B' R2 B' F' D2 U2
D2 B' U' B' L2 U' B2
D' B' U2 L F2 L B
R2 B' U F2 U F2 B
R2 B' U F2 U B F2
D' B' U2 L' B L' F2
D' B' U2 L2 F2 D B
D' B' U2 L2 F2 D' B
D' B' U2 L2 F2 D2 B
D' B' U2 L2 F2 B D
D' B' U2 L2 F2 B D'
D' B' U2 L2 F2 B D2
D' B' U2 L2 B F2 D
D' B' U2 L2 B F2 D'
D' B' U2 L2 B F2 D2
D' B' U2 F' L2 F' B
D' B' U2 F' L2 B F'
D2 B' U2 B D L2 F2
D2 B' U2 B D F2 L2
D' B' U2 F' B L2 F'
D' B' U2 F2 L' B L'
D' B' U2 F2 L2 D B
D' B' U2 F2 L2 D' B
D' B' U2 F2 L2 D2 B
D' B' U2 F2 L2 B D
D' B' U2 F2 L2 B D'
D' B' U2 F2 L2 B D2
D' B' U2 F2 B L2 D
D' B' U2 F2 B L2 D'
D' B' U2 F2 B L2 D2
D' B' U2 F2 B' L2 B2
D' B' U2 B L F2 L
D' B' U2 B L2 F2 D
D' B' U2 B L2 F2 D'
D' B' U2 B L2 F2 D2
D' B' U2 B F' L2 F'
D' B' U2 B F2 L2 D
D' B' U2 B F2 L2 D'
D' B' U2 B F2 L2 D2
D' B' U2 B' L2 F2 B2
D' B' U2 B' L2 B2 F2
D' B' U2 B' F2 L2 B2
D B' U2 D2 L2 F B
D B' U2 D2 L2 B F
U2 B' D R2 B2 U2 R2
D B' U2 B D2 L2 F2
D B' U2 B D2 F2 L2
U2 B' D B2 R2 U2 R2
L' B' D' B L2 F2 R
U B' U2 F2 B R2 U
U2 B' D' L2 F2 D2 B2
U B' U2 B R2 F2 U
U B' U2 B F2 R2 U
D' B' D2 R2 F' B2 U2
D' B' D2 R2 B2 F' U2
U2 B' D' F' L2 F' B'
U2 B' D' F' L2 B' F'
U2 B' D' F2 L2 D2 B2
U' B' F R2 F B U
U' B' F R2 B F U
D' B' D2 B2 R2 U2 B'
B2 F' U F' R2 U B2
D' B' F U2 F L2 B
D' B' F U2 F B L2
D' B' F U2 B F L2
L B' D' F2 L2 B R
L B' D' F2 B L2 R
L B' D' F2 B R L2
L B' D' B F2 L2 R
L B' D' B F2 R L2
D B' D2 U2 L2 F B
D B' D2 U2 L2 B F
B F' U F' R2 U B'
D B' D2 B' U2 L2 B2
D B' D2 B' U2 B2 L2
D' B' F' U2 L2 F' B
D' B' F' U2 L2 B F'
D' B' F' U2 F' L2 B
D' B' F' U2 F' B L2
D' B' F' U2 B L2 F'
D' B' F' U2 B F' L2
U' B' F2 R2 U D R2
U' B' F2 R2 U2 F2 U'
U' B' F2 R2 D U R2
U' B' F2 R2 D2 B2 U
D' B' F2 L2 D2 B R2
D' B' F2 L2 B D2 R2
D B' F R2 F' B' U2
D B' F R2 B' F' U2
U B' D2 B2 L2 F U'
D' B' F2 U2 B L2 F
D B' F' R2 F' B' U2
D B' F' R2 B' F' U2
D' B2 L F2 L R B2
D' B2 L F2 L B2 R
D' B2 L F2 R L B2
D B' F2 R2 F' B' U2
D B' F2 R2 B' F' U2
D' B2 L' B2 L' R' F2
D' B2 L' B2 L' F2 R'
D' B2 L' B2 R' L' F2
D2 B2 L2 U L2 U2 B2
R2 B2 L F2 U R B2
R2 B2 L F2 U B2 R
D2 B2 L2 U' B2 D2 R2
D B2 L' R2 U2 B2 R'
D' B2 L2 F2 B2 D2 R2
D' B2 L2 B2 F2 D2 R2
R2 B2 L' F2 U B2 R'
D' B2 R U2 L2 F2 B2
D' B2 R U2 L2 B2 F2
D' B2 R U2 F2 L2 B2
D' B2 R U2 F2 B2 L2
D' B2 R U2 B2 L2 F2
D' B2 R U2 B2 F2 L2
B2 F2 L' R2 U B2 R'
F2 B2 L' R2 U B2 R'
D' B2 R' U2 L2 F2 B2
D' B2 R' U2 L2 B2 F2
D' B2 R' U2 F2 L2 B2
D' B2 R' U2 F2 B2 L2
D' B2 R' U2 B2 L2 F2
D' B2 R' U2 B2 F2 L2
D B2 R D2 R F2 U2
D B2 R D2 F2 U2 L'
U' B2 R2 F2 U D R2
D B2 R F2 U2 L' B2
D B2 R F2 U2 B2 L'
U' B2 R2 F2 U2 F2 U'
U' B2 R2 F2 D U R2
U' B2 R2 F2 D2 B2 U
D' B2 R2 U2 L2 F2 B2
D' B2 R2 U2 L2 B2 F2
D' B2 R2 U2 F2 L2 B2
D' B2 R2 U2 F2 B2 L2
D' B2 R2 U2 B2 L2 F2
