U2 F' U' F
U2 L F' U' F
U2 L' F' U' F
U2 L2 F' U' F
B' R2 B U F'
U2 D F' U' F
U2 D' F' U' F
D U2 F' U' F
D' U2 F' U' F
U2 D2 F' U' F
D2 U2 F' U' F
U2 F' U' D F
U2 F' U' D' F
U2 F' U' D2 F
U2 F' U' F D
U2 F' U' F D'
U2 F' U' F D2
U2 F' D U' F
U2 F' D' U' F
U2 F' D2 U' F
B2 D' R2 B U
R2 B U' B' U2
R2 B D U' B' U2 D2
R2 B D U' B' D U2
R2 B D U' B' D' U2
R2 B D U' B' D2 U2
R2 B D U2 L2 U' F
U' B D2 U' F' U' F
R2 B D' R U' B' U2
U2 B D' F' B' U' F
R2 B D' R' U' B' U2
R2 B D' R2 U' B' U2
R2 B D' U L2 F L2
U2 B D' B' F' U' F
R2 B D' U' B' U2 D
R2 B D' U' B' U2 D'
R2 B D' U' B' U2 D2
R2 B D' U' B' D U2
R2 B D' U' B' D' U2
R2 B D' U' B' D2 U2
R2 B D' U2 L2 U' F
R B D U' B' U2 R'
R2 B D2 R U' B' U2
U2 B D2 F' B' U' F
R2 B D2 R' U' B' U2
R2 B D2 R2 U' B' U2
R2 B D2 U L2 F L2
U2 B D2 B' F' U' F
R2 B D2 U' B' U2 D
R2 B D2 U' B' U2 D'
R2 B D2 U' B' U2 D2
R2 B D2 U' B' D U2
R2 B D2 U' B' D' U2
R2 B D2 U' B' D2 U2
R2 B D2 U2 L2 U' F
R B D' U' B' U2 R'
R B D2 U' B' U2 R'
U2 B F' D B' U' F
U' B' L U' L' F' U'
U2 B F' D' B' U' F
U2 B F' D2 B' U' F
U' B' L' U' L F' U'
U' B' L' U' F' L U'
R2 B F2 U D' L2 F
R2 B F2 D' U L2 F
U2 B' L F' B U' F
U2 B' L B F' U' F
U' B' L2 U' L2 F' U'
U' B' L2 U' F' L2 U'
B' F D F' U R2 F'
U2 B' L' F' B U' F
U2 B' L' B F' U' F
L2 B' L2 R2 B U F'
D2 B' R U F R F'
D' B' R U F R F'
L B' L' R2 B U F'
U2 B' L2 F' B U' F
U2 B' L2 B F' U' F
R2 B' L2 B2 L2 U F
R' B' R' B R' U F'
D B' R U F R F'
R' B' R2 U F R F2
B2 F D2 F' B2 U F'
R2 B' R B2 R U F'
D2 B' R2 D B U F'
D2 B' R2 D' B U F'
B2 F D2 B2 F' U F'
D2 B' R2 D2 B U F'
D' B' R2 D B U F'
D' B' R2 D' B U F'
D' B' R2 D2 B U F'
D2 B' R2 B U D F'
D2 B' R2 B U D' F'
D2 B' R2 B U D2 F'
D2 B' R2 B U F' D
D2 B' R2 B U F' D'
D2 B' R2 B U F' D2
D2 B' R2 B D U F'
D2 B' R2 B D' U F'
D2 B' R2 B D2 U F'
D' B' R2 B U D F'
D' B' R2 B U D' F'
D' B' R2 B U D2 F'
D' B' R2 B U F' D
D' B' R2 B U F' D'
D' B' R2 B U F' D2
D' B' R2 B D U F'
D' B' R2 B D' U F'
D' B' R2 B D2 U F'
L' B' R2 B L U F'
L2 B' R2 L2 B U F'
R B' R D B R' U
R2 B' R' B2 R' U F'
R' B' U D' R2 F' R
R B' R B R U F'
D2 B' U F D R2 F'
R2 B' R2 U D' F' R2
R2 B' R2 U F' D' R2
L2 B' R2 B L2 U F'
U' B' U' L F' U' F
D' B' U F D R2 F'
U' B' U' L' F' U' F
U' B' U' L2 F' U' F
R2 B' R2 D' U F' R2
D B' R2 D B U F'
D B' R2 D' B U F'
U' B' U' D F' U' F
D B' R2 D2 B U F'
U' B' U' D' F' U' F
U' B' U' D2 F' U' F
L B' R2 L' B U F'
R2 B' R2 B2 U D F'
R2 B' R2 B2 U D' F'
R2 B' R2 B2 U D2 F'
R2 B' R2 B2 U F' D
R2 B' R2 B2 U F' D'
R2 B' R2 B2 U F' D2
U' B' U' F' U' D F
U' B' U' F' U' D' F
U' B' U' F' U' D2 F
U' B' U' F' U' F D
U' B' U' F' U' F D'
U' B' U' F' U' F D2
R2 B' R2 B2 D U F'
U' B' U' F' D U' F
R2 B' R2 B2 D' U F'
U' B' U' F' D' U' F
R2 B' R2 B2 D2 U F'
U' B' U' F' D2 U' F
D B' R2 B U D F'
D B' R2 B U D' F'
D B' R2 B U D2 F'
D B' R2 B U F' D
D B' R2 B U F' D'
D B' R2 B U F' D2
D B' R2 B D U F'
R' B' U' D B U2 R'
D B' R2 B D' U F'
D B' R2 B D2 U F'
R2 B' U R2 D' F' R2
D2 B' U' B U' F' U'
R2 B' U R2 F' D' R2
R2 B' U D' R2 D F'
R2 B' U D' R2 D' F'
R2 B' U D' R2 D2 F'
R2 B' U D' R2 F' D
R2 B' U D' R2 F' D'
R2 B' U D' R2 F' D2
R2 B' U D' F R2 F'
R2 B' U D' F' R2 F'
R2 B' U D' F2 R2 F'
D' B' U' B U' F' U'
R B' R2 U D' F' R
L B' R2 B L' U F'
R2 B' U F D' R2 F'
R2 B' U F' D' R2 F'
R2 B' U F2 D' R2 F'
D B' U F D R2 F'
R B' R2 D' U F' R
D2 B' U2 F' U B U2
D' B' U2 F' U B U2
R2 B' U' D L2 B U2
R2 B' U' D B L2 U2
R2 B' U' D' B U2 R2
U B' U F' U' F B
U B' U F' U' B F
R B' U R F R F'
R B' U R2 F R F2
U' B' D U' F' U' F
R2 B' U' B U B U
D2 B' D R2 B U F'
R B' U F R2 F' R'
D B' U' B U' F' U'
R' B' D U' B U2 R'
D' B' D R2 B U F'
R B' U F2 R2 F' R
R B' U' L B L U2
R B' U' L' B L U2
R B' U' L2 B L U2
U' B' D' U' F' U' F
R B' U' D B L U2
D B' U2 F' U B U2
R B' U' D' B L U2
R' B' D' R2 U F' R
R B' U' D2 B L U2
D2 B' D' R2 B U F'
R' B' D' U R2 F' R
D' B' D' R2 B U F'
R B' U' B L U2 D
R B' U' B L U2 D'
R B' U' B L U2 D2
R B' U' B L D U2
R B' U' B L D' U2
R B' U' B L D2 U2
R B' U' B D L U2
U2 B' D F' B U' F
R B' U' B D' L U2
R B' U' B D2 L U2
U2 B' D B F' U' F
R2 B' D U' L2 B U2
R2 B' D U' B L2 U2
D B' D R2 B U F'
U' B' D2 U' F' U' F
D2 B' D2 R2 B U F'
D' B' D2 R2 B U F'
U2 B' D' F' B U' F
R2 B' D' R U R F'
U2 B' D' B F' U' F
R2 B' D' U R2 D F'
R2 B' D' U R2 D' F'
R2 B' D' U R2 D2 F'
R2 B' D' U R2 F' D
R2 B' D' U R2 F' D'
R2 B' D' U R2 F' D2
R2 B' D' U F R2 F'
R2 B' D' U F' R2 F'
R2 B' D' U F2 R2 F'
R2 B' D' U' B U2 R2
D B' D' R2 B U F'
R B' D U' B L U2
U2 B' D2 F' B U' F
U2 B' D2 B F' U' F
D B' D2 R2 B U F'
R B' D' U' B L U2
R B' D2 U' B L U2
U' B2 L U' L' F' U'
U2 B' F' D B U' F
U2 B' F' D' B U' F
U2 B' F' D2 B U' F
U' B2 L' U' L F' U'
U' B2 L' U' F' L U'
U2 B2 L F' B2 U' F
B2 F' D' F R2 B U
U' B2 L2 U' L2 F' U'
U2 B2 L B2 F' U' F
U' B2 L2 U' F' L2 U'
F B' D F' U R2 F'
U2 B2 L' F' B2 U' F
U2 B2 L' B2 F' U' F
L2 B2 L2 D' R2 B U
R' B2 R D' R2 B U
U2 B2 L2 F' B2 U' F
L B2 L' D' R2 B U
U2 B2 L2 B2 F' U' F
R' B2 R' D' B R2 U
R' B2 R' D2 B U F2
R' B2 R' B R2 U F'
R' B2 R' B U' B U2
R2 B2 R D' R2 B' U
R2 B2 R D' B' R2 U
R2 B2 R D2 B' U F2
R2 B2 R B' U' B' U2
D2 B2 R2 D' B R2 U
D2 B2 R2 D2 B U F2
D' B2 R2 D' B R2 U
D' B2 R2 D2 B U F2
D2 B2 R2 B R2 U F'
D2 B2 R2 B U' B U2
R2 B2 R' D' R2 B' U
D' B2 R2 B R2 U F'
D' B2 R2 B U' B U2
R2 B2 R' D' B' R2 U
R2 B2 R' D2 B' U F2
R B2 R D' B R2 U
R2 B2 R' B' U' B' U2
R B2 R D2 B U F2
R B2 R B R2 U F'
U' B2 U' L F' U' F
R B2 R B U' B U2
U' B2 U' L' F' U' F
U' B2 U' L2 F' U' F
R2 B2 R2 D' R2 B' U
R2 B2 R2 D' B' R2 U
R2 B2 R2 D2 B' U F2
U' B2 U' D F' U' F
U' B2 U' D' F' U' F
D B2 R2 D' B R2 U
U' B2 U' D2 F' U' F
D B2 R2 D2 B U F2
U' B2 U' F' U' D F
U' B2 U' F' U' D' F
U' B2 U' F' U' D2 F
U' B2 U' F' U' F D
U' B2 U' F' U' F D'
U' B2 U' F' U' F D2
R B2 R' D' R2 B U
U' B2 U' F' D U' F
U' B2 U' F' D' U' F
U' B2 U' F' D2 U' F
R2 B2 R2 B' U' B' U2
D B2 R2 B R2 U F'
D B2 R2 B U' B U2
D2 B2 U' B2 U' F' U'
D' B2 U' B2 U' F' U'
D2 B2 U2 D L2 F' U'
D2 B2 U2 D F' L2 U'
D2 B2 U2 D2 F' U' F'
D' B2 U2 D L2 F' U'
D' B2 U2 D F' L2 U'
D2 B2 U2 F' U B2 U2
D2 B2 U2 F' U' D2 F2
D2 B2 U2 F' D L2 U'
D2 B2 U2 F' D2 U' F2
D' B2 U2 D2 F' U' F'
D' B2 U2 F' U B2 U2
D' B2 U2 F' U' D2 F2
D' B2 U2 F' D L2 U'
D' B2 U2 F' D2 U' F2
U B2 U F' U' F B2
U B2 U F' U' B2 F
U' B2 D U' F' U' F
R B2 U D2 F R F
R2 B2 U' B2 U B U
D2 B2 D U2 L2 F' U'
R B2 U F R D2 F2
D2 B2 D U2 F' L2 U'
R B2 U F D2 R F2
R B2 U F' D2 F2 R
D B2 U' B2 U' F' U'
D' B2 D U2 L2 F' U'
D' B2 D U2 F' L2 U'
R2 B2 U2 D L2 F U'
D B2 U2 D L2 F' U'
D B2 U2 D F' L2 U'
U' B2 D' U' F' U' F
D B2 U2 D2 F' U' F'
D2 B2 D' R2 D B U
D2 B2 D' R2 D' B U
D2 B2 D' R2 D2 B U
D2 B2 D' R2 B U D
D2 B2 D' R2 B U D'
D2 B2 D' R2 B U D2
D2 B2 D' R2 B D U
D2 B2 D' R2 B D' U
D2 B2 D' R2 B D2 U
D B2 U2 F' U B2 U2
D B2 U2 F' U' D2 F2
D B2 U2 F' D L2 U'
D B2 U2 F' D2 U' F2
D' B2 D' R2 D B U
D' B2 D' R2 D' B U
D' B2 D' R2 D2 B U
D' B2 D' R2 B U D
D' B2 D' R2 B U D'
D' B2 D' R2 B U D2
D' B2 D' R2 B D U
D' B2 D' R2 B D' U
D' B2 D' R2 B D2 U
U2 B2 D F' U' F L2
R B2 U' B L B U2
D2 B2 D' B R2 B U
D2 B2 D' B' R2 B U
D2 B2 D' B2 R2 B U
D' B2 D' B R2 B U
D' B2 D' B' R2 B U
R2 B2 D U2 L2 F U'
D' B2 D' B2 R2 B U
U' B2 D2 U' F' U' F
D B2 D U2 L2 F' U'
D B2 D U2 F' L2 U'
L2 B2 D' R2 B U B
D2 B2 D2 R2 B U F2
R2 B2 D B' U D F2
R2 B2 D B' U2 L2 U'
R2 B2 D B' D U F2
R2 B2 D B' D2 R2 U
D2 B2 D2 U2 F' U' F'
D' B2 D2 R2 B U F2
D' B2 D2 U2 F' U' F'
R2 B2 D' R B' R U
R2 B2 D' R2 D B' U
R2 B2 D' R2 D' B' U
R2 B2 D' R2 D2 B' U
R2 B2 D' R2 B' U D
R2 B2 D' R2 B' U D'
R2 B2 D' R2 B' U D2
R2 B2 D' R2 B' D U
R2 B2 D' R2 B' D' U
R2 B2 D' R2 B' D2 U
D B2 D' R2 D B U
D B2 D' R2 D' B U
D B2 D' R2 D2 B U
D B2 D' R2 B U D
D B2 D' R2 B U D'
D B2 D' R2 B U D2
D B2 D' R2 B D U
D B2 D' R2 B D' U
D B2 D' R2 B D2 U
R2 B2 D' B R2 B2 U
R2 B2 D' B' R2 U D
R2 B2 D' B' R2 U D'
R2 B2 D' B' R2 U D2
R2 B2 D' B' R2 D U
R2 B2 D' B' R2 D' U
R2 B2 D' B' R2 D2 U
R2 B2 D' B' U D' F2
R2 B2 D' B' D' U F2
L B2 D' L' R2 B U
D B2 D' B R2 B U
D B2 D' B' R2 B U
D B2 D' B2 R2 B U
L B2 D' R2 L' B U
L B2 D' R2 B L' U
R2 B2 D2 R B' U F2
R2 B2 D2 R' B' U F2
R2 B2 D2 R2 B' U F2
D B2 D2 R2 B U F2
R B2 D' R B R U
D B2 D2 U2 F' U' F'
R2 B2 D2 B' R U F2
R2 B2 D2 B' R' U F2
R2 B2 D2 B' R2 U F2
R2 B2 D2 B' U F2 D
R2 B2 D2 B' U F2 D'
R2 B2 D2 B' U F2 D2
R2 B2 D2 B' D R2 U
F' B2 D' F R2 B U
R B2 D2 R B U F2
U2 B2 F' U' D F L2
U2 B2 F' U' F D L2
R B2 D2 U F R F
U2 B2 F' D U' F L2
F B2 D2 F' B2 U F'
F B2 D2 B2 F' U F'
