U2 L' F B'
U2 L' B' F
U2 L' D F B'
U2 L' D B' F
U2 L' D' F B'
U2 L' D' B' F
U2 L' D2 F B'
U2 L' D2 B' F
U2 L' F D B'
U2 L' F D' B'
U2 L' F D2 B'
U2 L' F B' D
U2 L' F B' D'
U2 L' F B' D2
U2 L' B' D F
U2 L' B' D' F
U2 L' B' D2 F
U2 L' B' F D
U2 L' B' F D'
U2 L' B' F D2
R U2 L' F B
R U2 L' B F
R U2 B L' F
B' U2 L' F B'
B' U2 L' B' F
B2 U2 L' F B'
B U2 L' F B'
B2 U2 L' B' F
B U2 L' B' F
U2 B L' F B'
U2 B L' B' F
U2 B' L' F B'
U2 B' L' B' F
U2 B2 L' F B'
U2 B2 L' B' F
B U2 B L' B' D F
B U2 B L' B' D' F
B U2 B L' B' D2 F
B U2 B L' B' F D
B U2 B L' B' F D'
B U2 B L' B' F D2
F2 U2 B F2 L' F B'
F2 U2 B F2 L' B' F
B2 U2 B' L' D F B'
B2 U2 B' L' D B' F
B2 U2 B' L' D' F B'
B2 U2 B' L' D' B' F
B2 U2 B' L' D2 F B'
B2 U2 B' L' D2 B' F
B2 U2 B' L' F D B'
B2 U2 B' L' F D' B'
B2 U2 B' L' F D2 B'
B2 U2 B' L' F B' D
B2 U2 B' L' F B' D'
B2 U2 B' L' F B' D2
B2 U2 B' L' B' D F
B2 U2 B' L' B' D' F
B2 U2 B' L' B' D2 F
B2 U2 B' L' B' F D
B2 U2 B' L' B' F D'
B2 U2 B' L' B' F D2
L' F R2 B R' B R'
L' F R2 B2 R' D B
L' F R2 B2 R' D' B
L' F R2 B2 R' D2 B
L' F R2 B2 R' B D
L' F R2 B2 R' B D'
L' F R2 B2 R' B D2
F U2 B L' F B' L2
F U2 B L' B' F L2
F' U2 B' F L' F B'
F' U2 B' F L' B' F
B' U2 B2 L' D F B'
B' U2 B2 L' D B' F
B' U2 B2 L' D' F B'
B' U2 B2 L' D' B' F
B' U2 B2 L' D2 F B'
B' U2 B2 L' D2 B' F
B' U2 B2 L' F D B'
B' U2 B2 L' F D' B'
B' U2 B2 L' F D2 B'
B' U2 B2 L' F B' D
B' U2 B2 L' F B' D'
B' U2 B2 L' F B' D2
B' U2 B2 L' B' D F
B' U2 B2 L' B' D' F
B' U2 B2 L' B' D2 F
B' U2 B2 L' B' F D
B' U2 B2 L' B' F D'
B' U2 B2 L' B' F D2
F' U2 B2 L' F B' L'
F' U2 B2 L' B' F L'
B U2 B' L' D F B'
B U2 B' L' D B' F
B U2 B' L' D' F B'
B U2 B' L' D' B' F
B U2 B' L' D2 F B'
B U2 B' L' D2 B' F
B U2 B' L' F D B'
B U2 B' L' F D' B'
B U2 B' L' F D2 B'
B U2 B' L' F B' D
B U2 B' L' F B' D'
B U2 B' L' F B' D2
B U2 B' L' B' D F
B U2 B' L' B' D' F
B U2 B' L' B' D2 F
B U2 B' L' B' F D
B U2 B' L' B' F D'
B U2 B' L' B' F D2
F2 U2 B' F2 L' F B'
F2 U2 B' F2 L' B' F
B2 U2 B2 L' D F B'
B2 U2 B2 L' D B' F
B2 U2 B2 L' D' F B'
B2 U2 B2 L' D' B' F
B2 U2 B2 L' D2 F B'
B2 U2 B2 L' D2 B' F
B2 U2 B2 L' F D B'
B2 U2 B2 L' F D' B'
B2 U2 B2 L' F D2 B'
B2 U2 B2 L' F B' D
B2 U2 B2 L' F B' D'
B2 U2 B2 L' F B' D2
B2 U2 B2 L' B' D F
B2 U2 B2 L' B' D' F
B2 U2 B2 L' B' D2 F
B2 U2 B2 L' B' F D
B2 U2 B2 L' B' F D'
B2 U2 B2 L' B' F D2
F' U2 B2 F L' F B'
F' U2 B2 F L' B' F
R F R2 F' U2 L' F
B U2 B2 L' D F B'
B U2 B2 L' D B' F
B U2 B2 L' D' F B'
B U2 B2 L' D' B' F
B U2 B2 L' D2 F B'
B U2 B2 L' D2 B' F
B U2 B2 L' F D B'
B U2 B2 L' F D' B'
B U2 B2 L' F D2 B'
B U2 B2 L' F B' D
B U2 B2 L' F B' D'
B U2 B2 L' F B' D2
B U2 B2 L' B' D F
B U2 B2 L' B' D' F
B U2 B2 L' B' D2 F
B U2 B2 L' B' F D
B U2 B2 L' B' F D'
B U2 B2 L' B' F D2
F2 U2 B2 F2 L' F B'
F2 U2 B2 F2 L' B' F
L' F U2 L D F U2
L' F U2 L D' F U2
L' F U2 L D2 F U2
L' F U2 L F U2 D
L' F U2 L F U2 D'
L' F U2 L F U2 D2
L' F U2 L F D U2
L' F U2 L F D' U2
L' F U2 L F D2 U2
F U2 B2 L' F B' L
F U2 B2 L' B' F L
L' F U2 D L F U2
L' F U2 D' L F U2
L' F U2 D2 L F U2
L' F U2 F L F U2
L' F U2 F' L F U2
L' F U2 F2 L F U2
L' F D R B2 R' B'
L' F D R2 B2 R' B
L' F D U2 L F U2
L' F D B R B R'
L' F D B2 R B R2
R F U2 L' F B L
R F U2 L' B F L
R F U2 L2 B L F
L' F D' R B2 R' B'
L' F D' R2 B2 R' B
L' F D' U2 L F U2
R F U2 B L' F L2
L' F D' B R B R'
L' F D' B2 R B R2
L' F D2 R B2 R' B'
L' F D2 R2 B2 R' B
L' F D2 U2 L F U2
L' F D2 B R B R'
L' F D2 B2 R B R2
L' F B R B R' D
L' F B R B R' D'
L' F B R B R' D2
L' F B R B D R'
L' F B R B D' R'
L' F B R B D2 R'
L' F B R2 B R' B
L' F B' R B' R' B2
L' F B' R2 B' R' B
L' F B2 R B R2 D
L' F B2 R B R2 D'
L' F B2 R B R2 D2
L' F B2 R B' R2 B2
L' F B2 R B2 R2 B'
L' F B2 R' U2 F' U2
L' F B2 D R B R2
L' F B2 D' R B R2
L' F B2 D2 R B R2
L' F' L U2 L' F2 B'
L' F' L U2 L' B' F2
U2 F' L' D2 F B' L
U2 F' L' D2 B' F L
U2 F' L' F D B' L'
U2 F' L' F D' B' L'
U2 F' L' F D2 B' L'
U2 F' L' F B L' B2
U2 F' L' F B' L' D
U2 F' L' F B' L' D'
U2 F' L' F B' L' D2
U2 F' L' F B' D L'
U2 F' L' F B' D' L'
U2 F' L' F B' D2 L'
U2 F' L' F B2 L' B
U2 F' L' B F L' B2
U2 F' L' B' F L' D
U2 F' L' B' F L' D'
U2 F' L' B' F L' D2
U2 F' L' B' F D L'
U2 F' L' B' F D' L'
U2 F' L' B' F D2 L'
U2 F' L' B2 F L' B
U F' L' R U F L'
U F' L' R' U F L'
L' F' L2 F2 L2 R B
L' F' L2 F2 R L2 B
L' F' L2 F2 R B L2
U F' L' R2 U F L'
U F' L' U F L' D
U F' L' U F L' D'
U F' L' U F L' D2
U F' L' U F D L'
U F' L' U F D' L'
U F' L' U F D2 L'
L2 F' L2 U2 L' F B'
L2 F' L2 U2 L' B' F
R' F' R U2 L' F L'
R' F' R U2 F L' F
U F' L' F' U F2 L'
L' F' R F2 B2 R' B'
L' F' R B2 R' F2 B'
L' F' R B2 R' B' F2
L' F' R B2 F2 R' B'
R' F' R' U2 L' F L'
R' F' R' U2 F L' F
L F' L2 F' R F2 B
L F' L2 F' R B F2
D2 F' R' F' B R U2
D2 F' R' B F' R U2
U F' R L' U F L'
R' F' R2 U2 L' F L'
R' F' R2 U2 F L' F
U F' R' L' U F L'
L' F' R2 F2 B2 R' B
L' F' R2 B2 R' F2 B
L' F' R2 B2 R' B F2
L' F' R2 B2 F2 R' B
R' F' U F U L' F
U F' R2 L' U F L'
R' F' U' L' U' F L'
R' F' U2 L' F L' D
R' F' U2 L' F L' D'
R' F' U2 L' F L' D2
R' F' U2 L' F D L'
R' F' U2 L' F D' L'
R' F' U2 L' F D2 L'
L' F' U2 L F U2 F
R' F' U2 F L' D F
R' F' U2 F L' D' F
R' F' U2 F L' D2 F
R' F' U2 F L' F D
R' F' U2 F L' F D'
R' F' U2 F L' F D2
R F' U2 L' F L' B
R F' U2 L' F B L'
R F' U2 L' B F L'
R F' U2 F L' F B
R F' U2 F L' B F
R F' U2 F B L' F
R F' U2 B L' F L'
R F' U2 B F L' F
R' F' D2 R' B R' U2
R' F' D2 B R' B U2
L' F' B R F2 B R'
L' F' B R B R' F2
L' F' B R B F2 R'
R' F' B U2 L' F L'
R' F' B U2 F L' F
U2 F' B L' F B' L'
U2 F' B L' B' F L'
R' F' B' U2 L' F L'
R' F' B' U2 F L' F
U2 F' B' L' F B' L'
U2 F' B' L' B' F L'
L' F' B2 R F2 B R2
L' F' B2 R B R2 F2
L' F' B2 R B F2 R2
R' F' B2 U2 L' F L'
R' F' B2 U2 F L' F
U2 F' B2 L' F B' L'
U2 F' B2 L' B' F L'
L' F2 L U2 L' F' B'
L' F2 L U2 L' B' F'
U2 F2 L' F D2 B' L
U2 F2 L' F2 B' L' F'
U2 F2 L' B' F2 L' F'
L F2 L' R B L' F
L2 F2 L2 U2 L' F B'
L2 F2 L2 U2 L' B' F
D2 F2 R U2 D F' B
D2 F2 R U2 D B F'
D2 F2 R U2 D' F' B
D2 F2 R U2 D' B F'
D2 F2 R U2 D2 F' B
D2 F2 R U2 D2 B F'
D2 F2 R U2 F' D B
D2 F2 R U2 F' D' B
D2 F2 R U2 F' D2 B
D2 F2 R U2 F' B D
D2 F2 R U2 F' B D'
D2 F2 R U2 F' B D2
D2 F2 R U2 B D F'
D2 F2 R U2 B D' F'
D2 F2 R U2 B D2 F'
D2 F2 R U2 B F' D
D2 F2 R U2 B F' D'
D2 F2 R U2 B F' D2
D2 F2 R D U2 F' B
D2 F2 R D U2 B F'
D2 F2 R D' U2 F' B
D2 F2 R D' U2 B F'
D2 F2 R D2 U2 F' B
D2 F2 R D2 U2 B F'
D2 F2 R F U2 F2 B
D2 F2 R F U2 B F2
D2 F2 R F2 U2 F B
D2 F2 R F2 U2 B F
D2 F2 R B' U2 F' B2
D2 F2 R B' U2 B2 F'
D2 F2 R B2 U2 F' B'
D2 F2 R B2 U2 B' F'
L F2 L2 R D F B
L F2 L2 R D B F
L F2 L2 R D' F B
L F2 L2 R D' B F
L F2 L2 R D2 F B
L F2 L2 R D2 B F
L F2 L2 R F D B
L F2 L2 R F D' B
L F2 L2 R F D2 B
L F2 L2 R F B D
L F2 L2 R F B D'
L F2 L2 R F B D2
L F2 L2 R B D F
L F2 L2 R B D' F
L F2 L2 R B D2 F
L F2 L2 R B F D
L F2 L2 R B F D'
L F2 L2 R B F D2
L' F2 R B2 R' F' B'
L' F2 R B2 R' B' F'
L F2 L2 R2 F R' B
L F2 L2 D R F B
L F2 L2 D R B F
L F2 L2 D' R F B
L F2 L2 D' R B F
L F2 L2 D2 R F B
L F2 L2 D2 R B F
D2 F2 R' F' R2 U2 F'
D2 F2 R' F' B R2 U2
D2 F2 R' B R2 U2 B
D2 F2 R' B F' R2 U2
L F2 L2 B R F B
L F2 L2 B R B F
L F2 L2 B' R F B
L F2 L2 B' R B F
L F2 L2 B2 R F B
L F2 L2 B2 R B F
L F2 R L' B L' F
L F2 R L2 D F B
L F2 R L2 D B F
L F2 R L2 D' F B
L F2 R L2 D' B F
L F2 R L2 D2 F B
L F2 R L2 D2 B F
L F2 R L2 F D B
L F2 R L2 F D' B
L F2 R L2 F D2 B
L F2 R L2 F B D
L F2 R L2 F B D'
L F2 R L2 F B D2
L F2 R L2 B D F
L F2 R L2 B D' F
L F2 R L2 B D2 F
L F2 R L2 B F D
L F2 R L2 B F D'
L F2 R L2 B F D2
L F2 R F L2 F B
L F2 R F L2 B F
L F2 R F' L2 F B
L F2 R F' L2 B F
L F2 R F2 L2 F B
L F2 R F2 L2 B F
L F2 R B L2 D2 F2
L F2 R2 L2 F R' B
L' F2 U2 L F U2 F2
D' F2 D' R U2 F' B
D' F2 D' R U2 B F'
B' D2 R U2 L' F' B
B' D2 R U2 L' B F'
B' D2 R U2 B L' F'
R F2 U2 F2 L' F B
R F2 U2 F2 L' B F
R' F2 D2 R F U2 F2
R F2 U2 F2 B L' F
B2 D2 R U2 L' F' B
B2 D2 R U2 L' B F'
R F2 U2 B F2 L' F
B2 D2 R U2 B L' F'
F2 D2 R U2 D F' B
F2 D2 R U2 D B F'
F2 D2 R U2 D' F' B
F2 D2 R U2 D' B F'
F2 D2 R U2 D2 F' B
F2 D2 R U2 D2 B F'
F2 D2 R U2 F' D B
F2 D2 R U2 F' D' B
F2 D2 R U2 F' D2 B
F2 D2 R U2 F' B D
F2 D2 R U2 F' B D'
F2 D2 R U2 F' B D2
F2 D2 R U2 B D F'
F2 D2 R U2 B D' F'
F2 D2 R U2 B D2 F'
F2 D2 R U2 B F' D
F2 D2 R U2 B F' D'
F2 D2 R U2 B F' D2
F2 D2 R D U2 F' B
F2 D2 R D U2 B F'
F2 D2 R D' U2 F' B
F2 D2 R D' U2 B F'
F2 D2 R D2 U2 F' B
F2 D2 R D2 U2 B F'
F2 D2 R F U2 F2 B
F2 D2 R F U2 B F2
F2 D2 R F2 U2 F B
F2 D2 R F2 U2 B F
F2 D2 R B' U2 F' B2
F2 D2 R B' U2 B2 F'
F2 D2 R B2 U2 F' B'
F2 D2 R B2 U2 B' F'
D2 F2 B R U2 F' B
D2 F2 B R U2 B F'
B D2 R U2 L' F' B
B D2 R U2 L' B F'
B D2 R U2 B L' F'
L' F2 B R B R' F'
F' D2 R' F' B R' U2
F' D2 R' B F' R' U2
F D2 R U2 F' B L
F D2 R U2 B L F'
F D2 R U2 B F' L
F2 D2 R' F' R2 U2 F'
F2 D2 R' F' B R2 U2
F2 D2 R' B R2 U2 B
F2 D2 R' B F' R2 U2
L' F2 B D2 F' R B
D2 F2 B' R U2 F' B
D2 F2 B' R U2 B F'
D2 F2 B2 R U2 F' B
D2 F2 B2 R U2 B F'
F D2 R' F' B U2 L'
F D2 R' B F' U2 L'
L F2 B' R B L2 F
R' B L' F D2 B2 R'
U2 B L' R F R' B'
U2 B L' R' B' R F
U2 B L' R2 F R2 B'
U2 B L' R2 F B' R2
U2 B L' R2 B' R2 F
U2 B L' R2 B' F R2
U2 B L' D F D B'
U2 B L' D F D' B'
U2 B L' D F D2 B'
U2 B L' D F B' D
U2 B L' D F B' D'
U2 B L' D F B' D2
U2 B L' D B' D F
U2 B L' D B' D' F
U2 B L' D B' D2 F
U2 B L' D B' F D
U2 B L' D B' F D'
U2 B L' D B' F D2
U2 B L' D' F D B'
U2 B L' D' F D' B'
U2 B L' D' F D2 B'
U2 B L' D' F B' D
U2 B L' D' F B' D'
U2 B L' D' F B' D2
U2 B L' D' B' D F
U2 B L' D' B' D' F
U2 B L' D' B' D2 F
U2 B L' D' B' F D
U2 B L' D' B' F D'
U2 B L' D' B' F D2
U2 B L' D2 F D B'
U2 B L' D2 F D' B'
U2 B L' D2 F D2 B'
U2 B L' D2 F B' D
U2 B L' D2 F B' D'
U2 B L' D2 F B' D2
U2 B L' D2 B' D F
U2 B L' D2 B' D' F
U2 B L' D2 B' D2 F
U2 B L' D2 B' F D
U2 B L' D2 B' F D'
U2 B L' D2 B' F D2
U2 B L' F R' B' R
U2 B L' F R2 B' R2
U2 B L' F D B' D
U2 B L' F D B' D'
U2 B L' F D B' D2
U2 B L' F D' B' D
U2 B L' F D' B' D'
U2 B L' F D' B' D2
U2 B L' F D2 B' D
U2 B L' F D2 B' D'
U2 B L' F D2 B' D2
U2 B L' F B2 D B
U2 B L' F B2 D' B
U2 B L' F B2 D2 B
U2 B L' F2 D F' B'
U2 B L' F2 D B' F'
U2 B L' F2 D' F' B'
U2 B L' F2 D' B' F'
U2 B L' F2 D2 F' B'
U2 B L' F2 D2 B' F'
U2 B L' F2 B' D F'
U2 B L' F2 B' D' F'
U2 B L' F2 B' D2 F'
U2 B L' B' R F R'
U2 B L' B' R2 F R2
U2 B L' B' D F D
U2 B L' B' D F D'
U2 B L' B' D F D2
U2 B L' B' D' F D
U2 B L' B' D' F D'
U2 B L' B' D' F D2
U2 B L' B' D2 F D
U2 B L' B' D2 F D'
U2 B L' B' D2 F D2
U2 B L' B' F2 D F'
U2 B L' B' F2 D' F'
U2 B L' B' F2 D2 F'
U2 B L' B2 D F B
U2 B L' B2 D B F
U2 B L' B2 D' F B
U2 B L' B2 D' B F
U2 B L' B2 D2 F B
U2 B L' B2 D2 B F
U2 B L' B2 F D B
U2 B L' B2 F D' B
U2 B L' B2 F D2 B
R2 B L' F B2 R' B
R B L F L2 F R
R2 B L' B2 R' F B
R2 B L' B2 R' B F
R' B R U2 L' F B'
R' B R U2 L' B' F
R B L F2 L2 R F
R B L F2 R L2 F
R2 B L' B2 F R' B
D2 B R U2 L' F' B
D2 B R U2 L' B F'
D2 B R U2 B L' F'
U2 B L2 F L F B'
U2 B L2 F L B' F
U2 B L2 F' L F B'
U2 B L2 F' L B' F
U2 B L2 F2 L F B'
U2 B L2 F2 L B' F
B' D2 F2 R U2 F' B
B' D2 F2 R U2 B F'
F D2 F R U2 F' B
F D2 F R U2 B F'
L' B R F B R' D
L' B R F B R' D'
L' B R F B R' D2
L' B R F B D R'
L' B R F B D' R'
L' B R F B D2 R'
L' B R F' B R' F2
U2 B R L' F R' B'
L' B R B R F R2
L' B R B R' D F
L' B R B R' D' F
L' B R B R' D2 F
L' B R B R' F D
L' B R B R' F D'
L' B R B R' F D2
L' B R B D R' F
L' B R B D F R'
L' B R B D' R' F
L' B R B D' F R'
L' B R B D2 R' F
L' B R B D2 F R'
L' B R B F R' D
L' B R B F R' D'
L' B R B F R' D2
L' B R B F D R'
L' B R B F D' R'
L' B R B F D2 R'
L' B R B F' R' F2
L B L' B2 U2 L' B'
R B L' F U2 L U2
B2 D2 F2 R U2 F' B
B2 D2 F2 R U2 B F'
R B L' F B2 R' B2
R B L' B2 R' F B2
R B L' B2 R' B2 F
R B L' B2 F R' B2
U2 B R' L' B' R F
F' D2 B R' F' B U2
R B L2 D2 L R2 F
R B L2 D2 L F R2
F' D2 B R' B F' U2
R B L2 D2 R2 L F
B D2 F2 R U2 F' B
B D2 F2 R U2 B F'
R' B R2 U2 L' F B
R' B R2 U2 L' B F
R' B R2 U2 B L' F
F2 D2 B R U2 F' B
F2 D2 B R U2 B F'
R2 B R' U2 L' F B
R2 B R' U2 L' B F
R2 B R' U2 B L' F
L' B R2 F R' B R'
L' B R2 F B R' B
U2 B R2 L' F R2 B'
U2 B R2 L' F B' R2
U2 B R2 L' B' R2 F
U2 B R2 L' B' F R2
L' B R2 B R' F B
L' B R2 B R' B F
L' B R2 B F R' B
F2 D2 B' R U2 F' B
F2 D2 B' R U2 B F'
D' B U R' U L' B'
R2 B R2 U2 L' F B'
R2 B R2 U2 L' B' F
U' B U' L' D' F B2
U' B U' L' D' B2 F
U' B U' L' F D' B2
F2 D2 B2 R U2 F' B
F2 D2 B2 R U2 B F'
U' B U2 L U L2 F
R' B U2 L' F D2 B2
D2 B U2 D2 L' F B'
D2 B U2 D2 L' B' F
D B U2 D' L' F B'
D B U2 D' L' B' F
D2 B D2 U2 L' F B'
D2 B D2 U2 L' B' F
L' B D2 F' R F2 B
L' B D2 F' R B F2
D B D' U2 L' F B'
D B D' U2 L' B' F
B' F R' F' U2 L' F
L' B F R B R' D
L' B F R B R' D'
L' B F R B R' D2
L' B F R B D R'
L' B F R B D' R'
L' B F R B D2 R'
L' B F R2 B R' B
B2 F R' F' U2 L' F
L' B F' R F2 B R'
L' B F' R B R' F2
L' B F' R B F2 R'
R' B F' U2 L' F L'
R' B F' U2 F L' F
B F R' F' U2 L' F
U2 B F' L' F B' L'
U2 B F' L' B' F L'
D2 B F2 R U2 F' B
D2 B F2 R U2 B F'
L' B F2 R B R' F'
F B R' F' U2 L' F
U' B' L R' U' L2 F
L' B F2 D2 F' R B
F' B U2 L' F B' L'
F' B U2 L' B' F L'
R' B' L' F D2 B2 R'
F' B U2 F L' F B'
F' B U2 F L' B' F
U2 B' L' R F R' B'
U2 B' L' R' B' R F
U2 B' L' R2 F R2 B'
U2 B' L' R2 F B' R2
U2 B' L' R2 B' R2 F
U2 B' L' R2 B' F R2
U2 B' L' D F D B'
U2 B' L' D F D' B'
U2 B' L' D F D2 B'
U2 B' L' D F B' D
U2 B' L' D F B' D'
U2 B' L' D F B' D2
U2 B' L' D B' D F
U2 B' L' D B' D' F
U2 B' L' D B' D2 F
U2 B' L' D B' F D
U2 B' L' D B' F D'
U2 B' L' D B' F D2
F2 B U2 F2 L' F B'
F2 B U2 F2 L' B' F
U2 B' L' D' F D B'
U2 B' L' D' F D' B'
U2 B' L' D' F D2 B'
U2 B' L' D' F B' D
U2 B' L' D' F B' D'
U2 B' L' D' F B' D2
U2 B' L' D' B' D F
U2 B' L' D' B' D' F
U2 B' L' D' B' D2 F
U2 B' L' D' B' F D
U2 B' L' D' B' F D'
U2 B' L' D' B' F D2
U2 B' L' D2 F D B'
U2 B' L' D2 F D' B'
U2 B' L' D2 F D2 B'
U2 B' L' D2 F B' D
U2 B' L' D2 F B' D'
U2 B' L' D2 F B' D2
U2 B' L' D2 B' D F
U2 B' L' D2 B' D' F
U2 B' L' D2 B' D2 F
U2 B' L' D2 B' F D
U2 B' L' D2 B' F D'
U2 B' L' D2 B' F D2
U2 B' L' F R' B' R
U2 B' L' F R2 B' R2
U2 B' L' F D B' D
U2 B' L' F D B' D'
U2 B' L' F D B' D2
U2 B' L' F D' B' D
U2 B' L' F D' B' D'
U2 B' L' F D' B' D2
U2 B' L' F D2 B' D
U2 B' L' F D2 B' D'
U2 B' L' F D2 B' D2
U2 B' L' F B2 D B
U2 B' L' F B2 D' B
U2 B' L' F B2 D2 B
U2 B' L' F2 D F' B'
U2 B' L' F2 D B' F'
U2 B' L' F2 D' F' B'
U2 B' L' F2 D' B' F'
U2 B' L' F2 D2 F' B'
U2 B' L' F2 D2 B' F'
U2 B' L' F2 B' D F'
U2 B' L' F2 B' D' F'
U2 B' L' F2 B' D2 F'
U2 B' L' B' R F R'
U2 B' L' B' R2 F R2
U2 B' L' B' D F D
U2 B' L' B' D F D'
U2 B' L' B' D F D2
U2 B' L' B' D' F D
U2 B' L' B' D' F D'
U2 B' L' B' D' F D2
U2 B' L' B' D2 F D
U2 B' L' B' D2 F D'
U2 B' L' B' D2 F D2
U2 B' L' B' F2 D F'
U2 B' L' B' F2 D' F'
U2 B' L' B' F2 D2 F'
U2 B' L' B2 D F B
U2 B' L' B2 D B F
U2 B' L' B2 D' F B
U2 B' L' B2 D' B F
U2 B' L' B2 D2 F B
U2 B' L' B2 D2 B F
U2 B' L' B2 F D B
U2 B' L' B2 F D' B
U2 B' L' B2 F D2 B
R2 B' L' F B2 R' B
L B' L' R U2 L' B
L B' L' R U2 B L'
D2 B' R U2 L' F' B
D2 B' R U2 L' B F'
R' B' R U2 L' F B'
R' B' R U2 L' B' F
R2 B' L' B2 R' F B
R2 B' L' B2 R' B F
D2 B' R U2 B L' F'
R2 B' L' B2 F R' B
U2 B' L2 F L F B'
U2 B' L2 F L B' F
L B' L' U2 L' D B'
L B' L' U2 L' D' B'
L B' L' U2 L' D2 B'
L B' L' U2 L' B' D
L B' L' U2 L' B' D'
L B' L' U2 L' B' D2
U2 B' L2 F' L F B'
U2 B' L2 F' L B' F
L B' L' U2 D L' B'
L B' L' U2 D' L' B'
L B' L' U2 D2 L' B'
L B' L' U2 B L' B'
L B' L' U2 B' L' B'
L B' L' U2 B2 L' B'
U2 B' L2 F2 L F B'
U2 B' L2 F2 L B' F
L B' L' D U2 L' B'
L B' L' D' U2 L' B'
U' B' R' L U' L2 F
L B' L' D2 U2 L' B'
R B' L' R F B2 R'
R B' L' R B2 R' F
R B' L' R B2 F R'
R B' L' R' F B2 R'
R B' L' R' B2 R' F
R B' L' R' B2 F R'
L' B' R F B' R' B2
R B' L' R2 F B2 R'
R B' L' R2 B2 R' F
R B' L' R2 B2 F R'
U' B' R' U' L' D F
U' B' R' U' L' D' F
U' B' R' U' L' D2 F
U' B' R' U' L' F D
U' B' R' U' L' F D'
U' B' R' U' L' F D2
L B' L' F2 R U2 B
U2 B' R L' F R' B'
L' B' R B' R' F B2
L' B' R B' R' B2 F
L' B' R B' F R' B2
R B' L' F R B2 R'
R B' L' F R' B2 R'
R B' L' F R2 B2 R'
R B' L' F B2 R' D
R B' L' F B2 R' D'
R B' L' F B2 R' D2
R B' L' F B2 D R'
R B' L' F B2 D' R'
R B' L' F B2 D2 R'
R B' L' F' B2 R' F2
U' B' R' B U' L' F
U' B' R' B' U' L' F
U' B' R' B2 U' L' F
R B' L' B2 R F R2
R B' L' B2 R' D F
R B' L' B2 R' D' F
R B' L' B2 R' D2 F
R B' L' B2 R' F D
R B' L' B2 R' F D'
R B' L' B2 R' F D2
R B' L' B2 D R' F
R B' L' B2 D F R'
R B' L' B2 D' R' F
R B' L' B2 D' F R'
R B' L' B2 D2 R' F
R B' L' B2 D2 F R'
R B' L' B2 F R' D
R B' L' B2 F R' D'
R B' L' B2 F R' D2
R B' L' B2 F D R'
R B' L' B2 F D' R'
R B' L' B2 F D2 R'
R B' L' B2 F' R' F2
F2 B D2 R U2 F' B
F2 B D2 R U2 B F'
U2 B' R' L' B' R F
R' B' R2 U2 L' F B
R' B' R2 U2 L' B F
L B' R L' U2 L' B
L B' R L' U2 B L'
R' B' R2 U2 B L' F
R2 B' R' U2 L' F B
R2 B' R' U2 L' B F
R2 B' R' U2 B L' F
R B' R L' F B2 R'
R B' R L' B2 R' F
R B' R L' B2 F R'
L' B' R2 F B' R' B
U2 B' R2 L' F R2 B'
U2 B' R2 L' F B' R2
U2 B' R2 L' B' R2 F
U2 B' R2 L' B' F R2
R B' R U2 L' F B2
R B' R U2 L' B2 F
L' B' R2 B' R' F B
L' B' R2 B' R' B F
R B' R U2 B2 L' F
L' B' R2 B' F R' B
R2 B' R2 U2 L' F B'
R2 B' R2 U2 L' B' F
R B' R' L' F B2 R'
R B' R' L' B2 R' F
R B' R' L' B2 F R'
R B' R' U2 L' F B2
R B' R' U2 L' B2 F
R B' R' U2 B2 L' F
R B' R2 L' F B2 R'
R B' R2 L' B2 R' F
R B' R2 L' B2 F R'
R' B' U2 L' F D2 B2
R B' R2 U2 L' F B2
R B' R2 U2 L' B2 F
R B' R2 U2 B2 L' F
D' B' U2 L' D F2 B'
D' B' U2 L' D B' F2
D' B' U2 L' B' D F2
D2 B' U2 D2 L' F B'
D2 B' U2 D2 L' B' F
D B' U2 D' L' F B'
D B' U2 D' L' B' F
R B' U2 L' F B2 D
R B' U2 L' F B2 D'
R B' U2 L' F B2 D2
R B' U2 L' B2 D F
R B' U2 L' B2 D' F
R B' U2 L' B2 D2 F
R B' U2 L' B2 F D
R B' U2 L' B2 F D'
R B' U2 L' B2 F D2
D2 B' D2 U2 L' F B'
D2 B' D2 U2 L' B' F
R B' U2 B L' F B
R B' U2 B L' B F
R B' U2 B2 L' D F
R B' U2 B2 L' D' F
R B' U2 B2 L' D2 F
R B' U2 B2 L' F D
R B' U2 B2 L' F D'
R B' U2 B2 L' F D2
F B' R' F' U2 L' F
D B' D' U2 L' F B'
D B' D' U2 L' B' F
L' B' F R B' R' B2
L' B' F R2 B' R' B
B' F' U2 L' F B' L'
B' F' U2 L' B' F L'
R' B' F' U2 L' F L'
R' B' F' U2 F L' F
F' B' U2 L' F B' L'
F' B' U2 L' B' F L'
B' F' U2 F L' F B'
B' F' U2 F L' B' F
B2 F' U2 L' F B' L'
B2 F' U2 L' B' F L'
D2 B' F2 R U2 F' B
D2 B' F2 R U2 B F'
U2 B' F' L' F B' L'
U2 B' F' L' B' F L'
F' B' U2 F L' F B'
F' B' U2 F L' B' F
B2 F' U2 F L' F B'
B2 F' U2 F L' B' F
F2 B' U2 F2 L' F B'
F2 B' U2 F2 L' B' F
R B' D2 F2 R U2 F'
B F' U2 L' F B' L'
B F' U2 L' B' F L'
B F' U2 F L' F B'
B F' U2 F L' B' F
R' B2 L' F D2 B2 R'
L B' F2 R B L2 F
