B' L' D2 F2
B' D2 L' F2
B' L' U2 B2 U2
B' L' D2 F2 D
B' L' D2 F2 D'
B' L' D2 F2 D2
B' L' F D2 F2
B' L' F' D2 F2
B' L' F2 D2 F2
B L' B2 D2 F2
B' L2 D2 L F2
B' L2 D2 F2 L
B2 L2 F L B
B U2 L' B2 R'
B' U2 B2 U2 L'
B' D' L' D' F2
B' D2 L F2 L2
B' D2 L' F2 D
B' D2 L' F2 D'
B' D2 L' F2 D2
B' D2 L2 F2 L
U2 B U2 L' B2
U2 B U2 B2 L'
D' B' L' D2 F2
D B' L' D2 F2
R2 B' L' F' R2
D2 B' L' D2 F2
D' B' D2 L' F2
D B' D2 L' F2
D2 B' D2 L' F2
F2 B' D2 F2 L'
B' F2 D2 F2 L'
B' U2 B2 R2 D U2 L'
B' U2 B2 R2 D' U2 L'
B' U2 B2 R2 D2 U2 L'
F U2 B D2 F2 U2 L
D F R2 F' R2 B' L'
R2 F R2 B' F' L' F'
D F R2 F' B' L' R2
D F R2 F' B' R2 L'
F U2 B F U2 L B2
B' U2 B2 U' B U' L'
B' U2 B2 U' B' U' L'
B' U2 B2 U' B2 U' L'
B' U2 B2 U2 L2 D L
B' U2 B2 U2 L2 D' L
B' U2 B2 U2 L2 D2 L
B' U2 B2 U2 D L' D
B' U2 B2 U2 D L' D'
B' U2 B2 U2 D L' D2
B' U2 B2 U2 D' L' D
B' U2 B2 U2 D' L' D'
B' U2 B2 U2 D' L' D2
B' U2 B2 U2 D2 L' D
B' U2 B2 U2 D2 L' D'
B' U2 B2 U2 D2 L' D2
F U2 B F' U2 L B2
B' U2 B2 U2 B' L' B
B' U2 B2 U2 B2 L' B2
B' U2 B2 D R U2 L'
B' U2 B2 D R' U2 L'
B' U2 B2 D R2 U2 L'
F U2 B F2 U2 L B2
B' U2 B2 D U2 L' D
B' U2 B2 D U2 L' D'
B' U2 B2 D U2 L' D2
B' U2 B2 D' R U2 L'
B' U2 B2 D' R' U2 L'
B' U2 B2 D' R2 U2 L'
B' U2 B2 D' U2 L' D
B' U2 B2 D' U2 L' D'
B' U2 B2 D' U2 L' D2
D F R2 B' F' L' R2
D F R2 B' F' R2 L'
B' U2 B2 D2 R U2 L'
B' U2 B2 D2 R' U2 L'
B' U2 B2 D2 R2 U2 L'
B' U2 B2 D2 U2 L' D
B' U2 B2 D2 U2 L' D'
B' U2 B2 D2 U2 L' D2
B' U2 B2 F2 R F2 U2
F U2 B' R' B2 U2 B2
B' D L U L U' L
B U2 B2 L' U2 L U2
B U2 B2 L' B2 R' B2
B U2 B2 L2 D2 L R2
B U2 B2 L2 D2 R2 L
B2 D L B L F L
B' D L' U L' U' D
B' D L' U L' U' D'
B' D L' U L' U' D2
B' D L' U L' D U'
B' D L' U L' D' U'
B' D L' U L' D2 U'
B' D L' U D L' U'
B' D L' U D' L' U'
B' D L' U D2 L' U'
D' F U2 B U2 L B2
D2 F U2 B U2 L B2
B' D L' D U L' U'
B' D L' D' U L' U'
B' D L' D2 U L' U'
B' D L' F2 U' R U
L2 F U2 B U2 B' L
B2 D L' B L' F L
R2 F U2 B' R2 F2 L'
D F U2 B U2 L B2
B2 D L2 D F L B
B2 D L2 D' F L B
B2 D L2 D2 F L B
B2 D L2 F L D B
B2 D L2 F L D' B
B2 D L2 F L D2 B
B2 D L2 F L B D
B2 D L2 F L B D'
B2 D L2 F L B D2
B2 D L2 F L' B L2
B2 D L2 F L2 B L'
B2 D L2 F D L B
B2 D L2 F D' L B
B2 D L2 F D2 L B
B2 D L2 F' L F2 B
B2 D L2 F' L B F2
B2 D L2 F2 L F' B
B2 D L2 F2 L B F'
B2 D L2 B D2 F L'
B' D R D L' R' F2
B' D R D L' F2 R'
B' D R D R' L' F2
B' D R' D L' R F2
B' D R' D R L' F2
R' F B' R' F' L' R
R' F B' R' F' R L'
U2 F B U2 B L B
B' D U L2 U' L D
B' D U L2 U' L D'
B' D U L2 U' L D2
B' D U L2 U' D L
B' D U L2 U' D' L
B' D U L2 U' D2 L
B' D U L2 D U' L
D' F B' D2 F' L' F'
B' D U L2 D' U' L
B' D U L2 D2 U' L
D2 F B' D2 F' L' F'
B' D U B L2 U' L
B' D U B' L2 U' L
B' D U B2 L2 U' L
R2 F B' R2 F' L' F'
L2 F B2 R' B' U2 R
F D R2 F' R2 B' L'
F D R2 F' B' L' R2
F D R2 F' B' R2 L'
D F B' D2 F' L' F'
F D R2 B' F' L' R2
F D R2 B' F' R2 L'
L2 F' L R2 F' R2 B
L' F' L B' L' D2 F2
L' F' L B' D2 L' F2
L2 F' L U2 F2 B U2
L2 F' L U2 B F2 U2
L F B2 L' B' L' F
L2 F' L B' D2 F2 B2
L2 F' L B' D2 B2 F2
F2 D U2 B R U2 B2
B2 D U2 B' U2 L' B2
B2 D U2 B' U2 B2 L'
B' D F D F' L' F'
F D U2 B U2 L B2
B2 D F' L2 F L' B
B2 D F' L2 F B L'
B2 D F' L2 B F L'
L F' L' B' L' D2 F2
L F' L' B' D2 L' F2
B' D F2 D L F2 L'
B' D F2 D L' F2 L'
B' D F2 D L2 F2 L'
B' D F2 D F2 L' D
B' D F2 D F2 L' D'
B' D F2 D F2 L' D2
B' D F2 D F2 D L'
B' D F2 D F2 D' L'
B' D F2 D F2 D2 L'
F D F B' D2 F2 L'
R2 F' R D2 R B' L
R2 F' R D2 B' L R
R2 F' R D2 B' R L
B2 D F2 B D2 F2 L'
F2 D F2 B' L' D2 F2
F2 D F2 B' D2 L' F2
B2 D B L' U2 B2 U2
B2 D B L' D2 F2 D
B2 D B L' D2 F2 D'
B2 D B L' D2 F2 D2
B2 D B L' F D2 F2
B2 D B L' F' D2 F2
B2 D B L' F2 D2 F2
B2 D B L2 D2 L F2
B2 D B L2 D2 F2 L
B' D B D B' L' F2
F D F' B' L' D2 F2
F D F' B' D2 L' F2
F2 D B R U2 R' B2
B2 D B U2 B2 U2 L'
B2 D B D' L' D' F2
R2 F' R' D2 R' B' L
B2 D B D2 L F2 L2
B2 D B D2 L' F2 D
B2 D B D2 L' F2 D'
B2 D B D2 L' F2 D2
B2 D B D2 L2 F2 L
L2 F' R2 L F' R2 B
B2 D B F2 D2 F2 L'
B2 D B' L' B2 D2 F2
F2 D B' L D2 F2 L'
B' D B' D L' F2 B
B' D B' D L' B F2
B' D B' D B L' F2
F2 D B' L' D2 F2 L'
F2 D B' L2 D2 F2 L'
L2 F' R2 F' L R2 B
L2 F' R2 F' R2 L B
B2 D B' U2 L' B2 R'
F2 D B' U2 R B2 U2
F2 D B' U2 B2 R U2
R2 F' R2 D2 B' L D
R2 F' R2 D2 B' L D'
R2 F' R2 D2 B' L D2
R2 F' R2 D2 B' D L
R2 F' R2 D2 B' D' L
R2 F' R2 D2 B' D2 L
R2 F' R2 F B' L' F'
F2 D B' D2 L F2 L'
F2 D B' D2 L' F2 L'
F2 D B' D2 L2 F2 L'
F2 D B' D2 F2 L' D
F2 D B' D2 F2 L' D'
F2 D B' D2 F2 L' D2
F2 D B' D2 F2 D L'
F2 D B' D2 F2 D' L'
F2 D B' D2 F2 D2 L'
F2 D B' F2 L' D2 F2
F2 D B' F2 D2 L' F2
R2 F' R2 B' F L' F'
B' D' L U' R2 U L2
B' D' L D' F2 D L2
B' D' L F L2 D' F2
F D B' D2 F' L' F'
B' D' L F' L2 D' F2
F D B' F D2 F2 L'
F D B' F' L' D2 F2
B' D' L F2 L2 D' F2
F D B' F' D2 L' F2
B' D' L' U D2 L2 U'
B2 D' L B L F L
B' D' L' U' R2 U D
B' D' L' U' R2 U D'
B' D' L' U' R2 U D2
B' D' L' U' R2 D U
B' D' L' U' R2 D' U
B' D' L' U' R2 D2 U
B' D' L' U2 D B2 U2
B' D' L' D U2 B2 U2
B' D' L' D F D2 F2
B' D' L' D F' D2 F2
B' D' L' D F2 D2 F2
B' D' L' D' L' F2 L
B' D' L' D' L2 F2 L2
B' D' L' D' R F2 R'
B' D' L' D' R2 F2 R2
B' D' L' D' F D F
B' D' L' D' F D' F
B' D' L' D' F D2 F
B' D' L' D' F' D F'
B' D' L' D' F' D' F'
B' D' L' D' F' D2 F'
B' D' L' D2 U L2 U'
B' D' L' D2 F D F2
B' D' L' D2 F' D F2
B' D' L' D2 F2 D F2
B' D' L' F U' R2 U
B' D' L' F D' F2 D
B' D' L' F D' F2 D'
B' D' L' F D' F2 D2
B' D' L' F' U' R2 U
B' D' L' F' D' F2 D
B' D' L' F' D' F2 D'
B' D' L' F' D' F2 D2
B' D' L' F2 U' R2 U
B' D' L' F2 D' F2 D
B' D' L' F2 D' F2 D'
B' D' L' F2 D' F2 D2
B' D' L' B D' F2 B'
B' D' L' B D' B' F2
B' D' L' B' D' F2 B
B' D' L' B' D' B F2
B2 D' L' B L' F L
B' D' L2 U' R2 U L
B' D' L2 D L D2 F2
B' D' L2 D' L F2 D
B' D' L2 D' L F2 D'
B' D' L2 D' L F2 D2
B' D' L2 D' L' F2 L2
B' D' L2 D' F' L F'
B' D' L2 D' F2 L D
B' D' L2 D' F2 L D'
B' D' L2 D' F2 L D2
B' D' L2 D' F2 D L
B' D' L2 D' F2 D' L
B' D' L2 D' F2 D2 L
B' D' L2 F L D' F2
B' D' L2 F D' L F2
B' D' L2 F D' F2 L
B' D' L2 F' L D' F2
B' D' L2 F' D' L F2
B' D' L2 F' D' F2 L
B' D' L2 F2 L D' F2
B' D' L2 F2 D' L F2
B' D' L2 F2 D' F2 L
B D' L' D B2 D2 F2
B2 D' L2 D F L B
B2 D' L2 D' F L B
B2 D' L2 D2 F L B
B2 D' L2 F L D B
B2 D' L2 F L D' B
B2 D' L2 F L D2 B
B2 D' L2 F L B D
B2 D' L2 F L B D'
B2 D' L2 F L B D2
B2 D' L2 F L' B L2
B2 D' L2 F L2 B L'
B2 D' L2 F D L B
B2 D' L2 F D' L B
B2 D' L2 F D2 L B
B2 D' L2 F' L F2 B
B2 D' L2 F' L B F2
B2 D' L2 F2 L F' B
B2 D' L2 F2 L B F'
B2 D' L2 B D2 F L'
D2 F' D2 B' L D2 F2
D' F' D2 B' L D2 F2
D2 F' D2 B' D2 L F2
D2 F' D2 B' D2 F2 L
D' F' D2 B' D2 L F2
L2 F' D2 L' B2 L2 F
D' F' D2 B' D2 F2 L
U2 F' D2 B R' U2 B2
U2 F' D2 B U2 B2 L
R2 F' D2 B' D2 L R2
R2 F' D2 B' D2 R2 L
D F' D2 B' L D2 F2
D F' D2 B' D2 L F2
D F' D2 B' D2 F2 L
D2 F' B2 L2 F L' B
D2 F' B2 L2 F B L'
D2 F' B2 L2 B F L'
D' F' B2 L2 F L' B
D' F' B2 L2 F B L'
D' F' B2 L2 B F L'
R2 F' B' R2 F L' F'
B' D' U' R2 U L' D
B' D' U' R2 U L' D'
B' D' U' R2 U L' D2
B' D' U' R2 U D L'
B' D' U' R2 U D' L'
B' D' U' R2 U D2 L'
B' D' U' R2 D U L'
B' D' U' R2 D' U L'
B' D' U' R2 D2 U L'
F D' R2 F' R2 B' L'
F D' R2 F' B' L' R2
F D' R2 F' B' R2 L'
D F' B2 L2 F L' B
D F' B2 L2 F B L'
D F' B2 L2 B F L'
F D' R2 B' F' L' R2
F D' R2 B' F' R2 L'
L2 F2 L R2 F' B R2
L2 F2 L R2 B F' R2
L' F2 L B' L' D2 F2
L' F2 L B' D2 L' F2
L2 F2 L U2 F' B U2
L2 F2 L U2 B F' U2
L F' B2 L' B' L' F
B2 D' U2 B' U2 L' B2
B2 D' U2 B' U2 B2 L'
F2 D' U2 B R U2 B2
B D' U2 L' D B2 R'
B' D' F D' F' L' F'
B2 D' F' L2 F L' B
B2 D' F' L2 F B L'
B2 D' F' L2 B F L'
F D' U2 B U2 L B2
B' D' F2 L D' F2 L'
B' D' F2 L' D' F2 L'
B' D' F2 L2 D' F2 L'
R' F2 R B L' U2 B2
L F2 L' B' L' D2 F2
L F2 L' B' D2 L' F2
B' D' F2 D' L F2 L'
B' D' F2 D' L' F2 L'
B' D' F2 D' L2 F2 L'
B' D' F2 D' F2 L' D
B' D' F2 D' F2 L' D'
B' D' F2 D' F2 L' D2
B' D' F2 D' F2 D L'
B' D' F2 D' F2 D' L'
B' D' F2 D' F2 D2 L'
F D' F B' D2 F2 L'
R2 F2 R U2 R F B'
R2 F2 R U2 R B' F
R2 F2 R U2 B' R F
B2 D' F2 B D2 F2 L'
F2 D' F2 B' L' D2 F2
F2 D' F2 B' D2 L' F2
B2 D' B L' U2 B2 U2
B2 D' B L' D2 F2 D
B2 D' B L' D2 F2 D'
B2 D' B L' D2 F2 D2
B2 D' B L' F D2 F2
B2 D' B L' F' D2 F2
B2 D' B L' F2 D2 F2
B2 D' B L2 D2 L F2
B2 D' B L2 D2 F2 L
B' D' B D' B' L' F2
F D' F' B' L' D2 F2
F D' F' B' D2 L' F2
F2 D' B R U2 R' B2
B' D' B' L' D' F2 B
B' D' B' L' D' B F2
B' D' B' L' B D' F2
B2 D' B U2 B2 U2 L'
B2 D' B D' L' D' F2
R F2 R U2 F' R2 B'
R F2 R U2 F' B' R2
B2 D' B D2 L F2 L2
B2 D' B D2 L' F2 D
B2 D' B D2 L' F2 D'
B2 D' B D2 L' F2 D2
R F2 R U2 B' F' R2
B2 D' B D2 L2 F2 L
L2 F2 R2 L F' B R2
L2 F2 R2 L B F' R2
B2 D' B F2 D2 F2 L'
B2 D' B' L' B2 D2 F2
F2 D' B' L D2 F2 L'
B' D' B' D' L' F2 B
B' D' B' D' L' B F2
B' D' B' D' B L' F2
F2 D' B' L' D2 F2 L'
F2 D' B' L2 D2 F2 L'
L2 F2 R2 F' L B R2
B2 D' B' U2 L' B2 R'
B' D' B2 L' B2 D' F2
F2 D' B' U2 R B2 U2
U' F2 U B' D2 F2 L'
F2 D' B' U2 B2 R U2
F2 D' B' D2 L F2 L'
F2 D' B' D2 L' F2 L'
F2 D' B' D2 L2 F2 L'
R2 F2 R2 F B2 L B
F2 D' B' D2 F2 L' D
F2 D' B' D2 F2 L' D'
F2 D' B' D2 F2 L' D2
F2 D' B' D2 F2 D L'
F2 D' B' D2 F2 D' L'
F2 D' B' D2 F2 D2 L'
F2 D' B' F2 L' D2 F2
F2 D' B' F2 D2 L' F2
R2 F2 R2 B' D2 F L'
R2 F2 R2 B2 F L B
R F2 R' B' D2 L2 F2
R F2 R' B' D2 F2 L2
B' D2 L R F2 L2 R'
B' D2 L R F2 R' L2
U' F2 U' B R U2 B2
B' D2 L R2 F2 L2 R2
B' D2 L R2 F2 R2 L2
B' D2 L F' L F' L
B' D2 L F' L2 D F'
B' D2 L F' L2 D' F'
B' D2 L F' L2 D2 F'
B' D2 L F' L2 F' D
B' D2 L F' L2 F' D'
B' D2 L F' L2 F' D2
B' D2 L F2 L D L
B' D2 L F2 L D' L
B' D2 L F2 L D2 L
B' D2 L F2 L' D L'
B' D2 L F2 L' D' L'
B' D2 L F2 L' D2 L'
F D' B' D2 F' L' F'
B' D2 L F2 B' L2 B
B' D2 L F2 B2 L2 B2
F D' B' F D2 F2 L'
F D' B' F' L' D2 F2
B' D2 L B' L2 F2 B
B' D2 L B' L2 B F2
F D' B' F' D2 L' F2
B' D2 L B' F2 L2 B
B' D2 L B2 L2 F2 B2
B' D2 L B2 L2 B2 F2
B' D2 L B2 F2 L2 B2
B' D2 L' R F R' F
B' D2 L' R F2 R' D
B' D2 L' R F2 R' D'
B' D2 L' R F2 R' D2
B' D2 L' R F2 D R'
B' D2 L' R F2 D' R'
B' D2 L' R F2 D2 R'
B' D2 L' R2 F R2 F
B' D2 L' R2 F2 R2 D
B' D2 L' R2 F2 R2 D'
B' D2 L' R2 F2 R2 D2
B' D2 L' U L U' F2
B' D2 L' U L' U' F2
B' D2 L' U L2 U' F2
B' D2 L' U D' L2 U'
B' D2 L' U' R U F2
B' D2 L' U' R' U F2
B' D2 L' U' R2 U F2
B' D2 L' U' D R2 U
B2 D2 L B L F L
B' D2 L' U2 D2 B2 U2
B' D2 L' U2 B U2 F2
B' D2 L' U2 B' U2 F2
D2 F2 U2 B R U2 B2
B' D2 L' U2 B2 U2 F2
D' F2 U2 B R U2 B2
B' D2 L' D U' R2 U
B' D2 L' D F D' F2
B' D2 L' D F' D' F2
B' D2 L' D F2 D' F2
B' D2 L' D' U L2 U'
B' D2 L' D' F D F2
B' D2 L' D' F' D F2
B' D2 L' D' F2 D F2
B' D2 L' D2 U2 B2 U2
B' D2 L' D2 F D2 F2
B' D2 L' D2 F' D2 F2
B' D2 L' D2 F2 D2 F2
B' D2 L' F R F R'
B' D2 L' F R2 F R2
B' D2 L' F D F D
B' D2 L' F D F D'
B' D2 L' F D F D2
B' D2 L' F D' F D
B' D2 L' F D' F D'
B' D2 L' F D' F D2
B' D2 L' F D2 F D
B' D2 L' F D2 F D'
B' D2 L' F D2 F D2
B' D2 L' F' L' F' L
B' D2 L' F' L2 F' L2
B' D2 L' F' D F' D
B' D2 L' F' D F' D'
B' D2 L' F' D F' D2
B' D2 L' F' D' F' D
B' D2 L' F' D' F' D'
B' D2 L' F' D' F' D2
B' D2 L' F' D2 F' D
B' D2 L' F' D2 F' D'
B' D2 L' F' D2 F' D2
B' D2 L' F2 L D L'
B' D2 L' F2 L D' L'
B' D2 L' F2 L D2 L'
B' D2 L' F2 L' D L
B' D2 L' F2 L' D' L
B' D2 L' F2 L' D2 L
B' D2 L' F2 R D R'
B' D2 L' F2 R D' R'
B' D2 L' F2 R D2 R'
B' D2 L' F2 R' D R
B' D2 L' F2 R' D' R
B' D2 L' F2 R' D2 R
B' D2 L' F2 B D B'
B' D2 L' F2 B D' B'
B' D2 L' F2 B D2 B'
B' D2 L' F2 B' D B
B' D2 L' F2 B' D' B
B' D2 L' F2 B' D2 B
B' D2 L' B F2 D B'
B' D2 L' B F2 D' B'
B' D2 L' B F2 D2 B'
B' D2 L' B' F2 D B
B' D2 L' B' F2 D' B
B' D2 L' B' F2 D2 B
B' D2 L2 R F2 L R'
B' D2 L2 R F2 R' L
B' D2 L2 R2 F2 L R2
B' D2 L2 R2 F2 R2 L
U2 F2 U2 B' D2 F2 L'
B2 D2 L' B L' F L
B' D2 L2 D L D' F2
D2 F2 D B' D2 F2 L'
D' F2 D B' D2 F2 L'
B' D2 L2 D2 L D2 F2
B' D2 L2 F D F L
B' D2 L2 F D' F L
B' D2 L2 F D2 F L
B' D2 L2 F' L D F'
B' D2 L2 F' L D' F'
B' D2 L2 F' L D2 F'
B' D2 L2 F' L F' D
B' D2 L2 F' L F' D'
B' D2 L2 F' L F' D2
B' D2 L2 F' L' F' L2
B' D2 L2 F' D L F'
B' D2 L2 F' D F' L
B' D2 L2 F' D' L F'
B' D2 L2 F' D' F' L
B' D2 L2 F' D2 L F'
B' D2 L2 F' D2 F' L
B' D2 L2 F2 L2 D L'
B' D2 L2 F2 L2 D' L'
B' D2 L2 F2 L2 D2 L'
B' D2 L2 F2 D L D
B' D2 L2 F2 D L D'
B' D2 L2 F2 D L D2
B' D2 L2 F2 D' L D
B' D2 L2 F2 D' L D'
B' D2 L2 F2 D' L D2
B' D2 L2 F2 D2 L D
B' D2 L2 F2 D2 L D'
B' D2 L2 F2 D2 L D2
B D2 L' U2 F2 U2 F2
D F2 U2 B R U2 B2
B2 D2 L2 D F L B
B2 D2 L2 D' F L B
B' D2 R L F2 L2 R'
B' D2 R L F2 R' L2
B D2 L' D2 B2 D2 F2
B2 D2 L2 D2 F L B
B' D2 R L' F R' F
B' D2 R L' F2 R' D
B' D2 R L' F2 R' D'
B' D2 R L' F2 R' D2
B' D2 R L' F2 D R'
B' D2 R L' F2 D' R'
B' D2 R L' F2 D2 R'
B2 D2 L2 F L D B
B2 D2 L2 F L D' B
B2 D2 L2 F L D2 B
B2 D2 L2 F L B D
B2 D2 L2 F L B D'
B2 D2 L2 F L B D2
B2 D2 L2 F L' B L2
B2 D2 L2 F L2 B L'
B' D2 R L2 F2 L R'
B' D2 R L2 F2 R' L
B2 D2 L2 F D L B
B2 D2 L2 F D' L B
B2 D2 L2 F D2 L B
B2 D2 L2 F' L F2 B
B2 D2 L2 F' L B F2
U2 F2 D B R U2 B2
B2 D2 L2 F2 L F' B
B2 D2 L2 F2 L B F'
B2 D2 L2 B D2 F L'
B D2 L' B2 D2 F2 B2
B D2 L' B2 D2 B2 F2
D2 F2 D' B' D2 F2 L'
D' F2 D' B' D2 F2 L'
B' D2 R F2 R' D2 L2
D F2 D B' D2 F2 L'
U2 F2 D' B R U2 B2
D2 F2 D2 B' D2 F2 L'
D' F2 D2 B' D2 F2 L'
D2 F2 B R U2 R' B2
D' F2 B R U2 R' B2
D F2 D' B' D2 F2 L'
B' D2 R2 L F2 L2 R2
B' D2 R2 L F2 R2 L2
B' D2 R2 L' F R2 F
B' D2 R2 L' F2 R2 D
B' D2 R2 L' F2 R2 D'
B' D2 R2 L' F2 R2 D2
B' D2 R2 L2 F2 L R2
B' D2 R2 L2 F2 R2 L
U2 F2 D2 B R U2 B2
B D2 R F2 R U2 R2
D2 F2 B' L D2 F2 L'
D' F2 B' L D2 F2 L'
D2 F2 B' L' D2 F2 L'
D' F2 B' L' D2 F2 L'
D2 F2 B' L2 D2 F2 L'
U2 F2 B R U2 B2 D
U2 F2 B R U2 B2 D'
U2 F2 B R U2 B2 D2
D' F2 B' L2 D2 F2 L'
U2 F2 B R D2 F2 U2
U2 F2 B R F U2 B2
U2 F2 B R F' U2 B2
U2 F2 B R F2 U2 B2
U2 F2 B R2 U2 B2 L
D F2 D2 B' D2 F2 L'
D2 F2 B' U2 R B2 U2
F' D2 R2 F' R2 B' L
D' F2 B' U2 R B2 U2
B' D2 U L U' L2 F2
B' D2 U L U' F2 L2
D2 F2 B' U2 B2 R U2
F' D2 R2 F' B' L R2
F' D2 R2 F' B' R2 L
D' F2 B' U2 B2 R U2
B' D2 U L2 U' L F2
B' D2 U L2 U' F2 L
U2 F2 B D2 R F2 U2
D2 F2 B' D2 L F2 L'
D2 F2 B' D2 L' F2 L'
D2 F2 B' D2 L2 F2 L'
F' D2 R2 B' L F' R2
D' F2 B' D2 L F2 L'
U2 F2 B D2 F2 U2 L'
D' F2 B' D2 L' F2 L'
D' F2 B' D2 L2 F2 L'
R2 F2 B R2 F B2 L
D2 F2 B' D2 F2 L' D
D2 F2 B' D2 F2 L' D'
D2 F2 B' D2 F2 L' D2
D2 F2 B' D2 F2 D L'
D2 F2 B' D2 F2 D' L'
D2 F2 B' D2 F2 D2 L'
B D2 R' F2 L' R U2
B D2 R' F2 R L' U2
R2 F2 B R2 B2 F L
D' F2 B' D2 F2 L' D
D' F2 B' D2 F2 L' D'
D' F2 B' D2 F2 L' D2
D' F2 B' D2 F2 D L'
D' F2 B' D2 F2 D' L'
D' F2 B' D2 F2 D2 L'
F' D2 R2 B' F' L R2
F' D2 R2 B' F' R2 L
D F2 B R U2 R' B2
U2 F2 B' R B2 U2 B2
B' D2 U B U' L' F2
B' D2 U B' U' L' F2
B' D2 U B2 U' L' F2
D F2 B' L D2 F2 L'
D F2 B' L' D2 F2 L'
R' B L R B2 L2 F
B' D2 U' R U L' F2
D F2 B' L2 D2 F2 L'
B' D2 U' R' U L' F2
B' D2 U' R2 U L' F2
B D2 R2 F2 R U2 R
D F2 B' U2 R B2 U2
D F2 B' U2 B2 R U2
D F2 B' D2 L F2 L'
D F2 B' D2 L' F2 L'
D F2 B' D2 L2 F2 L'
F D2 R2 F' R2 B' L'
D F2 B' D2 F2 L' D
D F2 B' D2 F2 L' D'
D F2 B' D2 F2 L' D2
D F2 B' D2 F2 D L'
D F2 B' D2 F2 D' L'
D F2 B' D2 F2 D2 L'
F D2 R2 F' B' L' R2
F D2 R2 F' B' R2 L'
D2 B L B L2 F B
D2 B L B L2 B F
B' D2 U2 R U2 L' F2
F D2 R2 B' F' L' R2
F D2 R2 B' F' R2 L'
D' B L B L2 F B
D' B L B L2 B F
B' D2 U2 R' U2 L' F2
D2 B L B2 L2 D2 F2
B' D2 U2 R2 U2 L' F2
D' B L B2 L2 D2 F2
R' B L' R' F' R2 B2
R' B L' R' F' B2 R2
R' B L' R' B2 F' R2
U2 B L U2 L2 B2 R'
B' D2 U2 B U2 L' F2
B' D2 U2 B' U2 L' F2
L F2 B2 L' B' L' F
B' D2 U2 B2 U2 L' F2
R2 B L R2 B2 L2 F
B' D2 F L F' L' F
F' D2 U2 B R' U2 B2
F' D2 U2 B U2 B2 L
D2 B L' F B2 D2 F2
D' B L' F B2 D2 F2
D2 B L' F' B2 D2 F2
D' B L' F' B2 D2 F2
D2 B L' F2 B2 D2 F2
D' B L' F2 B2 D2 F2
B2 D2 U2 B' U2 L' B2
B2 D2 U2 B' U2 B2 L'
R' B L' B2 R' F' R2
F2 D2 U2 B R U2 B2
R2 B L F' L2 R2 B2
R2 B L F' L2 B2 R2
R2 B L F' R2 L2 B2
R2 B L F' R2 B2 L2
D2 B L' B2 U2 B2 U2
D2 B L' B2 D2 F2 D
D2 B L' B2 D2 F2 D'
D2 B L' B2 D2 F2 D2
R2 B L F' B2 L2 R2
D2 B L' B2 F D2 F2
R2 B L F' B2 R2 L2
D2 B L' B2 F' D2 F2
D2 B L' B2 F2 D2 F2
D' B L' B2 U2 B2 U2
D' B L' B2 D2 F2 D
D' B L' B2 D2 F2 D'
D' B L' B2 D2 F2 D2
D' B L' B2 F D2 F2
D' B L' B2 F' D2 F2
D' B L' B2 F2 D2 F2
B' D2 F D F' L' F2
B' D2 F D' F' L' F2
B D2 U2 L' D2 B2 R'
B' D2 F D2 F' L' F2
R2 B L B2 L2 F' R2
R2 B L B2 F' L2 R2
R2 B L B2 F' R2 L2
D B L B L2 F B
D B L B L2 B F
D B L B2 L2 D2 F2
B' D2 F' L F L' F2
B' D2 F' L' F L' F2
B' D2 F' L2 F L' F2
F' D2 F B' L D2 F2
B D2 U2 F2 R U2 F2
F' D2 F B' D2 L F2
B D2 U2 F2 U2 F2 L'
F' D2 F B' D2 F2 L
U2 B L' B2 R' D2 F2
U2 B L' B2 D2 R' F2
U2 B L' B2 D2 F2 R'
R2 B L' F R2 F2 B2
R2 B L' F R2 B2 F2
R2 B L' F B2 R2 F2
R2 B L' F' R B2 R
R2 B L' F' R2 B2 D
R2 B L' F' R2 B2 D'
R2 B L' F' R2 B2 D2
R' B R L B2 L2 F
R2 B L' F' B' R2 B'
R2 B L' F' B2 R2 D
R2 B L' F' B2 R2 D'
R2 B L' F' B2 R2 D2
R2 B L' F2 R2 F B2
R2 B L' F2 R2 B2 F
R2 B L' F2 B2 R2 F
B2 D2 F' L2 F L' B
B2 D2 F' L2 F B L'
U2 B L2 U2 L B2 R'
B2 D2 F' L2 B F L'
D B L' F B2 D2 F2
R2 B L' B' F' R2 B'
D B L' F' B2 D2 F2
F D2 U2 B U2 L B2
R2 B L' B2 F R2 F2
R2 B L' B2 F' R2 D
R2 B L' B2 F' R2 D'
R2 B L' B2 F' R2 D2
R2 B L' B2 F2 R2 F
D B L' F2 B2 D2 F2
D2 B R U2 L' R' B2
D2 B R U2 R' L' B2
D2 B R U2 R' B2 L'
D' B R U2 L' R' B2
D' B R U2 R' L' B2
D' B R U2 R' B2 L'
B' D2 F2 L U2 R U2
B' D2 F2 L F2 L' F2
D B L' B2 U2 B2 U2
B' D2 F2 L' U2 R U2
D B L' B2 D2 F2 D
D B L' B2 D2 F2 D'
D B L' B2 D2 F2 D2
D B L' B2 F D2 F2
D B L' B2 F' D2 F2
D B L' B2 F2 D2 F2
B' D2 F2 L' F2 L' F2
B' D2 F2 L2 U2 R U2
B' D2 F2 L2 F2 L' F2
F' D2 F' B' L D2 F2
F' D2 F' B' D2 L F2
F' D2 F' B' D2 F2 L
B' D2 F2 R' D2 L2 R
B' D2 F2 R' D2 R L2
R' B R B2 L2 F L
B' D2 F2 U' F2 U L'
