R2 U F' R U2
U R2 F' R U2
D2 U' B' L B2
B2 U' D2 B' L
U' D2 B' L B2
U' F L' F' B
U' F L' B F'
U F U2 L' B
U2 F U L' B
U F U2 B L'
U2 F U B L'
U2 F U B L'
U' F B L' F'
U F2 U2 B L
B2 D2 U' B' L
U' B F L' F'
D2 B' U' L B2
U' B2 D2 B' L
B2 D2 U2 F' U B' L
B2 D2 U2 F2 U B' L
U' B L2 U' F U L'
F2 D2 U2 B2 U B' L
U' B L2 D2 B' L B
U' B L2 F L F' L2
U' B L2 F L' D F'
U' B L2 F L' D' F'
U' B L2 F L' D2 F'
U' B L2 F L' F' D
U' B L2 F L' F' D'
U' B L2 F L' F' D2
U' B L2 F L2 F' L
U' B L2 F D L' F'
U' B L2 F D' L' F'
U' B L2 F D2 L' F'
U' B L2 B D2 B' L
U' B R F L' F' R'
D2 B R D B2 U' B2
R' B R' U F' R U2
U' B R' F L' F' R
U B L2 F D2 L' R2
U B L2 F D2 R2 L'
B' D2 B U R' F2 U2
B' D2 B U F2 R' U2
B' D2 B U' D2 B2 L
B' D2 B D2 U' B2 L
U' B R2 F L' F' R2
B2 D2 B U R' U2 B2
B2 D2 B U' L B2 L
B2 D2 B U' L' B2 L
B2 D2 B U' L2 B2 L
B2 D2 B U' B2 L D
B2 D2 B U' B2 L D'
B2 D2 B U' B2 L D2
B2 D2 B U' B2 D L
B2 D2 B U' B2 D' L
B2 D2 B U' B2 D2 L
R B R U F' R U2
B' D2 B' U F2 U2 L
B' D2 B' U' L D2 B2
B' D2 B' U' D2 L B2
D B R' D B U' B'
B' D2 B' D R2 U' L
D B R' D' B U' B'
D B R' D2 B U' B'
B' D2 B' D2 U' L B2
D2 B U R' U' R U'
U' B U D2 B' U' L
D B R' B R U' B'
D B R' B R' U' B'
D B R' B R2 U' B'
D B R' B U' D B'
D B R' B U' D' B'
D B R' B U' D2 B'
D B R' B U' B' D
D B R' B U' B' D'
D B R' B U' B' D2
D B R' B D U' B'
D B R' B D' U' B'
D B R' B D2 U' B'
B D2 B U R' U2 B'
B D2 B U' B2 L B
D2 B U' L2 D' B2 L
U' B U' F U L' D
U' B U' F U L' D'
U' B U' F U L' D2
U' B U' F U D L'
U' B U' F U D' L'
U' B U' F U D2 L'
U' B U' F D U L'
U' B U' F D' U L'
U' B U' F D2 U L'
U' B U' F' U' R U2
U' B U' F' U' R U2
D B R2 B' U' B L
B D2 B' U' L D B
B D2 B' U' L D' B
B D2 B' U' L D2 B
B D2 B' U' L B D
B D2 B' U' L B D'
B D2 B' U' L B D2
B D2 B' U' L' B L2
B D2 B' U' L2 B L'
B D2 B' U' D L B
B D2 B' U' D' L B
B D2 B' U' D2 L B
B D2 B' D U' L B
B D2 B' D' U' L B
B D2 B' D2 U' L B
R2 B U F' R U2 D
R2 B U F' R U2 D'
R2 B U F' R U2 D2
R2 B U F' R D U2
R2 B U F' R D' U2
R2 B U F' R D2 U2
R2 B U F' D R U2
R2 B U F' D' R U2
R2 B U F' D2 R U2
U' B U2 F' R F U2
R B U R F' R U2
R B U F' R F' U2
U' B D F' D' F L'
U' B D B D B' L
U' B D' L U B' U'
U' B D' L' U' F U
D2 B D B2 U' L B2
B F L' U L F' U'
B F L' U F' L U'
R B U' D2 L B' L
R B U' D2 B' L B'
U' B D' F' D F L'
U' B D' B D' B' L
F B L' U L F' U'
F B L' U F' L U'
R2 B D R2 U' B L
U' B D2 L B' L B
U' B D2 L' B' L B
U' B D2 L2 B' L B
D' B D' B' U' L B
D2 B D' B2 U' L B2
U' B D2 U B' U' L
B2 F R U' B' L' R'
B2 F R U' B' R' L'
D' B D2 R' B U' B'
D B D B' U' L B
U' B D2 F' D2 F L'
U' B D2 B' L D B
U' B D2 B' L D' B
U' B D2 B' L D2 B
U' B D2 B' L B D
U' B D2 B' L B D'
U' B D2 B' L B D2
U' B D2 B' L' B L2
U' B D2 B' L2 B L'
U' B D2 B' D L B
U' B D2 B' D' L B
U' B D2 B' D2 L B
U' B F L F L2 F2
U' B F L F' L2 D
U' B F L F' L2 D'
U' B F L F' L2 D2
U' B F L' D F' D
U' B F L' D F' D'
U' B F L' D F' D2
U' B F L' D' F' D
U' B F L' D' F' D'
U' B F L' D' F' D2
U' B F L' D2 F' D
U' B F L' D2 F' D'
U' B F L' D2 F' D2
U' B F L' F2 D F
U' B F L' F2 D' F
U' B F L' F2 D2 F
U' B F L2 D L F'
U' B F L2 D F' L
U' B F L2 D' L F'
U' B F L2 D' F' L
U' B F L2 D2 L F'
U' B F L2 D2 F' L
U' B F L2 F L F2
U' B F L2 F' L D
U' B F L2 F' L D'
U' B F L2 F' L D2
U' B F L2 F' D L
U' B F L2 F' D' L
U' B F L2 F' D2 L
D2 B D2 B2 U' L B2
R B D R' B R' U'
U' B F D L F' L2
U' B F D L' D F'
U' B F D L' D' F'
U' B F D L' D2 F'
U' B F D L' F' D
U' B F D L' F' D'
U' B F D L' F' D2
U' B F D L2 F' L
U' B F D' L F' L2
U' B F D' L' D F'
U' B F D' L' D' F'
U' B F D' L' D2 F'
U' B F D' L' F' D
U' B F D' L' F' D'
U' B F D' L' F' D2
U' B F D' L2 F' L
R B D B R' B U'
U' B F D2 L F' L2
U' B F D2 L' D F'
U' B F D2 L' D' F'
U' B F D2 L' D2 F'
U' B F D2 L' F' D
U' B F D2 L' F' D'
U' B F D2 L' F' D2
U' B F D2 L2 F' L
U' B F' L F2 L' F
U2 B D2 B' U L B
U' B F' U2 R U2 F
U' B F' D F2 L' F'
U' B F' D' F2 L' F'
U' B F' D2 F2 L' F'
U' B F2 L F' L' F'
U' B F2 L' F' L' F'
U' B F2 L2 F' L' F'
U B D2 B' U2 L B
R B D2 U' L B' L
R B D2 U' B' L B'
R B D2 B' U' L B'
U' B' L F L' F' B2
U' B' L F L' B2 F'
U' B' L F B2 L' F'
U' B' L B' D2 B' L
U' B' L B2 F L' F'
U B F' R B' U2 B
U' B' L' F L' F' B2
U' B' L' F L' B2 F'
U' B' L' F B2 L' F'
U' B' L' B' D2 B' L
U' B' L' B2 F L' F'
U' B' L2 F L' F' B2
U' B' L2 F L' B2 F'
U' B' L2 F B2 L' F'
U' B' L2 B' D2 B' L
U' B' L2 B2 F L' F'
D2 B' R U' L B2 D
D2 B' R U' L B2 D'
D2 B' R U' L B2 D2
D2 B' R U' L' B2 L2
D2 B' R U' L2 B2 L'
D2 B' R D' R2 U' L
R' B' R' U F' R U2
D2 B' R' U' L B2 D
D2 B' R' U' L B2 D'
D2 B' R' U' L B2 D2
D2 B' R' U' L' B2 L2
D2 B' R' U' L2 B2 L'
D2 B' R' D' R2 U' L
D B' R U2 F' U B2
D B' R D' R2 B U'
D2 B' R2 U' L B2 D
D2 B' R2 U' L B2 D'
D2 B' R2 U' L B2 D2
D2 B' R2 U' L' B2 L2
D2 B' R2 U' L2 B2 L'
D2 B' R2 D' R2 U' L
R B' R U F' R U2
D B' R' D' B R2 U'
D2 B' U R U2 L B2
D2 B' U R' U2 L B2
D2 B' U R2 U2 L B2
D B' R' B U' D B
D B' R' B U' D' B
D B' R' B U' D2 B
D B' R' B U' B D
D B' R' B U' B D'
D B' R' B U' B D2
D B' R' B D U' B
D B' R' B D' U' B
D B' R' B D2 U' B
D2 B' U D2 F2 U2 L
D2 B' U F U2 L B2
D2 B' U F' U2 L B2
D2 B' U F2 U2 L B2
D B' R2 U' B L B
D2 B' U' L R' B2 R
D2 B' U' L R2 B2 R2
D2 B' U' L B D B
D2 B' U' L B D' B
D2 B' U' L B D2 B
D2 B' U' L B' D B'
D2 B' U' L B' D' B'
D2 B' U' L B' D2 B'
D2 B' U' L' B L2 B
D2 B' U' L' B2 L2 D
D2 B' U' L' B2 L2 D'
D2 B' U' L' B2 L2 D2
D2 B' U' L2 B L' B
D2 B' U' L2 B2 L' D
D2 B' U' L2 B2 L' D'
D2 B' U' L2 B2 L' D2
D2 B' U' L2 B2 D L'
D2 B' U' L2 B2 D' L'
D2 B' U' L2 B2 D2 L'
D2 B' U' R' L B2 R
L' B' U' L F L' B2
L' B' U' L F B2 L'
U' B' U' F U L' B2
L' B' U' L B2 F L'
U' B' U' F U B2 L'
D2 B' U' R2 L B2 R2
D B' R2 B U' B L
D2 B' U' D' L D B2
D2 B' U' D2 L D2 B2
D2 B' U' F L F' B2
D2 B' U' F L B2 F'
D2 B' U' F2 L F2 B2
D2 B' U' F2 L B2 F2
D2 B' U' B2 U2 R' U2
D' B' U' B' D' B' L
D2 B' U2 L' U L2 B2
D2 B' U2 L' U B2 L2
R2 B' U F' R U2 D
R2 B' U F' R U2 D'
R2 B' U F' R U2 D2
R2 B' U F' R D U2
R2 B' U F' R D' U2
R2 B' U F' R D2 U2
R2 B' U F' D R U2
R2 B' U F' D' R U2
D2 B' U2 L2 U L' B2
R2 B' U F' D2 R U2
D2 B' U2 L2 U B2 L'
L' B' U' B2 L F L'
D' B' U2 L' F U B2
U' B' U2 F U2 L' B2
U' B' U2 F U2 B2 L'
U' B' U2 F' R U2 B2
D2 B' U2 D L2 U L'
D2 B' U2 F U L B2
D2 B' U2 F' U L B2
D2 B' U2 F2 U L B2
R B' U R F' R U2
R B' U F' R F' U2
D B' U' B' D B' L
D2 B' D U2 L2 U L'
R B' U' D2 L B' L
D2 B' D' R2 U' L D
D2 B' D' R2 U' L D'
D2 B' D' R2 U' L D2
D2 B' D' R2 U' D L
D2 B' D' R2 U' D' L
D2 B' D' R2 U' D2 L
D2 B' D' R2 D U' L
D2 B' D' R2 D' U' L
D2 B' D' R2 D2 U' L
R B' U' D2 B' L B'
D2 B' D' U' L D B2
B' F' R2 F U' B2 L
D' B' D' R2 B' U' L
R2 B' D R2 U' B L
F' B' R2 F U' B2 L
D' B' D' B' R2 U' L
U B' U2 B2 L2 F L'
D2 B' D2 U F2 U2 L
D2 B' D2 U' L D2 B2
U' B' D2 B D2 B2 L
U' B' D2 B' L D2 B2
U' B' D2 B' D2 L B2
U' B' F L F' L2 B2
U' B' F L F' B2 L2
U' B' F L B2 L2 F'
U' B' F L B2 F' L2
U' B' F L' F' B2 D
U' B' F L' F' B2 D'
U' B' F L' F' B2 D2
U' B' F L' B2 D F'
U' B' F L' B2 D' F'
U' B' F L' B2 D2 F'
U' B' F L' B2 F' D
U' B' F L' B2 F' D'
U' B' F L' B2 F' D2
U' B' F L2 F' L B2
R B' D R' B R' U'
R B' D B R' B U'
U B' D2 F2 B R' U2
U B' D2 B R' F2 U2
U B' D2 B F2 R' U2
R B' D2 U' L B' L
R B' D2 U' B' L B'
U' B2 L D2 L' B' L
R B' D2 B' U' L B'
U' B2 L F L' F' B'
U' B2 L F L' B' F'
D' B2 L B' L' U' B'
U' B2 L2 U2 F U2 L'
U' B2 L2 D2 L2 B' L
L2 B2 L2 U F U2 L'
U' B2 R D2 R' B' L
D' B2 R U' D' B' L
D' B2 R D' U' B' L
D2 B2 R B U' L B2
R' B2 R' U F' R U2
U' B2 R' D2 R B' L
U' B2 R' D2 B' L R
U' B2 R' D2 B' R L
D' B2 R' U' D' B' L
D' B2 R' D' U' B' L
D2 B2 R' B U' L B2
D B2 R U2 F' U B'
D' B2 R2 U' D' B' L
D' B2 R2 D' U' B' L
D2 B2 R2 B U' L B2
D B2 R' U' B' D L2
D B2 R' D B U' B2
R B2 R U F' R U2
D B2 R' D' B U' B2
D B2 R' D2 B U' B2
D B2 R' B R U' B2
D B2 R' B R' U' B2
D B2 R' B R2 U' B2
D B2 R' B U' B2 D
D B2 R' B U' B2 D'
D B2 R' B U' B2 D2
D B2 R' B D' R2 U'
D B2 R2 U' B L B2
U' B2 U' F U B' L'
D B2 R2 B2 U' B L
D' B2 U' D' B' L D
D' B2 U' D' B' L D'
D' B2 U' D' B' L D2
D' B2 U' D' B' D L
D' B2 U' D' B' D' L
D' B2 U' D' B' D2 L
F B2 R U' B' L' R'
F B2 R U' B' R' L'
R2 B2 U F' R U2 D
R2 B2 U F' R U2 D'
R2 B2 U F' R U2 D2
R2 B2 U F' R D U2
R2 B2 U F' R D' U2
R2 B2 U F' R D2 U2
R2 B2 U F' D R U2
R2 B2 U F' D' R U2
R2 B2 U F' D2 R U2
U' B2 U2 F U2 B' L'
U' B2 U2 F' R U2 B'
D2 B2 U2 F' U B' L'
D B2 U' D B' L D
D B2 U' D B' L D'
R B2 U R F' R U2
D B2 U' D B' L D2
D B2 U' D B' D L
D B2 U' D B' D' L
D B2 U' D B' D2 L
R B2 U F' R F' U2
D2 B2 D B U' L B2
D' B2 D' R U' B' L
D' B2 D' R' U' B' L
R B2 U' D2 L B' L
R B2 U' D2 B' L B'
D' B2 D' R2 U' B' L
D' B2 D' U' B' L D
D' B2 D' U' B' L D'
D' B2 D' U' B' L D2
D' B2 D' U' B' D L
D' B2 D' U' B' D' L
D' B2 D' U' B' D2 L
D2 B2 D' B U' L B2
U' B2 D2 L' B' L B'
R2 B2 D R2 U' B L
D B2 D R U' B' L
D' B2 D' B U' B2 L
D B2 D R' U' B' L
U B2 U2 D2 F2 B' L
U' B2 D2 R' B' L R
U' B2 D2 R' B' R L
U B2 U2 D2 B' L F2
U B2 U2 D2 B' F2 L
D B2 D R2 U' B' L
U' B2 D2 R2 B' L R2
U' B2 D2 R2 B' R2 L
D B2 D U' B' L D
D B2 D U' B' L D'
D B2 D U' B' L D2
D B2 D U' B' D L
D B2 D U' B' D' L
D B2 D U' B' D2 L
U B2 U2 B' L2 F L'
U' B2 D2 F B' L F'
U' B2 D2 F2 B' L F2
U' B2 D2 B L B2 L
U' B2 D2 B L' B2 L
U' B2 D2 B L2 B2 L
D' B2 D2 R' B U' B2
D B2 D B U' B2 L
U' B2 D2 B' L2 D L'
U' B2 D2 B' L2 D' L'
U' B2 D2 B' L2 D2 L'
U' B2 D2 B' D L D
U' B2 D2 B' D L D'
U' B2 D2 B' D L D2
U' B2 D2 B' D' L D
U' B2 D2 B' D' L D'
U' B2 D2 B' D' L D2
U' B2 D2 B' D2 L D
U' B2 D2 B' D2 L D'
U' B2 D2 B' D2 L D2
U' B2 D2 B' F L F'
U' B2 D2 B' F2 L F2
U' B2 D2 B2 L B L
U' B2 D2 B2 L' B L
U' B2 D2 B2 L2 B L
U' B2 D2 B2 D B L
U' B2 D2 B2 D' B L
U' B2 D2 B2 D2 B L
D2 B2 D2 B U' L B2
R B2 D R' B R' U'
U' B2 F D B' L' F'
U' B2 F D' B' L' F'
U' B2 F D2 B' L' F'
R B2 D B R' B U'
U B2 D2 U2 F2 B' L
U B2 D2 U2 B' L F2
U B2 D2 U2 B' F2 L
U B2 D2 B' L F2 R
R B2 D2 U' L B' L
R B2 D2 U' B' L B'
R B2 D2 B' U' L B'
U B2 F' R B2 U2 B
