B' R U2 B'
R B' U2 B'
B' R U2 D B'
B' R U2 D' B'
B' R U2 D2 B'
B' R U2 B' D
B' R U2 B' D'
B' R U2 B' D2
B' R D U2 B'
B' R D' U2 B'
B' R D2 U2 B'
B' R F U2 B'
B' R F' U2 B'
B' R F2 U2 B'
D2 R F2 B' U2
D2 R B' F2 U2
R D2 F2 B' U2
R D2 B' F2 U2
B' D R U2 B'
R F B' U2 B'
B' D' R U2 B'
R F' B' U2 B'
B' D2 R U2 B'
D2 F2 B' U2 L'
R F2 B' U2 B'
R' B' R2 U2 B'
R2 B' U2 B' L
D2 B' R F2 U2
F2 B' U2 B' L'
R B' U2 D B'
R B' U2 D' B'
R B' U2 D2 B'
R B' U2 B' D
R B' U2 B' D'
R B' U2 B' D2
R B' D U2 B'
R B' D' U2 B'
R B' D' U2 B'
D2 B' F2 U2 L'
R B' D2 U2 B'
R B' F U2 B'
R B' F' U2 B'
R B' F2 U2 B'
B' F2 U2 B' L'
R' D2 R2 F2 U2 L2 F
R' D2 R2 F2 B' U2 L2
R2 D2 R' F2 D B' U2
R2 D2 R' F2 D' B' U2
R2 D2 R' F2 D2 B' U2
R2 D2 R' F2 B' U2 D
R2 D2 R' F2 B' U2 D'
R2 D2 R' F2 B' U2 D2
R2 D2 R' F2 B' D U2
R2 D2 R' F2 B' D' U2
R2 D2 R' F2 B' D2 U2
R' D2 R2 B' F2 U2 L2
R2 D2 R' B' U2 D2 B2
R2 D2 R' B' D2 U2 B2
R2 D2 R' B' F2 U2 D
R2 D2 R' B' F2 U2 D'
R2 D2 R' B' F2 U2 D2
R2 D2 R' B' F2 D U2
R2 D2 R' B' F2 D' U2
R2 D2 R' B' F2 D2 U2
L2 D2 R2 D2 F B2 L
L2 D2 R2 D2 B2 F L
R D2 R' F2 B' U2 L'
R D2 R' B' R F2 U2
R2 D2 R2 F2 B' U2 L'
R D2 R' B' F2 U2 L'
R2 D2 R2 B' R F2 U2
R2 D2 R2 B' F2 U2 L'
R D2 R2 F2 R2 B' U2
R D2 R2 F2 B' R2 U2
R D2 R2 B' R2 F2 U2
R' D2 U2 L2 D2 F B2
R' D2 U2 L2 D2 B2 F
R D2 R2 B' F2 R2 U2
B' U2 L U2 R U2 B
R' D2 U2 F L2 F B'
R' D2 U2 F L2 B' F
B' U2 L F2 L' F2 B'
B' U2 L F2 L' B' F2
F' U2 L B L F B
F' U2 L B L B F
B2 U2 L B R U2 R'
D2 U2 F L2 F B' L'
D2 U2 F L2 B' F L'
F2 U2 L B2 L F L
R' D2 F U2 L2 F B'
R' D2 F U2 L2 B' F
B U2 L D2 F2 L' B
R' D2 F B' U2 L2 B'
B U2 L D2 F2 B L'
B U2 L D2 B F2 L'
U2 D2 F L2 F B' L'
U2 D2 F L2 B' F L'
B2 U2 L' B R U2 R'
R D2 U2 L2 F L2 B'
R2 D2 F R' F B' U2
R2 D2 F R' B' F U2
B' U2 L2 U2 R F U2
F2 U2 L' B2 L' F L
F U2 L B2 L F L'
R D2 U2 B D2 F2 B2
R D2 U2 B D2 B2 F2
B U2 L' D2 F2 L' B
B U2 L' D2 F2 B L'
B U2 L' D2 B F2 L'
F' U2 L2 F B L B
F' U2 L2 B F L B
F2 U2 L2 F L B2 D
F2 U2 L2 F L B2 D'
F2 U2 L2 F L B2 D2
F2 U2 L2 F L' B2 L2
F2 U2 L2 F L2 B2 L'
R' D2 F2 R U2 L2 F
B2 U2 L2 B R U2 R'
F2 U2 L2 F' L F2 B2
F2 U2 L2 F' L B2 F2
R' D2 F2 R B' U2 L2
R' D2 F2 R' U2 L2 F
F U2 L' F L' F B2
F' U2 L2 B2 D2 F L'
F U2 L' F L' B2 F
F2 U2 L2 F2 L F' B2
F2 U2 L2 F2 L B2 F'
R' D2 F2 R' B' U2 L2
R' D2 F2 R2 U2 L2 F
F U2 L' F B2 L' F
R' D2 F2 R2 B' U2 L2
R' D2 F2 U2 L2 D F
R' D2 F2 U2 L2 D' F
R' D2 F2 U2 L2 D2 F
R' D2 F2 U2 L2 F D
R' D2 F2 U2 L2 F D'
R' D2 F2 U2 L2 F D2
R' D2 F2 U2 F L2 F
R' D2 F2 U2 F' L2 F
R' D2 F2 U2 F2 L2 F
R D2 F D F B' U2
R D2 F D B' F U2
F U2 L' B2 L' F L'
R D2 F D' F B' U2
F U2 L' B2 F L' F
R D2 F D' B' F U2
B2 U2 R U2 R F' R2
R D2 F D2 F B' U2
R' D2 F2 D2 R2 B' U2
R D2 F D2 B' F U2
R' D2 F2 D2 B' R2 U2
R D2 F B' D F U2
R' D2 F2 B' R U2 L2
R D2 F B' D' F U2
R' D2 F2 B' R' U2 L2
R D2 F B' D2 F U2
R' D2 F2 B' R2 U2 L2
R' D2 F2 B' U2 L2 D
R' D2 F2 B' U2 L2 D'
R' D2 F2 B' U2 L2 D2
B U2 L2 D2 F2 L' B
B U2 L2 D2 F2 B L'
R' D2 F2 B' D2 R2 U2
B U2 L2 D2 B F2 L'
F U2 L2 F L B2 L2
F U2 L2 F L' B2 D
F U2 L2 F L' B2 D'
F U2 L2 F L' B2 D2
F U2 L2 F B L' B
R2 D2 F2 R B' R2 U2
F U2 L2 F B2 L' D
F U2 L2 F B2 L' D'
F U2 L2 F B2 L' D2
L2 D2 F2 U2 L' F' R2
F U2 L2 F B2 D L'
F U2 L2 F B2 D' L'
F U2 L2 F B2 D2 L'
R2 D2 F2 R' D B' U2
R2 D2 F2 R' D' B' U2
R2 D2 F2 R' D2 B' U2
R2 D2 F2 R' B' U2 D
R2 D2 F2 R' B' U2 D'
R2 D2 F2 R' B' U2 D2
R2 D2 F2 R' B' D U2
R2 D2 F2 R' B' D' U2
R2 D2 F2 R' B' D2 U2
R2 D2 F2 R2 B' R U2
F U2 L2 B F L' B
R D2 F' D F' B' U2
R D2 F' D B' F' U2
B' U2 R' D2 R B' L2
F U2 L2 B2 F L' D
F U2 L2 B2 F L' D'
F U2 L2 B2 F L' D2
F U2 L2 B2 F D L'
F U2 L2 B2 F D' L'
F U2 L2 B2 F D2 L'
R D2 F' D' F' B' U2
R D2 F' D' B' F' U2
B' U2 R' D2 B' L2 R
B' U2 R' D2 B' R L2
R2 D2 F2 D R' B' U2
R D2 F' D2 F' B' U2
R D2 F' D2 B' F' U2
R2 D2 F2 D' R' B' U2
R2 D2 F2 D2 R' B' U2
R D2 F' B' D F' U2
R D2 F' B' D' F' U2
R D2 F' B' D2 F' U2
D2 U2 B D2 F2 L' B2
D2 U2 B D2 F2 B2 L'
D2 U2 B D2 B2 F2 L'
B' U2 R' B' D2 L2 R
B' U2 R' B' D2 R L2
R' D2 B' R F2 U2 L2
R D2 F2 R' B' R U2
R' D2 B' R' F2 U2 L2
D2 U2 B' R F2 U2 R'
R D2 F2 R2 B' R2 U2
R' D2 B' R2 F2 U2 L2
R D2 F2 U' L2 U' F
R D2 F2 U2 L2 F L2
R' D2 B' U2 L2 D2 B2
U2 D2 B D2 F2 L' B2
U2 D2 B D2 F2 B2 L'
U2 D2 B D2 B2 F2 L'
R D2 F2 D B' U2 D
R D2 F2 D B' U2 D'
R D2 F2 D B' U2 D2
R D2 F2 D B' D U2
R D2 F2 D B' D' U2
R D2 F2 D B' D2 U2
R D2 F2 D' B' U2 D
R D2 F2 D' B' U2 D'
R D2 F2 D' B' U2 D2
R D2 F2 D' B' D U2
R D2 F2 D' B' D' U2
R D2 F2 D' B' D2 U2
R' D2 B' D2 R2 U2 B2
R D2 F2 D2 B' U2 D
R D2 F2 D2 B' U2 D'
R D2 F2 D2 B' U2 D2
R D2 F2 D2 B' D U2
R D2 F2 D2 B' D' U2
R D2 F2 D2 B' D2 U2
R D2 F2 B U2 D2 F2
R' D2 B' F U2 L2 B'
R D2 F2 B D2 U2 F2
R' D2 B' F2 R U2 L2
R' D2 B' F2 R' U2 L2
R' D2 B' F2 R2 U2 L2
R' D2 B' F2 U2 L2 D
R' D2 B' F2 U2 L2 D'
R' D2 B' F2 U2 L2 D2
R D2 F2 B2 D B U2
R D2 F2 B2 D' B U2
R D2 F2 B2 D2 B U2
R' D2 B' F2 D2 R2 U2
U2 D2 B' R F2 U2 R'
B' U2 R2 B2 L B R2
F2 U2 R2 B2 L' R2 F'
F2 U2 R2 B2 R2 L' F'
R D2 B U2 D2 F2 B2
R D2 B U2 D2 B2 F2
B' U2 D F2 B' L' F2
R D2 B D2 U2 F2 B2
R D2 B D2 U2 B2 F2
B' U2 D B' U2 R U2
B' U2 D B' F2 L' F2
R D2 B F2 U2 D2 F2
R D2 B F2 D2 U2 F2
R D2 B' L F2 U2 R
B2 U2 D B R U2 R'
R D2 B' L' F2 L U2
R D2 B' L2 F2 L2 U2
R D2 B' R F2 R' U2
R D2 B' R' F2 U2 L'
R D2 B' R2 F2 R2 U2
R D2 B' U D' L2 U
R D2 B' U' D R2 U'
B' U2 D' F2 B' L' F2
R D2 B' U2 D2 B2 D
R D2 B' U2 D2 B2 D'
R D2 B' U2 D2 B2 D2
R D2 B' U2 B D2 B2
R D2 B' U2 B' D2 B2
R D2 B' U2 B2 D2 B2
R D2 B' D U' R2 U'
B' U2 D' B' U2 R U2
R D2 B' D' U L2 U
B' U2 D' B' F2 L' F2
R D2 B' D2 U2 B2 D
R D2 B' D2 U2 B2 D'
R D2 B' D2 U2 B2 D2
R D2 B' D2 F U2 B2
R D2 B' D2 F' U2 B2
R D2 B' D2 F2 U2 B2
R D2 B' F D F U2
R D2 B' F D' F U2
R D2 B' F D2 F U2
B2 U2 D' B R U2 R'
R D2 B' F' D F' U2
R D2 B' F' D' F' U2
R D2 B' F' D2 F' U2
B U2 D B D F2 L'
B' U2 D2 F2 B' L' F2
B' U2 D2 B' U2 R U2
B' U2 D2 B' F2 L' F2
U2 F L B2 L F L'
B2 U2 D2 B R U2 R'
R D2 B2 D2 B U2 B
B U2 D' B D' F2 L'
R D2 B2 F2 D B U2
R D2 B2 F2 D' B U2
R D2 B2 F2 D2 B U2
B U2 D2 L F2 L' B
B U2 D2 L F2 B L'
B U2 D2 L B F2 L'
B U2 D2 L' F2 L' B
B U2 D2 L' F2 B L'
B U2 D2 L' B F2 L'
B U2 D2 L2 F2 L' B
B U2 D2 L2 F2 B L'
B U2 D2 L2 B F2 L'
U2 F L' F L' F B2
U2 F L' F L' B2 F
U2 F L' F B2 L' F
B' U2 F D2 F' B' L
B' U2 F D2 B' L F'
B' U2 F D2 B' F' L
L F L F L' R B2
L F L F L' B2 R
L F L F R L' B2
L F L F R B2 L'
L F L F B2 L' R
L F L F B2 R L'
B U2 D2 F2 L B L2
B U2 D2 F2 L' D B
B U2 D2 F2 L' D' B
B U2 D2 F2 L' D2 B
B U2 D2 F2 L' B D
B U2 D2 F2 L' B D'
B U2 D2 F2 L' B D2
B U2 D2 F2 D L' B
B U2 D2 F2 D B L'
B U2 D2 F2 D' L' B
B U2 D2 F2 D' B L'
B U2 D2 F2 D2 L' B
B U2 D2 F2 D2 B L'
B U2 D2 F2 B L' D
B U2 D2 F2 B L' D'
B U2 D2 F2 B L' D2
B U2 D2 F2 B D L'
B U2 D2 F2 B D' L'
B U2 D2 F2 B D2 L'
B U2 D2 F2 B' L' B2
B U2 D2 B L F2 L'
B U2 D2 B L' F2 L'
B U2 D2 B L2 F2 L'
U2 F L' B2 L' F L'
B U2 D2 B F2 L' D
B U2 D2 B F2 L' D'
B U2 D2 B F2 L' D2
B U2 D2 B F2 D L'
B U2 D2 B F2 D' L'
B U2 D2 B F2 D2 L'
U2 F L' B2 F L' F
B U2 D2 B' F2 L' B2
L F L B2 F L' R
L F L B2 F R L'
F2 U2 F' L2 F L' B2
F2 U2 F' L2 F B2 L'
F2 U2 F' L2 B2 F L'
U2 F L2 F L B2 L2
U2 F L2 F L' B2 D
U2 F L2 F L' B2 D'
U2 F L2 F L' B2 D2
F U2 F L2 F L B2
U2 F L2 F B L' B
U2 F L2 F B2 L' D
U2 F L2 F B2 L' D'
U2 F L2 F B2 L' D2
U2 F L2 F B2 D L'
U2 F L2 F B2 D' L'
U2 F L2 F B2 D2 L'
U2 F L2 B F L' B
D2 F R F B' U2 L'
U2 F L2 B2 F L' D
U2 F L2 B2 F L' D'
U2 F L2 B2 F L' D2
U2 F L2 B2 F D L'
U2 F L2 B2 F D' L'
U2 F L2 B2 F D2 L'
R' F R B' R U2 B'
U F L2 U F L' B2
U F L2 U F B2 L'
U F L2 U B2 F L'
D2 F R B' F U2 L'
B' U2 F2 B L' F2 B2
B' U2 F2 B L' B2 F2
B' U2 F2 B' L F2 L2
B' U2 F2 B' L' F2 D
B' U2 F2 B' L' F2 D'
B' U2 F2 B' L' F2 D2
B' U2 F2 B' L2 F2 L
B' U2 F2 B2 L' F2 B
B' U2 F2 B2 L' B F2
D2 F R' F B' U2 L'
F' U2 B L D2 F2 B
F' U2 B L D2 B F2
R' F R' B' U2 B' L
B2 U2 B L R U2 R'
B U2 F2 L' D2 F2 B
B U2 F2 L' D2 B F2
B2 U2 B L' R U2 R'
B' U2 B R2 B2 L R2
B' U2 B R2 B2 R2 L
D2 F R' B' F U2 L'
R2 F R B' R2 U2 B'
B2 U2 B L2 R U2 R'
B2 U2 B R L U2 R'
B2 U2 B R L' U2 R'
B2 U2 B R L2 U2 R'
B2 U2 B R U2 R' D
B2 U2 B R U2 R' D'
B2 U2 B R U2 R' D2
B2 U2 B R U2 D R'
B2 U2 B R U2 D' R'
B2 U2 B R U2 D2 R'
B2 U2 B R D U2 R'
B' U2 B U2 R U2 B2
B2 U2 B R D' U2 R'
B2 U2 B R D2 U2 R'
F2 U2 B L' D2 F2 B
F2 U2 B L' D2 B F2
B' U2 B F2 L' F2 B2
B' U2 B F2 L' B2 F2
R' F R2 D2 F2 B' U2
B2 U2 B D R U2 R'
R' F R2 D2 B' F2 U2
F' U2 B D2 L F2 B
F' U2 B D2 L B F2
B' U2 B' L U2 R U2
B U2 F2 D2 L' F2 B
B U2 F2 D2 L' B F2
B2 U2 B D' R U2 R'
R' F R2 F B' U2 B'
F' U2 B D2 F2 L B
B' U2 B' L F2 L' F2
B U2 F2 D2 B L' F2
B' U2 B' L' U2 R U2
B2 U2 B D2 R U2 R'
R' F R2 F' B' U2 B'
R2 F R' D2 F2 B' U2
B' U2 B' L' F2 L' F2
R2 F R' D2 B' F2 U2
D2 F R2 F B' U2 L'
B' U2 B' L2 U2 R U2
R' F R2 F2 B' U2 B'
B' U2 B' L2 F2 L' F2
R2 F R' F B' U2 B'
F2 U2 B D2 L' F2 B
F2 U2 B D2 L' B F2
R2 F R' F' B' U2 B'
R' F R2 B' U2 D B'
R' F R2 B' U2 D' B'
R' F R2 B' U2 D2 B'
R' F R2 B' U2 B' D
R' F R2 B' U2 B' D'
R' F R2 B' U2 B' D2
F2 U2 B D2 B L' F2
R' F R2 B' D U2 B'
R' F R2 B' D' U2 B'
R' F R2 B' D2 U2 B'
B' U2 B' R' D2 L2 R
B' U2 B' R' D2 R L2
R' F R2 B' F U2 B'
R' F R2 B' F' U2 B'
R' F R2 B' F2 U2 B'
R2 F R' F2 B' U2 B'
R F R B' U2 B' L
D2 F R2 B' F U2 L'
R2 F R' B' U2 D B'
R2 F R' B' U2 D' B'
R2 F R' B' U2 D2 B'
R2 F R' B' U2 B' D
R2 F R' B' U2 B' D'
R2 F R' B' U2 B' D2
R2 F R' B' D U2 B'
R2 F R' B' D' U2 B'
R2 F R' B' D2 U2 B'
R2 F R' B' F U2 B'
R2 F R' B' F' U2 B'
R2 F R' B' F2 U2 B'
B' U2 B' U' F2 U L'
F' U2 B' R' U2 R B'
F' U2 B' R' U2 B' R
B' U2 B' U2 R U2 D
B' U2 B' U2 R U2 D'
B' U2 B' U2 R U2 D2
B' U2 B' U2 R D U2
B' U2 B' U2 R D' U2
B' U2 B' U2 R D2 U2
B' U2 B' U2 D R U2
B' U2 B' U2 D' R U2
B' U2 B' U2 D2 R U2
B2 U2 B' R B2 L U2
B' U2 B' D U2 R U2
B' U2 B' D F2 L' F2
B' U2 B' D' U2 R U2
B' U2 B' D' F2 L' F2
B' U2 B' D2 U2 R U2
B' U2 B' D2 F2 L' F2
B U2 B U2 B R U2
B' U2 B' F2 L F2 L2
B' U2 B' F2 L' F2 D
B' U2 B' F2 L' F2 D'
B' U2 B' F2 L' F2 D2
B' U2 B' F2 L2 F2 L
R F R' B' R U2 B'
R2 F R2 B' R U2 B'
F2 U2 B2 L' R2 F' R2
F2 U2 B2 L' U2 B U2
F' U2 B2 U2 B R' U2
F2 U2 B2 R2 L' F' R2
B' U2 B2 F2 L' F2 B
B' U2 B2 F2 L' B F2
D F U L2 U F L'
F2 U2 B2 U2 B U2 L'
R F R2 B' R2 U2 B'
U F U L2 F L' B2
U F U L2 F B2 L'
U F U L2 B2 F L'
B U2 B2 R U2 R' B'
R F U L2 U F B2
R F U L2 U B2 F
D2 F U2 L2 F B' L'
D2 F U2 L2 B' F L'
R F U D L2 U F
R2 F U2 L B2 L F
R F U' L2 U' F B2
R F U' L2 U' B2 F
R2 F U2 L2 F B2 L
R2 F U2 L2 B2 F L
B' D L2 R F L2 U2
R F U2 L2 F L2 B2
R F U2 L2 F B2 L2
R F U2 L2 B2 F L2
R F U2 R2 B2 R2 F'
B' D R L2 F L2 U2
B' D R U' R U' B'
B' D R U' R' U' B'
B' D R U' R2 U' B'
B' D R U2 R' B' R
B' D R U2 R2 B' R2
B' D R U2 D B' D
B' D R U2 D B' D'
B' D R U2 D B' D2
B' D R U2 D' B' D
B' D R U2 D' B' D'
B' D R U2 D' B' D2
B' D R U2 D2 B' D
B' D R U2 D2 B' D'
B' D R U2 D2 B' D2
B' D R U2 B2 D B
B' D R U2 B2 D' B
B' D R U2 B2 D2 B
B' D R D U2 B' D
B' D R D U2 B' D'
B' D R D U2 B' D2
B' D R D F U2 B'
B' D R D F' U2 B'
R F U2 B D2 F2 B
R F U2 B D2 B F2
B' D R D F2 U2 B'
B' D R D' U2 B' D
B' D R D' U2 B' D'
B' D R D' U2 B' D2
B' D R D' F U2 B'
B' D R D' F' U2 B'
B' D R D' F2 U2 B'
R F U2 B2 R2 F' R2
R F U2 B2 U2 B U2
B' D R D2 U2 B' D
B' D R D2 U2 B' D'
B' D R D2 U2 B' D2
B' D R D2 F U2 B'
B' D R D2 F' U2 B'
B' D R D2 F2 U2 B'
B' D R F U2 D B'
B' D R F U2 D' B'
B' D R F U2 D2 B'
B' D R F U2 B' D
B' D R F U2 B' D'
B' D R F U2 B' D2
B' D R F D U2 B'
B' D R F D' U2 B'
B' D R F D2 U2 B'
B' D R F' U2 D B'
B' D R F' U2 D' B'
B' D R F' U2 D2 B'
B' D R F' U2 B' D
B' D R F' U2 B' D'
B' D R F' U2 B' D2
B' D R F' D U2 B'
B' D R F' D' U2 B'
B' D R F' D2 U2 B'
B' D R F2 U2 D B'
B' D R F2 U2 D' B'
B' D R F2 U2 D2 B'
B' D R F2 U2 B' D
B' D R F2 U2 B' D'
B' D R F2 U2 B' D2
B' D R F2 D U2 B'
B' D R F2 D' U2 B'
B' D R F2 D2 U2 B'
R F D U L2 U F
D2 F D2 F B' U2 L
R' F D2 F2 U2 L2 F
R' F D2 F2 B' U2 L2
B' D R' U2 D2 B' L2
B' D R' U2 B' D2 L2
R' F D2 B' F2 U2 L2
D2 F D2 B' F U2 L
R F D B' U L2 U
R F D B' U2 D' B2
R F D B' D F2 U2
R F D B' D' U2 B2
B' D R' D2 U2 B' L2
B' D R' F R2 U2 B'
B' D R' F' R2 U2 B'
B' D R' F2 R2 U2 B'
R' F B R2 F' B2 U2
R' F B R2 B2 F' U2
R2 F D2 R' F2 B' U2
R2 F D2 R' B' F2 U2
B' D R2 U2 B2 L B
R2 F D2 F2 R' B' U2
B' D R2 D R' U2 B'
B' D R2 D' R' U2 B'
R F D' B' U' R2 U'
R F D' B' U2 D B2
R F D' B' D U2 B2
R F D' B' D' F2 U2
B' D R2 D2 R' U2 B'
B' D R2 F R' U2 B'
D2 F B' R F U2 L'
B' D R2 F' R' U2 B'
R' F B' R2 U2 D B'
R' F B' R2 U2 D' B'
R' F B' R2 U2 D2 B'
R' F B' R2 U2 B' D
R' F B' R2 U2 B' D'
R' F B' R2 U2 B' D2
R' F B' R2 D U2 B'
R' F B' R2 D' U2 B'
R' F B' R2 D2 U2 B'
R' F B' R2 F U2 B'
D2 F B' R' F U2 L'
R' F B' R2 F' U2 B'
R' F B' R2 F2 U2 B'
B' D R2 F2 R' U2 B'
D2 F B' R2 F U2 L'
R' F B' U2 D2 B' L2
R' F B' U2 B' D2 L2
R' F B' D2 U2 B' L2
R F D2 F2 D B' U2
R F D2 F2 D' B' U2
R F D2 F2 D2 B' U2
R F D2 F2 B' U2 D
R F D2 F2 B' U2 D'
R F D2 F2 B' U2 D2
R F D2 F2 B' D U2
R F D2 F2 B' D' U2
R F D2 F2 B' D2 U2
L' F B2 L' R' F L'
L' F B2 L' F L' R'
L' F B2 L' F R' L'
R F D2 B' U2 D2 B2
R F D2 B' D2 U2 B2
R F D2 B' F2 U2 D
R F D2 B' F2 U2 D'
R F D2 B' F2 U2 D2
R F D2 B' F2 D U2
R F D2 B' F2 D' U2
R F D2 B' F2 D2 U2
B' D U F2 U B' L'
F2 D U L2 U F L
L' F B2 R' L' F L'
R2 F B' R U2 B' L
L' F B2 R' F L' F
R2 F B' R' U2 B' L
R2 F B' R2 U2 B' L
L2 F B' D2 R2 B' L
L2 F B' D2 B' L R2
L2 F B' D2 B' R2 L
R2 F B' U2 B' L D
R2 F B' U2 B' L D'
R2 F B' U2 B' L D2
R2 F B' U2 B' D L
R2 F B' U2 B' D' L
R2 F B' U2 B' D2 L
R F B U2 D2 F2 B
R F B U2 D2 B F2
R F B D2 U2 F2 B
R F B D2 U2 B F2
R F B' L2 F L2 U2
R F B' U' R U' B'
R F B' U' R' U' B'
R F B' U' R2 U' B'
R F B' U2 R' B' R
R F B' U2 R2 B' R2
R F B' U2 D B' D
R F B' U2 D B' D'
R F B' U2 D B' D2
R F B' U2 D' B' D
R F B' U2 D' B' D'
R F B' U2 D' B' D2
R F B' U2 D2 B' D
R F B' U2 D2 B' D'
R F B' U2 D2 B' D2
R F B' U2 B2 D B
R F B' U2 B2 D' B
R F B' U2 B2 D2 B
R F B' D U2 B' D
R F B' D U2 B' D'
R F B' D U2 B' D2
R F B' D F U2 B'
R F B' D F' U2 B'
R F B' D F2 U2 B'
L F B2 L F L' R
L F B2 L F R L'
R F B' D' U2 B' D
R F B' D' U2 B' D'
R F B' D' U2 B' D2
R F B' D' F U2 B'
R F B' D' F' U2 B'
R F B' D' F2 U2 B'
B' D U2 F2 B' L' F2
R F B' D2 U2 B' D
R F B' D2 U2 B' D'
R F B' D2 U2 B' D2
R F B' D2 F U2 B'
R F B' D2 F' U2 B'
R F B' D2 F2 U2 B'
B' D U2 B' U2 R U2
B' D U2 B' F2 L' F2
B2 D U2 B R U2 R'
R F B2 D B U2 B'
R F B2 D' B U2 B'
B' D F U2 D2 B' L
R F B2 D2 B U2 B'
B' D F D2 U2 B' L
U2 F' L' F' L' F B2
U2 F' L' F' L' B2 F
U2 F' L' F' B2 L' F
B D U2 B D F2 L'
U2 F' L' B2 F' L' F
B' D F' U2 B L B2
U2 F' L2 F' L' F2 B2
U2 F' L2 F' L' B2 F2
U2 F' L2 F' B2 L' F2
B' D F2 R U2 B' L'
B' D F2 R' U2 B' L'
U2 F' L2 B2 F' L' F2
R' F' R B' R U2 B'
B' D F2 R2 U2 B' L'
B' D F2 U2 D B' L'
B' D F2 U2 D' B' L'
B' D F2 U2 D2 B' L'
B' D F2 U2 B L' B2
B' D F2 U2 B' L' D
B' D F2 U2 B' L' D'
B' D F2 U2 B' L' D2
B' D F2 U2 B' D L'
B' D F2 U2 B' D' L'
B' D F2 U2 B' D2 L'
B' D F2 U2 B2 L' B
B' D F2 D U2 B' L'
B' D F2 D' U2 B' L'
B' D F2 D2 U2 B' L'
B' D B R B' U2 B'
B2 D F2 B U2 B' L'
R' F' R' B' U2 B' L
R2 F' R B' R2 U2 B'
B2 D B R U2 D B'
B2 D B R U2 D' B'
B2 D B R U2 D2 B'
B2 D B R U2 B' D
B2 D B R U2 B' D'
B2 D B R U2 B' D2
B2 D B R D U2 B'
B2 D B R D' U2 B'
B2 D B R D2 U2 B'
B2 D B R F U2 B'
B2 D B R F' U2 B'
B2 D B R F2 U2 B'
R' F' R2 D2 F2 B' U2
R' F' R2 D2 B' F2 U2
R' F' R2 F B' U2 B'
B2 D B D R U2 B'
R' F' R2 F' B' U2 B'
B2 D B D' R U2 B'
R' F' R2 F2 B' U2 B'
R2 F' R' D2 F2 B' U2
B2 D B D2 R U2 B'
R2 F' R' D2 B' F2 U2
R2 F' R' F B' U2 B'
R' F' R2 B' U2 D B'
R' F' R2 B' U2 D' B'
R' F' R2 B' U2 D2 B'
R' F' R2 B' U2 B' D
R' F' R2 B' U2 B' D'
R' F' R2 B' U2 B' D2
R' F' R2 B' D U2 B'
R' F' R2 B' D' U2 B'
R' F' R2 B' D2 U2 B'
R' F' R2 B' F U2 B'
R' F' R2 B' F' U2 B'
R' F' R2 B' F2 U2 B'
R2 F' R' F' B' U2 B'
R2 F' R' F2 B' U2 B'
B2 D B F2 U2 B' L'
R2 F' R' B' U2 D B'
R2 F' R' B' U2 D' B'
R2 F' R' B' U2 D2 B'
R2 F' R' B' U2 B' D
R2 F' R' B' U2 B' D'
R2 F' R' B' U2 B' D2
R2 F' R' B' D U2 B'
R2 F' R' B' D' U2 B'
R2 F' R' B' D2 U2 B'
R2 F' R' B' F U2 B'
R2 F' R' B' F' U2 B'
R F' R B' U2 B' L
R2 F' R' B' F2 U2 B'
F2 D B' U L2 U L
F2 D B' U2 D' L' B2
F2 D B' U2 D' B2 L'
F2 D B' D F2 R U2
U2 F' R2 B2 R2 F' L'
F2 D B' D' U2 L' B2
F2 D B' D' U2 B2 L'
R2 F' R2 B' R U2 B'
R F' R' B' R U2 B'
B2 D B2 R B' U2 B'
R F' R2 B' R2 U2 B'
R F' U L2 U F B2
R F' U L2 U B2 F
R F' U D L2 U F
R2 F' U2 L B2 L F
R2 F' U2 L2 F B2 L
R2 F' U2 L2 B2 F L
R F' U' L2 U' F B2
R F' U' L2 U' B2 F
B' D' L2 R F L2 U2
U2 F' U2 B' R' U2 B'
D2 F' D F' B' U2 L'
D2 F' D B' F' U2 L'
R F' U2 L2 F L2 B2
R F' U2 L2 F B2 L2
R F' U2 L2 B2 F L2
B' D' R L2 F L2 U2
R F' U2 R2 B2 R2 F'
D2 F' D' F' B' U2 L'
B' D' R U' R U' B'
B' D' R U' R' U' B'
B' D' R U' R2 U' B'
B' D' R U2 R' B' R
B' D' R U2 R2 B' R2
B' D' R U2 D B' D
B' D' R U2 D B' D'
B' D' R U2 D B' D2
B' D' R U2 D' B' D
B' D' R U2 D' B' D'
B' D' R U2 D' B' D2
B' D' R U2 D2 B' D
B' D' R U2 D2 B' D'
B' D' R U2 D2 B' D2
B' D' R U2 B2 D B
B' D' R U2 B2 D' B
B' D' R U2 B2 D2 B
D2 F' D' B' F' U2 L'
B' D' R D U2 B' D
B' D' R D U2 B' D'
B' D' R D U2 B' D2
B' D' R D F U2 B'
B' D' R D F' U2 B'
B' D' R D F2 U2 B'
B' D' R D' U2 B' D
B' D' R D' U2 B' D'
B' D' R D' U2 B' D2
B' D' R D' F U2 B'
B' D' R D' F' U2 B'
B' D' R D' F2 U2 B'
B' D' R D2 U2 B' D
B' D' R D2 U2 B' D'
B' D' R D2 U2 B' D2
B' D' R D2 F U2 B'
B' D' R D2 F' U2 B'
B' D' R D2 F2 U2 B'
R F' U2 B D2 F2 B
R F' U2 B D2 B F2
B' D' R F U2 D B'
B' D' R F U2 D' B'
B' D' R F U2 D2 B'
B' D' R F U2 B' D
